,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
12:00:51.463,5.0,5.0,0.0,-12.0,0.2,-100.0,1.0,52.0,0.8,66.0,31.0,4.5,5.5,0.23,0.0,12863.0,0.5,0.6,320.0,1.0,0.1,0.0,61.0,0.0,0.5
12:01:11.178,5.0,5.0,0.0,-73.0,1.0,26.0,1.0,-92.0,1.0,14.0,9.0,2.5,6.0,0.4,0.0,0.0,1.1,0.7,340.0,1.0,0.1,0.0,755.0,669.0,0.5
12:01:17.102,5.0,5.0,0.0,5.0,0.01,-82.0,1.0,100.0,2.5,52.0,35.0,5.5,6.0,0.4,0.0,0.0,0.0,0.4,230.0,1.0,0.1,0.0,344.0,0.0,0.5
12:01:39.508,5.0,5.0,0.0,-100.0,0.59,77.0,1.0,-28.0,4.9,59.0,-1.0,2.0,6.0,0.1,0.0,13999.0,0.1,0.7,550.0,1.0,0.1,0.0,160.0,520.0,0.5
12:01:55.364,5.0,5.0,0.0,-41.0,0.79,100.0,1.0,-31.0,3.8,-1.0,60.0,3.0,2.0,0.29,0.0,29945.0,0.3,1.6,570.0,1.0,0.1,0.0,1000.0,254.0,0.5
12:01:59.882,5.0,5.0,0.0,-100.0,0.2,1.0,1.0,-44.0,3.4,-1.0,25.0,3.5,4.5,0.1,0.0,19390.0,1.1,0.5,1000.0,1.0,0.1,0.0,605.0,1000.0,0.5
12:02:28.039,5.0,5.0,0.0,100.0,0.73,38.0,1.0,-100.0,9.6,-1.0,-1.0,2.0,3.0,0.16,0.0,28046.0,0.1,1.9,50.0,1.0,0.1,0.0,521.0,890.0,0.5
