time_stamp,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
05:54:11,1500.0,STABILIZE,-35.3632621,149.1652375,0.0,-1.0,0.0,0.0,0.0,1.0,-1000.0,0.0,1.0,0.0,-0.0010976300109177828,0.0009413026855327189,0.02474827878177166,0.0002253273851238191,0.00020416651386767626,0.0018836564850062132
05:54:13,1500.0,STABILIZE,-35.3632621,149.1652375,0.0,-1.0,1.0,1.0,0.0,1.0,-1000.5,0.5,0.0,0.0,-0.000985761289484799,0.0009358991519547999,0.024159180000424385,0.0002870699972845614,0.00020446942653506994,0.0017424758989363909
05:54:15,1500.0,STABILIZE,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0011168088531121612,0.0009506206260994077,0.023806234821677208,0.00012964196503162384,0.0003280756063759327,0.0018533755792304873
05:54:19,1500.0,AUTO,-35.3632622,149.1652375,1.0,-1.0,1.0,0.0,0.0,1.5,-1000.0,0.5,0.0,0.0,-0.0012620745110325515,0.0009740267705637962,0.02276934403926134,0.0002874215133488178,0.0002606131602078676,0.0016222178237512708
05:54:21,1500.0,AUTO,-35.3632621,149.16523745,0.0,0.0,0.0,1.5,0.0,1.5,-1000.0,0.5,0.0,0.5,-0.0008933016215451062,0.0012505530030466616,0.022364080883562565,0.0002425206475891173,0.00027033183141611516,0.0015403072466142476
05:54:22,153140.0,AUTO,-35.3632621,149.1652374,0.0,0.0,0.0,0.25,0.0,1.0,-1000.0,0.75,0.75,0.5,-0.0006934110133443028,0.0015357024676632136,0.022121890913695097,0.00031533115543425083,0.00031259929528459907,0.0015081493183970451
05:54:23,153140.0,AUTO,-35.3632621,149.1652374,88.0,0.0,0.0,-34.0,0.0,1.0,-1065.0,4.0,3.5,0.5,0.001563640427775681,0.0008924391440814361,0.021892073564231396,0.004238156834617257,0.00315101703745313,0.0013374513946473598
05:54:25,153140.0,AUTO,-35.36326185,149.16523865,2322.5,4.5,25.5,-148.5,0.5,-4.5,-1001.5,28.5,-2.0,-9.0,0.046736596152186394,-0.006002342561259866,0.008119460195302963,0.028549121227115393,-0.002289515803568065,-0.008508807863108814
05:54:27,153140.0,AUTO,-35.3632609,149.1652459,5388.0,-1.5,0.0,-150.0,1.5,-2.0,-1001.5,-2.5,-11.0,-19.0,-0.057418206706643105,0.0016459685284644365,-0.08558673784136772,-0.0034882575273513794,-0.012326339608989656,-0.01900653261691332
05:54:28,12520.0,AUTO,-35.3632611,149.16524305000002,6933.25,-2.75,-52.25,-150.5,-5.5,9.5,-1001.75,62.25,8.25,-2.25,-0.03524614474736154,-0.004265103212674148,-0.09466916508972645,0.06201419420540333,0.007915983180282637,-0.002157678289222531
05:54:29,12520.0,AUTO,-35.3632616,149.165237,8486.5,-8.0,-44.0,-153.5,-5.0,10.5,-1003.0,64.5,9.5,2.0,0.029240802861750126,0.006553569226525724,-0.09399637952446938,0.06436445564031601,0.009105267934501171,0.0029731084359809756
05:54:31,12520.0,AUTO,-35.3632626,149.16523585,11592.5,5.0,15.5,-151.5,0.5,-3.0,-1002.0,-31.0,14.0,-31.0,-0.008958090038504452,-0.006503108772449195,-0.08909693732857704,-0.03181471605785191,0.013751122634857893,-0.031120074912905693
05:54:33,12520.0,AUTO,-35.363261449999996,149.16523575,14711.0,1.0,-4.5,-153.5,-1.5,0.0,-999.5,11.0,3.0,-14.0,0.006458011805079877,0.008180135395377874,-0.14755460619926453,0.010617044288665056,0.0031779718992765993,-0.01431091595441103
05:54:34,2321.0,AUTO,-35.363261425,149.165235275,16269.75,-3.75,-2.0,-152.25,0.0,0.25,-996.75,-64.5,-0.75,-10.25,-0.011561337218154222,0.006814702996052802,-0.1593824028968811,-0.06553218426415697,-0.0017049189045792446,-0.010485786478966475
05:54:35,2321.0,AUTO,-35.3632623,149.16523315,17735.0,-20.5,-28.0,-132.0,0.0,7.0,-967.5,64.5,-13.0,141.0,-0.017007362097501755,0.007439002627506852,-0.037843840196728706,0.06375337997451425,-0.013742808252573013,0.14139206521213055
