time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz
04:37:19,-0.001144789275713265,0.0009689689322840422,0.022222792729735374,0.0002107114705722779,0.00018817587988451123,0.0018062873277813196,STABILIZE,200.0,0.0,1.0,-1000.0,0.0,0.0,0.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
04:37:25,-0.0009511830285191536,0.0011177004198543727,0.021048733964562416,0.0002037487574853003,0.00023158936528488994,0.0015182620263658464,AUTO,200.0,0.0,1.5,-1000.0,0.5,0.5,0.5,-35.3632621,149.1652375,1.0,0.0,0.0,1.0
04:37:26,-0.0008227988000726327,0.0013113930763211101,0.020883632358163595,0.0003127620875602588,0.0002716889575822279,0.0013799933367408812,AUTO,300000.0,0.0,1.25,-1000.0,0.25,0.75,0.25,-35.3632621,149.16523745,1.25,0.0,0.0,0.25
04:37:27,-0.00040190957952290773,0.0016607770812697709,0.020565273240208626,0.00030160407186485827,0.0002561097498983145,0.0013758903369307518,AUTO,300000.0,0.0,2.0,-1000.0,1.0,0.5,0.5,-35.3632621,149.1652375,0.0,0.0,0.0,1.0
04:37:29,0.02812611497938633,-0.0018011601932812482,0.020157618448138237,0.0459603127092123,-0.007777714636176825,0.002531044650822878,AUTO,300000.0,0.0,-0.5,-1012.0,46.0,-6.5,2.0,-35.363262,149.1652376,1600.0,0.5,7.5,-146.0
04:37:30,0.05085249338299036,-0.0022122630616649985,0.000587906688451767,-0.016137778293341398,0.02460952545516193,-0.03389010642422363,AUTO,106602.0,1.0,-6.25,-996.25,-15.5,25.25,-34.0,-35.363261675000004,149.16523937500003,2756.25,6.25,36.0,-147.75
04:37:31,-0.03877035155892372,0.012267864774912596,-0.08045198395848274,-0.03417080640792847,-0.019185123965144157,-0.037181769497692585,AUTO,106602.0,3.5,-7.5,-1003.5,-33.0,-18.5,-37.0,-35.3632609,149.16524535000002,4657.5,-0.5,30.0,-149.5
04:37:33,-0.002810495672747493,8.178793359547853e-05,-0.0974663533270359,0.0666782334446907,0.01392420893535018,0.0018013755325227976,AUTO,106602.0,-7.0,11.0,-1003.5,66.5,13.5,1.5,-35.363261249999994,149.16523990000002,7749.5,-4.0,-59.0,-151.5
04:37:34,0.04564908845350146,0.008168609230779111,-0.09438620693981647,0.06129696313291788,0.005960127979051322,0.006758389296010137,AUTO,119804.0,-3.75,8.5,-1002.25,61.5,6.5,5.75,-35.363261699999995,149.165235725,8923.25,-8.5,-34.0,-153.75
04:37:35,0.010959096893202513,-0.00921943737193942,-0.07723097875714302,-0.0721456278115511,0.007271951530128717,-0.014576422749087214,AUTO,119804.0,2.5,-2.5,-1001.5,-71.0,7.5,-14.5,-35.3632626,149.16523495,10868.5,-1.0,22.0,-150.0
04:37:37,-0.00045541691360995173,0.0051092421635985374,-0.13665959984064102,0.017480310052633286,0.006610065931454301,-0.023072426207363605,AUTO,119804.0,-2.0,0.0,-1000.0,17.5,6.5,-23.0,-35.363261800000004,149.16523619999998,13974.0,3.5,-6.0,-153.0
04:37:38,0.0078027197159826756,0.0072255495470017195,-0.14987697079777718,0.006744542391970754,0.0012610013654921204,-0.014165777014568448,AUTO,199227.0,-1.25,0.0,-1000.0,7.0,1.25,-13.75,-35.36326155,149.16523569999998,15145.5,0.25,-3.5,-153.0
04:37:39,0.007266526808962226,0.0053720660507678986,-0.1648014411330223,-0.005877315765246749,-0.001845718885306269,-0.01312657818198204,AUTO,199227.0,0.0,0.0,-999.5,-4.5,-1.0,-12.5,-35.3632615,149.16523545,17094.5,-3.0,3.5,-153.0
04:37:41,0.0022133294260129333,0.003011719440110028,-0.199389286339283,0.000657604105072096,4.919304046779871e-05,-0.02013915590941906,AUTO,199227.0,0.0,0.0,-1000.0,1.0,0.5,-20.0,-35.3632617,149.1652361,20209.0,-3.0,4.5,-154.0
