,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
04:37:26.119,300000.0,0.0,0.6,10.1,0.25,5.1,0.0,0.0,0.0,1.0,0.1,50.0,50.0,305.0,0.0
04:37:30.146,106602.0,0.0,2.0,3.4,0.25,0.0,0.0,29401.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0
04:37:34.182,119804.0,1.1,1.3,-10.0,0.25,0.5,0.0,3455.0,0.0,1.0,0.1,50.0,50.0,394.0,0.0
04:37:38.213,199227.0,0.6,1.1,-8.1,0.25,5.1,0.0,30919.0,570.0,1.0,0.1,50.0,50.0,260.0,0.0
04:37:42.231,12511.0,1.0,0.3,3.3,0.25,5.1,0.0,0.0,290.0,1.0,0.1,50.0,50.0,22.0,0.0
04:37:46.259,170283.0,1.0,0.0,10.1,0.25,2.5,0.0,32000.0,380.0,1.0,0.1,50.0,50.0,433.0,0.0
04:37:50.285,14072.0,0.5,1.1,6.0,0.25,2.4,0.0,32000.0,910.0,1.0,0.1,50.0,50.0,1000.0,0.0
04:37:54.313,233406.0,0.3,1.4,-10.0,0.25,2.4,0.0,32000.0,720.0,1.0,0.1,50.0,50.0,723.0,0.0
04:37:58.351,205353.0,0.0,0.0,-5.1,0.25,0.7,0.0,2858.0,0.0,1.0,0.1,50.0,50.0,506.0,0.0
04:38:02.374,190654.0,1.1,0.0,10.1,0.25,2.0,0.0,0.0,390.0,1.0,0.1,50.0,50.0,143.0,0.0
04:38:06.386,200.0,0.1,1.3,8.5,0.25,3.4,0.0,14845.0,660.0,1.0,0.1,50.0,50.0,978.0,0.0
04:38:10.424,300000.0,1.1,1.4,-10.0,0.25,0.6,0.0,3678.0,240.0,1.0,0.1,50.0,50.0,1000.0,0.0
04:38:14.437,200.0,0.3,2.0,3.9,0.25,2.8,0.0,14718.0,900.0,1.0,0.1,50.0,50.0,629.0,0.0
04:38:18.457,121458.0,0.5,0.0,-6.2,0.25,3.5,0.0,32000.0,760.0,1.0,0.1,50.0,50.0,162.0,0.0
04:38:22.483,168500.0,0.0,0.0,-3.1,0.25,5.1,0.0,9298.0,850.0,1.0,0.1,50.0,50.0,656.0,0.0
04:38:26.011,147840.0,0.0,0.4,3.0,0.25,0.0,0.0,0.0,310.0,1.0,0.1,50.0,50.0,0.0,0.0
04:38:30.027,200.0,0.3,1.5,-1.2,0.25,0.8,0.0,6782.0,600.0,1.0,0.1,50.0,50.0,0.0,0.0
04:38:34.057,300000.0,0.0,1.5,-4.5,0.25,1.6,0.0,0.0,1000.0,1.0,0.1,50.0,50.0,509.0,0.0
04:38:38.090,241201.0,0.7,2.0,-2.4,0.25,3.5,0.0,8479.0,460.0,1.0,0.1,50.0,50.0,734.0,0.0
04:38:42.120,278604.0,0.4,1.2,0.2,0.25,4.5,0.0,0.0,220.0,1.0,0.1,50.0,50.0,1000.0,0.0
04:38:46.152,300000.0,0.5,1.0,2.2,0.25,5.1,0.0,15602.0,1000.0,1.0,0.1,50.0,50.0,669.0,0.0
04:38:50.181,173602.0,0.9,1.8,1.6,0.25,5.1,0.0,13541.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0
04:38:54.221,286151.0,0.5,1.1,10.1,0.25,1.0,0.0,23692.0,1000.0,1.0,0.1,50.0,50.0,449.0,0.0
04:38:58.258,277461.0,0.0,0.0,1.9,0.25,2.1,0.0,14012.0,600.0,1.0,0.1,50.0,50.0,173.0,0.0
04:39:02.291,276287.0,1.1,0.1,-10.0,0.25,3.3,0.0,32000.0,250.0,1.0,0.1,50.0,50.0,507.0,0.0
04:39:06.311,84981.0,0.1,1.8,10.1,0.25,2.9,0.0,19859.0,780.0,1.0,0.1,50.0,50.0,0.0,0.0
04:39:10.330,53668.0,0.5,1.8,1.5,0.25,3.2,0.0,16255.0,450.0,1.0,0.1,50.0,50.0,989.0,0.0
04:39:14.359,227264.0,1.1,1.1,10.1,0.25,2.2,0.0,32000.0,1000.0,1.0,0.1,50.0,50.0,923.0,0.0
04:39:18.381,103248.0,0.6,1.1,-4.3,0.25,3.8,0.0,29235.0,880.0,1.0,0.1,50.0,50.0,470.0,0.0
04:39:22.408,227582.0,0.7,1.6,-4.6,0.25,3.9,0.0,31408.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0
04:39:26.450,288482.0,0.0,1.1,-10.0,0.25,0.0,0.0,0.0,390.0,1.0,0.1,50.0,50.0,160.0,0.0
04:39:30.478,100122.0,0.5,0.6,-10.0,0.25,5.1,0.0,28947.0,50.0,1.0,0.1,50.0,50.0,723.0,0.0
04:39:34.506,90277.0,1.1,2.0,-10.0,0.25,4.2,0.0,16126.0,10.0,1.0,0.1,50.0,50.0,1000.0,0.0
04:39:38.026,200.0,0.0,0.1,-10.0,0.25,2.2,0.0,32000.0,50.0,1.0,0.1,50.0,50.0,660.0,0.0
04:39:42.050,105600.0,0.1,0.8,-2.7,0.25,1.6,0.0,29686.0,1000.0,1.0,0.1,50.0,50.0,205.0,0.0
04:39:46.064,13388.0,0.1,0.0,10.1,0.25,0.1,0.0,0.0,0.0,1.0,0.1,50.0,50.0,38.0,0.0
04:39:50.084,200.0,0.2,0.9,-10.0,0.25,2.3,0.0,11703.0,80.0,1.0,0.1,50.0,50.0,53.0,0.0
04:39:54.101,85306.0,0.0,1.7,2.5,0.25,4.5,0.0,38.0,1000.0,1.0,0.1,50.0,50.0,150.0,0.0
04:39:58.127,87699.0,0.3,0.6,-5.5,0.25,0.0,0.0,1437.0,1000.0,1.0,0.1,50.0,50.0,855.0,0.0
04:40:02.147,74673.0,0.1,0.3,-1.6,0.25,5.1,0.0,32000.0,400.0,1.0,0.1,50.0,50.0,488.0,0.0
04:40:06.186,300000.0,1.1,2.0,-0.8,0.25,3.2,0.0,30111.0,0.0,1.0,0.1,50.0,50.0,209.0,0.0
04:40:10.220,300000.0,0.8,1.0,5.3,0.25,0.3,0.0,19351.0,460.0,1.0,0.1,50.0,50.0,448.0,0.0
04:40:14.263,246058.0,0.3,0.1,10.1,0.25,4.1,0.0,29431.0,920.0,1.0,0.1,50.0,50.0,144.0,0.0
04:40:18.282,51014.0,0.1,1.8,10.1,0.25,0.0,0.0,17262.0,570.0,1.0,0.1,50.0,50.0,534.0,0.0
04:40:22.295,13542.0,0.2,1.7,-7.4,0.25,5.1,0.0,12663.0,0.0,1.0,0.1,50.0,50.0,62.0,0.0
04:40:26.324,208315.0,0.9,2.0,-6.2,0.25,5.1,0.0,31608.0,400.0,1.0,0.1,50.0,50.0,789.0,0.0
04:40:30.347,78053.0,0.4,2.0,-10.0,0.25,0.0,0.0,0.0,220.0,1.0,0.1,50.0,50.0,1000.0,0.0
04:40:34.364,200.0,1.1,1.4,-10.0,0.25,2.2,0.0,6465.0,1000.0,1.0,0.1,50.0,50.0,557.0,0.0
04:40:38.382,46829.0,0.8,1.2,1.8,0.25,0.0,0.0,8274.0,980.0,1.0,0.1,50.0,50.0,697.0,0.0
04:40:42.410,261943.0,0.0,0.8,-7.1,0.25,3.2,0.0,32000.0,420.0,1.0,0.1,50.0,50.0,633.0,0.0
04:40:46.434,143969.0,0.3,1.1,6.6,0.25,1.2,0.0,18397.0,340.0,1.0,0.1,50.0,50.0,0.0,0.0
