time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:39:16,AUTO,0.03194696437567472,-0.007149184681475162,-0.14740751683712006,0.03948215171694756,0.06975153610110282,0.021050844294950365,-35.363252919999994,149.16523272,34189.0,77.2,-31.6,-152.4,1500.0,1500.0,-19.8,-3.8,-1004.2,40.2,70.6,20.8
14:39:18,AUTO,-0.0014135276433080435,0.12571192532777786,-0.14075838029384613,-0.07324027580519517,-0.012914285684625307,0.013790356693789363,-35.363246833333335,149.16523329999998,36908.333333333336,-42.333333333333336,39.0,-146.33333333333334,1500.0,1500.0,5.5,-4.25,-998.0,-69.5,7.25,9.25
14:39:19,AUTO,0.004108846769668162,0.003959503257647157,-0.07286467030644417,0.011552898678928614,-0.09435885399580002,0.05031586647965014,-35.363258075000005,149.16523947500002,38961.75,-109.5,42.5,-150.0,1500.0,1500.0,24.0,7.25,-1008.25,12.25,-92.5,50.0
14:39:21,AUTO,-0.07702312618494034,-0.09102541208267212,-0.08570131659507751,0.002498970367014408,0.03611896652728319,-0.03337621409446001,-35.36326805,149.1652454,42316.5,30.5,-30.5,-149.0,1500.0,1500.0,-6.0,0.5,-999.0,4.0,36.5,-33.0
14:39:23,AUTO,0.044548776000738144,0.04867472127079964,-0.08167983591556549,0.07101304084062576,0.0987575426697731,0.09002473205327988,-35.3632566,149.1652273,45384.0,51.0,-82.0,-155.0,1500.0,1500.0,-24.0,7.0,-1025.0,72.0,100.0,90.0
14:39:25,AUTO,0.07622716668993235,-0.04049070962355472,0.6231252253055573,-0.0633040089160204,-0.010973244905471802,0.5072040185332298,-35.363257225,149.1652244,47860.25,-40.75,58.25,-142.0,1586.0,1500.0,6.25,-10.75,-992.0,-61.75,-9.75,507.25
14:39:27,AUTO,0.01839287020266056,-0.014572692103683949,1.4320780038833618,-0.5072118639945984,-0.030872279778122902,-0.004089375492185354,-35.3632598,149.1652347,50185.0,3.0,-1.0,-25.0,1500.0,1500.0,0.0,-7.0,-954.0,-184.5,-38.5,-36.5
14:39:29,AUTO,-0.021062703803181648,-0.004446619190275669,1.4243240356445312,-0.43830400705337524,-0.07127497345209122,0.0003793544019572437,-35.363262,149.1652373,50116.0,-11.0,15.0,18.0,1500.0,1500.0,0.0,-43.0,-1002.0,-443.0,-69.0,0.0
14:39:31,AUTO,-0.017864597961306572,-0.11795549094676971,0.8314891457557678,-0.5400349497795105,-0.06750559061765671,-0.2834037244319916,-35.3632582,149.1652471,49945.0,96.0,77.0,0.0,1500.0,1500.0,-24.0,-50.0,-1000.0,-542.0,-66.0,-282.0
14:39:33,AUTO,0.021023092791438103,-0.17888276278972626,0.8394133150577545,-0.058050736784935,0.0007775763515383005,-0.047251733019948006,-35.3632316,149.16527845,49917.5,243.5,219.5,-1.0,1500.0,1500.0,-62.5,-34.0,-1007.0,-56.0,1.5,-46.5
14:39:35,AUTO,0.07186209410429001,-0.19111284613609314,0.7261142730712891,0.11045047640800476,0.035892337560653687,-0.7153605222702026,-35.3631724,149.1653523,49882.0,401.0,381.0,-2.0,1287.0,1500.0,-98.0,-76.0,-1007.0,111.0,37.0,-715.0
14:39:37,AUTO,0.16023872047662735,0.06873284466564655,-0.6947236061096191,0.005171755328774452,0.009124431293457747,-0.7186927497386932,-35.36309825,149.16544315,49972.5,473.5,461.0,-6.5,1287.0,1500.0,67.5,-138.0,-983.0,5.0,10.0,-718.0
14:39:39,AUTO,0.06014623368779818,0.14907947182655334,-1.3311887582143147,0.027799130727847416,0.0029477312540014586,0.03352014301344752,-35.36301816666667,149.16554286666667,50051.333333333336,471.3333333333333,488.0,1.3333333333333333,1500.0,1500.0,137.5,-61.0,-979.75,30.25,7.75,64.5
14:39:41,AUTO,0.0747382715344429,0.14005010894366673,-1.3208029951368059,-0.015570181288889475,-0.003949864384984332,0.00731169106438756,-35.36294394285714,149.16563897142856,50021.28571428572,477.57142857142856,498.7142857142857,2.0,1500.0,1500.0,143.14285714285714,-55.0,-988.4285714285714,-15.428571428571429,-2.4285714285714284,7.714285714285714
14:39:43,AUTO,0.0725405824681123,0.13478526721398035,-1.3228532671928406,0.008046096190810204,-0.014224665549894175,0.006165560926698769,-35.36285971666667,149.16574715,50034.333333333336,483.5,494.5,1.5,1500.0,1500.0,148.83333333333334,-64.33333333333333,-992.3333333333334,8.166666666666666,-13.0,6.666666666666667
14:39:45,AUTO,0.031649972622593246,0.1433442880709966,-1.3238883018493652,-0.20791048308213553,0.00038461909086133045,-0.021705978084355593,-35.3627651,149.16586836666667,50059.333333333336,447.0,470.3333333333333,3.3333333333333335,1500.0,1500.0,136.75,-64.0,-981.75,-73.5,7.25,-6.75
14:39:47,AUTO,0.0017059075180441141,0.16219588369131088,-1.3227761387825012,-0.10095181316137314,0.03193845320492983,0.02583511034026742,-35.3626893,149.1659812,50031.5,356.5,485.5,3.5,1500.0,1500.0,131.0,-36.333333333333336,-984.0,-97.66666666666667,23.0,0.6666666666666666
14:39:59,AUTO,-0.13231161236763,-0.0779423899948597,2.8232479095458984,0.15014206245541573,0.0031280770199373364,-0.009605888277292252,-35.36250795,149.166504,50008.5,234.0,634.0,2.0,1500.0,1500.0,-83.0,136.66666666666666,-989.3333333333334,32.666666666666664,3.6666666666666665,-5.0
14:40:28,AUTO,-0.017477013015498716,-0.15158317734797797,-1.1789118846257527,-0.018938193990228076,-0.00481557867412145,-0.0008119679987430573,-35.36262258333333,149.16584373333333,49996.0,-172.5,-656.1666666666666,-0.16666666666666666,1500.0,1500.0,-152.33333333333334,10.166666666666666,-986.0,-17.166666666666668,-2.5,1.0
14:40:30,AUTO,-0.10106253623962402,-0.0935160182416439,-0.30985405513395864,0.04265648080036044,-0.0010127659188583493,0.7566765348116556,-35.36265291666666,149.16570573333334,50014.166666666664,-171.83333333333334,-649.5,-2.6666666666666665,1938.0,1500.0,-90.16666666666667,123.0,-996.1666666666666,44.0,0.6666666666666666,757.8333333333334
14:40:32,AUTO,-0.07940953969955444,-0.0028014746494591236,0.9437465568383535,0.04045454350610574,-0.034937302387940385,0.2456118737657865,-35.36268245,149.16556988333335,50087.5,-148.0,-550.1666666666666,-0.3333333333333333,1646.0,1500.0,73.83333333333333,106.83333333333333,-988.3333333333334,42.166666666666664,-32.666666666666664,247.16666666666666
14:40:34,AUTO,-0.03295631116876999,-0.056164478262265526,0.982047955195109,0.25368209928274155,-0.020536088695128758,-0.029507046875854332,-35.362704783333335,149.1654671,50039.666666666664,-95.83333333333333,-363.0,1.8333333333333333,1500.0,1500.0,53.0,80.83333333333333,-1003.3333333333334,255.16666666666666,-18.0,-27.666666666666668
14:40:36,AUTO,0.009502950124442577,-0.0760225887809481,0.9869936534336635,0.47917820726122173,0.011262087816638606,0.0016129370778799057,-35.36271681428571,149.16540871428575,49990.857142857145,-38.57142857142857,-135.42857142857142,1.0,1500.0,1500.0,21.142857142857142,52.42857142857143,-1007.4285714285714,483.42857142857144,13.142857142857142,3.2857142857142856
14:40:38,AUTO,-0.010891715142255029,-0.021537449831763904,0.9835788806279501,0.06888119938472907,0.025256070618828137,-0.00041684950701892376,-35.36272101666666,149.16539658333335,49982.666666666664,2.5,-17.666666666666668,-1.0,1500.0,1500.0,3.8333333333333335,5.5,-1005.6666666666666,72.16666666666667,27.0,1.1666666666666667
