time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:38:43,STABILIZE,-0.0007449922850355506,0.0009633839751283327,0.02213055081665516,0.00027839172010620433,0.00021698830338815847,0.0015613416132206719,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0,1500.0,0.0,1.0,-1000.0,1.0,0.0,1.0
14:38:44,STABILIZE,-0.0008581837173551321,0.0009671333682490513,0.021704586688429117,0.00028323983133304864,0.000304031724226661,0.0015375594375655055,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0,1500.0,0.0,1.2,-1000.0,0.4,0.2,0.6
14:38:48,AUTO,-0.00041179723921231927,0.0015378131764009594,0.020949923619627952,0.00034119081683456896,0.00030246777459979056,0.0014374079648405314,-35.3632621,149.1652375,6.8,0.0,0.0,0.0,1500.0,1500.0,0.0,1.6,-1000.0,0.6,0.2,0.6
14:38:50,AUTO,0.012347313944095125,-0.00012611023218293363,0.020303672179579735,0.021964322581576805,-0.0022461949847638607,0.0017915616917889565,-35.363262066666664,149.16523753333334,936.3333333333334,0.3333333333333333,2.8333333333333335,-121.16666666666667,1500.0,1500.0,0.0,-0.16666666666666666,-1064.5,22.166666666666668,-1.5,1.0
14:38:52,AUTO,-0.01594163946962605,-0.000945816846069647,-0.028386449441313744,-0.08884736973171432,0.007306107455709328,-0.03794779857465377,-35.36326101666667,149.16524218333336,3739.8333333333335,10.333333333333334,33.833333333333336,-145.83333333333334,1500.0,1500.0,1.6666666666666667,-8.166666666666666,-1001.8333333333334,-87.83333333333333,8.0,-38.0
14:38:54,AUTO,-0.012733453108618656,0.013992007123306394,-0.08873454481363297,0.06497748134036858,0.0125163314708819,-0.00666792302702864,-35.36325975,149.16523809999998,6799.833333333333,-6.333333333333333,-57.166666666666664,-149.66666666666666,1500.0,1500.0,-6.166666666666667,11.166666666666666,-1002.5,65.33333333333333,12.666666666666666,-6.333333333333333
14:38:56,AUTO,0.036279804383714996,-0.038757562598524,0.6887354031205177,-0.009719153245290121,0.02440405823290348,0.7368801037470499,-35.3632632,149.1652322,9812.166666666666,-16.5,28.0,-139.83333333333334,1792.0,1500.0,1.0,-3.1666666666666665,-1003.1666666666666,-8.833333333333334,25.166666666666668,736.1666666666666
14:38:58,AUTO,0.015537818622154495,0.04194234125316143,2.031266768773397,-0.0030690976418554783,0.005835763644427061,0.5531646584471067,-35.363264183333335,149.16523883333332,12749.833333333334,1.6666666666666667,1.3333333333333333,-145.83333333333334,1597.3333333333333,1500.0,-1.0,-0.6666666666666666,-1006.3333333333334,-2.3333333333333335,6.5,552.3333333333334
14:39:00,AUTO,-0.03960802763079604,0.03597364776821147,2.3315869172414145,0.008053417007128397,-0.09194111451506615,-0.07605148199945688,-35.36325981666667,149.16523073333335,15617.333333333334,64.33333333333333,-57.0,-145.16666666666666,1500.0,1500.0,16.0,10.166666666666666,-1004.0,8.5,-90.83333333333333,-76.16666666666667
14:39:02,AUTO,0.04767337845017513,-0.13618610799312592,2.1508975823720298,-0.002857222299401959,0.027302133152261376,-0.06601091971000035,-35.36325295,149.16522653333334,18667.666666666668,-43.666666666666664,50.666666666666664,-145.5,1500.0,1500.0,-9.0,-5.833333333333333,-996.1666666666666,-2.3333333333333335,27.833333333333332,-65.66666666666667
14:39:04,AUTO,-0.030264934835334618,0.10847354773432016,1.9466545383135478,0.028504203384121258,0.09437856388588746,-0.020703275042857665,-35.36326518333333,149.16524560000002,21665.666666666668,-23.166666666666668,54.333333333333336,-155.0,1500.0,1500.0,-15.333333333333334,-11.166666666666666,-1012.0,29.0,94.66666666666667,-20.333333333333332
14:39:06,AUTO,-0.0003261095456158121,0.020154584820071857,2.057020386060079,-0.05312720608587066,-0.14049127822120985,0.1298540122807026,-35.36326076666666,149.16523466666666,24697.166666666668,39.666666666666664,-127.83333333333333,-145.33333333333334,1500.0,1500.0,27.166666666666668,10.833333333333334,-1011.5,-52.0,-139.0,129.16666666666666
14:39:08,AUTO,0.05116307603505751,-0.07378738179492454,1.3480416337649028,-0.025407923385500908,0.033752989334364734,-0.7658096452554067,-35.3632575,149.1652217666667,27708.333333333332,-13.333333333333334,31.0,-141.16666666666666,1194.0,1500.0,0.3333333333333333,-5.5,-1002.1666666666666,-24.333333333333332,34.833333333333336,-765.3333333333334
