,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:38:55.302,0.0,0.0,1.0,-21.0,-0.5,0.0,-1.0,-0.5,-180.0,92.0,62.0,2400.0,44.0,0.0,88.0,0.0,9.0,0.18,3.0,1.0,0.19,0.012,1.0,69.0,115.0
14:38:59.371,0.0,0.0,1.0,126.0,-0.5,200.0,-1.0,-0.5,68.0,71.0,16.0,3300.0,250.0,0.0,100.0,56.0,7.0,0.415,3.0,1.0,0.02,0.013,1.0,180.0,-2.0
14:39:05.055,0.0,0.0,1.0,65.0,-0.5,1000.0,-1.0,-0.5,-72.0,0.0,27.0,1300.0,225.0,0.0,0.0,34.0,1.0,0.485,3.0,7.0,0.04,0.014,1.0,-37.0,170.0
14:39:09.354,0.0,0.0,1.0,19.0,-0.5,760.0,-1.0,-0.5,-37.0,66.0,29.0,2800.0,250.0,0.0,100.0,100.0,8.0,0.6,3.0,7.0,0.01,0.015,1.0,-32.0,-87.0
14:39:17.690,0.0,0.0,1.0,180.0,-0.5,340.0,-1.0,-0.5,-180.0,26.0,15.0,1000.0,25.0,0.0,0.0,100.0,5.0,0.18,3.0,10.0,0.2,0.008,1.0,-52.0,-54.0
14:39:22.103,0.0,0.0,1.0,151.0,-0.5,10.0,-1.0,-0.5,115.0,91.0,0.0,4400.0,197.0,0.0,0.0,0.0,5.0,0.6,3.0,1.0,0.09,0.016,1.0,-180.0,-107.0
14:39:26.630,0.0,0.0,1.0,-101.0,-0.5,330.0,-1.0,-0.5,84.0,0.0,0.0,3600.0,153.0,0.0,35.0,72.0,3.0,0.37,3.0,10.0,0.04,0.012,1.0,180.0,142.0
14:39:32.083,0.0,0.0,1.0,-108.0,-0.5,270.0,-1.0,-0.5,115.0,0.0,8.0,4200.0,95.0,0.0,53.0,46.0,10.0,0.495,3.0,10.0,0.1,0.007,1.0,24.0,-171.0
14:39:36.256,0.0,0.0,1.0,180.0,-0.5,720.0,-1.0,-0.5,-180.0,44.0,55.0,100.0,250.0,0.0,100.0,100.0,1.0,0.6,3.0,5.0,0.2,0.018,1.0,180.0,-82.0
14:39:40.844,0.0,0.0,1.0,94.0,-0.5,0.0,-1.0,-0.5,-113.0,0.0,0.0,600.0,143.0,0.0,100.0,18.0,2.0,0.6,3.0,9.0,0.02,0.0,1.0,-34.0,180.0
14:39:46.269,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,-180.0,65.0,0.0,3200.0,188.0,0.0,100.0,79.0,6.0,0.415,3.0,6.0,0.05,0.005,1.0,180.0,117.0
14:40:00.147,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,180.0,0.0,17.0,0.0,250.0,0.0,72.0,47.0,1.0,0.34,3.0,7.0,0.15,0.016,1.0,-123.0,21.0
14:40:29.065,0.0,0.0,1.0,-103.0,-0.5,400.0,-1.0,-0.5,-69.0,52.0,49.0,4500.0,250.0,0.0,57.0,100.0,1.0,0.435,3.0,8.0,0.01,0.02,1.0,44.0,0.0
14:40:33.476,0.0,0.0,1.0,142.0,-0.5,750.0,-1.0,-0.5,109.0,57.0,67.0,500.0,214.0,0.0,14.0,56.0,8.0,0.255,3.0,10.0,0.06,0.009,1.0,-32.0,-35.0
14:40:39.297,0.0,0.0,1.0,122.0,-0.5,0.0,-1.0,-0.5,-180.0,28.0,0.0,2700.0,237.0,0.0,66.0,100.0,7.0,0.6,3.0,5.0,0.08,0.017,1.0,180.0,104.0
