time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,MODE,RTL_ALT
13:38:20,-0.00022343682576320134,0.0009061953169293702,0.023439910262823105,0.0001997600484173745,0.00017928535817191005,0.001857505994848907,0.0,1.5,-1000.0,0.0,0.0,0.0,-35.3632621,149.1652376,0.0,-1.0,2.5,1.0,STABILIZE,94215.0
13:38:28,-0.000963506696280092,0.0009779139654710889,0.021276628598570824,0.00034438015427440405,0.00043137394823133945,0.0016745771281421185,0.0,2.0,-1000.0,0.0,0.0,1.0,-35.3632622,149.1652375,1.0,-1.0,1.0,1.0,AUTO,94215.0
13:38:30,-0.0005856846983078867,0.0012306513963267207,0.020947949960827827,0.00032776579610072076,0.0003872922679875046,0.001447470742277801,0.0,1.0,-1000.0,1.0,0.0,0.5,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,AUTO,94215.0
13:38:31,-0.0003440439177211374,0.0015078989381436259,0.020701177418231964,0.00029827676189597696,0.00026483852707315236,0.0014828740095254034,0.0,1.5,-1000.0,0.5,0.25,0.75,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,AUTO,3096.0
13:38:32,0.0013889916590414941,0.0009127954472205602,0.02046261727809906,0.0030804011912550777,0.0021448006154969335,0.0026028850115835667,0.0,0.5,-1065.0,3.5,2.0,1.5,-35.3632621,149.1652375,90.5,0.0,0.0,-34.5,AUTO,3096.0
13:38:34,0.04807260446250439,-0.006139176548458636,0.006020467262715101,0.021046318928711116,0.0028425846248865128,-0.017040940118022263,0.0,-4.5,-1000.0,21.5,3.5,-17.5,-35.363261800000004,149.16523865,2326.0,4.5,26.5,-146.5,AUTO,3096.0
13:38:36,-0.05563248507678509,0.005320296622812748,-0.10912448540329933,-0.006854662671685219,-0.06984079536050558,0.021407711785286665,4.5,1.5,-1001.5,-6.5,-68.5,21.0,-35.36326205,149.1652457,5380.5,-18.5,0.5,-148.5,AUTO,2738.0
13:38:38,0.02199147455394268,-0.012749650064506568,-0.07226479053497314,0.019555849954485893,0.02730651292949915,-0.008010579273104668,-7.5,4.0,-1000.5,20.5,27.5,-8.5,-35.3632626,149.1652383,8475.5,16.5,-35.0,-150.5,AUTO,2380.0
13:38:40,0.010452452581375837,0.014088674914091825,-0.1022057756781578,-0.0035273844841867685,-0.0048612067475914955,-0.0036144201876595616,-1.0,0.0,-1000.0,-2.5,-3.5,-3.5,-35.3632606,149.16523475000002,11585.0,-1.5,-0.5,-151.0,AUTO,2380.0
13:38:41,0.006597775151021779,0.0063104466535151005,-0.10636229813098907,-0.0036302785738371313,-0.0075381764909252524,-0.005164756119484082,1.0,0.0,-1000.0,-2.25,-6.25,-5.0,-35.36326085,149.16523477500002,13139.5,-7.75,5.25,-151.0,AUTO,104028.0
13:38:42,0.003179319901391864,0.0008936941012507305,-0.11784820631146431,-0.00046598553308285773,-0.002529205725295469,-0.015462708193808794,1.0,0.0,-1000.0,0.0,-2.0,-15.0,-35.363261449999996,149.16523525,14694.5,-6.0,6.5,-151.0,AUTO,104028.0
13:38:44,0.003730310592800379,0.002757382462732494,-0.162708081305027,0.003361198352649808,0.0034218274522572756,-0.023451067507267,0.0,0.0,-1000.0,3.5,4.0,-23.0,-35.3632618,149.1652358,17813.5,-1.0,3.0,-152.0,AUTO,104028.0
13:38:46,0.004074453376233578,0.0042960671707987785,-0.19813400506973267,-0.00035176874371245503,0.0016282651340588927,-0.02157289907336235,0.0,0.0,-1000.0,0.0,2.0,-21.0,-35.3632618,149.1652361,20343.0,-2.0,4.0,-152.0,AUTO,104028.0
13:38:47,0.0025621337117627263,0.0035156755475327373,-0.22152409702539444,0.0002937613899121061,-0.00028299051336944103,-0.020422205794602633,0.0,0.0,-1000.0,0.5,0.5,-20.0,-35.3632618,149.165236475,22255.75,-2.0,4.0,-152.0,AUTO,54007.0
13:38:48,0.0019063701620325446,0.0032776164589449763,-0.23604858666658401,0.0008207876235246658,0.0014296212466433644,-0.020095445215702057,0.0,0.0,-1000.0,1.0,1.5,-20.0,-35.3632619,149.16523665,23432.5,-2.0,3.5,-152.0,AUTO,54007.0
13:38:50,0.00750538264401257,0.003464643843472004,-0.22728393226861954,0.014230850618332624,-0.0052998983301222324,0.02889617346227169,0.0,0.0,-1000.0,15.0,-4.0,28.0,-35.3632622,149.1652368,26533.5,-5.0,0.0,-152.5,AUTO,54007.0
13:38:52,-0.03979437705129385,0.026164089795202017,0.15330998599529266,0.08261356316506863,-0.18311867862939835,0.18509269878268242,4.0,5.5,-946.5,83.5,-182.0,184.5,-35.36326355,149.16523635,29486.5,-31.5,-23.5,-116.0,AUTO,33131.0
13:38:54,0.02395001705735922,-0.013412483967840672,0.13692589104175568,-0.25737125240266323,0.03724846616387367,-0.008751568151637912,-2.5,-21.0,-973.0,-256.5,37.5,-8.5,-35.36326435,149.1652345,31050.5,22.0,23.5,-47.0,AUTO,12255.0
13:38:56,-0.016922449925914407,0.028924443759024143,0.11382405459880829,0.7120986878871918,0.0076566769275814295,-0.03381605341564864,0.0,37.0,-968.0,713.0,8.5,-34.0,-35.363261050000006,149.16523925,31519.0,4.0,9.0,6.0,AUTO,12255.0
13:38:57,0.0195674478309229,0.0026996999731636606,0.10752874985337257,-0.07405758649110794,-0.011992297047981992,5.022658660891466e-05,4.25,-4.0,-1051.25,-73.25,-10.75,0.0,-35.363261900000005,149.165239625,31469.25,-12.75,3.0,-18.0,AUTO,198393.0
13:38:58,0.03847005404531956,0.0011394172324799001,0.10346978902816772,-0.13590040057897568,0.004872576333582401,-0.004938627011142671,7.0,-11.5,-1055.0,-134.5,5.5,-4.5,-35.363263,149.16524105000002,31722.5,-12.0,27.0,-56.5,AUTO,198393.0
13:39:00,0.03376522660255432,-0.025214940309524536,1.19482421875,0.019582848995923996,0.012082429602742195,0.39817433059215546,-9.0,-17.0,-1017.0,20.0,12.5,398.0,-35.36326615,149.1652547,33836.5,-17.0,83.0,-143.0,AUTO,198393.0
13:39:02,0.0034891164978034794,-0.038687821477651596,1.5613799095153809,-0.042259469628334045,-0.014172170078381896,0.12533066421747208,-15.5,-23.0,-998.5,-41.0,-13.5,125.0,-35.36327265,149.16527639999998,36830.5,-41.5,109.5,-146.0,AUTO,198393.0
13:39:03,-0.004081173799932003,0.03241208125837147,1.6054681837558746,0.02738047670572996,0.051795574836432934,0.007182074128650129,-19.5,-12.25,-1006.25,27.5,52.25,6.75,-35.363275125,149.165291325,38744.0,-5.75,92.25,-153.25,AUTO,21732.0
13:39:04,0.019134570844471455,0.06443933583796024,1.609387993812561,0.02789982035756111,0.022943746764212847,0.009398771331689204,-12.0,-5.0,-1000.5,28.5,23.0,9.0,-35.3632752,149.1652974,39932.0,-0.5,45.5,-154.5,AUTO,21732.0
13:39:06,-0.009256936609745026,-0.06102818064391613,1.8169214129447937,-0.0026172727230004966,-0.05380057357251644,0.12662166729569435,-2.5,-1.5,-998.5,-1.5,-52.5,126.5,-35.363276049999996,149.16529939999998,43051.0,-8.0,22.5,-150.5,AUTO,21732.0
13:39:08,0.0014023100957274437,-0.05890968628227711,2.0164639949798584,0.12000907585024834,0.026906405109912157,-0.034253844525665045,-37.0,1.5,-1005.0,120.5,27.5,-34.5,-35.3632762,149.16532055,46011.5,2.0,160.5,-141.5,AUTO,21732.0
13:39:09,0.10790343396365643,-0.002892616670578718,1.9415146708488464,-0.03877269919030368,0.14546641148626804,0.026029500178992748,-33.5,-20.25,-962.0,-37.75,146.0,26.0,-35.36327885,149.16534285,47819.75,-71.25,143.0,-129.0,AUTO,44649.0
13:39:10,0.04563501663506031,0.11523433029651642,1.978474736213684,-0.09442663937807083,0.0660687554627657,-0.003558723023161292,-17.5,-23.0,-941.0,-93.0,66.0,-3.0,-35.36328425,149.1653533,48683.0,-85.5,79.0,-86.5,AUTO,44649.0
13:39:12,-0.02212326694279909,0.027056317776441574,1.9524855017662048,-0.29034644830971956,-0.044748418033123016,-0.011675311252474785,8.5,-27.0,-959.5,-290.0,-43.0,-11.0,-35.3632905,149.1653542,49428.5,9.5,-38.0,2.5,AUTO,44649.0
13:39:14,-0.011979690985754132,-0.016884042881429195,1.9340640902519226,-0.437820203602314,0.006544611416757107,-0.00783819006755948,0.0,-32.0,-1009.5,-437.5,7.0,-7.0,-35.3632884,149.16534875000002,49186.0,16.5,-3.5,7.5,AUTO,44649.0
13:39:15,0.007413453431581729,0.005030420434195548,1.9254070222377777,0.1144779659807682,0.018337253131903708,-0.009660817682743073,-3.5,3.5,-997.5,115.25,19.0,-9.0,-35.3632875,149.16534955,49137.75,12.0,4.25,-0.25,RTL,4759.0
13:39:16,0.00866080285049975,0.010609616991132498,1.9199170470237732,-0.05596229434013367,-0.00452091742772609,-0.007176919840276241,-2.5,13.5,-997.0,-54.5,-3.5,-7.0,-35.3632868,149.1653503,49128.5,7.0,-2.5,1.0,RTL,4759.0
13:39:18,0.015404771082103252,0.08302750065922737,1.9090875387191772,-0.2806763704866171,0.046791160479187965,-0.00897790677845478,9.5,-21.0,-997.0,-280.5,48.0,-8.0,-35.3632853,149.16534910000001,49114.0,4.5,-56.0,0.0,RTL,4759.0
13:39:20,-0.020145556889474392,0.08219046145677567,1.9020178318023682,0.42209480702877045,-0.04937433823943138,0.0033862540731206536,38.5,37.5,-1004.5,423.0,-47.5,3.5,-35.36328125,149.1653234,49114.5,41.5,-191.5,-1.5,RTL,7240.5
13:39:22,-0.023565400391817093,0.03580019250512123,1.893940269947052,-0.4577142149209976,0.022680420894175768,-0.013397413771599531,36.0,2.0,-991.0,-456.5,24.0,-12.5,-35.3632721,149.1652821,49135.5,50.0,-189.0,0.0,RTL,9722.0
13:39:24,-0.00922137638553977,-0.04409058392047882,1.8858667016029358,0.4924374148249626,-0.03990958537906408,0.002821864211000502,22.5,45.5,-1016.0,494.0,-37.0,3.5,-35.363263599999996,149.1652479,49126.0,23.5,-118.0,-0.5,RTL,9722.0
13:39:25,-0.00648494204506278,-0.035120701184496284,1.8811193704605103,-0.06758899055421352,0.050440315157175064,0.0005133951926836744,5.0,5.75,-996.5,-65.25,52.0,0.75,-35.363261675,149.16523924999998,49113.25,3.75,-32.5,0.0,RTL,169647.0
13:39:26,0.0032749620731920004,-0.003352535524754785,1.8785577416419983,-0.07161147892475128,0.02863963134586811,0.0010662992135621607,0.0,-16.0,-1003.0,-71.0,30.0,1.5,-35.3632614,149.16523815,49108.5,0.0,-12.0,-1.5,RTL,169647.0
13:39:28,0.011723160743713379,0.0045108029153198,1.8739343881607056,0.42824988812208176,-0.021402844227850437,-0.00321558874566108,1.5,24.0,-1006.5,430.0,-19.0,-2.5,-35.3632609,149.16523725000002,49113.5,-4.5,-18.5,-1.0,RTL,169647.0
13:39:30,-0.008961457526311278,0.0026549494359642267,1.8684505820274353,-0.6247237622737885,0.008867812342941761,-0.00284900376573205,0.0,-29.0,-1001.0,-622.5,11.0,-1.5,-35.3632614,149.1652364,49118.0,-5.0,-2.5,-0.5,RTL,169647.0
