,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
01:56:11.028,-1.0,-1.0,-1.0,-1
01:56:11.236,-1.0,-1.0,-1.0,-1
01:56:11.463,-1.0,-1.0,-1.0,-1
01:56:11.692,-1.0,-1.0,-1.0,-1
01:56:11.900,-1.0,-1.0,-1.0,-1
01:56:12.102,-1.0,-1.0,-1.0,-1
01:56:12.305,-1.0,-1.0,-1.0,-1
01:56:12.507,-1.0,-1.0,-1.0,-1
01:56:12.709,-1.0,-1.0,-1.0,-1
01:56:12.911,-1.0,-1.0,-1.0,-1
01:56:13.112,-1.0,-1.0,-1.0,-1
01:56:13.314,-1.0,-1.0,-1.0,-1
01:56:13.515,-1.0,-1.0,-1.0,-1
01:56:13.717,-1.0,-1.0,-1.0,-1
01:56:13.918,-1.0,-1.0,-1.0,-1
01:56:14.120,-1.0,-1.0,-1.0,-1
01:56:14.322,-1.0,-1.0,-1.0,-1
01:56:14.523,-1.0,-1.0,-1.0,-1
01:56:14.725,-1.0,-1.0,-1.0,-1
01:56:14.927,-1.0,-1.0,-1.0,-1
01:56:15.128,-1.0,-1.0,-1.0,-1
01:56:15.330,-1.0,-1.0,-1.0,-1
01:56:15.533,-1.0,-1.0,-1.0,-1
01:56:15.735,-1.0,-1.0,-1.0,-1
01:56:15.990,-1.0,-1.0,-1.0,-1
01:56:16.218,-1.0,-1.0,-1.0,-1
01:56:16.435,-1.0,-1.0,-1.0,-1
01:56:16.647,-1.0,-1.0,-1.0,-1
01:56:16.860,-1.0,-1.0,-1.0,-1
01:56:17.062,-1.0,-1.0,-1.0,-1
01:56:17.264,-1.0,-1.0,-1.0,-1
01:56:17.468,-1.0,-1.0,-1.0,-1
01:56:17.669,-1.0,-1.0,-1.0,-1
01:56:17.872,-1.0,-1.0,-1.0,-1
01:56:18.074,-1.0,-1.0,-1.0,-1
01:56:18.275,-1.0,-1.0,-1.0,-1
01:56:18.477,-1.0,-1.0,-1.0,-1
