,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
12:14:13.230,100425.0,0.25,0.1,1000.0,30.0,0.4,2300.0,1000.0,3494.0,220.0,0.0,450.0,2.5,0.0,0.0
12:14:19.021,11568.0,0.25,0.1,1000.0,30.0,0.1,1900.0,1000.0,1571.0,350.0,0.0,1900.0,3.8,0.0,0.0
12:14:24.988,98969.0,0.25,0.1,1000.0,30.0,1.1,3700.0,1000.0,3225.0,710.0,0.0,1400.0,3.5,0.0,0.0
12:14:29.845,52107.0,0.25,0.1,1000.0,30.0,0.3,3200.0,1000.0,12485.0,130.0,0.0,150.0,9.3,0.0,0.0
12:14:35.144,149249.0,0.25,0.1,1000.0,30.0,3.1,6900.0,1000.0,15827.0,940.0,0.0,650.0,1.4,0.0,0.0
12:14:41.059,60221.0,0.25,0.1,1000.0,30.0,1.2,800.0,1000.0,10938.0,1500.0,0.0,350.0,4.6,0.0,0.0
12:14:46.956,41522.0,0.25,0.1,1000.0,30.0,3.8,13800.0,1000.0,9657.0,470.0,0.0,500.0,1.6,0.0,0.0
12:14:51.929,77141.0,0.25,0.1,1000.0,30.0,0.4,1300.0,1000.0,5861.0,670.0,0.0,1400.0,4.9,0.0,0.0
12:14:57.374,43269.0,0.25,0.1,1000.0,30.0,1.5,2900.0,1000.0,6360.0,1560.0,0.0,200.0,6.1,0.0,0.0
12:15:03.255,34053.0,0.25,0.1,1000.0,30.0,1.0,1700.0,1000.0,29588.0,410.0,0.0,450.0,6.4,0.0,0.0
12:15:09.278,178304.0,0.25,0.1,1000.0,30.0,1.6,16900.0,1000.0,14412.0,1290.0,0.0,1400.0,8.2,0.0,0.0
12:15:15.174,63131.0,0.25,0.1,1000.0,30.0,0.3,1400.0,1000.0,18324.0,1840.0,0.0,650.0,2.0,0.0,0.0
12:15:23.202,83320.0,0.25,0.1,1000.0,30.0,1.1,3400.0,1000.0,10554.0,2670.0,0.0,900.0,5.9,0.0,0.0
12:15:29.126,117471.0,0.25,0.1,1000.0,30.0,1.0,1700.0,1000.0,985.0,2220.0,0.0,1000.0,1.2,0.0,0.0
12:15:36.079,105053.0,0.25,0.1,1000.0,30.0,0.8,1200.0,1000.0,31924.0,1500.0,0.0,450.0,1.0,0.0,0.0
12:15:41.790,156713.0,0.25,0.1,1000.0,30.0,3.1,7100.0,1000.0,11004.0,760.0,0.0,500.0,3.7,0.0,0.0
12:15:46.726,73687.0,0.25,0.1,1000.0,30.0,0.4,12600.0,1000.0,11924.0,430.0,0.0,1250.0,3.7,0.0,0.0
12:15:52.050,80424.0,0.25,0.1,1000.0,30.0,1.1,9100.0,1000.0,1576.0,2950.0,0.0,1900.0,0.7,0.0,0.0
12:15:57.878,57807.0,0.25,0.1,1000.0,30.0,1.0,10100.0,1000.0,3268.0,910.0,0.0,500.0,2.2,0.0,0.0
12:16:02.926,187294.0,0.25,0.1,1000.0,30.0,2.1,4700.0,1000.0,515.0,90.0,0.0,150.0,1.2,0.0,0.0
12:16:08.264,141219.0,0.25,0.1,1000.0,30.0,1.6,1300.0,1000.0,2846.0,620.0,0.0,100.0,5.3,0.0,0.0
12:16:14.380,5234.0,0.25,0.1,1000.0,30.0,0.8,3400.0,1000.0,8841.0,860.0,0.0,900.0,5.6,0.0,0.0
12:16:20.279,22440.0,0.25,0.1,1000.0,30.0,4.1,10900.0,1000.0,29007.0,390.0,0.0,1550.0,1.4,0.0,0.0
12:16:26.232,36726.0,0.25,0.1,1000.0,30.0,0.8,4700.0,1000.0,7718.0,60.0,0.0,700.0,0.8,0.0,0.0
12:16:32.200,32947.0,0.25,0.1,1000.0,30.0,1.6,9400.0,1000.0,9499.0,1670.0,0.0,250.0,3.1,0.0,0.0
12:16:38.215,90522.0,0.25,0.1,1000.0,30.0,0.6,9100.0,1000.0,9874.0,710.0,0.0,1150.0,0.8,0.0,0.0
12:16:44.283,56919.0,0.25,0.1,1000.0,30.0,0.2,10100.0,1000.0,210.0,190.0,0.0,450.0,6.4,0.0,0.0
12:16:50.073,50310.0,0.25,0.1,1000.0,30.0,0.8,15200.0,1000.0,12228.0,580.0,0.0,1250.0,2.3,0.0,0.0
12:16:56.104,41420.0,0.25,0.1,1000.0,30.0,3.9,5100.0,1000.0,22477.0,2990.0,0.0,150.0,2.0,0.0,0.0
12:17:02.037,206309.0,0.25,0.1,1000.0,30.0,0.6,2100.0,1000.0,4027.0,1530.0,0.0,450.0,3.8,0.0,0.0
12:17:07.943,4640.0,0.25,0.1,1000.0,30.0,0.8,7100.0,1000.0,4871.0,2510.0,0.0,850.0,7.5,0.0,0.0
12:17:12.928,53477.0,0.25,0.1,1000.0,30.0,0.8,5000.0,1000.0,22946.0,1000.0,0.0,900.0,0.7,0.0,0.0
12:17:18.341,81707.0,0.25,0.1,1000.0,30.0,1.3,4300.0,1000.0,18247.0,90.0,0.0,100.0,3.5,0.0,0.0
12:17:24.184,8251.0,0.25,0.1,1000.0,30.0,0.6,17800.0,1000.0,4215.0,820.0,0.0,250.0,5.1,0.0,0.0
