time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT
15:28:54,-0.001087850600015372,0.0009444173192605376,0.02249309327453375,0.00012093555415049195,0.00030322110978886485,0.0015973382396623492,-35.3632621,149.1652375,0.0,-1.0,1.0,2.0,0.0,2.0,-1000.0,0.0,0.0,0.0,STABILIZE,1500.0
15:28:58,-0.001200416765641421,0.0010571248712949455,0.021699833683669567,0.00021245688549242914,0.00025328597985208035,0.0014737833989784122,-35.3632621,149.1652375,3.0,-0.5,-1.0,-2.0,0.0,1.5,-999.5,1.0,1.0,0.0,AUTO,1500.0
15:29:00,-0.0007728730561211705,0.0015417556860484183,0.021263541653752327,0.0003411178186070174,0.0003119948669336736,0.0014272815897129476,-35.3632621,149.1652375,22.0,0.0,0.5,-2.5,0.0,1.5,-1000.0,0.5,0.0,0.0,AUTO,1500.0
15:29:01,-8.321702625835314e-05,0.0005944293734501116,0.021002539433538914,0.0008952321804827079,-0.0010969957947963849,0.0014452858304139227,-35.3632621,149.1652375,94.0,0.0,0.5,-33.0,0.0,0.25,-1095.0,1.0,-0.75,0.25,AUTO,8712.0
15:29:02,0.012644497735891491,-7.340789306908846e-05,0.02077296655625105,0.02388752019032836,-0.0023430471774190664,0.002109988301526755,-35.3632621,149.16523745,966.0,0.0,3.0,-125.5,0.0,0.0,-1061.5,24.0,-2.0,1.0,AUTO,8712.0
15:29:04,0.003629247657954693,0.00933471426833421,-0.045738710090518,-0.1003402080386877,0.03616956062614918,-0.06450135447084904,-35.36326115,149.1652431,3947.0,6.5,47.0,-147.0,3.5,-10.5,-997.0,-99.5,36.5,-64.0,AUTO,8712.0
15:29:06,-0.03849398484453559,0.007130736252292991,-0.11180074885487556,0.06350965984165668,0.006874357350170612,-0.010526876547373831,-35.36326095,149.1652426,7004.5,-10.0,-54.5,-148.5,-4.0,9.5,-1001.5,64.0,7.0,-10.5,AUTO,27923.0
15:29:08,0.06103731691837311,-0.0250579584389925,-0.07833388447761536,0.0245282300747931,-0.05122464383020997,0.06707547977566719,-35.36326475,149.16523365,10113.0,-16.5,8.0,-150.5,4.0,3.0,-1001.0,25.5,-50.0,66.0,AUTO,47134.0
15:29:10,-0.042154980823397636,0.01975596183910966,-0.14311279356479645,0.012547364458441734,0.04071325249969959,-0.08369086869060993,-35.363260350000004,149.16523845,13177.5,36.5,-4.5,-151.0,-6.5,-6.0,-1005.5,13.0,40.5,-83.5,AUTO,47134.0
15:29:11,-0.004309484706027433,0.03916884493082762,-0.19468308612704277,0.052867027930915356,0.01029708591522649,-0.02372988499701023,-35.363258475,149.1652363,14739.75,-2.25,-26.75,-152.0,-5.25,2.75,-1001.0,53.25,10.5,-23.5,AUTO,36665.0
15:29:12,0.0344751225784421,0.01979761035181582,-0.18759735673666,0.007576478645205498,-0.06556074181571603,0.0522242714650929,-35.36326,149.1652345,16301.5,-29.5,3.5,-151.0,4.5,5.5,-1000.0,8.5,-64.5,51.5,AUTO,36665.0
15:29:14,-0.016710616182535887,-0.004229059093631804,-0.19485267251729965,0.00904572382569313,0.018666225485503674,-0.05194892734289169,-35.36326215,149.1652373,19401.5,2.5,3.0,-151.5,0.0,-1.0,-1001.0,10.0,19.0,-52.0,AUTO,36665.0
15:29:16,0.008225842146202922,0.007170896511524916,-0.25682829320430756,-0.001940823858603835,-0.002023297711275518,-0.013442063704133034,-35.36326175,149.16523610000002,22524.0,-3.5,0.0,-152.0,-0.5,0.0,-999.5,-1.0,-1.0,-13.0,AUTO,36665.0
15:29:17,0.0038499328366015106,0.004043913853820413,-0.2703627124428749,-0.005047604499850422,-0.0022027134255040437,-0.014408357674255967,-35.3632619,149.165236075,24078.25,-4.0,5.25,-152.0,0.25,0.0,-1000.0,-3.75,-0.75,-14.25,AUTO,278926.0
15:29:18,-0.0005314383743098006,0.0027491298969835043,-0.2850167155265808,-0.030686164274811745,0.0009540091268718243,-0.0055071203969419,-35.3632621,149.1652363,25633.5,-4.5,2.0,-151.5,0.0,-1.0,-992.5,-30.0,1.5,-6.0,AUTO,278926.0
15:29:20,0.00548984797205776,0.0017929894383996725,-0.25548677891492844,-0.007233211537823081,-0.0012039743887726218,0.025458919815719128,-35.3632625,149.16523675000002,28744.0,-1.0,9.0,-152.0,0.5,-0.5,-1000.0,-5.5,0.0,25.0,AUTO,278926.0
15:29:22,-0.0021124669001437724,0.0012093394179828465,-0.2155156061053276,0.0011361771903466433,0.0008885263814590871,0.017319646663963795,-35.36326245,149.16523805,31846.5,0.0,3.5,-152.0,0.0,-0.5,-1000.0,1.5,1.5,16.5,AUTO,278926.0
15:29:23,-0.0007181456967373379,0.0017032867181114852,-0.19987957179546356,0.001640751346712932,0.0005839366058353335,0.0150666618719697,-35.363262375000005,149.1652381,33398.0,0.0,0.5,-152.0,0.0,0.0,-999.75,2.25,0.75,14.25,AUTO,174508.0
15:29:24,0.00024957763525890186,0.0014493938069790602,-0.18653018027544022,0.0014172607334330678,0.0005913193454034626,0.012627586722373962,-35.3632623,149.16523805,34952.5,0.0,0.0,-152.0,0.0,0.0,-1000.0,2.0,1.0,12.0,AUTO,174508.0
15:29:26,0.0012156628945376724,0.0012659225903917104,-0.16468162834644318,0.003930008853785694,0.0011105902085546404,0.010700635612010956,-35.3632622,149.16523775000002,38063.5,0.0,0.0,-152.0,0.0,0.0,-1000.0,5.0,1.5,10.0,AUTO,174508.0
