time_stamp,RTL_ALT,chan4_raw,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
14:08:27,1500.0,1500.0,AUTO,-3.5,12.0,-978.5,-268.5,114.0,19.5,0.028456345200538635,0.04720252379775047,-1.1470751762390137,0.059608567506074905,-0.10038328915834427,-0.028537042438983917,-35.3632604,149.16523615,50242.0,-21.5,-14.5,19.5
14:08:29,1500.0,1500.0,AUTO,-11.5,16.0,-1014.0,432.5,-23.0,-87.0,0.0087360575562343,-0.0917513258755207,-1.222717523574829,0.42986543476581573,-0.024572206661105156,-0.08828789740800858,-35.3632614,149.1652335,49965.0,23.5,-65.0,0.5
14:08:31,1500.0,1500.0,AUTO,-46.5,-54.5,-1001.5,-399.0,-44.0,7.0,0.020715669728815556,-0.16465643793344498,-1.236579716205597,-0.39959345757961273,-0.045438313856720924,0.006360845873132348,-35.363252700000004,149.1652037,49947.5,74.5,-235.0,0.0
14:08:33,1500.0,1075.0,AUTO,-46.5,-98.5,-998.5,-122.5,-21.0,-712.0,0.14826619625091553,-0.14632178097963333,-1.7906643152236938,-0.12340012169443071,-0.02202642010524869,-0.7132067978382111,-35.3632326,149.1651319,49926.0,141.5,-431.5,2.0
14:08:35,1500.0,1287.5,AUTO,109.0,-77.0,-987.0,9.5,18.0,-710.5,0.11737371608614922,0.13513200357556343,-0.05416989326477051,0.008933871984481812,0.017138231778517365,-0.7116769552230835,-35.363202099999995,149.16501995,49970.0,193.5,-565.0,-3.5
14:08:37,1500.0,1500.0,AUTO,137.0,-64.5,-985.0,2.0,-4.5,-2.0,0.05759855732321739,0.1375070884823799,2.92337703704834,0.0009511299431324005,-0.005208057351410389,-0.0029052956379018724,-35.363165249999994,149.164891,50033.0,224.0,-597.0,-3.0
14:08:39,1500.0,1500.0,AUTO,131.0,-27.0,-996.5,403.0,-28.5,-89.5,0.0030206583032850176,0.08548776805400848,2.9228169918060303,0.4020405560731888,-0.030067757237702608,-0.09016650542616844,-35.3631268,149.16476265,50072.0,197.5,-544.5,-1.5
14:08:41,1500.0,1500.0,AUTO,85.5,-45.5,-998.5,-684.5,25.0,115.0,-0.08163079246878624,0.028498497791588306,2.924896717071533,-0.687409371137619,0.024052534252405167,0.1148458244279027,-35.36309725,149.1646612,50043.0,133.5,-359.5,2.5
14:08:43,1500.0,1482.5,AUTO,27.0,-14.5,-1021.5,-595.5,-4.5,-65.0,-0.1768568903207779,-0.02154258731752634,2.9225679636001587,-0.5982714146375656,-0.005770614370703697,-0.06661496637389064,-35.36307815,149.1646125,49972.0,91.0,-72.5,0.5
14:08:45,1500.0,1465.0,AUTO,-33.5,51.5,-1012.5,78.5,0.0,-65.0,-0.20702295750379562,-0.05866059102118015,2.7586374282836914,0.07903879135847092,-0.0014056216459721327,-0.0660980511456728,-35.3630627,149.16463275,49919.0,113.0,249.5,1.5
14:08:47,1500.0,1500.0,AUTO,-83.0,84.5,-998.0,-62.5,-36.5,0.0,-0.2019285261631012,-0.08065075427293777,2.691648244857788,-0.06322928704321384,-0.03852505423128605,-0.0006389664486050606,-35.36303815,149.1647159,49899.5,183.0,483.0,0.5
14:08:49,1500.0,1500.0,AUTO,-103.0,114.0,-987.5,24.5,3.0,8.5,-0.15340818464756012,-0.09053892269730568,2.6942572593688965,0.02408026740886271,0.002019121835473925,0.008618383639259264,-35.36300215,149.1648419,49955.5,228.5,624.5,-6.0
14:08:51,1500.0,1500.0,AUTO,-110.5,103.0,-974.5,-43.0,-8.5,7.0,-0.10672557726502419,-0.08753973990678787,2.6937153339385986,-0.0443471847102046,-0.010522845201194286,0.005790087394416332,-35.362961549999994,149.16498504999998,50077.0,238.5,638.5,-1.0
14:08:53,1500.0,1500.0,AUTO,-99.0,125.0,-997.0,31.5,-16.5,0.0,-0.11807278543710709,-0.08725141361355782,2.6940172910690308,0.0306245069950819,-0.019229492638260126,-0.0013141967356204987,-35.36291985,149.1651289,50018.0,243.5,639.5,1.5
14:08:55,1500.0,1805.0,AUTO,-21.5,161.5,-995.5,-18.0,-20.5,748.0,-0.15299027413129807,-0.029987772926688194,-3.0417520999908447,-0.01990506425499916,-0.02314933482557535,0.7470294237136841,-35.36287675,149.16527165,50025.0,236.0,635.0,0.0
14:08:57,1500.0,1805.0,AUTO,144.5,28.0,-983.0,20.5,38.0,704.0,-0.03338077384978533,0.1503659337759018,-1.6309477090835571,0.019677549600601196,0.03634583204984665,0.7028193473815918,-35.36283475,149.1654121,50004.0,230.5,629.0,2.5
14:08:59,1500.0,1500.0,AUTO,153.5,5.5,-987.0,17.0,-16.0,19.0,-0.010624429676681757,0.16282302886247635,-1.4552375674247742,0.015579219907522202,-0.018598624970763922,0.017741291783750057,-35.362792,149.16555315,49985.5,229.5,649.0,0.0
14:09:01,1500.0,1500.0,AUTO,160.0,13.5,-991.0,-70.0,-8.0,-9.0,-0.014470057096332312,0.15147072076797485,-1.4569485783576965,-0.0714056184515357,-0.010577491717413068,-0.010309072211384773,-35.3627499,149.16569575,50019.0,230.0,645.5,0.0
14:09:03,1500.0,1500.0,AUTO,149.0,12.0,-990.5,143.5,-5.0,23.5,-0.00156269472790882,0.15400728583335876,-1.4573135375976562,0.14199915900826454,-0.007764962501823902,0.022577236872166395,-35.36270895,149.1658369,50003.0,234.5,637.5,2.0
14:09:05,1500.0,1694.5,AUTO,157.0,3.5,-989.0,-115.0,13.0,294.5,0.0018940611043944955,0.15168900787830353,-1.4309111833572388,-0.11731865257024765,0.010845878161489964,0.2932760389521718,-35.3626675,149.16597715,49998.0,241.0,638.0,0.0
14:09:07,1500.0,1889.0,AUTO,29.0,-144.0,-984.0,53.5,-12.5,717.5,0.14873291552066803,0.02133637759834528,-0.013540275394916534,0.051544034853577614,-0.01487794704735279,0.7162790596485138,-35.3626261,149.1661178,50015.0,239.0,633.0,1.0
14:09:09,1500.0,1500.0,AUTO,-76.5,-132.5,-990.0,-83.0,5.0,2.0,0.13285233825445175,-0.09187372028827667,0.6733567714691162,-0.08559672813862562,0.0028980853967368603,0.0006027619820088148,-35.36258445,149.16625745,49986.5,246.0,638.0,1.0
14:09:11,1500.0,1500.0,AUTO,-79.0,-127.0,-980.5,48.0,-2.0,7.0,0.1396574079990387,-0.07236333191394806,0.6758976876735687,0.04634225054178387,-0.004780658637173474,0.005418347893282771,-35.362540800000005,149.16639945,49999.5,243.5,642.0,-1.0
14:09:13,1500.0,1500.0,AUTO,-76.0,-139.5,-997.0,-47.5,8.5,5.5,0.13711223006248474,-0.07028993964195251,0.6768704652786255,-0.049766940996050835,0.006609120639041066,0.004187922226265073,-35.362498349999996,149.16654045,49993.0,235.5,641.5,0.0
14:09:15,1500.0,1500.0,AUTO,-70.0,-137.5,-998.5,3.5,58.5,-3.5,0.11395381763577461,-0.03315059747546911,0.6798032224178314,0.001865871250629425,0.057167671620845795,-0.005110576748847961,-35.362456699999996,149.16668095,50026.5,229.5,625.0,-7.0
14:09:17,1500.0,1793.0,AUTO,-103.0,-69.5,-992.0,176.0,79.0,798.0,0.07872036099433899,0.00966382841579616,1.2564980387687683,0.1766284629702568,0.07810376212000847,0.7965802252292633,-35.362419700000004,149.16680555,50100.5,172.5,479.0,2.5
14:09:19,1500.0,1646.5,AUTO,-67.0,-25.5,-1002.5,-416.5,46.5,366.5,0.09066503494977951,0.027924570254981518,1.9966086745262146,-0.41587503999471664,0.04501320607960224,0.3650018572807312,-35.3623968,149.16688845,50023.0,88.5,258.5,2.5
14:09:21,1500.0,1500.0,AUTO,6.0,-37.0,-1009.5,-527.0,12.0,83.0,0.16166657209396362,0.08704275637865067,2.0456044673919678,-0.5292928367853165,0.010349331889301538,0.08139664400368929,-35.362395500000005,149.16691685,49985.0,-77.5,-21.5,3.5
14:09:23,1500.0,1500.0,AUTO,-42.5,-91.0,-1007.0,-164.5,7.0,721.5,0.15038146078586578,-0.14519286900758743,-2.937570810317993,-0.1667027622461319,0.005262427846901119,0.7199101746082306,-35.362428550000004,149.1668867,49926.5,-280.0,-258.5,1.0
14:09:25,1500.0,1500.0,AUTO,-117.0,-76.0,-1008.0,31.5,42.0,-7.0,0.07226201519370079,-0.20182084292173386,-2.4310046434402466,0.030396446585655212,0.040008001960814,-0.008912413846701384,-35.362494,149.1668152,49903.5,-440.5,-398.0,-1.0
14:09:27,1500.0,1398.0,AUTO,-134.5,-72.5,-984.0,-22.0,39.5,-225.5,0.08347753062844276,-0.15242871642112732,-2.45461905002594,-0.024273842107504606,0.03802725113928318,-0.22762237093411386,-35.36258145,149.16671960000002,50001.0,-513.5,-460.0,-5.0
14:09:29,1500.0,1296.0,AUTO,36.0,-141.0,-991.5,12.5,11.0,-709.5,0.146250918507576,0.04565642401576042,2.5168646574020386,0.01078014262020588,0.009132832754403353,-0.7119882702827454,-35.3626748,149.1666191,50034.5,-519.5,-450.5,1.5
14:09:31,1500.0,1500.0,AUTO,138.0,-78.5,-986.0,-38.5,18.0,4.0,0.0815945528447628,0.15625054389238358,1.780520260334015,-0.04113051760941744,0.01633006799966097,0.002099523087963462,-35.36276805,149.1665207,49973.0,-515.5,-461.5,0.5
14:09:33,1500.0,1500.0,AUTO,144.0,-68.5,-984.5,48.5,3.5,-3.0,0.07874194160103798,0.13950908184051514,1.7787562012672424,0.04679559916257858,0.0015801209956407547,-0.0057544836308807135,-35.36286095,149.16641935,50000.5,-515.5,-461.5,-1.0
14:09:35,1500.0,1500.0,AUTO,136.0,-77.5,-983.0,-86.0,19.5,3.5,0.08174693956971169,0.13277700543403625,1.77841317653656,-0.08852274715900421,0.017420649528503418,0.00144099909812212,-35.362953399999995,149.16631934999998,49997.5,-517.5,-450.0,0.0
14:09:37,1500.0,1500.0,AUTO,134.5,-85.0,-990.5,46.0,5.0,4.0,0.08144709840416908,0.13837984949350357,1.7794653177261353,0.04405912198126316,0.003227658220566809,0.0018071169033646584,-35.363046499999996,149.166221,49987.5,-515.5,-446.0,0.0
14:09:39,1500.0,1437.5,AUTO,138.0,-83.0,-993.0,18.5,-0.5,-82.5,0.0795726515352726,0.13582835346460342,1.7660948634147644,0.01574736461043358,-0.0027910381904803216,-0.08461133949458599,-35.3631388,149.16612314999998,49976.0,-516.0,-447.5,-2.0
14:09:41,1500.0,1375.0,AUTO,150.0,-35.0,-987.5,-62.0,16.0,-153.0,0.03022153489291668,0.1550806164741516,1.4636986255645752,-0.0651349239051342,0.013785115908831358,-0.1555773839354515,-35.36323145,149.1660251,49979.5,-518.5,-446.5,-2.0
14:09:43,1500.0,1500.0,AUTO,158.0,-3.5,-997.0,58.5,-5.0,10.5,0.01701722340658307,0.161416158080101,1.2995648980140686,0.056660111993551254,-0.008353138342499733,0.008887087809853256,-35.363323300000005,149.16592735,49965.5,-518.0,-449.5,-1.5
14:09:45,1500.0,1500.0,AUTO,159.5,-9.5,-991.0,-23.0,-9.5,11.0,0.007486577378585935,0.1541471853852272,1.299952208995819,-0.02573706954717636,-0.012236586771905422,0.0094908750616014,-35.363416400000006,149.16582835000003,49994.5,-515.0,-447.5,-1.5
14:09:47,1500.0,1500.0,AUTO,141.0,-3.0,-977.5,-250.5,-54.0,33.0,-0.048766907304525375,0.08090662956237793,1.3016945123672485,-0.25458887964487076,-0.0570479528978467,0.03144654748030007,-35.36350995,149.1657286,50068.5,-455.5,-391.0,-2.5
14:09:50,1500.0,1518.5,AUTO,70.0,-0.5,-1005.0,-334.5,-28.0,127.5,-0.07364972680807114,-0.009178774431347847,1.3146796822547913,-0.3390354423318058,-0.031134050339460373,0.12604020535945892,-35.363601450000004,149.1656317,49988.5,-208.5,-194.5,0.5
14:09:52,1500.0,1537.0,AUTO,19.0,29.0,-1016.0,513.5,19.5,45.0,-0.047225335612893105,-0.04112656228244305,1.3814834952354431,0.5084147751331329,0.01695646345615387,0.04344799183309078,-35.363625299999995,149.16560485,49970.0,-54.5,-61.0,-0.5
14:09:54,1500.0,1500.0,AUTO,-1.5,-28.0,-996.0,-363.0,23.0,1.0,-0.017219762317836285,-0.0017693407426122576,1.4092448353767395,-0.3635842204093933,0.020317853428423405,-0.001150247873738408,-35.3636294,149.16560225,49986.5,10.5,-2.5,0.0
14:09:56,1500.0,1500.0,AUTO,3.5,-11.5,-989.0,-487.0,-16.5,5.5,-0.0035581807023845613,0.03286399692296982,1.4089081287384033,-0.49065954983234406,-0.019976180978119373,0.0038343543419614434,-35.363629849999995,149.16560345,50001.5,-2.0,-21.0,0.0
14:09:58,1500.0,1500.0,AUTO,-2.5,23.5,-1003.0,559.5,8.0,4.5,-0.018190769013017416,-0.025205416604876518,1.4102137088775635,0.5582422465085983,0.005025479942560196,0.0027364370180293918,-35.36363135,149.16560145,50000.5,18.0,-5.0,0.0
14:10:00,1500.0,1500.0,AUTO,-2.0,-27.5,-1001.0,-411.5,-2.0,2.5,0.009736503940075636,0.004265339346602559,1.410707175731659,-0.41080501675605774,-0.005807492882013321,0.0005757968174293637,-35.3636286,149.1656024,49992.0,3.5,-4.0,-0.5
14:10:02,1500.0,1500.0,AUTO,0.0,14.5,-996.0,74.5,4.0,5.5,0.0020499023084994406,0.0041455409955233335,1.4107704758644104,0.07035958766937256,0.00129196688067168,0.0032662792364135385,-35.3636278,149.16560264999998,49995.5,-6.5,-2.0,-0.5
