,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
00:04:54.895,37597.0,0.5,0.3,-7.9,0.25,0.8,0.0,11056.0,390.0,1.0
00:04:59.644,193619.0,0.4,0.9,-9.9,0.25,2.6,0.0,5375.0,120.0,1.0
00:05:04.900,73413.0,0.5,1.1,3.8,0.25,2.4,0.0,8818.0,350.0,1.0
00:05:09.641,15063.0,0.2,0.9,-6.8,0.25,4.5,0.0,2741.0,210.0,1.0
00:05:15.018,260378.0,0.4,0.5,-8.9,0.25,0.3,0.0,7178.0,60.0,1.0
00:05:20.753,162160.0,0.2,0.4,-1.2,0.25,0.3,0.0,6067.0,500.0,1.0
00:05:25.491,49467.0,0.7,0.9,-4.9,0.25,1.5,0.0,759.0,380.0,1.0
00:05:31.230,7622.0,0.5,0.7,5.4,0.25,1.0,0.0,1208.0,60.0,1.0
00:05:36.935,86659.0,0.3,0.5,-6.3,0.25,0.4,0.0,7950.0,670.0,1.0
00:05:41.796,91197.0,0.2,0.9,0.1,0.25,1.9,0.0,47.0,530.0,1.0
00:05:47.194,14914.0,0.3,2.0,-6.8,0.25,0.8,0.0,25348.0,150.0,1.0
00:05:52.948,121053.0,0.3,1.3,-7.9,0.25,0.8,0.0,12521.0,150.0,1.0
00:05:57.676,34908.0,0.2,0.2,-5.6,0.25,0.6,0.0,1892.0,740.0,1.0
00:06:02.969,121317.0,0.2,0.3,0.9,0.25,2.1,0.0,7355.0,80.0,1.0
00:06:07.733,164506.0,0.5,0.7,-4.2,0.25,0.6,0.0,2942.0,10.0,1.0
00:06:13.035,153280.0,0.5,0.2,-9.6,0.25,1.2,0.0,3827.0,650.0,1.0
00:06:18.749,130842.0,0.2,1.1,-6.2,0.25,5.1,0.0,18431.0,960.0,1.0
00:06:23.413,26572.0,0.4,0.7,1.6,0.25,0.1,0.0,22522.0,190.0,1.0
00:06:29.192,219159.0,0.5,0.3,-5.6,0.25,1.0,0.0,6103.0,120.0,1.0
00:06:34.999,124474.0,0.7,0.5,-3.7,0.25,3.1,0.0,4382.0,180.0,1.0
00:06:39.586,108377.0,0.2,0.7,-5.9,0.25,0.4,0.0,3590.0,320.0,1.0
00:06:44.771,5596.0,0.7,0.4,-6.8,0.25,0.3,0.0,11190.0,280.0,1.0
00:06:49.413,10322.0,0.4,1.4,-8.5,0.25,2.1,0.0,11589.0,210.0,1.0
00:06:55.116,19904.0,0.9,0.3,-9.2,0.25,0.6,0.0,5130.0,630.0,1.0
00:07:00.703,23524.0,0.9,0.4,-8.4,0.25,3.2,0.0,9830.0,130.0,1.0
00:07:05.408,55446.0,0.2,0.3,-7.6,0.25,2.4,0.0,12678.0,690.0,1.0
00:07:11.149,191445.0,0.2,2.0,-7.6,0.25,2.1,0.0,9183.0,160.0,1.0
00:07:16.868,68690.0,0.3,1.4,-0.0,0.25,2.2,0.0,4611.0,80.0,1.0
00:07:21.562,135015.0,0.2,1.3,1.6,0.25,3.2,0.0,1384.0,440.0,1.0
00:07:26.791,33646.0,0.5,0.9,-4.7,0.25,0.8,0.0,11497.0,560.0,1.0
00:07:31.498,146458.0,0.4,0.5,-7.2,0.25,0.8,0.0,4781.0,610.0,1.0
00:07:36.746,201164.0,0.4,0.4,-6.1,0.25,0.6,0.0,19467.0,380.0,1.0
00:07:41.498,19123.0,0.2,0.7,-7.4,0.25,1.5,0.0,19885.0,290.0,1.0
00:07:46.621,25828.0,0.2,0.9,-9.4,0.25,3.1,0.0,5275.0,160.0,1.0
00:07:51.364,9884.0,0.5,0.4,-8.4,0.25,2.4,0.0,4047.0,480.0,1.0
00:07:57.070,6132.0,0.2,0.4,-4.7,0.25,1.6,0.0,3613.0,280.0,1.0
00:08:02.780,236404.0,0.2,0.4,-6.2,0.25,0.2,0.0,11259.0,390.0,1.0
00:08:07.555,75831.0,0.2,0.9,-6.9,0.25,2.4,0.0,4075.0,10.0,1.0
00:08:12.790,69285.0,0.3,0.9,-9.0,0.25,4.5,0.0,18250.0,130.0,1.0
00:08:17.479,16084.0,0.3,0.9,-2.4,0.25,0.4,0.0,3556.0,410.0,1.0
00:08:23.293,103215.0,0.2,0.9,-4.1,0.25,2.4,0.0,9073.0,470.0,1.0
00:08:29.064,182213.0,0.4,0.9,-7.8,0.25,0.6,0.0,3645.0,560.0,1.0
00:08:34.546,20263.0,0.2,0.4,-8.9,0.25,1.1,0.0,14337.0,10.0,1.0
00:08:39.222,51080.0,0.2,1.3,-5.8,0.25,0.2,0.0,1737.0,380.0,1.0
00:08:44.835,72074.0,0.7,0.7,-9.8,0.25,0.1,0.0,3889.0,80.0,1.0
00:08:49.593,5046.0,0.5,0.5,-8.7,0.25,2.1,0.0,6564.0,350.0,1.0
00:08:54.905,27354.0,0.2,0.7,-8.5,0.25,4.4,0.0,24366.0,280.0,1.0
00:08:59.581,13756.0,0.2,0.7,-5.3,0.25,2.4,0.0,12667.0,190.0,1.0
00:09:04.712,150143.0,0.4,0.2,-7.6,0.25,0.4,0.0,16111.0,30.0,1.0
00:09:09.586,186526.0,0.5,0.7,-6.2,0.25,0.8,0.0,12617.0,110.0,1.0
00:09:14.732,12718.0,0.4,0.5,-9.6,0.25,1.0,0.0,9424.0,500.0,1.0
00:09:19.538,251999.0,0.5,0.3,7.2,0.25,4.8,0.0,2306.0,670.0,1.0
00:09:24.629,3828.0,0.4,0.5,-5.6,0.25,0.4,0.0,8747.0,370.0,1.0
00:09:29.340,121989.0,0.7,0.5,-7.6,0.25,1.6,0.0,9672.0,60.0,1.0
00:09:34.994,20965.0,0.5,0.7,-6.3,0.25,1.2,0.0,4532.0,190.0,1.0
00:09:39.784,1880.0,0.3,1.1,-4.5,0.25,1.8,0.0,20444.0,500.0,1.0
00:09:45.032,55122.0,0.9,1.2,-4.5,0.25,0.6,0.0,2685.0,60.0,1.0
00:09:50.657,12558.0,0.3,1.3,-5.9,0.25,0.1,0.0,2970.0,390.0,1.0
00:09:55.397,95902.0,0.2,0.7,-8.5,0.25,2.9,0.0,26980.0,210.0,1.0
00:10:01.069,58190.0,0.2,1.3,-6.6,0.25,0.2,0.0,14591.0,80.0,1.0
00:10:06.778,34044.0,0.7,0.5,-9.2,0.25,1.9,0.0,8981.0,290.0,1.0
00:10:11.605,183805.0,0.7,0.5,-7.9,0.25,0.6,0.0,596.0,310.0,1.0
00:10:16.796,27729.0,0.5,0.2,2.0,0.25,1.6,0.0,3372.0,440.0,1.0
