time_stamp,RTL_ALT,LAND_SPEED_HIGH,MODE,WPNAV_SPEED_DN,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
13:53:16,1500.0,90.0,GUIDED,90.0,-0.0006392654613591731,0.0016027377918362618,0.026429503783583642,0.0001613419153727591,0.00032580178813077507,0.0022324803750962017,-35.3632621,149.1652374,0.0,-1.2,1.0,-1.2,0.0,1.6,-1000.0,0.2,0.2,0.0
13:53:19,1500.0,90.0,GUIDED,90.0,-0.0006661869410891086,0.0013480877969413996,0.025358879938721657,0.0002679678291315213,0.00022055866429582238,0.0020555596565827727,-35.363262125,149.165237475,1.0,-0.5,0.5,0.0,0.0,1.5,-1000.0,0.0,0.25,0.0
13:53:22,1500.0,90.0,GUIDED,90.0,-5.4702029046893585e-05,0.002054372259105245,0.02385902280608813,0.00025729132660975057,0.0003443438229927172,0.0018431550124660134,-35.3632621,149.1652374,0.3333333333333333,0.0,0.0,0.0,0.0,4.75,-995.0,1.25,0.25,0.0
13:53:30,1500.0,90.0,GUIDED,90.0,0.002310817285130421,0.0012242350106438,0.02245614801843961,0.0007076386051873366,0.007126221743722756,0.0015817304568675656,-35.3632621,149.1652374,428.0,0.6666666666666666,0.0,-97.66666666666667,0.0,0.0,-1115.75,0.75,5.25,0.5
13:53:33,1500.0,90.0,GUIDED,90.0,0.00982969356700778,0.033506737928837536,-0.07249364256858826,-0.06731460895389318,0.0388825461268425,-0.10334230735898017,-35.36326116,149.1652429,3842.6,-1.8,51.0,-146.6,5.0,-9.4,-1001.0,-66.4,39.0,-103.6
13:53:38,1500.0,90.0,GUIDED,90.0,0.03264816147275269,0.005843690270558,-0.07554363459348679,0.05628977492451668,0.03603375554084778,-0.002961693797260523,-35.363260159999996,149.16523518000002,9383.8,20.2,-55.6,-152.6,-12.2,9.4,-1004.0,56.2,36.0,-3.8
13:53:40,1500.0,90.0,GUIDED,90.0,0.051546975038945675,0.049801763519644736,-0.12734347134828566,-0.06230479907244444,-0.04567728862166405,-0.012354650348424912,-35.36326029999999,149.16523320000002,12044.4,-32.2,45.4,-147.8,9.6,-3.0,-997.4,-61.4,-45.0,-12.8
13:53:45,1500.0,90.0,GUIDED,90.0,0.04204573296010494,0.04173015616834164,-0.21220485866069794,-0.027552589308470488,-0.020346578676253557,-0.009099458809942007,-35.36326085,149.16523410000002,19499.5,-5.5,13.5,-152.5,0.0,-0.5,-996.0,-26.5,-19.5,-9.5
13:53:47,1500.0,90.0,GUIDED,90.0,-0.01386290555819869,-0.005108046403620392,-0.1954805813729763,-0.015817177249118686,-0.013900441990699619,-0.0011170613579452038,-35.36326185,149.16523705,21516.25,-10.5,19.25,-152.5,4.75,-1.75,-1002.0,-15.25,-12.75,-2.0
13:53:49,1500.0,90.0,GUIDED,90.0,-0.0062851922897001105,-0.0047949193976819515,-0.2193122903505961,0.015457703421513239,0.008170184989770254,-0.027096455916762352,-35.36326223333334,149.1652379,23519.666666666668,-0.3333333333333333,-3.3333333333333335,-154.0,-0.3333333333333333,0.0,-1000.0,15.666666666666666,8.666666666666666,-27.333333333333332
13:53:52,1500.0,90.0,GUIDED,90.0,0.012976310375831548,0.005379447646971259,-0.24768090673855372,0.010409608017653227,0.0018316926476213016,0.01150441316920998,-35.36326209999999,149.16523595714287,27123.14285714286,-1.5714285714285714,-1.2857142857142858,-153.42857142857142,-0.8571428571428571,0.42857142857142855,-999.4285714285714,11.142857142857142,2.142857142857143,10.714285714285714
13:53:54,1500.0,90.0,GUIDED,90.0,0.001068129000486806,0.003680833731777966,-0.20939934626221657,-0.0071207936853170395,-0.00010343141912017018,0.02262426307424903,-35.3632621,149.1652369,29975.0,-1.0,10.75,-153.0,1.0,-1.0,-1000.25,-6.0,0.25,21.75
13:53:56,1500.0,90.0,GUIDED,90.0,-0.0008313893292021627,0.0014896891791270012,-0.17106429570251042,0.002120013827354544,-0.001093892820386423,0.016710763176282246,-35.36326209999999,149.16523794444447,33135.666666666664,-1.6666666666666667,2.3333333333333335,-153.0,0.1111111111111111,-0.1111111111111111,-1000.2222222222222,2.5555555555555554,-0.1111111111111111,15.777777777777779
13:54:00,1500.0,90.0,GUIDED,90.0,0.002421409823000431,0.0010702696828437702,-0.11663588562182017,-0.0006982378711524818,0.0006491582940465637,0.009238608846707004,-35.3632622,149.16523754285714,40393.57142857143,0.0,0.14285714285714285,-153.0,0.0,0.0,-999.7142857142857,0.14285714285714285,1.1428571428571428,8.571428571428571
13:54:08,1500.0,400.0,LAND,90.0,0.02308567799627781,0.0155145232565701,0.21349619328975677,1.557968020439148,-0.015394172631204128,-0.013077044393867254,-35.363261050000006,149.1652398,45781.0,2.0,13.5,294.5,4.5,17.0,-874.0,1549.0,-14.0,-12.5
13:54:15,1500.0,190.0,LAND,90.0,0.027768705040216446,-0.00753368902951479,0.08696600794792175,-1.150726556777954,-0.003551551140844822,-0.00102441874332726,-35.3632623,149.1652337,15429.0,3.0,9.0,100.0,-2.0,-77.0,-923.0,-1168.0,-3.0,0.0
13:54:17,1500.0,307.5,LAND,90.0,0.022256212221691385,-4.7223797082551755e-05,0.07857561949640512,-0.05351379234343767,0.0015783667877258267,-0.0034058069868478924,-35.3632619625,149.1652335375,13065.75,0.875,29.875,144.75,0.0,0.75,-1015.0,-50.625,1.875,-2.75
13:54:23,1500.0,120.0,LAND,90.0,-0.0018217337007323902,0.004433079816711445,0.05189822552104791,-0.5224058081706365,0.0006024862814228982,-0.004608674188299726,-35.363261949999995,149.16523555,9738.666666666666,0.0,23.333333333333332,35.0,2.3333333333333335,-26.666666666666668,-997.6666666666666,-522.6666666666666,0.8333333333333334,-3.8333333333333335
13:54:30,1500.0,190.0,LAND,90.0,-0.004052552705009778,-0.0017884227369601529,0.032693284253279366,0.23408085107803345,-0.0006990548960554103,0.0001807349423567454,-35.3632624,149.16524005,8380.5,1.0,-24.25,-2.5,-1.0,11.75,-995.75,10.25,-0.5,0.0
13:54:34,1500.0,100.0,LAND,90.0,-0.0045569175854325294,0.001311106258071959,0.02528294362127781,-0.6563385725021362,0.0008300605695694685,6.461318116635084e-05,-35.3632621,149.1652371,8260.0,0.0,0.0,0.0,0.0,-21.0,-1002.0,-655.0,1.0,0.0
