time_stamp,RTL_ALT,LAND_SPEED_HIGH,MODE,WPNAV_SPEED_DN,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
13:54:38,1500.0,265.0,LAND,90.0,0.004250529571436346,0.0008075302545573019,0.022942648269236088,-0.01459495723247528,-0.000174066784287182,-0.0005810928414575756,-35.36326209999999,149.16523708333332,8265.833333333334,0.0,1.0,0.0,-0.16666666666666666,2.0,-1001.6666666666666,-13.666666666666666,0.3333333333333333,0.16666666666666666
13:54:40,1500.0,430.0,LAND,90.0,0.013020789184208428,0.0001312092343661269,0.020031819120049477,0.032387661082404,0.0006428624619729817,-0.0010925321340827005,-35.36326209999999,149.16523647142859,8250.142857142857,0.0,4.857142857142857,6.142857142857143,-0.5714285714285714,3.857142857142857,-976.0,34.0,0.8571428571428571,-0.2857142857142857
13:54:42,1500.0,140.0,LAND,90.0,0.00897925354850789,0.0007426280644722283,0.01797919472058614,-0.6905581342677275,0.0016682588029652834,-0.0030843454878777266,-35.36326209999999,149.16523573333336,7707.333333333333,0.0,11.5,40.0,-0.8333333333333334,-35.333333333333336,-1003.8333333333334,-693.8333333333334,1.8333333333333333,-1.8333333333333333
13:54:44,1500.0,235.0,LAND,90.0,0.02048077341169119,0.0010444421398763855,0.01594928139820695,0.2783889955608174,-0.0003417714227301379,0.0024505677283741534,-35.36326208333333,149.1652354833333,6980.333333333333,-1.0,15.166666666666666,33.666666666666664,-0.8333333333333334,12.666666666666666,-994.8333333333334,280.0,0.16666666666666666,3.5
13:54:50,1500.0,380.0,LAND,90.0,-0.00867867935448885,0.0026866451177435615,0.011376513944317898,-0.4352687845627467,-0.001681210778770037,0.0005708876221130291,-35.36326196666666,149.16523725,4862.333333333333,-0.8333333333333334,7.0,33.0,2.0,-10.0,-993.0,-428.8333333333333,-1.1666666666666667,1.6666666666666667
13:54:52,1500.0,380.0,LAND,90.0,-0.0075844270177185535,0.0036560759569207826,0.010196137242019176,0.571656720712781,-0.0004659448507785176,-0.00031848597185065347,-35.363262,149.16523931666666,4210.5,-0.5,-7.666666666666667,32.666666666666664,1.3333333333333333,22.166666666666668,-1002.0,574.6666666666666,-0.3333333333333333,0.6666666666666666
13:54:54,1500.0,130.0,LAND,90.0,-0.010966931741374234,0.000634934015882512,0.008870018335680166,-0.4875233415514231,-0.0017393531355385978,0.0018957468952673178,-35.363262049999996,149.16523958333332,3563.3333333333335,-1.0,-18.0,32.666666666666664,-1.0,-18.666666666666668,-999.8333333333334,-486.3333333333333,-1.0,2.8333333333333335
13:54:56,1500.0,135.0,LAND,90.0,0.00881442140477399,0.0007072852216272926,0.007496704036990802,0.082029124101003,-0.00030124641489237547,0.00017766815532619754,-35.363262,149.16523830000003,2882.8333333333335,-1.0,-10.666666666666666,32.5,-0.5,-10.833333333333334,-1000.6666666666666,76.83333333333333,0.16666666666666666,1.1666666666666667
13:54:58,1500.0,140.0,LAND,90.0,0.002944267529528588,0.001999648504092225,0.007074263013367142,0.13017307434763228,0.0009392520379541176,0.00043835605694247145,-35.363262,149.16523762857145,2194.714285714286,-1.0,-2.4285714285714284,32.285714285714285,0.5714285714285714,15.142857142857142,-994.5714285714286,136.85714285714286,1.2857142857142858,1.1428571428571428
13:55:05,1500.0,370.0,LAND,90.0,0.009819867089390755,0.002469962773223718,0.00406398515527447,0.0009485152161990603,0.0015987459337338805,0.0005933002879222234,-35.3632622,149.16523713333333,94.33333333333333,0.3333333333333333,5.666666666666667,-4.0,0.0,0.0,-1000.0,2.0,2.0,1.75
13:55:07,1500.0,370.0,LAND,90.0,0.009046754566952586,0.005310800159350038,0.003615194058511406,0.0007870615227147937,0.001584169513080269,0.000605301873292774,-35.363262325,149.16523735,94.75,-4.25,8.0,-2.25,0.0,0.0,-1000.0,2.0,1.75,1.5
13:55:09,1500.0,370.0,LAND,90.0,0.007808031979948282,0.006098515447229147,0.0033372048754245045,0.00065157450735569,0.001560026709921658,0.0005945805227383971,-35.363262539999994,149.16523738,72.8,-6.8,6.6,-1.2,0.0,0.0,-1000.0,2.0,2.0,2.0
13:55:13,1500.0,370.0,LAND,90.0,0.006265481545900305,0.005963825931151708,0.0029982782434672117,0.0006239782475555936,0.0015515467190804582,0.0006606850074604154,-35.3632625,149.1652372,59.666666666666664,-6.0,3.1666666666666665,-1.5,0.0,0.0,-1000.0,2.0,2.0,1.8333333333333333
