,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
05:18:49.148,200.0,1.0,0.0,10.1,0.25,3.8,0.0,14834.0,1000.0,1.0
05:18:53.173,200.0,0.9,0.3,-1.3,0.25,4.9,0.0,17317.0,870.0,1.0
05:18:57.205,125457.0,0.9,0.4,1.6,0.25,5.1,0.0,4525.0,880.0,1.0
05:19:01.233,180053.0,1.1,2.0,5.3,0.25,2.4,0.0,32000.0,160.0,1.0
05:19:05.251,143082.0,0.6,0.9,5.6,0.25,5.1,0.0,32000.0,790.0,1.0
05:19:09.283,222431.0,1.0,0.0,-4.3,0.25,1.2,0.0,19200.0,0.0,1.0
05:19:13.299,32553.0,0.2,0.7,10.1,0.25,3.3,0.0,0.0,1000.0,1.0
05:19:17.330,194619.0,0.1,1.6,7.5,0.25,5.1,0.0,17317.0,0.0,1.0
05:19:21.345,200.0,1.0,1.4,10.1,0.25,0.0,0.0,29813.0,760.0,1.0
05:19:25.383,59535.0,0.0,1.7,-10.0,0.25,2.7,0.0,19222.0,1000.0,1.0
05:19:29.415,300000.0,1.1,2.0,-3.9,0.25,5.1,0.0,32000.0,820.0,1.0
05:19:33.438,117438.0,0.4,0.7,-10.0,0.25,5.1,0.0,0.0,700.0,1.0
05:19:37.465,227428.0,0.0,0.0,10.1,0.25,4.6,0.0,21744.0,1000.0,1.0
05:19:41.496,300000.0,0.7,1.5,-3.2,0.25,1.8,0.0,13665.0,600.0,1.0
05:19:45.032,113661.0,0.7,2.0,-8.7,0.25,0.0,0.0,31032.0,580.0,1.0
05:19:49.049,200.0,0.4,1.1,1.7,0.25,5.1,0.0,27969.0,810.0,1.0
05:19:53.072,84785.0,0.9,0.7,10.1,0.25,5.1,0.0,19282.0,1000.0,1.0
05:19:57.105,300000.0,0.5,0.6,-0.9,0.25,3.8,0.0,29995.0,320.0,1.0
05:20:01.150,300000.0,0.4,0.0,-1.3,0.25,1.6,0.0,15654.0,320.0,1.0
05:20:05.184,215505.0,0.1,2.0,1.4,0.25,0.5,0.0,13588.0,620.0,1.0
05:20:09.237,300000.0,1.1,1.6,0.1,0.25,3.2,0.0,32000.0,270.0,1.0
05:20:13.271,264981.0,0.7,0.6,-10.0,0.25,5.1,0.0,0.0,10.0,1.0
05:20:17.294,179445.0,1.1,2.0,-3.6,0.25,5.1,0.0,21223.0,840.0,1.0
05:20:21.307,200.0,1.0,0.5,10.1,0.25,1.2,0.0,32000.0,570.0,1.0
05:20:25.334,215813.0,0.0,1.9,-10.0,0.25,0.2,0.0,32000.0,390.0,1.0
05:20:29.363,250149.0,0.8,1.1,-3.6,0.25,4.3,0.0,8628.0,610.0,1.0
05:20:33.389,227549.0,0.9,0.0,1.5,0.25,0.0,0.0,31005.0,0.0,1.0
05:20:37.411,160833.0,0.1,1.2,-6.4,0.25,2.6,0.0,0.0,1000.0,1.0
05:20:41.428,45474.0,0.6,0.0,7.8,0.25,0.0,0.0,29275.0,350.0,1.0
05:20:45.459,298184.0,0.8,0.6,-9.5,0.25,2.1,0.0,0.0,0.0,1.0
05:20:49.476,25393.0,0.1,0.6,-2.0,0.25,0.6,0.0,0.0,1000.0,1.0
05:20:53.510,300000.0,0.1,0.0,-8.7,0.25,2.1,0.0,32000.0,510.0,1.0
05:20:57.049,135953.0,0.5,0.9,-5.0,0.25,3.6,0.0,11712.0,520.0,1.0
05:21:01.069,200.0,0.2,0.5,-0.9,0.25,0.0,0.0,28274.0,1000.0,1.0
05:21:05.089,40906.0,0.5,2.0,2.2,0.25,3.3,0.0,13291.0,0.0,1.0
05:21:09.106,200.0,0.6,1.5,3.0,0.25,2.0,0.0,17602.0,600.0,1.0
05:21:13.124,200.0,1.1,2.0,-10.0,0.25,2.8,0.0,8596.0,0.0,1.0
05:21:17.139,48722.0,0.6,2.0,1.9,0.25,5.1,0.0,0.0,1000.0,1.0
05:21:21.161,32989.0,0.0,1.5,6.9,0.25,0.0,0.0,27854.0,110.0,1.0
05:21:25.191,260673.0,0.0,2.0,-6.0,0.25,2.6,0.0,32000.0,1000.0,1.0
05:21:29.212,62670.0,0.2,1.3,-4.1,0.25,1.3,0.0,1743.0,0.0,1.0
