,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
23:41:14.936,67951.0,0.4,0.4,-6.6,0.25,3.2,0.0,2086.0,650.0,1.0
23:41:19.742,45573.0,0.3,0.9,-8.1,0.25,1.6,0.0,7689.0,240.0,1.0
23:41:25.000,61630.0,1.1,0.4,-6.6,0.25,1.3,0.0,8254.0,450.0,1.0
23:41:30.666,62639.0,0.2,0.7,-3.7,0.25,0.2,0.0,4821.0,950.0,1.0
23:41:35.433,248419.0,0.5,1.1,-9.6,0.25,1.0,0.0,8091.0,440.0,1.0
23:41:41.242,122248.0,0.4,0.5,-4.9,0.25,1.1,0.0,5922.0,760.0,1.0
23:41:46.987,1271.0,0.3,1.1,-5.8,0.25,2.4,0.0,13672.0,80.0,1.0
23:41:51.664,20210.0,0.5,0.4,-2.9,0.25,1.3,0.0,5738.0,250.0,1.0
23:41:56.926,31909.0,0.2,1.2,-1.6,0.25,2.1,0.0,10683.0,10.0,1.0
23:42:01.636,90168.0,0.7,1.8,-9.8,0.25,3.8,0.0,2356.0,100.0,1.0
23:42:06.778,26629.0,0.9,0.3,-5.9,0.25,0.4,0.0,1285.0,410.0,1.0
23:42:11.583,10057.0,0.4,0.2,-7.9,0.25,1.9,0.0,3250.0,100.0,1.0
23:42:16.809,30200.0,0.2,0.7,1.2,0.25,1.8,0.0,7571.0,320.0,1.0
23:42:21.686,152874.0,0.2,0.2,-7.8,0.25,0.4,0.0,12428.0,210.0,1.0
23:42:26.883,124784.0,0.9,0.2,-8.8,0.25,0.1,0.0,18629.0,10.0,1.0
23:42:31.597,46434.0,0.7,1.7,-2.2,0.25,1.1,0.0,6007.0,260.0,1.0
23:42:36.822,164998.0,0.2,1.1,-6.6,0.25,0.6,0.0,21358.0,250.0,1.0
23:42:41.534,94313.0,0.2,1.3,-8.9,0.25,0.6,0.0,6113.0,260.0,1.0
23:42:46.971,66117.0,0.2,0.9,-2.9,0.25,2.1,0.0,1607.0,410.0,1.0
23:42:51.789,168181.0,0.2,0.5,-9.6,0.25,0.8,0.0,4261.0,210.0,1.0
23:42:56.961,125313.0,0.9,0.7,-9.9,0.25,0.1,0.0,7849.0,120.0,1.0
23:43:01.668,59822.0,0.5,0.4,-9.7,0.25,0.1,0.0,21716.0,240.0,1.0
23:43:06.836,28008.0,0.2,0.3,-7.2,0.25,2.1,0.0,14249.0,110.0,1.0
23:43:11.553,45113.0,0.4,0.7,-7.6,0.25,1.8,0.0,14124.0,60.0,1.0
23:43:16.772,14761.0,0.4,0.5,-5.6,0.25,1.5,0.0,10650.0,280.0,1.0
23:43:21.484,55676.0,0.2,0.4,0.4,0.25,2.8,0.0,13150.0,220.0,1.0
23:43:27.114,30130.0,0.7,0.5,-7.1,0.25,0.3,0.0,8292.0,530.0,1.0
23:43:32.663,22213.0,0.4,0.7,4.3,0.25,1.9,0.0,5012.0,210.0,1.0
23:43:37.353,49804.0,0.3,0.5,-5.6,0.25,1.6,0.0,19517.0,30.0,1.0
23:43:42.993,38404.0,0.7,0.5,-6.8,0.25,3.1,0.0,350.0,100.0,1.0
23:43:47.724,36674.0,0.2,0.3,-8.2,0.25,1.1,0.0,701.0,60.0,1.0
23:43:52.853,53272.0,0.3,1.3,4.3,0.25,0.6,0.0,8811.0,570.0,1.0
23:43:57.560,66936.0,0.2,0.5,-4.7,0.25,3.1,0.0,2879.0,440.0,1.0
