,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
18:12:59.314,32000.0,0.0,0.0,0.6,0.0,590.0,1.0,0.1,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.5,0.0,0.0,3.5,2.0
18:13:02.843,4940.0,0.0,0.0,1.0,0.4,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,6.0,10.1,737.0,5.0,6.0
18:13:15.420,30381.0,0.0,0.0,0.9,2.0,720.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.9,7.9,0.0,6.0,6.0
18:13:26.160,28804.0,0.0,0.0,1.1,1.4,1000.0,1.0,0.1,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.5,2.5,1000.0,6.0,4.0
18:13:29.180,22813.0,0.0,0.0,0.6,1.1,960.0,1.0,0.1,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,6.4,645.0,2.0,5.0
18:13:34.234,13458.0,0.0,0.0,0.7,0.0,1000.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,0.8,3.3,613.0,3.0,6.0
18:13:38.257,0.0,0.0,0.0,0.0,1.8,750.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.4,4.5,0.0,6.0,4.0
18:13:43.294,0.0,0.0,0.0,0.4,1.9,200.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,10.1,8.3,380.0,4.5,4.5
18:13:47.330,4696.0,0.0,0.0,0.8,1.3,670.0,1.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,10.1,3.0,689.0,4.5,2.5
18:13:52.373,24309.0,0.0,0.0,0.0,1.1,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,10.1,0.0,650.0,2.0,4.0
18:14:02.320,31851.0,0.0,0.0,0.0,0.2,480.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.1,4.6,917.0,6.0,2.5
18:14:05.338,3882.0,0.0,0.0,1.1,1.3,0.0,1.0,0.1,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.8,0.0,1000.0,3.0,2.0
18:14:08.385,32000.0,0.0,0.0,1.1,0.0,510.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.8,1000.0,3.0,5.5
18:14:11.444,32000.0,0.0,0.0,1.1,1.4,1000.0,1.0,0.1,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,8.5,5.1,1000.0,5.5,2.0
18:14:18.499,23118.0,0.0,0.0,0.0,1.4,710.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,2.5,6.7,1000.0,3.0,4.5
18:14:25.049,15812.0,0.0,0.0,1.0,2.0,1000.0,1.0,0.1,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,265.0,4.5,2.0
18:14:29.104,0.0,0.0,0.0,0.1,0.6,350.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,4.9,0.0,667.0,5.5,4.5
18:14:37.096,8534.0,0.0,0.0,1.1,1.7,0.0,1.0,0.1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,8.7,1.9,698.0,6.0,4.0
18:14:42.143,0.0,0.0,0.0,0.4,1.8,370.0,1.0,0.1,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,7.1,3.0,160.0,4.0,4.5
18:14:46.202,23584.0,0.0,0.0,0.6,0.0,310.0,1.0,0.1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,0.5,4.7,443.0,5.5,3.0
18:14:51.249,17934.0,0.0,0.0,1.0,1.0,200.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,10.1,5.8,0.0,3.0,6.0
18:14:55.292,19588.0,0.0,0.0,0.5,2.0,160.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,10.1,10.1,1000.0,4.0,2.5
18:14:59.329,20095.0,0.0,0.0,0.7,1.0,260.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,3.8,0.0,593.0,3.5,6.0
18:15:02.352,17668.0,0.0,0.0,1.0,2.0,1000.0,1.0,0.1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,2.1,5.4,505.0,4.5,2.0
18:15:12.398,31316.0,0.0,0.0,0.8,2.0,1000.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.7,9.1,643.0,4.0,5.0
18:15:20.475,13343.0,0.0,0.0,0.4,0.8,460.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,8.8,3.5,863.0,6.0,4.5
18:15:25.022,6164.0,0.0,0.0,0.9,0.3,1000.0,1.0,0.1,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,2.3,0.0,0.0,5.5,2.0
18:15:30.054,0.0,0.0,0.0,0.7,1.7,0.0,1.0,0.1,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.0,1000.0,6.0,3.5
18:15:34.098,87.0,0.0,0.0,0.7,0.1,870.0,1.0,0.1,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,4.0,10.1,661.0,5.0,2.0
18:15:51.251,0.0,0.0,0.0,0.2,1.5,0.0,1.0,0.1,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.7,724.0,6.0,3.5
18:15:55.279,0.0,0.0,0.0,0.3,0.6,260.0,1.0,0.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,1.7,10.1,177.0,2.0,3.5
18:16:00.314,17416.0,0.0,0.0,0.5,1.3,530.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,8.4,4.9,1000.0,5.0,2.0
