,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:08:02.291,0.0,0.0,1.0,-15.0,-0.5,90.0,-1.0,-0.5,67.0,100.0,28.0,4000.0,25.0,0.0,78.0,51.0,4.0,0.395,3.0,7.0,0.16,0.001,1.0,-123.0,36.0
14:08:16.398,0.0,0.0,1.0,134.0,-0.5,240.0,-1.0,-0.5,110.0,100.0,30.0,2900.0,154.0,0.0,67.0,78.0,2.0,0.555,3.0,4.0,0.13,0.003,1.0,-63.0,14.0
14:08:22.141,0.0,0.0,1.0,-152.0,-0.5,0.0,-1.0,-0.5,-125.0,100.0,60.0,4500.0,47.0,0.0,72.0,0.0,9.0,0.29,3.0,3.0,0.19,0.0,1.0,124.0,172.0
14:08:26.272,0.0,0.0,1.0,118.0,-0.5,0.0,-1.0,-0.5,180.0,100.0,0.0,0.0,25.0,0.0,54.0,70.0,6.0,0.18,3.0,10.0,0.1,0.007,1.0,9.0,11.0
14:08:30.758,0.0,0.0,1.0,-93.0,-0.5,520.0,-1.0,-0.5,-180.0,0.0,10.0,3000.0,208.0,0.0,100.0,13.0,10.0,0.24,3.0,9.0,0.2,0.011,1.0,-180.0,-180.0
14:08:34.934,0.0,0.0,1.0,-105.0,-0.5,140.0,-1.0,-0.5,114.0,64.0,12.0,1400.0,250.0,0.0,0.0,0.0,9.0,0.27,3.0,10.0,0.18,0.004,1.0,83.0,-98.0
14:08:40.246,0.0,0.0,1.0,-141.0,-0.5,850.0,-1.0,-0.5,-179.0,70.0,60.0,2200.0,250.0,0.0,0.0,0.0,2.0,0.335,3.0,4.0,0.15,0.015,1.0,-82.0,178.0
14:08:44.533,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,119.0,21.0,1.0,1400.0,25.0,0.0,66.0,94.0,5.0,0.485,3.0,4.0,0.08,0.013,1.0,-13.0,-4.0
14:08:52.553,0.0,0.0,1.0,90.0,-0.5,1000.0,-1.0,-0.5,-22.0,0.0,75.0,2200.0,38.0,0.0,0.0,17.0,2.0,0.56,3.0,6.0,0.2,0.0,1.0,5.0,99.0
14:08:56.971,0.0,0.0,1.0,88.0,-0.5,0.0,-1.0,-0.5,-180.0,98.0,100.0,1700.0,250.0,0.0,100.0,48.0,7.0,0.44,3.0,8.0,0.04,0.015,1.0,-157.0,167.0
14:09:02.452,0.0,0.0,1.0,-86.0,-0.5,370.0,-1.0,-0.5,146.0,66.0,66.0,3100.0,53.0,0.0,0.0,100.0,10.0,0.595,3.0,10.0,0.08,0.019,1.0,180.0,69.0
14:09:10.372,0.0,0.0,1.0,180.0,-0.5,170.0,-1.0,-0.5,-87.0,26.0,56.0,2900.0,186.0,0.0,60.0,38.0,10.0,0.37,3.0,1.0,0.11,0.0,1.0,-18.0,-156.0
14:09:14.492,0.0,0.0,1.0,152.0,-0.5,30.0,-1.0,-0.5,44.0,19.0,100.0,0.0,94.0,0.0,50.0,100.0,8.0,0.18,3.0,5.0,0.05,0.02,1.0,111.0,-142.0
14:09:18.897,0.0,0.0,1.0,-180.0,-0.5,670.0,-1.0,-0.5,34.0,51.0,0.0,900.0,250.0,0.0,35.0,66.0,1.0,0.235,3.0,3.0,0.1,0.0,1.0,-180.0,180.0
14:09:29.418,0.0,0.0,1.0,-94.0,-0.5,260.0,-1.0,-0.5,-127.0,3.0,44.0,1400.0,250.0,0.0,0.0,0.0,4.0,0.54,3.0,4.0,0.13,0.007,1.0,180.0,157.0
14:09:33.589,0.0,0.0,1.0,-180.0,-0.5,180.0,-1.0,-0.5,-180.0,69.0,70.0,4500.0,112.0,0.0,67.0,45.0,2.0,0.285,3.0,7.0,0.2,0.02,1.0,-180.0,180.0
14:09:49.101,0.0,0.0,1.0,-90.0,-0.5,90.0,-1.0,-0.5,-126.0,0.0,40.0,800.0,25.0,0.0,66.0,93.0,6.0,0.18,3.0,9.0,0.01,0.007,1.0,117.0,-180.0
14:10:05.296,0.0,0.0,1.0,10.0,-0.5,0.0,-1.0,-0.5,-47.0,83.0,73.0,1300.0,25.0,0.0,0.0,66.0,6.0,0.405,3.0,10.0,0.09,0.019,1.0,-66.0,35.0
14:10:09.975,0.0,0.0,1.0,-134.0,-0.5,420.0,-1.0,-0.5,-180.0,100.0,74.0,1000.0,215.0,0.0,64.0,27.0,8.0,0.6,3.0,2.0,0.16,0.008,1.0,-18.0,-55.0
