,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:27:10.447,0.0,0.0,1.0,-96.0,-0.5,0.0,-1.0,-0.5,180.0,70.0,48.0,2500.0,25.0,0.0,30.0,0.0,5.0,0.265,3.0,2.0,0.15,0.005,1.0,-51.0,-180.0
14:27:41.182,0.0,0.0,1.0,-113.0,-0.5,50.0,-1.0,-0.5,-75.0,0.0,36.0,2600.0,57.0,0.0,99.0,100.0,4.0,0.455,3.0,1.0,0.17,0.014,1.0,-132.0,-180.0
14:27:45.232,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,-180.0,40.0,15.0,2400.0,154.0,0.0,37.0,30.0,7.0,0.315,3.0,1.0,0.13,0.006,1.0,-180.0,-40.0
14:27:49.227,0.0,0.0,1.0,-2.0,-0.5,680.0,-1.0,-0.5,104.0,59.0,0.0,2600.0,25.0,0.0,82.0,91.0,2.0,0.18,3.0,5.0,0.09,0.017,1.0,180.0,-180.0
14:27:53.569,0.0,0.0,1.0,39.0,-0.5,630.0,-1.0,-0.5,-50.0,66.0,31.0,1200.0,250.0,0.0,34.0,5.0,10.0,0.455,3.0,2.0,0.07,0.014,1.0,31.0,-118.0
14:27:57.757,0.0,0.0,1.0,-69.0,-0.5,830.0,-1.0,-0.5,-68.0,80.0,3.0,4500.0,25.0,0.0,0.0,43.0,10.0,0.6,3.0,5.0,0.2,0.011,1.0,180.0,-8.0
14:28:03.272,0.0,0.0,1.0,-108.0,-0.5,490.0,-1.0,-0.5,-180.0,11.0,100.0,1700.0,62.0,0.0,90.0,77.0,1.0,0.18,3.0,2.0,0.02,0.009,1.0,-180.0,12.0
14:28:07.378,0.0,0.0,1.0,-173.0,-0.5,270.0,-1.0,-0.5,180.0,0.0,19.0,2800.0,25.0,0.0,61.0,73.0,3.0,0.49,3.0,10.0,0.15,0.003,1.0,101.0,-47.0
14:28:15.291,0.0,0.0,1.0,85.0,-0.5,0.0,-1.0,-0.5,-90.0,9.0,0.0,4400.0,25.0,0.0,100.0,12.0,10.0,0.18,3.0,10.0,0.15,0.016,1.0,33.0,-111.0
14:28:19.528,0.0,0.0,1.0,180.0,-0.5,650.0,-1.0,-0.5,180.0,12.0,36.0,900.0,232.0,0.0,0.0,100.0,1.0,0.6,3.0,6.0,0.12,0.011,1.0,180.0,-147.0
14:28:24.161,0.0,0.0,1.0,180.0,-0.5,950.0,-1.0,-0.5,42.0,51.0,56.0,4500.0,25.0,0.0,85.0,100.0,1.0,0.265,3.0,3.0,0.04,0.002,1.0,-39.0,180.0
14:28:32.060,0.0,0.0,1.0,-180.0,-0.5,590.0,-1.0,-0.5,180.0,0.0,95.0,4500.0,250.0,0.0,48.0,69.0,7.0,0.275,3.0,5.0,0.01,0.02,1.0,180.0,180.0
14:28:36.127,0.0,0.0,1.0,95.0,-0.5,370.0,-1.0,-0.5,146.0,70.0,100.0,700.0,40.0,0.0,53.0,34.0,7.0,0.365,3.0,10.0,0.11,0.02,1.0,158.0,114.0
14:28:40.342,0.0,0.0,1.0,180.0,-0.5,490.0,-1.0,-0.5,-180.0,87.0,78.0,2100.0,142.0,0.0,94.0,5.0,5.0,0.41,3.0,3.0,0.08,0.003,1.0,180.0,-105.0
14:28:44.651,0.0,0.0,1.0,-180.0,-0.5,210.0,-1.0,-0.5,180.0,0.0,77.0,3700.0,250.0,0.0,43.0,100.0,1.0,0.375,3.0,1.0,0.14,0.005,1.0,-116.0,180.0
