time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,chan4_raw,lat,lon,relative_alt,vx,vy,vz
14:26:45,1500.0,-0.0012858923873864114,0.0009741602698341012,0.022421195171773434,0.00021547127107623965,0.0002985469618579373,0.0016318094567395747,STABILIZE,0.0,1.5,-1000.0,0.5,0.5,0.0,1500.0,-35.3632622,149.1652375,0.0,-1.0,0.3333333333333333,1.0
14:26:49,1500.0,-0.0011660319287329912,0.0009945376077666879,0.021721909753978252,0.00024855518131516874,0.0002890548203140497,0.0016203689738176763,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0
14:26:55,1500.0,-0.0011230162344872952,0.000982570950873196,0.02082974910736084,0.0002599696279503405,0.0002605314366519451,0.0013602824648842216,AUTO,0.0,1.2,-999.8,0.6,0.8,0.8,1500.0,-35.3632622,149.1652375,3.8,-1.0,0.4,-0.6
14:26:57,1500.0,-0.0008111467080501219,0.0011642152288307746,0.02059827744960785,0.0002950354537460953,0.00028941956891988713,0.001306268502958119,AUTO,0.0,1.1666666666666667,-1000.0,0.3333333333333333,0.3333333333333333,0.5,1500.0,-35.36326209999999,149.1652375,15.833333333333334,0.0,0.0,-1.0
14:27:09,1500.0,0.04539921507239342,0.013283931650221348,-0.10525643825531006,0.06547169387340546,0.001429393538273871,0.002587322611361742,AUTO,-2.0,11.0,-1003.0,66.0,2.0,2.0,1723.0,-35.3632626,149.1652356,8755.0,-21.0,-36.0,-153.0
14:27:40,1500.0,-0.0074123680824413896,-0.06671677964429061,-1.5551680326461792,-0.10869876729945342,-0.01125838483373324,-0.12541298754513264,AUTO,7.666666666666667,-6.166666666666667,-943.1666666666666,-107.33333333333333,-10.333333333333334,-125.16666666666667,1500.0,-35.36326686666667,149.16523855000003,49462.333333333336,38.5,6.833333333333333,-90.83333333333333
14:27:42,1500.0,0.006307445194882651,0.028338173714776833,-1.5009035070737202,0.21797658999760947,0.01920789829455316,0.025838221423327923,AUTO,0.0,11.5,-984.3333333333334,221.66666666666666,20.833333333333332,25.5,1500.0,-35.36326313333333,149.16523513333334,50240.5,17.166666666666668,-4.0,1.0
14:27:44,1500.0,0.04933555983006954,0.031168142954508465,-1.3757246335347493,-0.13544495900472006,0.026654923722768824,0.3303444685298018,AUTO,13.666666666666666,-8.166666666666666,-1015.0,-133.33333333333334,27.666666666666668,330.5,1500.0,-35.36325956666666,149.16523985,49991.666666666664,41.666666666666664,44.333333333333336,4.333333333333333
14:27:46,1500.0,0.1179632879793644,-0.09071700802693765,-0.06815471065541108,-0.0075791192551453905,-0.016425554485370714,0.7242741386095682,AUTO,-13.5,-46.333333333333336,-997.8333333333334,-5.5,-15.0,724.1666666666666,1500.0,-35.36324129999999,149.16525931666663,49942.833333333336,168.5,141.83333333333334,-0.16666666666666666
14:27:48,1500.0,0.049375313644607864,-0.2073112353682518,0.7436663707097372,0.05868722001711527,-0.023704484725991886,-0.003066644072532654,AUTO,-88.5,-49.166666666666664,-1000.5,59.666666666666664,-22.166666666666668,-2.5,1510.0,-35.36319521666667,149.16530735,49907.666666666664,341.0,294.1666666666667,0.8333333333333334
14:27:50,1500.0,0.04986663411060969,-0.1845305934548378,0.8535759647687277,-0.006628104640791814,0.019073703636725742,0.07791941364606221,AUTO,-133.33333333333334,-56.666666666666664,-993.6666666666666,-5.666666666666667,20.0,77.83333333333333,1530.0,-35.36311975,149.16538736666666,49929.166666666664,476.6666666666667,416.5,-6.166666666666667
14:27:52,1500.0,0.041984823221961655,-0.1462431624531746,0.9476694464683533,0.008522079170991978,0.009102066532553485,-0.00851456467838337,AUTO,-148.16666666666666,-43.666666666666664,-986.0,9.5,10.0,-7.666666666666667,1500.0,-35.36302985,149.16548485,50036.666666666664,514.8333333333334,448.3333333333333,-2.8333333333333335
14:27:54,1500.0,0.04270592207709948,-0.15658512463172278,0.9413533608118693,0.015380635236700376,0.003305436655258139,-0.00012022140435874462,AUTO,-148.83333333333334,-43.666666666666664,-990.6666666666666,16.333333333333332,4.333333333333333,0.6666666666666666,1500.0,-35.36294226666667,149.16557943333333,50018.5,521.6666666666666,448.1666666666667,3.0
14:27:56,1500.0,0.04826193240781625,-0.14641608546177545,0.9414419035116831,0.0189917820195357,0.005549129564315081,0.00476154397862653,AUTO,-152.5,-46.333333333333336,-987.8333333333334,19.666666666666668,6.333333333333333,5.833333333333333,1500.0,-35.36284866666667,149.16567938333336,50010.833333333336,523.0,450.3333333333333,0.0
14:27:58,1500.0,0.048663235579927765,-0.14729431519905725,0.9417187174161276,-0.02092772349715233,-0.002632102152953545,-0.009096639463678002,AUTO,-148.16666666666666,-41.0,-985.6666666666666,-19.666666666666668,-1.3333333333333333,-7.666666666666667,1500.0,-35.362755183333334,149.16577865,50009.5,514.0,449.6666666666667,1.3333333333333333
14:28:00,1500.0,-0.05797242924260596,-0.12511187170942625,1.8691348830858867,0.021032939354578655,0.0057059831645650165,0.7393328746159872,AUTO,-125.66666666666667,74.5,-990.6666666666666,21.833333333333332,6.5,739.8333333333334,1738.0,-35.36266223333333,149.16587701666666,50027.5,502.5,448.1666666666667,-0.5
14:28:02,1500.0,-0.08081743121147156,-0.035197880739967026,0.9819459517796835,0.101454163591067,-0.010111286537721753,0.22567810118198395,AUTO,25.833333333333332,133.16666666666666,-988.3333333333334,102.66666666666667,-9.0,226.16666666666666,1579.3333333333333,-35.36257656666667,149.16596975,50115.666666666664,421.3333333333333,381.8333333333333,2.5
14:28:04,1500.0,-0.1062998188038667,-0.0680075337489446,3.094133456548055,-0.04955094245572885,-0.013557360197106997,0.0010293898327896993,AUTO,4.0,105.0,-995.0,-47.333333333333336,-12.0,2.0,1500.0,-35.36251185,149.1660485333333,50038.5,286.3333333333333,342.5,5.0
14:28:06,1500.0,-0.1067368183284998,-0.11008755614360173,2.8570756117502847,0.0642717977364858,0.010851314863733327,-0.4900059729310063,AUTO,-50.5,84.33333333333333,-998.3333333333334,65.33333333333333,12.333333333333334,-488.5,1500.0,-35.36247341666667,149.16613096666666,49983.666666666664,154.0,398.3333333333333,2.5
14:28:08,1500.0,0.06195911122874046,-0.1851833090186119,1.5264097253481548,-0.01543409408380588,-0.011035480226079622,-0.393266584413747,AUTO,-110.16666666666667,-52.5,-999.1666666666666,-13.5,-9.333333333333334,-391.8333333333333,1500.0,-35.36245421666666,149.16623380000001,49916.666666666664,91.33333333333333,526.8333333333334,2.1666666666666665
14:28:14,1500.0,0.08940039575099945,-0.13700658828020096,1.4346985816955566,-0.009284671396017075,0.03346603084355593,-0.005411095451563597,AUTO,-128.0,-83.0,-988.3333333333334,-9.0,40.0,-4.0,1500.0,-35.36243405,149.16642280000002,49995.0,85.0,668.5,-7.5
14:28:16,1500.0,0.08569698333740235,-0.13019486367702485,1.4357739448547364,0.05281883999705315,-0.01993240099400282,-0.0011085879057645797,AUTO,-127.8,-82.6,-979.0,54.2,-17.8,0.2,1499.2,-35.36242444,149.16652064,50045.2,76.8,665.0,1.0
14:28:18,1500.0,0.08168873377144337,-0.08809871226549149,1.4369369447231293,0.0626008864492178,0.06497715134173632,-0.004910598276183009,AUTO,-132.8,-84.8,-1001.6,40.6,64.4,-5.2,1496.0,-35.36240965,149.16667332499998,50018.5,79.25,658.0,-7.25
