time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,EK2_ALT_SOURCE
14:22:41,-0.0006907072383910418,0.0009857040519515674,0.020605176066358883,0.00032939664864291746,0.00023920178258170685,0.0014850711061929662,584010.0,-35.3632622,149.1652375,7.0,-1.0,0.0,-2.3333333333333335,584.010009765625,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,AUTO,1500.0,0.0
14:22:43,0.0421143239364028,0.008737174677662551,-0.027698291465640068,-0.1244833841919899,0.06663827039301395,-0.08978443592786789,587280.0,-35.3632614,149.1652408,3277.0,8.5,52.5,-144.0,587.2799682617188,2.5,-10.0,-992.0,-123.5,67.0,-89.5,AUTO,1500.0,0.0
14:22:45,-0.06402637995779514,0.0006861026340629905,-0.1020684763789177,0.05561954528093338,0.0009202550281770527,-0.016386021859943867,590330.0,-35.3632608,149.16524545,6325.5,-3.0,-39.0,-148.0,590.3299865722656,-3.5,6.0,-1001.0,55.5,2.0,-16.0,AUTO,1500.0,0.0
14:22:47,0.06683461926877499,0.01406162604689598,-0.10428375378251076,0.06214732863008976,-0.004921347717754543,0.00527676846832037,593435.0,-35.36326315,149.1652338,9428.5,-23.5,-19.0,-152.0,593.4349975585938,0.0,9.0,-1002.0,62.5,-3.5,4.5,AUTO,1500.0,0.0
14:22:49,-0.04228075407445431,0.0026176307583227754,-0.10900627449154854,-0.005310949869453907,0.04993949085474014,-0.09583638980984688,596515.0,-35.36326205,149.1652383,12510.5,36.5,9.5,-150.0,596.5149841308594,-5.0,-9.5,-1006.5,-4.5,50.5,-95.5,AUTO,1500.0,0.0
14:22:51,0.029366619884967804,0.02622147649526596,-0.18314512819051743,0.0038379565812647343,-0.02150832489132881,0.010460244724527001,599650.0,-35.363259549999995,149.16523510000002,15641.5,-14.0,-6.0,-151.5,599.6499938964844,-0.5,3.5,-997.0,4.5,-20.5,9.5,AUTO,1500.0,0.0
14:22:55,0.004436913412064314,0.002522950991988182,-0.2349185273051262,0.0030832255724817514,0.003374965046532452,-0.02428561169654131,605885.0,-35.3632623,149.16523654999997,21881.5,0.0,0.0,-152.0,605.8849792480469,0.0,0.0,-1000.0,3.0,3.5,-24.0,AUTO,1500.0,0.0
14:22:57,-0.004075040225870907,0.0034648998407647014,-0.2737943083047867,-0.022071742976550013,0.0008508883765898645,-0.017564075998961926,609015.0,-35.3632621,149.1652365,25006.0,-0.5,3.0,-151.5,609.0149841308594,0.0,0.0,-1000.0,-20.5,1.5,-17.0,AUTO,1500.0,0.0
14:22:59,0.009648733772337437,0.0028788490453734994,-0.2479831501841545,-0.009415472857654095,-0.002813675906509161,0.023851793259382248,612125.0,-35.3632623,149.1652365,28119.0,-2.5,9.0,-152.0,612.125,0.5,0.0,-1000.0,-8.0,-1.5,23.5,AUTO,1500.0,0.0
14:23:01,-0.0017328569665551186,0.0014419444487430155,-0.20697087049484253,-9.673833847045898e-05,-0.00020253538968972862,0.018701724708080292,615235.0,-35.3632623,149.16523805,31227.5,0.0,4.5,-152.0,615.2349853515625,0.0,-0.5,-999.5,1.0,0.5,18.0,AUTO,1500.0,0.0
14:23:03,0.0011801891378127038,0.0006479021394625306,-0.17649635672569275,0.0016469894326291978,0.0007099364884197712,0.012938777916133404,618355.0,-35.3632623,149.1652382,34346.0,0.0,0.0,-152.0,618.35498046875,0.0,0.0,-1000.0,2.5,1.5,12.5,AUTO,1500.0,0.0
