time_stamp,MODE,chan4_raw,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT
14:27:57,AUTO,1500.0,-35.363257450000006,149.16524425,49950.0,51.5,68.5,-2.0,-22.5,-18.0,-1003.0,-202.5,-18.5,-756.0,-0.03240540064871311,-0.06490922905504704,1.7549235820770264,-0.20106440037488937,-0.020041498821228743,-0.7569591701030731,1500.0
14:27:59,AUTO,1500.0,-35.36324235,149.16527530000002,49935.0,127.5,209.5,-1.0,-51.5,-17.0,-1007.0,331.0,-18.0,21.0,0.03879616595804691,-0.14709719270467758,1.0146102905273438,0.3288227841258049,-0.019937653560191393,0.02088676393032074,1500.0
14:28:01,AUTO,1627.0,-35.3632104,149.16534280000002,49909.0,226.0,378.0,-3.0,-88.5,-46.0,-1002.5,125.0,28.0,41.0,0.04624975845217705,-0.16382774710655212,1.0712011456489563,0.12368922308087349,0.026998057030141354,0.040758293122053146,1500.0
14:28:03,AUTO,1627.0,-35.363164049999995,149.16544025000002,49958.5,283.5,474.5,-4.0,-116.5,-55.5,-991.0,-173.0,32.5,33.5,0.044982049614191055,-0.1479642614722252,1.1490187644958496,-0.17514406144618988,0.03113854955881834,0.03352145082317293,1500.0
14:28:05,AUTO,1500.0,-35.36311135,149.1655499,50020.0,291.0,496.0,0.5,-116.0,-48.5,-984.5,33.0,5.0,-37.5,0.05510294809937477,-0.12331704422831535,1.1529619097709656,0.030615344643592834,0.0030672939028590918,-0.0390176372602582,1500.0
14:28:07,AUTO,1500.0,-35.36305745,149.1656613,49997.0,304.5,509.5,0.0,-126.0,-60.0,-988.0,173.0,10.5,25.0,0.05807401239871979,-0.12710094451904297,1.1553776264190674,0.17224227264523506,0.009307006606832147,0.024266657885164022,1500.0
14:28:09,AUTO,1500.0,-35.36300165,149.1657733,50002.5,314.0,505.5,-0.5,-138.0,-76.0,-997.0,-123.5,-6.0,31.5,0.04955866560339928,-0.1214081160724163,1.1570651531219482,-0.12412348575890064,-0.008031079545617104,0.030610783025622368,1500.0
14:28:11,AUTO,1500.0,-35.3629438,149.1658845,49960.0,337.0,520.0,4.0,-123.5,-62.5,-1001.5,-10.0,32.0,-6.5,0.07146701216697693,-0.1586514338850975,0.9891607761383057,-0.011665962636470795,0.030468181241303682,-0.006817116867750883,1500.0
14:28:13,AUTO,1119.0,-35.36288005,149.1660032,49964.5,366.5,556.0,0.0,-68.0,-136.5,-983.5,12.5,-7.0,-759.5,0.14331115782260895,-0.09757974371314049,0.455644890666008,0.011432848870754242,-0.00952498335391283,-0.7608579993247986,1500.0
14:28:17,AUTO,1500.0,-35.362778500000005,149.16618964999998,50009.0,366.5,564.0,4.0,134.0,-73.5,-988.5,25.5,17.0,67.5,0.06802031770348549,0.1541968211531639,-1.1624314188957214,0.024669714272022247,0.015480545349419117,0.06728756427764893,1500.0
14:28:19,AUTO,1500.0,-35.3627123,149.16631595,49996.0,374.0,577.0,-2.0,143.0,-63.0,-996.0,30.0,-19.5,3.5,0.06523757800459862,0.1342691406607628,-1.1446787118911743,0.027931097894906998,-0.021918127313256264,0.0024429713375866413,1500.0
14:28:21,AUTO,1500.0,-35.3626453,149.16644175,50017.5,380.5,570.0,1.5,135.0,-73.0,-985.5,-68.0,11.5,-16.0,0.07320836931467056,0.13892262428998947,-1.143401563167572,-0.06920647993683815,0.009892840986140072,-0.017455205088481307,1500.0
14:28:23,AUTO,1500.0,-35.3625778,149.16656684999998,50020.5,381.5,568.0,1.5,130.0,-81.0,-988.0,-2.5,-8.0,5.0,0.07080064713954926,0.13995660096406937,-1.143316626548767,-0.004880833905190229,-0.009899619966745377,0.0045377438655123115,1500.0
14:28:25,AUTO,1500.0,-35.3625099,149.1666918,50019.0,375.5,562.0,-3.5,146.5,-68.0,-1004.0,-113.0,-39.0,12.5,0.042614176869392395,0.1263364590704441,-1.1439818143844604,-0.11570552922785282,-0.04136090911924839,0.011498717591166496,1500.0
14:28:27,AUTO,1573.0,-35.36244815,149.16680565000001,50095.5,294.5,451.5,1.5,110.0,-90.5,-989.0,-612.5,-17.5,245.5,-0.034283858723938465,0.08167975768446922,-0.9593168199062347,-0.615529328584671,-0.019568998832255602,0.24482616037130356,1500.0
14:28:29,AUTO,1573.0,-35.3624068,149.16688605000002,50029.5,165.0,258.0,3.0,37.5,-34.5,-1021.0,250.0,-16.0,375.5,-0.06597130373120308,0.04397676885128021,-0.43060724437236786,0.24439184367656708,-0.018232748843729496,0.3748047202825546,1500.0
14:28:31,AUTO,1500.0,-35.36239225,149.16691445,49961.5,4.0,-15.5,1.0,-3.5,28.0,-1019.0,225.5,-20.0,1.0,-0.16573592275381088,0.02114209160208702,-0.3567492812871933,0.22089757025241852,-0.02228599414229393,-0.00043040787568315864,1500.0
14:28:33,AUTO,1500.0,-35.36240745,149.16688045,49899.5,-143.0,-264.0,-1.5,-66.5,24.0,-1008.5,-176.0,-0.5,-708.5,-0.1368614099919796,-0.125405952334404,-1.0560613572597504,-0.1788208708167076,-0.0027009499026462436,-0.7106558382511139,1500.0
14:28:35,AUTO,1500.0,-35.362445050000005,149.16679935000002,49896.5,-251.0,-455.5,0.5,-98.0,-57.0,-1001.5,88.0,34.0,-5.5,0.06795740872621536,-0.2079680934548378,-2.0998013019561768,0.08588217943906784,0.032993031898513436,-0.007285951171070337,1500.0
14:28:37,AUTO,1500.0,-35.362498650000006,149.16668299999998,49965.0,-315.0,-578.0,-5.5,-143.5,-77.0,-996.0,-17.0,23.5,6.0,0.0801764614880085,-0.16261205822229385,-2.0959609746932983,-0.02023694384843111,0.02215621806681156,0.004336455138400197,1500.0
14:28:39,AUTO,1500.0,-35.36255815,149.16655285000002,50063.5,-325.5,-591.0,2.0,-127.0,-81.5,-977.5,19.0,-7.0,-2.0,0.0838056206703186,-0.1287420392036438,-2.0948965549468994,0.016271780245006084,-0.009311005240306258,-0.0036179497255943716,1500.0
14:28:41,AUTO,1389.0,-35.3626182,149.1664215,50000.5,-339.5,-597.5,1.0,-84.5,-125.0,-988.0,-27.0,25.5,-13.5,0.12654361873865128,-0.08756718784570694,-2.5440820455551147,-0.029556594789028168,0.024622036144137383,-0.014673640951514244,1500.0
14:28:43,AUTO,1500.0,-35.3626791,149.16628980000002,50019.0,-335.5,-589.5,1.0,-77.5,-139.0,-988.5,48.0,8.0,14.0,0.1357407048344612,-0.07290108501911163,-2.586519956588745,0.04560851212590933,0.006466400809586048,0.013048167806118727,1500.0
14:28:45,AUTO,1500.0,-35.3627397,149.16615854999998,50002.5,-334.5,-586.5,0.5,-70.5,-127.0,-986.5,4.5,10.5,-1.5,0.1296488121151924,-0.07408855110406876,-2.5847667455673218,0.00148734450340271,0.008885079063475132,-0.0028498080791905522,1500.0
14:28:47,AUTO,1500.0,-35.36280035,149.16602845,49998.5,-332.5,-587.0,0.0,-80.0,-133.0,-985.5,32.5,-2.0,-1.0,0.13356010615825653,-0.07785927131772041,-2.5850049257278442,0.029610549565404654,-0.003674658015370369,-0.0027813189080916345,1500.0
14:28:49,AUTO,1500.0,-35.362860999999995,149.16589814999998,50000.0,-332.5,-588.0,0.0,-73.0,-131.0,-984.5,-43.0,3.5,-5.0,0.1312735751271248,-0.07212652266025543,-2.5842041969299316,-0.04602990858256817,0.0014583026058971882,-0.006834418047219515,1500.0
14:28:51,AUTO,1500.0,-35.3629213,149.16576835,49997.5,-333.5,-589.0,-0.5,-75.0,-124.5,-985.5,0.5,-3.0,7.5,0.1330455243587494,-0.07112977281212807,-2.583887219429016,-0.0015046561602503061,-0.004605441587045789,0.005629988852888346,1500.0
14:28:53,AUTO,1174.0,-35.362981500000004,149.16563845000002,49993.5,-337.0,-589.0,0.0,-16.0,-152.5,-989.5,-11.5,16.5,-565.0,0.15127313882112503,-0.022531150840222836,-2.9994871616363525,-0.013984923716634512,0.014445597305893898,-0.5669877529144287,1500.0
14:28:55,AUTO,1174.0,-35.36304265,149.16550845,50007.0,-339.0,-584.5,0.0,133.5,-81.0,-986.5,1.5,12.5,-538.0,0.07382364198565483,0.13214509189128876,2.1636868715286255,-0.0004036372993141413,0.011152382474392653,-0.540334552526474,1500.0
14:28:57,AUTO,1500.0,-35.3631024,149.1653785,49986.0,-332.5,-593.5,0.0,139.5,-59.5,-990.0,13.5,-15.5,14.0,0.06318840757012367,0.1442713662981987,2.01898193359375,0.010832401108928025,-0.017783580580726266,0.012738809920847416,1500.0
14:28:59,AUTO,1500.0,-35.36316265,149.16524705,50004.5,-336.0,-589.5,0.0,152.0,-65.0,-990.0,69.5,7.0,9.5,0.05969798378646374,0.14413638412952423,2.0166198015213013,0.06733833067119122,0.005530649796128273,0.00850395456654951,1500.0
14:29:01,AUTO,1500.0,-35.363223149999996,149.16511705,50001.0,-336.0,-589.0,-0.5,142.0,-64.5,-985.0,-19.5,25.0,-1.0,0.06133813224732876,0.14128469675779343,2.0174604654312134,-0.02243829844519496,0.023900062777101994,-0.002739966061199084,1500.0
14:29:03,AUTO,1500.0,-35.363283949999996,149.16498719999998,50000.0,-334.5,-589.5,0.0,142.0,-53.5,-982.5,9.0,-1.5,1.5,0.0595734640955925,0.14580636471509933,2.0193841457366943,0.007178469211794436,-0.0034505135845392942,0.0006747075822204351,1500.0
14:29:05,AUTO,1500.0,-35.3633448,149.1648569,49997.0,-333.0,-589.5,-1.0,144.5,-65.0,-988.5,-48.5,-13.5,-4.0,0.05446236953139305,0.1474957838654518,2.0201947689056396,-0.051145195960998535,-0.0158973578363657,-0.005687881028279662,1500.0
14:29:07,AUTO,1033.0,-35.363402300000004,149.16473355,50080.5,-290.5,-508.0,-2.0,94.0,124.5,-983.5,301.5,-46.0,-675.0,-0.08620006591081619,0.011443739203969017,0.8101288676261902,0.2964072981849313,-0.04896371811628342,-0.6772202551364899,1500.0
14:29:09,AUTO,1500.0,-35.363445049999996,149.16464095,50032.5,-179.0,-329.0,3.0,-19.5,88.0,-989.0,424.0,14.5,-3.5,0.024594011716544628,-0.07183166593313217,-0.11591129377484322,0.4243471175432205,0.012480982579290867,-0.005496298486832529,1500.0
14:29:11,AUTO,1500.0,-35.36346675,149.1645905,49976.5,-68.0,-139.5,0.0,-9.5,8.5,-997.5,-279.5,19.0,-2.5,0.0639110878109932,-0.050575777888298035,-0.11311423033475876,-0.27839550375938416,0.01764329383149743,-0.004518628236837685,1500.0
14:29:13,AUTO,1500.0,-35.3634728,149.16457635,49972.5,-6.0,-14.5,-0.5,0.5,4.0,-1005.5,-342.5,12.0,5.0,0.02200581505894661,-0.013794170692563057,-0.11043061688542366,-0.347778607159853,0.010059382766485214,0.0036447441088967025,1500.0
14:29:15,AUTO,1500.0,-35.36347365,149.16457724999998,49989.0,1.0,0.0,-0.5,0.5,3.0,-997.5,391.5,-7.0,7.5,-0.006315161008387804,-0.002188927261158824,-0.11570814996957779,0.39173574000597,-0.009559345664456487,0.005841652629896998,1500.0
14:29:17,AUTO,1500.0,-35.363475050000005,149.1645744,49998.5,4.0,-12.5,-0.5,-2.0,-10.5,-1004.0,-517.0,7.0,10.5,0.007756212260574102,-0.013848006259649992,-0.10917938500642776,-0.5204425752162933,0.005779818631708622,0.008709173649549484,1500.0
