,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:26:58.299,0.0,0.0,1.0,-180.0,-0.5,470.0,-1.0,-0.5,126.0,7.0,80.0,1000.0,231.0,0.0,100.0,39.0,8.0,0.365,3.0,4.0,0.03,0.016,1.0,51.0,-125.0
16:27:02.445,0.0,0.0,1.0,-1.0,-0.5,370.0,-1.0,-0.5,16.0,0.0,100.0,4500.0,194.0,0.0,88.0,79.0,1.0,0.6,3.0,2.0,0.02,0.012,1.0,-180.0,91.0
16:27:12.247,0.0,0.0,1.0,-60.0,-0.5,650.0,-1.0,-0.5,-31.0,67.0,62.0,4500.0,185.0,0.0,0.0,1.0,10.0,0.6,3.0,10.0,0.02,0.008,1.0,13.0,110.0
16:27:30.374,0.0,0.0,1.0,114.0,-0.5,0.0,-1.0,-0.5,-61.0,100.0,21.0,1100.0,108.0,0.0,61.0,82.0,7.0,0.6,3.0,4.0,0.14,0.012,1.0,-180.0,-119.0
16:27:36.040,0.0,0.0,1.0,-180.0,-0.5,40.0,-1.0,-0.5,-74.0,57.0,0.0,4500.0,122.0,0.0,82.0,91.0,2.0,0.385,3.0,2.0,0.06,0.011,1.0,180.0,180.0
16:27:43.747,0.0,0.0,1.0,75.0,-0.5,0.0,-1.0,-0.5,180.0,39.0,0.0,2000.0,181.0,0.0,0.0,72.0,8.0,0.6,3.0,10.0,0.09,0.013,1.0,-92.0,-95.0
16:27:49.187,0.0,0.0,1.0,-48.0,-0.5,470.0,-1.0,-0.5,-75.0,76.0,86.0,3200.0,63.0,0.0,4.0,28.0,8.0,0.475,3.0,4.0,0.15,0.02,1.0,-180.0,-120.0
16:27:53.339,0.0,0.0,1.0,135.0,-0.5,500.0,-1.0,-0.5,-176.0,47.0,64.0,2500.0,161.0,0.0,64.0,54.0,10.0,0.6,3.0,1.0,0.2,0.0,1.0,24.0,-29.0
16:27:57.464,0.0,0.0,1.0,-15.0,-0.5,1000.0,-1.0,-0.5,-180.0,72.0,48.0,100.0,72.0,0.0,100.0,22.0,1.0,0.32,3.0,6.0,0.14,0.0,1.0,180.0,-77.0
16:28:01.761,0.0,0.0,1.0,155.0,-0.5,680.0,-1.0,-0.5,102.0,75.0,24.0,3600.0,95.0,0.0,100.0,52.0,1.0,0.565,3.0,6.0,0.2,0.007,1.0,-180.0,-153.0
16:28:07.264,0.0,0.0,1.0,-180.0,-0.5,490.0,-1.0,-0.5,180.0,13.0,24.0,3200.0,220.0,0.0,72.0,0.0,5.0,0.33,3.0,10.0,0.17,0.02,1.0,-180.0,-81.0
16:28:11.911,0.0,0.0,1.0,171.0,-0.5,910.0,-1.0,-0.5,113.0,40.0,42.0,3500.0,27.0,0.0,41.0,100.0,1.0,0.26,3.0,10.0,0.02,0.02,1.0,-66.0,22.0
16:28:21.246,0.0,0.0,1.0,-140.0,-0.5,200.0,-1.0,-0.5,60.0,0.0,48.0,0.0,25.0,0.0,0.0,0.0,5.0,0.52,3.0,7.0,0.14,0.011,1.0,-147.0,-180.0
16:28:25.727,0.0,0.0,1.0,-93.0,-0.5,520.0,-1.0,-0.5,33.0,100.0,35.0,0.0,234.0,0.0,21.0,79.0,1.0,0.18,3.0,8.0,0.01,0.008,1.0,143.0,-180.0
16:28:31.112,0.0,0.0,1.0,-180.0,-0.5,430.0,-1.0,-0.5,180.0,40.0,55.0,3200.0,78.0,0.0,63.0,85.0,4.0,0.18,3.0,5.0,0.1,0.02,1.0,127.0,180.0
16:28:35.453,0.0,0.0,1.0,17.0,-0.5,1000.0,-1.0,-0.5,-180.0,83.0,0.0,100.0,225.0,0.0,91.0,84.0,8.0,0.18,3.0,8.0,0.06,0.0,1.0,-91.0,180.0
16:28:39.941,0.0,0.0,1.0,-50.0,-0.5,320.0,-1.0,-0.5,-117.0,7.0,30.0,3400.0,25.0,0.0,34.0,17.0,10.0,0.235,3.0,5.0,0.07,0.016,1.0,-180.0,149.0
16:28:45.235,0.0,0.0,1.0,157.0,-0.5,410.0,-1.0,-0.5,-35.0,25.0,63.0,4400.0,221.0,0.0,81.0,61.0,2.0,0.185,3.0,6.0,0.01,0.02,1.0,180.0,180.0
16:28:49.339,0.0,0.0,1.0,51.0,-0.5,470.0,-1.0,-0.5,175.0,48.0,100.0,4500.0,203.0,0.0,28.0,81.0,4.0,0.23,3.0,3.0,0.11,0.01,1.0,133.0,-12.0
