,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
00:34:25.134,71990.0,0.4,0.7,2.7,0.25,0.1,0.0,1747.0,530.0,1.0,0.1,50.0,50.0,530.0,0.0
00:34:30.958,109161.0,0.9,0.4,-1.2,0.25,0.8,0.0,6670.0,340.0,1.0,0.1,50.0,50.0,115.0,0.0
00:34:35.619,67707.0,0.5,1.4,-7.9,0.25,2.6,0.0,30604.0,260.0,1.0,0.1,50.0,50.0,60.0,0.0
00:34:40.707,115815.0,0.2,0.7,-3.1,0.25,1.1,0.0,4297.0,780.0,1.0,0.1,50.0,50.0,223.0,0.0
00:34:45.560,129154.0,0.5,0.3,-6.1,0.25,4.1,0.0,2168.0,160.0,1.0,0.1,50.0,50.0,339.0,0.0
00:34:50.778,131183.0,0.4,0.5,-6.2,0.25,1.5,0.0,16976.0,110.0,1.0,0.1,50.0,50.0,195.0,0.0
00:34:55.462,21017.0,0.3,0.5,-7.4,0.25,1.8,0.0,20272.0,60.0,1.0,0.1,50.0,50.0,13.0,0.0
00:35:01.145,71533.0,0.2,0.9,4.6,0.25,1.0,0.0,2102.0,740.0,1.0,0.1,50.0,50.0,76.0,0.0
00:35:06.718,177268.0,0.3,0.5,-5.5,0.25,4.1,0.0,3188.0,980.0,1.0,0.1,50.0,50.0,139.0,0.0
00:35:11.465,256239.0,0.2,0.5,-7.1,0.25,0.6,0.0,676.0,510.0,1.0,0.1,50.0,50.0,311.0,0.0
00:35:17.153,83548.0,0.9,1.1,-8.1,0.25,0.8,0.0,4790.0,110.0,1.0,0.1,50.0,50.0,598.0,0.0
00:35:22.982,74489.0,0.4,1.5,-2.0,0.25,1.5,0.0,6101.0,80.0,1.0,0.1,50.0,50.0,362.0,0.0
00:35:27.689,16710.0,0.2,1.8,-4.3,0.25,0.2,0.0,12322.0,160.0,1.0,0.1,50.0,50.0,941.0,0.0
00:35:32.814,97873.0,0.2,0.7,6.7,0.25,2.9,0.0,11825.0,250.0,1.0,0.1,50.0,50.0,528.0,0.0
00:35:37.518,199813.0,0.3,0.9,8.1,0.25,3.4,0.0,9148.0,150.0,1.0,0.1,50.0,50.0,273.0,0.0
00:35:42.613,16241.0,0.2,0.4,-8.8,0.25,2.8,0.0,22421.0,670.0,1.0,0.1,50.0,50.0,26.0,0.0
00:35:47.851,96065.0,0.5,0.4,8.7,0.25,1.5,0.0,20990.0,290.0,1.0,0.1,50.0,50.0,212.0,0.0
00:35:52.468,49491.0,0.5,0.3,-9.9,0.25,0.6,0.0,17663.0,440.0,1.0,0.1,50.0,50.0,408.0,0.0
00:35:58.183,10775.0,0.4,1.9,0.9,0.25,3.1,0.0,486.0,710.0,1.0,0.1,50.0,50.0,91.0,0.0
00:36:03.911,5375.0,0.7,0.7,7.3,0.25,0.8,0.0,2491.0,380.0,1.0,0.1,50.0,50.0,406.0,0.0
00:36:08.579,239079.0,0.3,0.3,4.3,0.25,1.6,0.0,19504.0,60.0,1.0,0.1,50.0,50.0,362.0,0.0
00:36:13.765,5522.0,0.2,0.5,-4.3,0.25,2.1,0.0,30619.0,500.0,1.0,0.1,50.0,50.0,3.0,0.0
00:36:18.444,49233.0,0.9,0.5,-8.1,0.25,1.3,0.0,15566.0,110.0,1.0,0.1,50.0,50.0,68.0,0.0
00:36:24.102,18858.0,0.5,0.2,-8.9,0.25,2.4,0.0,25208.0,410.0,1.0,0.1,50.0,50.0,149.0,0.0
00:36:29.863,148022.0,0.2,0.7,-2.9,0.25,0.4,0.0,518.0,470.0,1.0,0.1,50.0,50.0,426.0,0.0
00:36:34.500,84249.0,0.7,1.4,-7.4,0.25,0.2,0.0,14075.0,110.0,1.0,0.1,50.0,50.0,113.0,0.0
00:36:39.668,115584.0,0.3,0.5,7.2,0.25,5.1,0.0,13839.0,350.0,1.0,0.1,50.0,50.0,195.0,0.0
00:36:44.372,95251.0,0.3,1.9,2.7,0.25,2.1,0.0,13733.0,370.0,1.0,0.1,50.0,50.0,71.0,0.0
00:36:50.122,203695.0,0.5,0.3,-3.1,0.25,1.5,0.0,13058.0,160.0,1.0,0.1,50.0,50.0,84.0,0.0
00:36:55.761,20665.0,0.7,1.7,-9.8,0.25,1.2,0.0,9101.0,560.0,1.0,0.1,50.0,50.0,580.0,0.0
00:37:00.455,176434.0,0.5,0.7,0.3,0.25,0.3,0.0,5108.0,160.0,1.0,0.1,50.0,50.0,83.0,0.0
00:37:06.165,95094.0,0.5,0.7,-1.4,0.25,0.6,0.0,10693.0,240.0,1.0,0.1,50.0,50.0,475.0,0.0
00:37:11.984,208958.0,0.5,0.5,-1.1,0.25,0.4,0.0,25747.0,530.0,1.0,0.1,50.0,50.0,36.0,0.0
00:37:16.826,125043.0,0.3,0.4,-4.8,0.25,1.6,0.0,10073.0,10.0,1.0,0.1,50.0,50.0,740.0,0.0
00:37:22.135,20113.0,0.3,0.9,2.3,0.25,1.1,0.0,19077.0,60.0,1.0,0.1,50.0,50.0,71.0,0.0
00:37:27.843,3306.0,0.3,0.5,-6.9,0.25,0.1,0.0,4792.0,290.0,1.0,0.1,50.0,50.0,786.0,0.0
00:37:32.578,29670.0,0.4,0.5,-7.4,0.25,1.1,0.0,7051.0,690.0,1.0,0.1,50.0,50.0,109.0,0.0
00:37:37.886,102290.0,0.2,0.2,-8.7,0.25,1.9,0.0,14065.0,630.0,1.0,0.1,50.0,50.0,218.0,0.0
00:37:42.702,35345.0,0.3,0.5,-8.9,0.25,1.9,0.0,11077.0,960.0,1.0,0.1,50.0,50.0,246.0,0.0
