time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT
10:09:12,-35.3632622,149.1652376,0.0,-1.0,2.0,1.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.0008904709247872233,0.0009438718552701175,0.021676799282431602,0.000208257173653692,0.0003635328612290323,0.0016334988176822662,1500.0
10:09:14,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.0011445465497672558,0.0009619619231671095,0.021353866904973984,0.00019231930491514504,0.0003102219488937408,0.0015108315274119377,1500.0
10:09:18,-35.3632622,149.1652374,4.0,-1.0,0.0,-2.0,0.0,1.0,-1000.0,0.0,0.0,1.0,AUTO,-0.0007078914204612374,0.0010023705544881523,0.020741013810038567,0.00020050304010510445,0.0003159608750138432,0.0014777968754060566,14764.0
10:09:20,-35.3632621,149.1652375,8.5,0.0,0.0,-1.0,0.0,1.0,-1000.0,0.5,0.5,0.0,AUTO,-0.00028920570912305266,0.00126467680092901,0.020266218110919,0.0003051729581784457,0.0002548767370171845,0.001393607642967254,28028.0
10:09:21,-35.3632621,149.1652375,7.0,0.0,0.0,0.0,0.0,1.75,-1000.0,0.25,0.75,0.25,AUTO,-4.1638332959337276e-05,0.0015409449115395546,0.020008969120681286,0.00031507169478572905,0.0003185663663316518,0.001355065032839775,137570.0
10:09:22,-35.3632621,149.1652375,101.0,0.0,0.0,-36.0,0.0,1.0,-1065.5,0.0,3.0,0.5,AUTO,0.0014646318522864021,0.0009684810574981384,0.019855952821671963,0.00036669927067123353,0.002300684427609667,0.001293732551857829,137570.0
10:09:24,-35.363261800000004,149.16523875000001,2340.0,4.5,28.0,-147.0,0.0,-4.0,-999.5,13.5,11.0,-22.5,AUTO,0.04904475808143616,-0.005900608957745135,0.00541243702173233,0.012618851847946644,0.010508091887459159,-0.02204114419873804,70696.5
10:09:26,-35.3632608,149.16524579999998,5456.5,-0.5,-5.5,-148.0,0.0,-0.5,-1000.5,-12.5,-2.5,-25.0,AUTO,-0.0566814336925745,0.0021530505473492667,-0.08804819360375404,-0.013320421800017357,-0.0035535881179384887,-0.025525901466608047,3823.0
10:09:27,-35.3632611,149.165242,7065.25,-8.75,-57.0,-148.25,-5.25,11.25,-1002.25,65.0,9.0,-5.5,AUTO,-0.02645133581245318,0.0040132193971658126,-0.10746386647224426,0.06475483998656273,0.009039740194566548,-0.005628878323477693,104650.0
10:09:28,-35.363262250000005,149.16523619999998,8539.0,-18.0,-41.0,-151.0,-2.5,12.0,-1003.0,66.0,4.5,2.5,AUTO,0.03695757547393441,0.011882588267326355,-0.10738104581832886,0.06598558276891708,0.0039088435005396605,0.0029397689504548907,104650.0
10:09:30,-35.36326305,149.16523655,11626.0,24.5,18.0,-148.0,-2.5,-6.5,-1002.5,-52.0,65.0,-63.0,AUTO,-0.014662390865851194,-0.022145335096865892,-0.07649085856974125,-0.052756629418581724,0.06477625854313374,-0.0635419599711895,108967.5
10:09:32,-35.363260049999994,149.1652355,14816.5,-4.5,-7.5,-151.5,-2.0,2.0,-998.5,14.5,-9.0,-1.5,AUTO,0.012692027725279331,0.020327946171164513,-0.1687297746539116,0.01408181875012815,-0.009867945918813348,-0.0011521743144840002,113285.0
10:09:33,-35.3632607,149.16523512499998,16372.0,-12.75,5.75,-150.75,1.5,0.5,-997.5,-31.25,-11.0,0.25,AUTO,0.009483087458647788,0.008034068683627993,-0.1654367595911026,-0.03264644567389041,-0.012093621538951993,0.0006387418834492564,26137.0
10:09:34,-35.3632619,149.16523460000002,17881.0,-22.0,-17.5,-136.5,1.5,4.0,-970.0,5.5,-75.0,110.5,AUTO,-0.03837442025542259,0.018177533405832946,-0.07817305345088243,0.004280425608158112,-0.07616869313642383,0.1110592307522893,26137.0
10:09:36,-35.36326455,149.1652315,19879.5,7.0,27.0,-58.5,0.0,-4.5,-972.5,-35.0,31.5,-5.0,AUTO,0.048559773713350296,-0.021736992057412863,0.02630975190550089,-0.036484151147305965,0.03120004292577505,-0.004502028692513704,52611.5
10:09:38,-35.36326185,149.16523865,20588.0,8.0,24.0,-8.5,0.5,-5.5,-952.5,-178.5,53.5,-1.0,AUTO,-0.021526114083826542,0.018163302447646856,0.02157052978873253,-0.1798323392868042,0.05312332639005035,-0.0012534174893517047,79086.0
10:09:39,-35.363261425,149.1652395,20525.0,0.75,-9.0,15.5,-1.25,-8.75,-1002.25,-118.25,-68.25,-3.0,AUTO,-0.031078729312866926,-0.007752073695883155,0.01909172162413597,-0.11919993930496275,-0.06951947510242462,-0.0030951491207815707,151667.0
10:09:40,-35.36325995,149.16523754999997,20480.0,34.5,-19.0,-11.0,-11.0,16.5,-1035.0,186.5,-29.5,-94.0,AUTO,0.0020738813909702003,-0.05880264192819595,0.008543742864276282,0.18480465561151505,-0.030968638136982918,-0.09431993239559233,151667.0
10:09:42,-35.363243499999996,149.1652321,21293.0,139.5,-19.0,-67.5,-28.0,-26.0,-1028.0,-80.0,47.0,35.0,AUTO,0.026775876060128212,-0.05484214425086975,-0.1327933743596077,-0.053615191020071507,0.03363577648997307,0.01938396622426808,95982.5
10:09:44,-35.3632217,149.1652282,22569.0,148.0,-16.0,-80.0,-31.0,-16.0,-995.0,0.0,14.0,-2.0,AUTO,0.020537342876195908,-0.017935164272785187,-0.13041408360004425,-0.0014380407519638538,0.013272596523165703,-0.0023676662240177393,40298.0
10:09:45,-35.36320568,149.16522558,23537.6,135.0,-16.4,-69.6,-28.4,-15.0,-986.6,3.6,41.8,-2.4,AUTO,0.018253892287611963,-0.004850029572844505,-0.13216518759727477,0.002919805678538978,0.04103918559849262,-0.002890577306970954,121827.0
10:09:46,-35.363197,149.1652241,24045.0,111.0,-14.0,-56.0,-21.0,-12.0,-975.0,-5.0,45.0,-2.0,AUTO,0.017961256206035614,0.028130561113357544,-0.13345225155353546,-0.006374880205839872,0.04416010528802872,-0.0025896038860082626,121827.0
10:09:48,-35.363187,149.1652228,24587.0,7.0,2.0,2.0,-1.0,-6.0,-982.0,-53.0,-35.0,0.0,AUTO,0.0012646517716348171,0.021191803738474846,-0.13725079596042633,-0.054752692580223083,-0.03616167977452278,-0.0006742505938746035,167062.5
10:09:50,-35.3631863,149.165223,24411.0,7.0,-4.0,3.0,-1.0,-27.0,-1007.0,-194.0,18.0,-3.0,RTL,-0.00011543925211299211,-0.004821400623768568,-0.1393350511789322,-0.19471856951713562,0.01732161082327366,-0.0034314077347517014,212298.0
10:09:51,-35.36318542,149.16522303999997,24420.6,3.8,-2.8,-11.0,0.4,2.8,-1027.6,74.4,0.0,-2.8,RTL,-0.001636460516601801,0.00729789724573493,-0.14073110222816468,0.07312817275524139,-0.0010858506546355784,-0.0036253810161724687,297811.0
10:09:52,-35.3631852,149.1652235,24566.0,0.0,-4.0,-36.0,1.0,-11.0,-1040.0,-30.0,-3.0,-6.0,RTL,-0.0059873745776712894,0.0043573095463216305,-0.14234262704849243,-0.031136343255639076,-0.004889004398137331,-0.006564042996615171,297811.0
10:09:54,-35.3631855,149.1652233,25938.0,0.0,-7.0,-75.0,0.0,14.0,-987.0,288.0,6.0,-2.0,RTL,0.0030591217800974846,-0.0025770750362426043,-0.14558164775371552,0.28727084398269653,0.005597251001745462,-0.002853855723515153,170432.0
10:09:56,-35.3631881,149.1652231,27080.0,-51.0,6.0,-18.0,9.0,-19.0,-949.0,-243.0,47.0,-9.0,RTL,0.0016391434473916888,0.07599418610334396,-0.1474430114030838,-0.24345669150352478,0.04652399942278862,-0.009423566982150078,43053.0
10:09:57,-35.36319906,149.16522598,27041.0,-134.0,22.0,12.6,29.0,23.8,-995.6,104.8,-36.6,7.6,RTL,-0.02001789417117834,0.08529595881700516,-0.14872634708881377,0.10385276973247529,-0.03791076373308897,0.007632956327870488,56231.0
10:09:58,-35.363209,149.1652285,26949.0,-163.0,24.0,7.0,35.0,52.0,-1023.0,669.0,-29.0,18.0,RTL,-0.02422676980495453,0.050511401146650314,-0.14789831638336182,0.6679889559745789,-0.030682608485221863,0.018082503229379654,56231.0
10:10:00,-35.3632383,149.1652341,26897.0,-153.0,14.0,0.0,32.0,-4.0,-1014.0,-679.0,-39.0,-7.0,RTL,-0.03282516449689865,0.020278746262192726,-0.14703716337680817,-0.6804487109184265,-0.04070630669593811,-0.007342308759689331,36374.0
10:10:02,-35.3632598,149.1652375,26904.0,-58.0,-1.0,0.0,12.0,21.0,-1006.0,538.0,-9.0,-8.0,RTL,-0.0007901547942310572,-0.06723444908857346,-0.14630742371082306,0.5382719039916992,-0.009890233166515827,-0.008958786725997925,16517.0
10:10:03,-35.363262580000004,149.16523734,26895.4,-3.4,-6.6,0.0,0.2,5.8,-1000.2,49.0,37.4,-1.0,RTL,0.00200745714828372,-0.017108120676130056,-0.14836967289447783,0.04846527874469757,0.037216759473085406,-0.0016382353380322457,251512.0
10:10:04,-35.3632628,149.165237,26897.0,1.0,-4.0,1.0,-1.0,-23.0,-986.0,-752.0,13.0,0.0,RTL,-0.004140838515013456,0.0035382870119065046,-0.14969196915626526,-0.7531751394271851,0.012305251322686672,-0.0005051270127296448,251512.0
10:10:06,-35.3632639,149.1652368,26897.0,-2.0,4.0,0.0,0.0,34.0,-1021.0,666.0,5.0,1.0,RTL,0.013243322260677814,-0.010132040828466415,-0.14966236054897308,0.6655144691467285,0.0052678086794912815,0.0004752188688144088,205248.0
10:10:08,-35.3632637,149.1652373,26902.0,8.0,1.0,0.0,0.0,-27.5,-1002.0,-491.5,1.5,0.5,RTL,-0.007838820107281208,-0.0012995705474168062,-0.15193143486976624,-0.6433525085449219,1.2759119272232056e-05,0.0014420654624700546,158984.0
10:10:09,-35.36326315,149.165237725,26901.75,6.25,-1.0,0.25,-0.25,-9.25,-996.25,-161.75,1.5,0.75,RTL,-0.004211462917737663,0.0011603330058278516,-0.15278350934386253,-0.16236570663750172,0.0008675569988554344,0.0002885883441194892,226782.0
10:10:10,-35.3632629,149.16523795,26898.5,4.5,-2.5,0.5,0.0,20.0,-1005.0,559.5,0.5,2.0,RTL,0.002783639880362898,0.0011480150860734284,-0.15302760899066925,0.5593550801277161,-0.00012371892808005214,0.0010357972932979465,226782.0
10:10:12,-35.3632627,149.1652377,25687.0,2.0,-2.0,116.0,-1.0,84.0,-914.0,846.0,0.0,32.0,RTL,0.004231051541864872,-0.0022542199585586786,-0.15388484299182892,0.8437004089355469,-0.0015746632125228643,0.03117118775844574,229631.0
10:10:14,-35.3632626,149.1652371,23470.0,3.0,1.0,95.0,0.0,53.0,-1007.0,525.0,4.0,11.0,RTL,0.0028066751547157764,-0.0012710271403193474,-0.15371929109096527,0.5228071808815002,0.0037593974266201258,0.010790490545332432,232480.0
10:10:15,-35.36326246,149.16523750000002,22190.8,2.8,1.2,98.4,-0.4,59.6,-1015.8,557.2,2.6,7.8,RTL,-0.0075246167834848166,0.0008069051138591022,-0.15438659489154816,0.5554115235805511,0.0024029950029216705,0.007582066056784242,187948.0
