,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
13:04:17.372,9084.0,0.3,1.2,-6.5,0.25
13:04:23.323,175753.0,0.2,0.3,-5.3,0.25
13:04:29.195,106158.0,0.2,1.5,-5.9,0.25
13:04:34.966,4997.0,0.2,0.4,1.2,0.25
13:04:39.874,1621.0,0.2,0.2,-7.4,0.25
13:04:45.418,113804.0,0.2,0.5,-7.6,0.25
13:04:51.447,73614.0,0.2,0.9,-5.9,0.25
13:04:57.273,21081.0,0.2,0.5,-6.5,0.25
13:05:03.099,73316.0,0.2,0.9,-8.9,0.25
13:05:08.988,56224.0,0.2,0.2,-4.7,0.25
13:05:13.848,93191.0,0.2,0.3,-6.5,0.25
13:05:19.319,181491.0,0.2,0.5,-8.7,0.25
13:05:25.170,59153.0,0.2,0.7,-4.7,0.25
13:05:31.082,49131.0,0.3,0.5,-2.4,0.25
13:05:37.028,12786.0,0.3,0.4,-3.5,0.25
13:05:42.954,39488.0,0.5,1.2,-8.8,0.25
13:05:47.782,27885.0,0.2,0.2,-2.0,0.25
13:05:53.244,51747.0,0.3,0.9,-6.2,0.25
13:05:59.197,90515.0,0.3,0.2,0.4,0.25
13:06:05.146,90785.0,0.2,0.3,-9.2,0.25
13:06:11.033,61765.0,0.3,0.3,-7.4,0.25
13:06:16.916,82198.0,0.2,0.2,-8.2,0.25
13:06:21.795,87533.0,0.2,0.7,-7.4,0.25
13:06:27.215,8641.0,0.2,0.7,-1.8,0.25
13:06:33.167,64860.0,0.2,0.2,-3.2,0.25
13:06:39.139,98095.0,0.5,0.2,-8.2,0.25
13:06:44.983,53569.0,0.4,0.3,-6.6,0.25
13:06:49.829,276478.0,0.7,1.2,-8.9,0.25
13:06:55.207,123982.0,0.2,0.2,2.5,0.25
13:07:01.133,192845.0,0.2,0.7,-5.3,0.25
13:07:06.920,13866.0,0.3,0.3,-9.2,0.25
13:07:11.779,38411.0,0.3,0.3,4.7,0.25
13:07:17.239,35141.0,0.5,0.4,-7.6,0.25
