,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:43:50.641,0.0,0.0,1.0,-84.0,-0.5,730.0,-1.0,-0.5,-136.0,18.0,29.0,4000.0,89.0,0.0,24.0,6.0,6.0,0.305,3.0,3.0,0.07,0.01,1.0,-161.0,-68.0
16:43:54.839,0.0,0.0,1.0,-129.0,-0.5,470.0,-1.0,-0.5,-84.0,93.0,68.0,2300.0,133.0,0.0,3.0,29.0,8.0,0.525,3.0,3.0,0.11,0.0,1.0,-115.0,-115.0
16:44:00.038,0.0,0.0,1.0,83.0,-0.5,570.0,-1.0,-0.5,11.0,39.0,38.0,3100.0,214.0,0.0,47.0,24.0,4.0,0.545,3.0,7.0,0.06,0.0,1.0,-166.0,-55.0
16:44:05.335,0.0,0.0,1.0,96.0,-0.5,380.0,-1.0,-0.5,-119.0,81.0,11.0,200.0,98.0,0.0,29.0,44.0,6.0,0.325,3.0,8.0,0.1,0.0,1.0,-11.0,-30.0
16:44:09.407,0.0,0.0,1.0,-109.0,-0.5,530.0,-1.0,-0.5,-30.0,16.0,32.0,1900.0,117.0,0.0,11.0,18.0,3.0,0.405,3.0,8.0,0.03,0.0,1.0,178.0,35.0
16:44:14.080,0.0,0.0,1.0,-175.0,-0.5,990.0,-1.0,-0.5,38.0,56.0,12.0,400.0,157.0,0.0,75.0,1.0,5.0,0.465,3.0,3.0,0.12,0.01,1.0,-59.0,-43.0
16:44:19.382,0.0,0.0,1.0,19.0,-0.5,260.0,-1.0,-0.5,-113.0,44.0,73.0,1800.0,34.0,0.0,25.0,71.0,8.0,0.355,3.0,3.0,0.08,0.0,1.0,-171.0,17.0
16:44:23.640,0.0,0.0,1.0,-147.0,-0.5,370.0,-1.0,-0.5,-166.0,38.0,57.0,3400.0,42.0,0.0,10.0,10.0,5.0,0.305,3.0,7.0,0.12,0.0,1.0,80.0,-84.0
16:44:28.454,0.0,0.0,1.0,-3.0,-0.5,110.0,-1.0,-0.5,-51.0,6.0,13.0,700.0,56.0,0.0,99.0,55.0,9.0,0.205,3.0,10.0,0.07,0.0,1.0,-55.0,-173.0
16:44:34.581,0.0,0.0,1.0,-25.0,-0.5,390.0,-1.0,-0.5,162.0,37.0,56.0,1800.0,98.0,0.0,29.0,64.0,3.0,0.425,3.0,3.0,0.07,0.0,1.0,61.0,83.0
16:44:39.362,0.0,0.0,1.0,-169.0,-0.5,160.0,-1.0,-0.5,-41.0,74.0,6.0,1200.0,246.0,0.0,24.0,62.0,4.0,0.51,3.0,3.0,0.04,0.0,1.0,-93.0,32.0
16:44:44.088,0.0,0.0,1.0,-93.0,-0.5,780.0,-1.0,-0.5,-127.0,6.0,50.0,1900.0,86.0,0.0,44.0,61.0,5.0,0.255,3.0,10.0,0.04,0.0,1.0,48.0,-76.0
16:44:49.302,0.0,0.0,1.0,-99.0,-0.5,130.0,-1.0,-0.5,-157.0,29.0,19.0,2300.0,51.0,0.0,19.0,69.0,7.0,0.49,3.0,5.0,0.04,0.0,1.0,-34.0,-121.0
16:44:54.428,0.0,0.0,1.0,-83.0,-0.5,130.0,-1.0,-0.5,-143.0,37.0,41.0,3700.0,121.0,0.0,76.0,47.0,6.0,0.315,3.0,6.0,0.11,0.0,1.0,-117.0,80.0
16:44:59.952,0.0,0.0,1.0,-119.0,-0.5,150.0,-1.0,-0.5,-146.0,81.0,42.0,1700.0,91.0,0.0,63.0,35.0,10.0,0.245,3.0,10.0,0.03,0.01,1.0,-160.0,-127.0
16:45:07.516,0.0,0.0,1.0,0.0,-0.5,190.0,-1.0,-0.5,30.0,2.0,10.0,500.0,86.0,0.0,38.0,6.0,6.0,0.375,3.0,5.0,0.03,0.0,1.0,130.0,-142.0
16:45:12.203,0.0,0.0,1.0,151.0,-0.5,320.0,-1.0,-0.5,-170.0,41.0,51.0,500.0,31.0,0.0,38.0,6.0,3.0,0.275,3.0,10.0,0.1,0.02,1.0,-41.0,-48.0
16:45:17.149,0.0,0.0,1.0,-162.0,-0.5,10.0,-1.0,-0.5,-101.0,99.0,63.0,1800.0,201.0,0.0,41.0,16.0,8.0,0.405,3.0,5.0,0.1,0.0,1.0,-30.0,66.0
16:45:22.286,0.0,0.0,1.0,-26.0,-0.5,670.0,-1.0,-0.5,24.0,6.0,11.0,1200.0,98.0,0.0,34.0,38.0,4.0,0.425,3.0,3.0,0.07,0.0,1.0,-131.0,67.0
16:45:27.282,0.0,0.0,1.0,-60.0,-0.5,610.0,-1.0,-0.5,19.0,18.0,32.0,3800.0,64.0,0.0,21.0,8.0,8.0,0.51,3.0,5.0,0.07,0.0,1.0,9.0,151.0
