,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
19:42:21.304,10088.0,0.5,0.7,-8.7,0.25,0.3,0.0,20584.0,20.0,1.0,0.1,50.0,50.0,566.0,0.0
19:42:27.443,45422.0,0.7,0.4,-2.9,0.25,2.4,0.0,9601.0,130.0,1.0,0.1,50.0,50.0,550.0,0.0
19:42:33.555,2264.0,0.3,1.8,-9.2,0.25,2.4,0.0,13433.0,440.0,1.0,0.1,50.0,50.0,454.0,0.0
19:42:39.011,16229.0,1.1,0.9,-9.4,0.25,1.9,0.0,463.0,260.0,1.0,0.1,50.0,50.0,239.0,0.0
19:42:44.982,205981.0,0.3,1.3,-9.8,0.25,0.4,0.0,10730.0,240.0,1.0,0.1,50.0,50.0,245.0,0.0
19:42:50.071,148931.0,0.4,0.7,-7.2,0.25,1.3,0.0,6954.0,800.0,1.0,0.1,50.0,50.0,225.0,0.0
19:42:55.060,2726.0,0.7,1.1,-7.1,0.25,0.2,0.0,4641.0,100.0,1.0,0.1,50.0,50.0,274.0,0.0
19:43:01.083,16867.0,0.2,0.4,-8.4,0.25,0.2,0.0,20414.0,740.0,1.0,0.1,50.0,50.0,385.0,0.0
19:43:07.194,185793.0,0.4,0.5,-0.1,0.25,2.1,0.0,3596.0,680.0,1.0,0.1,50.0,50.0,60.0,0.0
19:43:13.313,138488.0,0.2,0.5,3.8,0.25,0.4,0.0,31251.0,40.0,1.0,0.1,50.0,50.0,22.0,0.0
19:43:19.354,29628.0,0.2,0.7,-7.9,0.25,3.5,0.0,5448.0,120.0,1.0,0.1,50.0,50.0,765.0,0.0
19:43:25.326,223539.0,0.2,0.4,0.9,0.25,1.1,0.0,2250.0,240.0,1.0,0.1,50.0,50.0,42.0,0.0
19:43:31.368,231131.0,0.7,0.5,-8.4,0.25,1.9,0.0,1831.0,520.0,1.0,0.1,50.0,50.0,547.0,0.0
19:43:37.278,68567.0,0.4,0.3,-6.1,0.25,0.6,0.0,8705.0,160.0,1.0,0.1,50.0,50.0,519.0,0.0
19:43:43.127,112545.0,0.2,0.3,4.1,0.25,0.4,0.0,12919.0,860.0,1.0,0.1,50.0,50.0,475.0,0.0
19:43:49.072,54766.0,0.7,0.9,2.3,0.25,4.1,0.0,2688.0,700.0,1.0,0.1,50.0,50.0,175.0,0.0
