,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
16:33:58.233,20097.0,0.3,1.2,-3.7,0.25,3.1,0.0,2967.0,380.0,1.0
16:34:04.129,55403.0,0.9,1.1,-9.8,0.25,2.8,0.0,10532.0,100.0,1.0
16:34:09.990,67741.0,0.5,1.2,-0.8,0.25,0.4,0.0,7595.0,590.0,1.0
16:34:14.920,18622.0,0.7,1.2,-3.3,0.25,0.3,0.0,1757.0,410.0,1.0
16:34:20.446,43009.0,0.3,0.5,-7.1,0.25,0.8,0.0,7902.0,190.0,1.0
16:34:26.348,88555.0,0.5,0.9,3.3,0.25,1.1,0.0,327.0,150.0,1.0
16:34:32.167,39608.0,0.5,0.9,-8.8,0.25,0.8,0.0,1514.0,10.0,1.0
16:34:38.154,98796.0,0.3,1.3,-9.4,0.25,3.5,0.0,1759.0,110.0,1.0
16:34:44.078,125386.0,0.4,1.1,-9.2,0.25,0.6,0.0,2537.0,20.0,1.0
16:34:50.096,124872.0,0.5,0.5,-4.5,0.25,0.8,0.0,2128.0,320.0,1.0
16:34:55.928,32434.0,0.3,1.8,-8.9,0.25,0.1,0.0,8895.0,770.0,1.0
16:35:00.822,6586.0,0.3,1.4,8.9,0.25,0.1,0.0,2368.0,210.0,1.0
16:35:06.265,98324.0,0.3,1.1,-8.2,0.25,1.1,0.0,18556.0,410.0,1.0
16:35:12.270,29211.0,0.5,0.3,3.0,0.25,2.4,0.0,4539.0,100.0,1.0
16:35:18.140,4078.0,0.2,0.5,-9.9,0.25,1.9,0.0,4836.0,150.0,1.0
16:35:24.036,64049.0,0.5,0.7,-7.6,0.25,3.2,0.0,17469.0,120.0,1.0
16:35:29.998,61250.0,0.5,0.4,-2.6,0.25,4.1,0.0,6606.0,190.0,1.0
16:35:35.999,152219.0,0.3,0.4,-9.8,0.25,1.9,0.0,8393.0,240.0,1.0
16:35:41.882,182898.0,0.4,0.4,-8.4,0.25,0.6,0.0,3888.0,160.0,1.0
16:35:46.824,11060.0,0.5,0.4,-1.7,0.25,0.4,0.0,25084.0,800.0,1.0
16:35:52.239,30016.0,0.9,1.2,-3.8,0.25,1.6,0.0,18577.0,10.0,1.0
16:35:58.156,68010.0,0.7,1.7,-5.3,0.25,1.8,0.0,105.0,10.0,1.0
16:36:04.128,41544.0,0.3,1.3,-9.0,0.25,0.3,0.0,26100.0,290.0,1.0
16:36:09.987,35290.0,0.4,0.9,-9.4,0.25,0.1,0.0,18976.0,290.0,1.0
16:36:14.920,51741.0,0.2,0.5,7.6,0.25,1.2,0.0,2320.0,160.0,1.0
16:36:20.377,34150.0,0.3,1.3,-9.2,0.25,0.8,0.0,25379.0,10.0,1.0
16:36:26.319,235985.0,0.2,0.3,-6.5,0.25,1.1,0.0,1711.0,820.0,1.0
16:36:32.299,7370.0,0.5,0.5,-7.6,0.25,0.3,0.0,16657.0,10.0,1.0
