time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE
16:33:45,-0.0010177851654589176,0.0009762013214640319,0.025716757401823997,0.0002449587336741388,0.00023768239771015942,0.0019127116538584232,-35.3632621,149.1652375,0.0,-1.0,1.0,2.0,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,STABILIZE
16:33:55,-0.0010738796554505825,0.00109395373146981,0.02281411923468113,0.0003120210603810847,0.00025391700910404325,0.001511000795289874,-35.3632621,149.1652375,11.5,0.0,0.0,0.0,0.0,2.0,-1000.0,0.5,1.0,0.0,1500.0,AUTO
16:33:57,-0.0005066706071374938,0.0016363909817300737,0.022232423536479473,0.0003590123960748315,0.00027113885153084993,0.0014990241616033018,-35.3632621,149.1652375,10.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,0.5,0.0,1500.0,AUTO
16:33:58,0.0024335067137144506,0.0005354464428819483,0.022028014063835144,0.002007641232921742,-0.0004921451618429273,0.0014053692721063271,-35.3632621,149.16523745,109.25,0.0,0.25,-38.5,0.0,0.0,-1100.0,2.25,-0.25,0.5,20097.0,AUTO
16:33:59,0.02068198099732399,-0.0007381354516837746,0.02186292689293623,0.04675914719700813,-0.007047588704153895,0.0023293179692700505,-35.36326205,149.16523755,1372.0,0.5,5.0,-144.5,0.0,0.0,-1020.5,46.5,-5.5,1.5,20097.0,AUTO
16:34:01,-0.027141422033309937,-0.004175800742814317,-0.048876283690333366,-0.037411234341561794,-0.030164238065481186,-0.01581713231280446,-35.3632608,149.16524495,4423.5,5.5,39.5,-149.5,3.5,-10.0,-1004.5,-36.0,-29.5,-16.0,20097.0,AUTO
16:34:03,-0.02034062845632434,0.018287325277924538,-0.12891767919063568,0.06999868154525757,0.007695874664932489,-0.008145521860569715,-35.3632612,149.1652408,7493.5,-23.5,-64.5,-150.0,-6.5,16.0,-1003.0,70.0,8.0,-8.0,20097.0,AUTO
16:34:04,0.031197518459521234,0.01888485997915268,-0.12566898949444294,0.05146361282095313,-0.018717051891144365,0.019023935223231092,-35.363263350000004,149.165235875,8660.25,-37.5,-46.25,-152.75,-3.0,15.5,-1002.25,52.0,-18.0,18.25,55403.0,AUTO
16:34:05,0.05360137112438679,-0.06769349984824657,-0.0328295836225152,0.014407829381525517,-0.05521057918667793,0.08652596920728683,-35.3632669,149.16523315,10767.0,1.5,17.0,-152.5,3.0,0.5,-999.5,14.0,-54.5,85.5,55403.0,AUTO
16:34:07,-0.05588742718100548,0.045766664668917656,-0.171034574508667,0.02802591398358345,0.02874082885682583,-0.08083932474255562,-35.36325805,149.1652393,13826.5,37.0,-8.5,-154.5,-8.5,-6.5,-1005.5,28.5,29.0,-81.0,55403.0,AUTO
16:34:09,0.04993422329425812,0.04368770308792591,-0.220795176923275,0.037477992940694094,-0.048012207262218,0.02240030514076352,-35.3632611,149.1652343,16948.5,-62.5,4.0,-152.0,9.0,9.5,-998.0,37.5,-46.5,22.0,61572.0,AUTO
16:34:11,-0.053806377574801445,-0.032758381217718124,-0.14650123566389084,-0.035820456221699715,0.10206501185894012,-0.1256464533507824,-35.36326335,149.16523955000002,20024.5,56.0,1.5,-149.5,-8.5,-10.0,-1007.0,-34.5,102.5,-125.5,67741.0,AUTO
16:34:13,0.019379867240786552,0.05136826075613499,-0.2649502456188202,0.06036358326673508,0.02202220167964697,-0.012807731982320547,-35.363257,149.16522995,23131.5,-8.0,-45.0,-155.0,-8.5,7.5,-1002.5,61.0,22.5,-12.5,67741.0,AUTO
16:34:14,0.06377892382442951,0.05403677932918072,-0.26778167486190796,0.058167231269180775,-0.01055541867390275,-0.0011767116375267506,-35.363258525000006,149.165227775,24313.5,-36.75,0.5,-154.0,2.25,6.0,-999.75,58.75,-9.5,-1.25,18622.0,AUTO
16:34:15,0.02841516942862654,-0.059151871129870415,-0.20297778397798538,-0.197762630879879,-0.10311899898806587,0.09719774778932333,-35.363262649999996,149.16523415,26222.0,-18.0,89.5,-146.0,17.5,-10.5,-1005.0,-196.5,-102.0,96.5,18622.0,AUTO
16:34:17,-0.016205494524911046,0.033759056124836206,-0.2869942635297775,0.0642110351473093,0.12906606867909431,0.1293861549347639,-35.3632599,149.1652387,29300.0,7.0,-38.5,-150.5,-9.0,1.5,-988.5,64.5,129.5,129.0,18622.0,AUTO
16:34:19,0.04257223382592201,-0.0500716008245945,-0.023501678369939327,0.09999600751325488,0.019570003263652325,-0.02274753525853157,-35.3632653,149.1652328,31405.0,-9.5,5.0,-56.0,2.5,8.0,-968.5,100.5,20.0,-22.5,18622.0,AUTO
16:34:20,0.02407392766326666,-0.023145171348005533,-0.030725390650331974,0.06092066317796707,0.0380385834723711,-0.0036887656315229833,-35.363264925,149.165234025,31733.0,16.75,22.25,-35.75,0.0,-2.75,-983.25,62.0,38.5,-3.75,43009.0,AUTO
16:34:21,-0.010794591624289751,0.01164672989398241,-0.03838345780968666,-0.401974156498909,0.009517263155430555,-0.0019399229549890151,-35.36326245,149.16523715,32014.5,20.5,20.5,-8.5,0.0,-10.5,-968.5,-400.0,10.5,-1.5,43009.0,AUTO
16:34:23,-0.03297247737646103,0.02544372994452715,-0.05003732070326805,0.16913451254367828,0.005949920509010553,-0.004204409196972847,-35.363263599999996,149.16523535,31862.5,-33.5,-27.0,-3.5,0.5,37.5,-1016.5,171.0,6.5,-3.5,43009.0,AUTO
