,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
12:40:55.119,5.0,5.0,0.0,4.0,0.81,-94.0,1.0,68.0,6.5,15.0,46.0,3.0,6.0,0.34,0.0,17331.0,0.4,1.9,850.0,1.0,0.1,0.0,1000.0,285.0,0.5
12:41:01.168,5.0,5.0,0.0,12.0,0.02,95.0,1.0,28.0,7.7,52.0,-1.0,3.5,5.0,0.4,0.0,30600.0,1.1,2.0,320.0,1.0,0.1,0.0,616.0,1000.0,0.5
12:42:40.363,5.0,5.0,0.0,100.0,0.6,-42.0,1.0,100.0,3.8,3.0,58.0,2.0,4.0,0.2,0.0,21879.0,1.0,2.0,840.0,1.0,0.1,0.0,109.0,973.0,0.5
12:42:43.392,5.0,5.0,0.0,-51.0,0.88,-39.0,1.0,5.0,9.8,35.0,47.0,5.0,2.5,0.33,0.0,0.0,0.0,1.9,600.0,1.0,0.1,0.0,768.0,0.0,0.5
12:42:51.448,5.0,5.0,0.0,-40.0,0.26,-100.0,1.0,-7.0,1.8,63.0,68.0,4.5,3.5,0.4,0.0,32000.0,0.6,2.0,290.0,1.0,0.1,0.0,0.0,815.0,0.5
