,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
20:45:59.341,281048.0,0.4,0.7,-8.9,0.25,0.4,0.0,8973.0,40.0,1.0,0.1,50.0,50.0,76.0,0.0
20:46:05.279,16736.0,0.7,0.3,3.4,0.25,0.3,0.0,13181.0,240.0,1.0,0.1,50.0,50.0,301.0,0.0
20:46:11.179,10678.0,0.7,1.2,-8.8,0.25,2.4,0.0,19378.0,120.0,1.0,0.1,50.0,50.0,336.0,0.0
20:46:17.173,135810.0,0.2,0.9,-4.5,0.25,3.2,0.0,7469.0,260.0,1.0,0.1,50.0,50.0,58.0,0.0
20:46:23.178,166415.0,0.2,1.8,-5.6,0.25,1.8,0.0,4749.0,10.0,1.0,0.1,50.0,50.0,345.0,0.0
20:46:29.096,229439.0,0.5,0.5,-4.2,0.25,0.3,0.0,11039.0,110.0,1.0,0.1,50.0,50.0,105.0,0.0
20:46:35.220,67823.0,0.2,0.9,7.6,0.25,0.6,0.0,9205.0,610.0,1.0,0.1,50.0,50.0,505.0,0.0
20:46:41.289,122112.0,0.2,1.3,-5.9,0.25,3.1,0.0,2546.0,160.0,1.0,0.1,50.0,50.0,139.0,0.0
20:46:47.380,202087.0,0.3,0.5,-6.6,0.25,2.4,0.0,10719.0,690.0,1.0,0.1,50.0,50.0,226.0,0.0
20:46:53.458,298930.0,0.2,0.9,-8.2,0.25,1.3,0.0,14974.0,160.0,1.0,0.1,50.0,50.0,98.0,0.0
20:46:59.445,27491.0,0.2,1.8,2.0,0.25,0.6,0.0,14822.0,20.0,1.0,0.1,50.0,50.0,120.0,0.0
20:47:05.376,61318.0,0.3,0.2,-6.9,0.25,2.4,0.0,5165.0,210.0,1.0,0.1,50.0,50.0,436.0,0.0
20:47:11.409,235571.0,0.3,0.5,-3.1,0.25,2.1,0.0,8577.0,220.0,1.0,0.1,50.0,50.0,181.0,0.0
20:47:17.296,147520.0,0.2,1.3,-8.9,0.25,2.8,0.0,25428.0,690.0,1.0,0.1,50.0,50.0,602.0,0.0
20:47:23.287,8073.0,0.2,1.1,5.5,0.25,0.4,0.0,12087.0,190.0,1.0,0.1,50.0,50.0,581.0,0.0
20:47:29.399,67946.0,0.2,1.5,-4.7,0.25,0.4,0.0,12080.0,190.0,1.0,0.1,50.0,50.0,274.0,0.0
20:47:35.570,291795.0,0.2,0.7,-0.4,0.25,4.4,0.0,3504.0,620.0,1.0,0.1,50.0,50.0,297.0,0.0
20:47:41.124,37761.0,0.2,0.7,-9.0,0.25,2.1,0.0,22.0,530.0,1.0,0.1,50.0,50.0,69.0,0.0
20:47:46.983,2161.0,0.4,0.9,7.3,0.25,0.6,0.0,9410.0,10.0,1.0,0.1,50.0,50.0,130.0,0.0
20:47:51.873,102757.0,0.2,0.3,-8.1,0.25,0.6,0.0,2625.0,470.0,1.0,0.1,50.0,50.0,911.0,0.0
20:47:57.421,75514.0,0.2,0.4,-7.9,0.25,0.6,0.0,3162.0,550.0,1.0,0.1,50.0,50.0,547.0,0.0
20:48:03.345,92622.0,0.5,0.5,9.2,0.25,1.6,0.0,7541.0,290.0,1.0,0.1,50.0,50.0,65.0,0.0
20:48:09.296,210441.0,0.9,0.9,-1.9,0.25,1.1,0.0,14065.0,260.0,1.0,0.1,50.0,50.0,154.0,0.0
20:48:15.445,31473.0,1.1,0.7,-8.1,0.25,1.9,0.0,6186.0,960.0,1.0,0.1,50.0,50.0,551.0,0.0
20:48:21.513,89689.0,0.5,0.7,-7.2,0.25,4.1,0.0,11811.0,160.0,1.0,0.1,50.0,50.0,209.0,0.0
20:48:27.189,118828.0,0.5,0.2,-7.1,0.25,1.1,0.0,1537.0,810.0,1.0,0.1,50.0,50.0,94.0,0.0
20:48:33.196,45275.0,0.7,0.2,-6.2,0.25,2.5,0.0,16629.0,990.0,1.0,0.1,50.0,50.0,334.0,0.0
20:48:39.268,70141.0,0.7,0.7,3.9,0.25,0.6,0.0,5623.0,220.0,1.0,0.1,50.0,50.0,264.0,0.0
20:48:45.409,241225.0,0.2,0.7,-6.8,0.25,3.2,0.0,2411.0,500.0,1.0,0.1,50.0,50.0,65.0,0.0
20:48:51.520,264342.0,0.2,0.5,-8.4,0.25,1.9,0.0,9973.0,190.0,1.0,0.1,50.0,50.0,484.0,0.0
20:48:57.056,114387.0,0.7,0.3,-4.3,0.25,4.4,0.0,5170.0,290.0,1.0,0.1,50.0,50.0,265.0,0.0
20:49:02.946,9265.0,0.5,0.2,-9.6,0.25,3.5,0.0,774.0,810.0,1.0,0.1,50.0,50.0,361.0,0.0
20:49:08.031,237167.0,0.2,0.7,-5.6,0.25,0.8,0.0,442.0,280.0,1.0,0.1,50.0,50.0,788.0,0.0
20:49:12.955,72410.0,0.3,1.4,-3.3,0.25,1.3,0.0,508.0,210.0,1.0,0.1,50.0,50.0,926.0,0.0
20:49:18.113,74938.0,0.3,0.4,2.2,0.25,3.1,0.0,1996.0,740.0,1.0,0.1,50.0,50.0,341.0,0.0
20:49:22.985,134092.0,0.3,0.4,-8.2,0.25,1.8,0.0,2987.0,480.0,1.0,0.1,50.0,50.0,560.0,0.0
20:49:28.127,22887.0,0.9,1.2,-7.2,0.25,0.8,0.0,1798.0,320.0,1.0,0.1,50.0,50.0,383.0,0.0
20:49:33.031,47107.0,0.9,0.4,-6.5,0.25,0.4,0.0,1349.0,120.0,1.0,0.1,50.0,50.0,288.0,0.0
