,A.RTL3
13:21:47.685,-1.0
13:21:47.886,-1.0
13:21:48.087,-1.0
13:21:48.288,-1.0
13:21:48.489,-1.0
13:21:48.692,-1.0
13:21:48.893,-1.0
13:21:49.095,-1.0
13:21:49.296,-1.0
13:21:49.497,-1.0
13:21:49.698,-1.0
13:21:49.899,-1.0
13:21:50.101,-1.0
13:21:50.302,-1.0
13:21:50.503,-1.0
13:21:50.704,-1.0
13:21:50.906,-1.0
13:21:51.109,-1.0
13:21:51.310,-1.0
13:21:51.512,-1.0
13:21:51.713,-1.0
13:21:51.914,-1.0
13:21:52.116,-1.0
13:21:52.317,-1.0
13:21:52.519,-1.0
13:21:52.721,-1.0
13:21:52.923,-1.0
13:21:53.124,-1.0
13:21:53.326,-1.0
13:21:53.528,-1.0
13:21:53.729,-1.0
13:21:53.930,-1.0
13:21:54.131,-1.0
13:21:54.332,-1.0
13:21:54.533,-1.0
13:21:54.737,-1.0
13:21:54.938,-1.0
13:21:55.139,-1.0
13:21:55.340,-1.0
13:21:55.542,-1.0
13:21:55.743,-1.0
13:21:55.960,-1.0
13:21:56.161,-1.0
13:21:56.363,-1.0
13:21:56.564,-1.0
13:21:56.765,-1.0
13:21:56.967,-1.0
13:21:57.171,-1.0
13:21:57.372,-1.0
13:21:57.573,-1.0
13:21:57.774,-1.0
13:21:57.976,-1.0
13:21:58.177,-1.0
13:21:58.378,-1.0
13:21:58.579,-1.0
13:21:58.781,-1.0
13:21:58.981,-1.0
13:21:59.182,-1.0
13:21:59.383,-1.0
13:21:59.584,-1.0
13:21:59.786,-1.0
13:21:59.986,-1.0
13:22:00.187,-1.0
13:22:00.389,-1.0
13:22:00.590,-1.0
13:22:00.791,-1.0
13:22:00.993,-1.0
13:22:01.193,-1.0
13:22:01.395,-1.0
13:22:01.597,-1.0
13:22:01.798,-1.0
13:22:02.000,-1.0
13:22:02.201,-1.0
13:22:02.402,-1.0
13:22:02.604,-1.0
13:22:02.806,-1.0
13:22:03.007,-1.0
13:22:03.208,-1.0
13:22:03.410,-1.0
13:22:03.613,-1.0
13:22:03.814,-1.0
13:22:04.016,-1.0
13:22:04.217,-1.0
13:22:04.419,-1.0
13:22:04.621,-1.0
13:22:04.823,-1.0
13:22:05.025,-1.0
13:22:05.226,-1.0
13:22:05.428,-1.0
13:22:05.629,-1.0
13:22:05.831,-1.0
13:22:06.032,-1.0
13:22:06.233,-1.0
13:22:06.434,-1.0
13:22:06.635,-1.0
13:22:06.836,-1.0
13:22:07.037,-1.0
13:22:07.260,-1.0
13:22:07.462,-1.0
13:22:07.663,-1.0
13:22:07.865,-1.0
13:22:08.067,-1.0
13:22:08.269,-1.0
13:22:08.470,-1.0
13:22:08.671,-1.0
13:22:08.874,-1.0
13:22:09.076,-1.0
13:22:09.276,-1.0
13:22:09.478,-1.0
13:22:09.678,-1.0
13:22:09.879,-1.0
13:22:10.080,-1.0
