,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
09:47:19.228,1920.0,190.0,-0.6,0.5,1.0,60.0,450.0,1050.0,0.0,0.0,350.0,19.0,10.0,-1.0,-0.5,-0.5,110.0,0.0,1.0,1800.0,39.0,63.0,1.0,0.0,7664.0
09:47:29.114,220.0,360.0,-2.9,0.5,1.0,410.0,1750.0,1050.0,0.0,0.0,240.0,18.0,11.0,-1.0,-0.5,-0.5,72.0,0.0,1.0,2000.0,11.0,51.0,1.0,0.0,9747.0
09:47:32.971,720.0,230.0,-3.5,0.5,1.0,760.0,950.0,900.0,0.0,0.0,750.0,94.0,56.0,-1.0,-0.5,-0.5,122.0,0.0,1.0,2600.0,13.0,1.0,1.0,0.0,3902.0
09:47:37.903,370.0,250.0,-3.4,0.5,1.0,110.0,200.0,1800.0,0.0,0.0,350.0,22.0,100.0,-1.0,-0.5,-0.5,61.0,0.0,1.0,2600.0,28.0,50.0,1.0,0.0,1249.0
09:47:42.269,770.0,260.0,-3.8,0.5,1.0,260.0,600.0,950.0,0.0,0.0,610.0,51.0,8.0,-1.0,-0.5,-0.5,182.0,0.0,1.0,4400.0,19.0,10.0,1.0,0.0,1231.0
09:47:47.225,420.0,230.0,-3.5,0.5,1.0,60.0,450.0,1250.0,0.0,0.0,590.0,53.0,59.0,-1.0,-0.5,-0.5,61.0,0.0,1.0,2300.0,18.0,3.0,1.0,0.0,30598.0
09:47:51.058,770.0,120.0,-4.9,0.5,1.0,510.0,1800.0,1100.0,0.0,0.0,690.0,34.0,32.0,-1.0,-0.5,-0.5,33.0,0.0,1.0,2900.0,6.0,41.0,1.0,0.0,20340.0
09:47:54.943,1870.0,200.0,-3.4,0.5,1.0,860.0,500.0,1400.0,0.0,0.0,470.0,18.0,44.0,-1.0,-0.5,-0.5,29.0,0.0,1.0,2400.0,2.0,11.0,1.0,0.0,19140.0
09:47:59.794,720.0,140.0,-2.1,0.5,1.0,210.0,950.0,1650.0,0.0,0.0,280.0,21.0,68.0,-1.0,-0.5,-0.5,47.0,0.0,1.0,2500.0,38.0,74.0,1.0,0.0,12990.0
09:48:04.149,1020.0,160.0,-4.8,0.5,1.0,410.0,700.0,950.0,0.0,0.0,730.0,52.0,51.0,-1.0,-0.5,-0.5,34.0,0.0,1.0,300.0,63.0,68.0,1.0,0.0,322.0
09:48:09.005,970.0,310.0,-1.2,0.5,1.0,760.0,1250.0,1500.0,0.0,0.0,290.0,55.0,1.0,-1.0,-0.5,-0.5,108.0,0.0,1.0,2200.0,8.0,93.0,1.0,0.0,15391.0
09:48:12.861,220.0,80.0,-2.9,0.5,1.0,60.0,1750.0,1250.0,0.0,0.0,470.0,16.0,39.0,-1.0,-0.5,-0.5,61.0,0.0,1.0,3400.0,100.0,61.0,1.0,0.0,6705.0
09:48:17.571,520.0,20.0,-1.2,0.5,1.0,510.0,600.0,2000.0,0.0,0.0,560.0,1.0,12.0,-1.0,-0.5,-0.5,147.0,0.0,1.0,4400.0,71.0,55.0,1.0,0.0,25889.0
09:48:21.991,270.0,450.0,-3.4,0.5,1.0,610.0,1650.0,900.0,0.0,0.0,150.0,57.0,47.0,-1.0,-0.5,-0.5,162.0,0.0,1.0,1600.0,6.0,41.0,1.0,0.0,12223.0
09:48:26.462,70.0,270.0,-2.8,0.5,1.0,210.0,1400.0,1050.0,0.0,0.0,410.0,35.0,21.0,-1.0,-0.5,-0.5,152.0,0.0,1.0,3500.0,47.0,6.0,1.0,0.0,15146.0
09:48:31.583,420.0,120.0,-4.7,0.5,1.0,210.0,350.0,2000.0,0.0,0.0,320.0,62.0,52.0,-1.0,-0.5,-0.5,36.0,0.0,1.0,1200.0,94.0,25.0,1.0,0.0,16635.0
09:48:36.212,1320.0,230.0,-1.2,0.5,1.0,410.0,600.0,1050.0,0.0,0.0,500.0,51.0,10.0,-1.0,-0.5,-0.5,112.0,0.0,1.0,1300.0,55.0,50.0,1.0,0.0,23722.0
09:48:41.099,220.0,160.0,-4.2,0.5,1.0,260.0,900.0,1250.0,0.0,0.0,620.0,28.0,19.0,-1.0,-0.5,-0.5,159.0,0.0,1.0,200.0,82.0,42.0,1.0,0.0,16782.0
09:48:45.005,1670.0,220.0,-3.8,0.5,1.0,210.0,850.0,1400.0,0.0,0.0,800.0,63.0,25.0,-1.0,-0.5,-0.5,149.0,0.0,1.0,1000.0,10.0,13.0,1.0,0.0,6560.0
09:48:48.972,820.0,90.0,-0.2,0.5,1.0,110.0,450.0,1250.0,0.0,0.0,750.0,57.0,2.0,-1.0,-0.5,-0.5,36.0,0.0,1.0,3100.0,26.0,2.0,1.0,0.0,144.0
