time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,VFR_HUD_alt,EK2_ALT_SOURCE
09:47:17,1500.0,-0.004408353357575834,-0.04865586757659912,-1.7484566569328308,0.02604811731725931,-0.023434779606759548,-0.06102734990417957,630170.0,-35.3623736,149.16698795,46247.5,-44.5,-190.0,-138.5,-34.0,-15.5,-995.5,25.0,-20.5,-58.5,AUTO,630.1699829101562,0.0
09:47:27,1500.0,0.02366175688803196,0.006356218829751015,-1.7439947128295898,0.293492179363966,0.0013182621914893389,0.0013333238894119859,625385.0,-35.3624217,149.16689295,41457.5,48.5,2.0,-32.5,6.0,-1.5,-997.5,294.5,3.5,2.5,AUTO,625.3849792480469,0.0
09:47:29,1500.0,0.012560858856886625,0.00990081811323762,-1.4508663415908813,0.008346796035766602,0.021347512491047382,0.8315722048282623,626120.0,-35.36241695,149.1668955,42195.0,36.0,5.5,-37.5,6.5,-13.0,-1012.5,10.0,23.0,833.0,AUTO,626.1199951171875,0.0
09:47:31,1500.0,0.02884125243872404,-0.023035390302538872,0.04328821785748005,-0.02913430181797594,0.013647720217704773,0.7157174646854401,627490.0,-35.362409650000004,149.16690085,43563.5,61.0,38.0,-110.0,-6.0,-16.0,-1048.0,-26.5,15.0,717.5,AUTO,627.489990234375,0.0
09:47:33,1500.0,0.0027251807041466236,-0.009774686070159078,0.752713143825531,-0.06879173777997494,-0.03276746068149805,-0.13002929836511612,630285.0,-35.3623993,149.16691070000002,46355.5,50.0,43.5,-142.5,-12.0,-7.0,-996.5,-65.5,-30.5,-127.5,AUTO,630.2849731445312,0.0
09:47:35,1500.0,-0.10562365874648094,0.02757531125098467,-0.21226460486650467,-0.06636734306812286,0.014479394070804119,-0.7726430296897888,633040.0,-35.36239065,149.16691225,49112.5,22.0,-56.5,-108.0,-11.5,3.0,-960.0,-63.0,16.0,-770.0,AUTO,633.0399780273438,0.0
09:47:37,1500.0,-0.023097497643902898,-0.20510853826999664,-1.6501943469047546,0.0555657297372818,0.011387638747692108,-0.7174416482448578,634180.0,-35.36239785,149.1668766,50253.5,-103.0,-286.0,-1.0,-62.5,-24.5,-968.0,58.0,13.5,-714.5,AUTO,634.1799926757812,0.0
09:47:39,1500.0,0.062075115740299225,-0.12481683120131493,-1.8876674175262451,-0.32734306156635284,0.014967179391533136,0.015040799626149237,633975.0,-35.36242095,149.16679365,50050.5,-144.0,-433.5,8.0,-92.0,-81.5,-1000.0,-324.5,16.5,16.5,AUTO,633.9749755859375,0.0
09:47:41,1500.0,0.05607793355981509,-0.09421011557181676,-1.8906476497650146,-0.16936391095320383,0.011764715115229288,-0.0072489771991968155,633923.3333333334,-35.36244343333333,149.16670743333336,49998.0,-155.0,-462.6666666666667,-1.0,-91.33333333333333,-60.333333333333336,-992.3333333333334,-165.66666666666666,13.666666666666666,-4.666666666666667,AUTO,633.9233194986979,0.0
09:47:43,1500.0,-0.011254672892391682,-0.0010042581125162542,-1.888279378414154,-1.0706418752670288,-0.0024014245718717575,0.04512426815927029,633880.0,-35.36247485,149.16659470000002,49950.5,-155.5,-391.5,41.0,-85.5,-90.5,-843.5,-1067.0,0.0,47.0,ALT_HOLD,633.8799743652344,0.0
09:47:45,1500.0,0.029171898029744625,-0.0055587152019143105,-1.8945107460021973,1.0004876852035522,0.0005411447491496801,0.004545069299638271,630755.0,-35.36250495,149.16652655000001,46829.0,-175.5,-234.5,189.5,-71.5,-28.5,-995.0,998.5,2.0,7.0,ALT_HOLD,630.7550048828125,0.0
09:47:47,1500.0,-0.014586302917450666,-0.0032778840977698565,-1.8884806036949158,-2.0067508816719055,0.01035300549119711,0.04014990758150816,627060.0,-35.36253075,149.1664855,43131.5,-139.0,-136.0,171.0,-50.5,-89.0,-1005.0,-2005.0,12.0,42.0,ALT_HOLD,627.0599670410156,0.0
09:47:49,1500.0,0.06329882517457008,-0.043552303686738014,-1.8682337999343872,-0.6889212727546692,-0.07964249700307846,0.03284333273768425,624775.0,-35.36254835,149.16646705,40846.5,-23.0,-70.5,27.5,-22.0,-26.0,-1037.5,-685.5,-77.0,34.5,AUTO,624.7749938964844,0.0
09:47:51,1500.0,0.06035237945616245,-0.12375420704483986,-1.8733489513397217,0.13678619265556335,0.04069042205810547,0.012974818702787161,624725.0,-35.36255785,149.1664395,40800.5,-27.5,-223.5,-8.5,-41.0,-34.0,-1009.5,139.5,42.5,15.5,AUTO,624.7249755859375,0.0
09:47:53,1500.0,-0.007915736641734838,0.002613209857372567,-1.8697495460510254,-0.6414384134113789,0.020422353176400065,0.029439649544656277,625005.0,-35.36256985,149.16638369999998,41081.0,-66.5,-253.0,21.0,-47.0,-67.0,-851.0,-638.0,22.0,32.0,ALT_HOLD,625.0049743652344,0.0
09:47:55,1500.0,0.02760076615959406,-0.0017195878317579627,-1.8700278401374817,2.0469828844070435,0.008829450467601418,-0.01701279589906335,622075.0,-35.36258525,149.16633969999998,38147.0,-90.5,-153.5,191.5,-42.5,64.5,-1034.0,2052.0,10.5,-13.0,ALT_HOLD,622.0749816894531,0.0
09:47:57,1500.0,0.00364508549682796,-0.0020968528697267175,-1.8684760332107544,-0.8355563133955002,0.007932858308777213,0.011042072903364897,618380.0,-35.362596249999996,149.1663106,34452.5,-72.5,-99.5,169.0,-25.5,-101.5,-981.0,-837.0,9.5,14.0,ALT_HOLD,618.3799743652344,0.0
09:47:59,1500.0,-0.03281165100634098,-0.04171387851238251,-1.867526113986969,-0.5828417241573334,-0.07289006188511848,0.013276416342705488,616100.0,-35.36260045,149.16629345,32177.5,-53.0,-53.0,22.5,-13.5,-31.0,-1049.5,-579.0,-70.5,16.5,AUTO,616.1000061035156,0.0
