,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
13:50:34.277,17425.0,0.25,0.1,1000.0,30.0
13:50:38.306,31783.0,0.25,0.1,1000.0,30.0
13:50:42.323,200.0,0.25,0.1,1000.0,30.0
13:50:46.345,121692.0,0.25,0.1,1000.0,30.0
13:50:50.369,56051.0,0.25,0.1,1000.0,30.0
13:50:54.401,20020.0,0.25,0.1,1000.0,30.0
13:50:58.418,200.0,0.25,0.1,1000.0,30.0
13:51:02.429,200.0,0.25,0.1,1000.0,30.0
13:51:06.443,200.0,0.25,0.1,1000.0,30.0
13:51:10.462,126040.0,0.25,0.1,1000.0,30.0
13:51:14.491,242287.0,0.25,0.1,1000.0,30.0
13:51:18.031,300000.0,0.25,0.1,1000.0,30.0
13:51:22.057,224005.0,0.25,0.1,1000.0,30.0
13:51:26.096,274036.0,0.25,0.1,1000.0,30.0
13:51:30.127,300000.0,0.25,0.1,1000.0,30.0
13:51:34.166,300000.0,0.25,0.1,1000.0,30.0
13:51:38.197,250737.0,0.25,0.1,1000.0,30.0
13:51:42.207,200.0,0.25,0.1,1000.0,30.0
13:51:46.221,38741.0,0.25,0.1,1000.0,30.0
13:51:50.257,175111.0,0.25,0.1,1000.0,30.0
13:51:54.302,274504.0,0.25,0.1,1000.0,30.0
13:51:58.330,300000.0,0.25,0.1,1000.0,30.0
13:52:02.359,60837.0,0.25,0.1,1000.0,30.0
13:52:06.396,281556.0,0.25,0.1,1000.0,30.0
13:52:10.432,260583.0,0.25,0.1,1000.0,30.0
13:52:14.470,185590.0,0.25,0.1,1000.0,30.0
13:52:18.519,300000.0,0.25,0.1,1000.0,30.0
13:52:22.034,69588.0,0.25,0.1,1000.0,30.0
13:52:26.051,49910.0,0.25,0.1,1000.0,30.0
13:52:30.078,141167.0,0.25,0.1,1000.0,30.0
13:52:34.090,200.0,0.25,0.1,1000.0,30.0
13:52:38.125,205355.0,0.25,0.1,1000.0,30.0
13:52:42.142,200.0,0.25,0.1,1000.0,30.0
13:52:46.176,8891.0,0.25,0.1,1000.0,30.0
13:52:50.200,77400.0,0.25,0.1,1000.0,30.0
13:52:54.213,376.0,0.25,0.1,1000.0,30.0
13:52:58.227,200.0,0.25,0.1,1000.0,30.0
13:53:02.256,226358.0,0.25,0.1,1000.0,30.0
13:53:06.268,200.0,0.25,0.1,1000.0,30.0
13:53:10.309,300000.0,0.25,0.1,1000.0,30.0
13:53:14.327,104076.0,0.25,0.1,1000.0,30.0
13:53:18.364,251553.0,0.25,0.1,1000.0,30.0
13:53:22.400,57219.0,0.25,0.1,1000.0,30.0
13:53:26.431,300000.0,0.25,0.1,1000.0,30.0
13:53:30.455,80694.0,0.25,0.1,1000.0,30.0
13:53:34.492,82003.0,0.25,0.1,1000.0,30.0
13:53:38.016,200.0,0.25,0.1,1000.0,30.0
13:53:42.035,155402.0,0.25,0.1,1000.0,30.0
13:53:46.047,200.0,0.25,0.1,1000.0,30.0
13:53:50.072,255241.0,0.25,0.1,1000.0,30.0
13:53:54.123,300000.0,0.25,0.1,1000.0,30.0
13:53:58.158,300000.0,0.25,0.1,1000.0,30.0
13:54:02.193,155608.0,0.25,0.1,1000.0,30.0
13:54:06.231,300000.0,0.25,0.1,1000.0,30.0
13:54:10.263,271891.0,0.25,0.1,1000.0,30.0
13:54:14.284,119916.0,0.25,0.1,1000.0,30.0
13:54:18.333,207507.0,0.25,0.1,1000.0,30.0
13:54:22.347,200.0,0.25,0.1,1000.0,30.0
13:54:26.380,300000.0,0.25,0.1,1000.0,30.0
13:54:30.436,300000.0,0.25,0.1,1000.0,30.0
13:54:34.452,72408.0,0.25,0.1,1000.0,30.0
13:54:38.472,48787.0,0.25,0.1,1000.0,30.0
13:54:42.500,200313.0,0.25,0.1,1000.0,30.0
13:54:46.011,23290.0,0.25,0.1,1000.0,30.0
13:54:50.025,200.0,0.25,0.1,1000.0,30.0
13:54:54.057,262705.0,0.25,0.1,1000.0,30.0
13:54:58.068,200.0,0.25,0.1,1000.0,30.0
13:55:02.097,148382.0,0.25,0.1,1000.0,30.0
13:55:06.113,71483.0,0.25,0.1,1000.0,30.0
13:55:10.165,300000.0,0.25,0.1,1000.0,30.0
13:55:14.198,129678.0,0.25,0.1,1000.0,30.0
13:55:18.249,198991.0,0.25,0.1,1000.0,30.0
13:55:22.293,300000.0,0.25,0.1,1000.0,30.0
13:55:26.326,300000.0,0.25,0.1,1000.0,30.0
13:55:30.364,282187.0,0.25,0.1,1000.0,30.0
13:55:34.386,125654.0,0.25,0.1,1000.0,30.0
13:55:38.413,239386.0,0.25,0.1,1000.0,30.0
13:55:42.455,244514.0,0.25,0.1,1000.0,30.0
13:55:47.478,99609.0,0.25,0.1,1000.0,30.0
13:55:51.495,7492.0,0.25,0.1,1000.0,30.0
13:55:55.022,217810.0,0.25,0.1,1000.0,30.0
13:55:59.045,53751.0,0.25,0.1,1000.0,30.0
13:56:03.088,300000.0,0.25,0.1,1000.0,30.0
13:56:07.112,145371.0,0.25,0.1,1000.0,30.0
13:56:11.148,100836.0,0.25,0.1,1000.0,30.0
13:56:15.159,200.0,0.25,0.1,1000.0,30.0
13:56:19.184,164277.0,0.25,0.1,1000.0,30.0
13:56:23.212,88590.0,0.25,0.1,1000.0,30.0
13:56:27.231,116858.0,0.25,0.1,1000.0,30.0
13:56:31.264,300000.0,0.25,0.1,1000.0,30.0
13:56:35.286,200.0,0.25,0.1,1000.0,30.0
13:56:39.308,132862.0,0.25,0.1,1000.0,30.0
13:56:43.347,109336.0,0.25,0.1,1000.0,30.0
13:56:47.370,61479.0,0.25,0.1,1000.0,30.0
13:56:51.415,200.0,0.25,0.1,1000.0,30.0
