time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt
13:54:20,583990.0,-35.3632621,149.1652374,21.0,-3.0,1.0,-3.0,-0.0005465630092658103,0.0012413086369633675,0.0300261452794075,0.00017516931984573603,0.00024845689767971635,0.002651154762133956,583.989990234375
