time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,MODE
17:06:30,1500.0,-0.0007473155274055898,0.0009239835781045258,0.024544572457671165,0.0001457412727177143,0.0002577720442786813,0.0018443153239786625,1500.0,0.0,0.5,-1001.0,0.0,0.0,0.5,-35.3632621,149.1652375,52.0,-1.0,1.5,0.0,STABILIZE
17:06:40,1500.0,-0.0009132117265835404,0.0010029601398855448,0.021732889115810394,0.00022131321020424366,0.0003334109205752611,0.0014036953216418624,1500.0,0.0,1.0,-1000.0,1.0,0.0,0.0,-35.3632622,149.1652375,40.0,-1.0,0.5,-0.5,STABILIZE
17:06:42,1500.0,-0.0006593949510715902,0.0010968840215355158,0.021245318775375683,0.00032813294092193246,0.000278940637751172,0.001367211458273232,1500.0,0.0,1.3333333333333333,-1000.0,0.6666666666666666,0.0,0.3333333333333333,-35.3632621,149.1652375,0.0,0.0,0.3333333333333333,0.3333333333333333,AUTO
17:06:44,1500.0,-0.0002367302707474058,0.0016228454575563471,0.02074637698630492,0.00027528166538104415,0.0002544885501265526,0.0013494822196662426,1500.0,0.0,1.0,-1000.0,0.6666666666666666,0.6666666666666666,0.0,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,AUTO
17:06:46,1500.0,0.018078258105864126,-0.0001733934404910542,0.020190232743819553,0.045542034010092415,-0.006237103293339412,0.0018537251744419336,1500.0,0.0,-0.3333333333333333,-1030.3333333333333,46.0,-5.0,1.0,-35.363262066666664,149.16523753333334,1270.0,0.3333333333333333,3.6666666666666665,-141.33333333333334,AUTO
17:06:48,1500.0,-0.029802021260062855,0.018642335198819637,-0.07283469662070274,-0.04648889290789763,-0.012359237764030695,-0.05254028489192327,1500.0,4.666666666666667,-9.333333333333334,-1007.0,-45.333333333333336,-11.0,-52.0,-35.363261,149.1652445,4319.333333333333,0.6666666666666666,39.666666666666664,-148.33333333333334,AUTO
17:06:50,1500.0,-0.017734304691354435,-0.005783730496962865,-0.09113920480012894,0.06461238861083984,0.012549586904545626,0.002404842098864416,1500.0,-6.333333333333333,10.0,-1002.0,64.66666666666667,12.666666666666666,1.6666666666666667,-35.36326123333333,149.16524146666666,7389.666666666667,-0.3333333333333333,-58.0,-150.0,AUTO
17:06:52,1500.0,0.01857655355706811,0.08340052763621013,-0.26158151030540466,0.06521039207776387,-0.01693049321571986,-0.33305618166923523,1296.0,6.0,6.0,-993.0,66.0,-16.0,-332.6666666666667,-35.36326326666667,149.16523383333333,10491.666666666666,-46.0,5.333333333333333,-145.0,AUTO
17:06:54,1500.0,0.08946027358373006,-0.05649641901254654,-2.000420570373535,-0.051967193062106766,-0.1942879855632782,-0.5059550205866495,1432.0,16.666666666666668,7.666666666666667,-1025.3333333333333,-50.666666666666664,-193.0,-505.6666666666667,-35.36326863333333,149.16524596666667,13310.666666666666,39.333333333333336,57.333333333333336,-142.33333333333334,AUTO
17:06:56,1500.0,-0.01789860986173153,-0.026954174352188904,-2.1636509895324707,0.007031601232786973,0.1453999529282252,0.00429882532140861,1500.0,-25.666666666666668,-24.333333333333332,-1022.3333333333334,7.333333333333333,146.0,3.6666666666666665,-35.36326736666667,149.16523066666667,16185.333333333334,-62.666666666666664,-141.66666666666666,-142.33333333333334,AUTO
17:06:58,1500.0,0.01422214445968469,0.1271858091155688,-2.1326026121775308,0.003541401354596019,0.028004694109161694,0.023534019167224567,1500.0,-1.3333333333333333,0.6666666666666666,-994.3333333333334,4.333333333333333,28.666666666666668,22.666666666666668,-35.3632759,149.16521369999998,19338.0,6.333333333333333,16.666666666666668,-152.66666666666666,AUTO
17:07:00,1500.0,0.013947528786957264,-0.020850872931381065,-2.0292536417643228,-0.04815769800916314,-0.0828803355495135,0.024139712875088055,1500.0,35.333333333333336,5.333333333333333,-1014.0,-47.333333333333336,-81.66666666666667,23.666666666666668,-35.36326303333333,149.16523196666665,22288.333333333332,110.33333333333333,93.33333333333333,-150.0,AUTO
17:07:02,1500.0,-0.0962118332584699,-0.05989831670497855,-1.8522220849990845,0.08530785515904427,0.11129268817603588,0.6337330241998037,1905.0,-12.333333333333334,10.333333333333334,-981.3333333333334,85.66666666666667,111.33333333333333,633.0,-35.36325663333333,149.16523959999998,25372.666666666668,-75.66666666666667,-16.0,-136.66666666666666,AUTO
17:07:04,1500.0,-0.07740361988544464,-0.049073090155919395,-0.39785484969615936,0.017052150952319305,-0.11719493319590886,0.7571204900741577,1905.0,14.666666666666666,32.333333333333336,-1010.6666666666666,17.666666666666668,-116.0,756.6666666666666,-35.363279766666665,149.16523646666667,28174.0,-136.33333333333334,-45.666666666666664,-142.0,AUTO
17:07:06,1500.0,0.06929979224999745,-0.1892762283484141,0.3400746484597524,0.10684862732887268,-0.03042672434821725,-0.002713809721171856,1500.0,-11.0,11.333333333333334,-999.6666666666666,107.66666666666667,-29.666666666666668,-2.3333333333333335,-35.36329006666667,149.16521980000002,31215.0,66.66666666666667,-29.666666666666668,-149.33333333333334,AUTO
17:07:08,1500.0,0.053886747608582176,0.023409019922837615,0.18123506009578705,-0.022219395264983177,0.08071937412023544,-0.06597851340969403,1500.0,-29.333333333333332,-41.0,-1019.3333333333334,-20.333333333333332,81.33333333333333,-65.66666666666667,-35.3632632,149.1652361,33999.666666666664,165.0,126.66666666666667,-148.66666666666666,AUTO
17:07:10,1500.0,-0.03946113275984923,0.11046579976876576,0.06913557648658752,-0.07349744439125061,-0.05820123106241226,-0.002811548998579383,1500.0,10.333333333333334,-16.333333333333332,-997.0,-71.66666666666667,-57.0,-3.0,-35.363248733333336,149.16526050000002,37192.666666666664,-25.333333333333332,69.66666666666667,-154.0,AUTO
17:07:12,1500.0,-0.08592133472363155,-0.022502784927686054,0.13189338395992914,0.059467331816752754,-0.05532257383068403,0.04614249989390373,1500.0,9.0,23.333333333333332,-1004.6666666666666,60.0,-54.0,46.0,-35.36326086666667,149.16525946666667,40237.666666666664,-65.33333333333333,-87.33333333333333,-148.0,AUTO
17:07:14,1500.0,0.025328885143001873,-0.016349096472064655,0.155610091984272,-0.016126422832409542,0.08744788977007072,-0.16827124108870825,1441.0,-8.666666666666666,13.333333333333334,-991.0,-15.0,88.0,-167.33333333333334,-35.36326536666667,149.16523846666666,43342.0,6.666666666666667,-62.333333333333336,-153.33333333333334,AUTO
17:07:17,1500.0,-0.03768507391214371,-0.042920010164380074,-0.6851073205471039,-0.1634272187948227,-0.09456082805991173,-0.03097840864211321,1500.0,2.0,-6.5,-993.5,-161.5,-93.0,-30.0,-35.3632609,149.16523734999998,48257.5,22.0,12.0,-150.0,AUTO
17:07:18,1500.0,-0.04783319728448987,0.00116174784488976,-0.7026880979537964,0.11871789256110787,0.10691185295581818,-0.009919437114149332,1500.0,-7.5,0.25,-923.0,119.75,107.5,-9.25,-35.363259525000004,149.165235875,49250.75,6.75,-35.5,-105.25,AUTO
17:07:20,1500.0,0.012306386604905128,0.014323351283868154,-0.7078293164571127,-0.12338880201180775,-0.02268161376317342,0.005408408973986904,1500.0,7.333333333333333,5.333333333333333,-978.0,-120.66666666666667,-21.0,5.333333333333333,-35.36326046666667,149.16523423333334,50228.0,-7.0,32.333333333333336,-7.0,AUTO
17:07:22,1500.0,-0.04694593201080958,-0.029455924406647682,-0.7024742166201273,0.2709532181421916,-0.010533033559719721,0.0030161918063337603,1500.0,-3.6666666666666665,27.333333333333332,-1017.3333333333334,273.6666666666667,-8.666666666666666,3.0,-35.3632618,149.1652375333333,49997.0,-15.333333333333334,-27.0,5.0,AUTO
17:07:24,1500.0,0.010563877566407124,-0.10451060781876247,-1.6905958652496338,0.010406157157073418,-0.036045465618371964,-0.5763108630975088,1500.0,-24.666666666666668,-23.333333333333332,-1000.6666666666666,10.0,-34.666666666666664,-575.0,-35.36326593333333,149.16522223333334,49952.666666666664,-35.0,-133.33333333333334,-2.0,AUTO
17:07:26,1500.0,-0.02864644428094228,-0.07149949173132579,-0.8424592812856039,0.08075579504172008,0.010180513529727856,0.7183002630869547,1766.0,-48.0,27.666666666666668,-995.0,83.33333333333333,11.0,718.3333333333334,-35.36327443333334,149.16518326666667,49971.333333333336,-47.333333333333336,-218.0,-3.3333333333333335,AUTO
17:07:28,1500.0,-0.05207938700914383,-0.015282006934285164,0.37865493694941205,-0.1691348652044932,-0.03333073233564695,0.010639463861783346,1500.0,-1.6666666666666667,40.0,-1003.3333333333334,-168.66666666666666,-32.0,11.666666666666666,-35.3632839,149.16513593333332,49988.333333333336,-36.666666666666664,-221.66666666666666,-1.0,AUTO
17:07:30,1500.0,0.08819007128477097,-0.11040031413237254,0.31848999857902527,-0.022280946373939514,-0.030580269172787666,-0.011813462246209383,1500.0,-8.666666666666666,20.333333333333332,-1012.0,-19.333333333333332,-29.666666666666668,-10.666666666666666,-35.363288100000005,149.1651012,50001.666666666664,30.333333333333332,-64.33333333333333,0.3333333333333333,AUTO
17:07:32,1500.0,0.05095886314908663,-0.16554939250151315,0.9535983999570211,-0.11907113840182622,0.020050290661553543,0.4448533256848653,1500.0,-49.0,-44.666666666666664,-1006.6666666666666,-118.33333333333333,20.0,444.6666666666667,-35.363273400000004,149.16511886666666,49939.333333333336,143.66666666666666,201.33333333333334,0.6666666666666666,AUTO
17:07:34,1500.0,0.05194760486483574,-0.18823202947775522,1.0216312408447266,-0.018099563817183178,-0.04558409688373407,-0.0067815473303198814,1500.0,-98.66666666666667,-57.0,-996.6666666666666,-17.0,-44.666666666666664,-6.0,-35.363239099999994,149.1651866,49911.333333333336,240.33333333333334,380.0,0.6666666666666666,AUTO
17:07:36,1500.0,0.07529294118285179,-0.1651337966322899,1.0192512571811676,0.00908398733008653,0.012469749199226499,-0.0026014124014182016,1500.0,-124.5,-79.25,-995.5,9.5,12.5,-2.0,-35.363187775,149.165290675,49920.0,324.0,529.75,-6.0,AUTO
17:07:38,1500.0,0.05310190888121724,-0.13050079345703125,1.2521983087062836,0.0035432856529951096,0.011962242424488068,0.5670553781092167,1614.0,-142.0,-52.0,-984.5,4.0,12.75,567.25,-35.363126475,149.1654162,50028.0,345.0,573.5,-4.75,AUTO
17:07:40,1500.0,-0.13136368989944458,-0.08506245166063309,2.60734232266744,0.05277102937301,0.00906116453309854,0.6460332671801249,1614.0,-92.0,138.33333333333334,-995.3333333333334,52.666666666666664,9.666666666666666,646.0,-35.363063,149.1655459,50007.333333333336,344.6666666666667,578.6666666666666,1.6666666666666667,AUTO
17:07:42,1500.0,-0.14362604916095734,-0.027041161432862282,2.9617207050323486,0.021571080510814983,-0.0055232245940715075,-0.013046770511815945,1500.0,-29.0,150.0,-993.6666666666666,22.333333333333332,-4.0,-12.0,-35.36299943333333,149.1656765,49991.0,349.0,582.0,0.0,AUTO
17:07:45,1500.0,-0.14503786712884903,-0.03296593949198723,2.9587697982788086,0.010711669921875,0.008923281566239893,-0.0007456167950294912,1500.0,-28.0,153.0,-984.5,11.5,9.0,0.0,-35.3628968,149.1658849,50012.0,347.5,572.0,0.5,AUTO
17:07:47,1500.0,-0.14679814875125885,-0.029861537739634514,2.9577295780181885,-0.11589375883340836,0.02043267380213365,0.009960135910660028,1500.0,-30.5,148.0,-983.5,-114.5,21.5,10.5,-35.362834,149.1660132,50002.5,350.5,570.5,1.5,AUTO
17:07:53,1500.0,0.026854333002120256,0.15094008296728134,-1.4354279041290283,-0.011628089938312769,0.014918761793524027,0.7205676734447479,1979.0,158.5,-12.0,-992.0,-10.0,15.5,721.5,-35.36264555,149.16639665,50004.0,354.5,563.0,2.5,AUTO
17:07:55,1500.0,0.06320049613714218,0.14457756280899048,-1.1682785749435425,-0.055855972692370415,-0.01782204397022724,-0.019832531455904245,1500.0,147.5,-58.5,-995.0,-53.5,-16.0,-18.0,-35.36258205,149.16652445,50000.5,359.5,579.5,0.0,AUTO
17:07:57,1500.0,0.05435280129313469,0.1403946354985237,-1.1724883317947388,-0.07921901531517506,-0.02368037775158882,-0.008350626099854708,1500.0,146.0,-65.0,-994.5,-77.0,-22.0,-7.0,-35.3625182,149.1666534,50016.5,355.0,580.0,0.0,AUTO
17:07:59,1500.0,-0.02110459841787815,0.08156110718846321,-1.176767110824585,0.21816404163837433,-0.03663729690015316,0.04932336509227753,1500.0,122.5,-25.0,-990.0,222.0,-34.5,50.5,-35.362457899999995,149.1667754,50082.5,303.5,500.5,0.0,AUTO
