time_stamp,MODE_LAND,relative_alt,vx,vy,vz
11:05:45.722,0,0,0,0,-1
11:05:45.926,0,0,-1,1,0
11:05:46.129,0,0,-1,1,0
11:05:46.333,0,0,-1,1,0
11:05:46.535,0,0,-1,1,0
11:05:46.737,0,0,-1,1,0
11:05:46.939,0,0,-1,1,0
11:05:47.143,0,0,-1,1,0
11:05:47.344,0,0,-1,1,0
11:05:47.550,0,0,-1,1,0
11:05:47.756,0,0,-2,1,0
11:05:47.957,0,7,-2,0,-1
11:05:48.159,0,8,-2,0,-1
11:05:48.361,0,8,-2,0,-1
11:05:48.562,0,8,-2,0,-1
11:05:48.764,0,8,-2,0,-1
11:05:48.966,0,8,-2,0,-1
11:05:49.169,0,8,-2,0,-1
11:05:49.370,0,8,-2,0,-1
11:05:49.574,0,8,-2,0,-1
11:05:49.776,0,10,0,0,0
11:05:49.978,0,10,0,0,0
11:05:50.180,0,10,0,0,0
11:05:50.382,0,10,0,0,0
11:05:50.586,0,10,0,0,0
11:05:50.790,0,10,0,0,0
11:05:50.993,0,10,0,0,0
11:05:51.195,0,10,0,0,0
11:05:51.398,0,10,0,0,0
11:05:51.599,0,10,0,0,0
11:05:51.804,0,8,0,0,0
11:05:52.012,0,83,0,0,-43
11:05:52.214,0,83,0,0,-43
11:05:52.415,0,83,0,0,-43
11:05:52.616,0,83,0,0,-43
11:05:52.819,0,83,0,0,-43
11:05:53.021,0,83,0,0,-43
11:05:53.223,0,83,0,0,-43
11:05:53.431,0,83,0,0,-43
11:05:53.635,0,83,0,0,-43
11:05:53.842,0,2229,3,22,-148
11:05:54.044,0,2613,5,33,-148
11:05:54.251,0,2613,5,33,-148
11:05:54.454,0,2613,5,33,-148
11:05:54.656,0,2613,5,33,-148
11:05:54.860,0,2613,5,33,-148
11:05:55.063,0,2613,5,33,-148
11:05:55.268,0,2613,5,33,-148
11:05:55.470,0,2613,5,33,-148
11:05:55.673,0,3749,6,53,-144
11:05:55.875,0,5285,3,6,-147
11:05:56.076,0,5668,0,-14,-148
11:05:56.277,0,5668,0,-14,-148
11:05:56.479,0,5668,0,-14,-148
11:05:56.683,0,5668,0,-14,-148
11:05:56.886,0,5668,0,-14,-148
11:05:57.090,0,5668,0,-14,-148
11:05:57.294,0,5668,0,-14,-148
11:05:57.497,0,5668,0,-14,-148
11:05:57.700,0,7041,-12,-59,-148
11:05:57.904,0,8202,-23,-54,-151
11:05:58.105,0,8592,-26,-45,-152
11:05:58.306,0,8592,-26,-45,-152
11:05:58.509,0,8592,-26,-45,-152
11:05:58.711,0,8592,-26,-45,-152
11:05:58.915,0,8592,-26,-45,-152
11:05:59.117,0,8592,-26,-45,-152
11:05:59.318,0,8592,-26,-45,-152
11:05:59.520,0,8592,-26,-45,-152
11:05:59.724,0,10546,-1,25,-150
11:05:59.927,0,11311,36,36,-146
11:06:00.129,0,11688,45,30,-146
11:06:00.331,0,11688,45,30,-146
11:06:00.537,0,11688,45,30,-146
11:06:00.739,0,11688,45,30,-146
11:06:00.940,0,11688,45,30,-146
11:06:01.143,0,11688,45,30,-146
11:06:01.344,0,11688,45,30,-146
11:06:01.547,0,11688,45,30,-146
11:06:01.752,0,13236,28,-12,-152
11:06:01.962,0,14423,0,-20,-153
11:06:02.163,0,14818,-9,-16,-153
11:06:02.364,0,14818,-9,-16,-153
11:06:02.566,0,14818,-9,-16,-153
11:06:02.769,0,14818,-9,-16,-153
11:06:02.971,0,14818,-9,-16,-153
11:06:03.173,0,14818,-9,-16,-153
11:06:03.377,0,14818,-9,-16,-153
11:06:03.578,0,14818,-9,-16,-153
11:06:03.781,0,16771,-19,11,-151
11:06:03.983,0,17549,-14,11,-151
11:06:04.185,0,17939,-12,10,-152
11:06:04.387,0,17939,-12,10,-152
11:06:04.591,0,17939,-12,10,-152
11:06:04.793,0,17939,-12,10,-152
11:06:04.996,0,17939,-12,10,-152
11:06:05.200,0,17939,-12,10,-152
11:06:05.403,0,17939,-12,10,-152
11:06:05.605,0,17939,-12,10,-152
11:06:05.807,0,17939,-12,10,-152
11:06:06.008,0,21066,0,0,-152
11:06:06.210,0,21066,0,0,-152
11:06:06.413,0,21066,0,0,-152
11:06:06.615,0,21066,0,0,-152
11:06:06.816,0,21066,0,0,-152
11:06:07.018,0,21066,0,0,-152
11:06:07.220,0,21066,0,0,-152
11:06:07.422,0,21066,0,0,-152
11:06:07.625,0,21066,0,0,-152
11:06:07.828,0,21066,0,0,-152
11:06:08.031,0,23809,0,3,-152
11:06:08.234,0,24200,-1,4,-152
11:06:08.436,0,24200,-1,4,-152
11:06:08.638,0,24200,-1,4,-152
11:06:08.842,0,24200,-1,4,-152
11:06:09.045,0,24200,-1,4,-152
11:06:09.247,0,24200,-1,4,-152
11:06:09.449,0,24200,-1,4,-152
11:06:09.652,0,24200,-1,4,-152
11:06:09.855,0,24200,-1,4,-152
11:06:10.058,0,26929,-4,1,-153
11:06:10.260,0,27319,-3,4,-152
11:06:10.461,0,27319,-3,4,-152
11:06:10.664,0,27319,-3,4,-152
11:06:10.866,0,27319,-3,4,-152
11:06:11.073,0,27319,-3,4,-152
11:06:11.275,0,27319,-3,4,-152
11:06:11.478,0,27319,-3,4,-152
11:06:11.685,0,27319,-3,4,-152
11:06:11.887,0,29265,-1,9,-152
11:06:12.090,0,30434,0,7,-152
11:06:12.291,0,30434,0,7,-152
11:06:12.493,0,30434,0,7,-152
11:06:12.695,0,30434,0,7,-152
11:06:12.898,0,30434,0,7,-152
11:06:13.105,0,30434,0,7,-152
11:06:13.306,0,30434,0,7,-152
11:06:13.511,0,30434,0,7,-152
11:06:13.714,0,30434,0,7,-152
11:06:13.917,0,31992,0,3,-152
11:06:14.118,0,33555,0,0,-152
11:06:14.320,0,33555,0,0,-152
11:06:14.521,0,33555,0,0,-152
11:06:14.724,0,33555,0,0,-152
11:06:14.925,0,33555,0,0,-152
11:06:15.130,0,33555,0,0,-152
11:06:15.332,0,33555,0,0,-152
11:06:15.534,0,33555,0,0,-152
11:06:15.736,0,33555,0,0,-152
11:06:15.938,0,36123,0,0,-152
11:06:16.141,0,36513,0,0,-152
11:06:16.343,0,36513,0,0,-152
11:06:16.547,0,36513,0,0,-152
11:06:16.748,0,36513,0,0,-152
11:06:16.950,0,36513,0,0,-152
11:06:17.152,0,36513,0,0,-152
11:06:17.355,0,36513,0,0,-152
11:06:17.556,0,36513,0,0,-152
11:06:17.758,0,39250,0,0,-153
11:06:17.960,0,39250,0,0,-153
11:06:18.162,0,39640,0,0,-153
11:06:18.364,0,39640,0,0,-153
11:06:18.569,0,39640,0,0,-153
11:06:18.775,0,39640,0,0,-153
11:06:18.978,0,39640,0,0,-153
11:06:19.182,0,39640,0,0,-153
11:06:19.384,0,39640,0,0,-153
11:06:19.590,0,39640,0,0,-153
11:06:19.793,0,39640,0,0,-153
11:06:19.998,0,42371,-1,1,-152
11:06:20.202,0,42762,-1,1,-152
11:06:20.404,0,42762,-1,1,-152
11:06:20.605,0,42762,-1,1,-152
11:06:20.808,0,42762,-1,1,-152
11:06:21.011,0,42762,-1,1,-152
11:06:21.214,0,42762,-1,1,-152
11:06:21.419,0,42762,-1,1,-152
11:06:21.623,0,42762,-1,1,-152
11:06:21.824,0,45485,-1,1,-152
11:06:22.027,0,45875,-1,1,-152
11:06:22.229,0,45875,-1,1,-152
11:06:22.431,0,45875,-1,1,-152
11:06:22.636,0,45875,-1,1,-152
11:06:22.837,0,45875,-1,1,-152
11:06:23.040,0,45875,-1,1,-152
11:06:23.243,0,45875,-1,1,-152
11:06:23.446,0,45875,-1,1,-152
