,A.LAND2
22:41:56.445,-1.0
22:41:56.646,-1.0
22:41:56.847,-1.0
22:41:57.047,-1.0
22:41:57.248,-1.0
22:41:57.449,-1.0
22:41:57.650,-1.0
22:41:57.850,-1.0
22:41:58.052,-1.0
22:41:58.253,-1.0
22:41:58.454,-1.0
22:41:58.655,-1.0
22:41:58.856,-1.0
22:41:59.057,-1.0
22:41:59.258,-1.0
22:41:59.459,-1.0
22:41:59.660,-1.0
22:41:59.862,-1.0
22:42:00.063,-1.0
22:42:00.264,-1.0
22:42:00.465,-1.0
22:42:00.665,-1.0
22:42:00.866,-1.0
22:42:01.067,-1.0
22:42:01.268,-1.0
22:42:01.469,-1.0
22:42:01.670,-1.0
22:42:01.871,-1.0
22:42:02.072,-1.0
22:42:02.273,-1.0
22:42:02.473,-1.0
22:42:02.675,-1.0
22:42:02.875,-1.0
22:42:03.077,-1.0
22:42:03.278,-1.0
22:42:03.479,-1.0
22:42:03.679,-1.0
22:42:03.880,-1.0
22:42:04.081,-1.0
22:42:04.283,-1.0
22:42:04.484,-1.0
22:42:04.684,-1.0
22:42:04.885,-1.0
22:42:05.086,-1.0
22:42:05.287,-1.0
22:42:05.488,-1.0
22:42:05.689,-1.0
22:42:05.890,-1.0
22:42:06.091,-1.0
22:42:06.292,-1.0
22:42:06.493,-1.0
22:42:06.694,-1.0
22:42:06.894,-1.0
22:42:07.095,-1.0
22:42:07.296,-1.0
22:42:07.497,-1.0
22:42:07.698,-1.0
22:42:07.900,-1.0
22:42:08.102,-1.0
22:42:08.303,-1.0
22:42:08.504,-1.0
22:42:08.705,-1.0
22:42:08.906,-1.0
22:42:09.107,-1.0
22:42:09.308,-1.0
22:42:09.509,-1.0
22:42:09.711,-1.0
22:42:09.912,-1.0
22:42:10.114,-1.0
22:42:10.315,-1.0
22:42:10.516,-1.0
22:42:10.716,-1.0
22:42:10.917,-1.0
22:42:11.118,-1.0
22:42:11.318,-1.0
22:42:11.520,-1.0
22:42:11.722,-1.0
22:42:11.925,-1.0
22:42:12.126,-1.0
22:42:12.327,-1.0
22:42:12.528,-1.0
22:42:12.729,-1.0
22:42:12.931,-1.0
22:42:13.132,-1.0
22:42:13.333,-1.0
22:42:13.534,-1.0
22:42:13.734,-1.0
22:42:13.935,-1.0
22:42:14.137,-1.0
22:42:14.337,-1.0
22:42:14.538,-1.0
22:42:14.739,-1.0
22:42:14.940,-1.0
22:42:15.141,-1.0
22:42:15.341,-1.0
22:42:15.542,-1.0
22:42:15.743,-1.0
22:42:15.944,-1.0
22:42:16.145,-1.0
22:42:16.346,-1.0
22:42:16.547,-1.0
22:42:16.747,-1.0
22:42:16.948,-1.0
22:42:17.148,-1.0
22:42:17.349,-1.0
22:42:17.550,-1.0
22:42:17.751,-1.0
22:42:17.951,-1.0
22:42:18.152,-1.0
22:42:18.353,-1.0
22:42:18.554,-1.0
22:42:18.755,-1.0
22:42:18.955,-1.0
22:42:19.156,-1.0
22:42:19.357,-1.0
22:42:19.558,-1.0
22:42:19.759,-1.0
22:42:19.959,-1.0
22:42:20.160,-1.0
22:42:20.361,-1.0
22:42:20.562,-1.0
22:42:20.762,-1.0
22:42:20.963,-1.0
22:42:21.164,-1.0
22:42:21.364,-1.0
22:42:21.565,-1.0
22:42:21.766,-1.0
22:42:21.967,-1.0
22:42:22.167,-1.0
22:42:22.368,-1.0
22:42:22.569,-1.0
22:42:22.769,-1.0
22:42:22.970,-1.0
22:42:23.171,-1.0
22:42:23.372,-1.0
22:42:23.572,-1.0
22:42:23.773,-1.0
22:42:23.974,-1.0
22:42:24.174,-1.0
22:42:24.375,-1.0
22:42:24.576,-1.0
22:42:24.777,-1.0
22:42:24.978,-1.0
22:42:25.178,-1.0
22:42:25.379,-1.0
22:42:25.580,-1.0
22:42:25.781,-1.0
22:42:25.981,-1.0
22:42:26.182,-1.0
22:42:26.383,-1.0
22:42:26.584,-1.0
22:42:26.785,-1.0
22:42:26.986,-1.0
22:42:27.187,-1.0
22:42:27.388,-1.0
22:42:27.589,-1.0
22:42:27.789,-1.0
22:42:27.990,-1.0
22:42:28.190,-1.0
22:42:28.391,-1.0
22:42:28.592,-1.0
22:42:28.793,-1.0
22:42:28.993,-1.0
22:42:29.194,-1.0
22:42:29.394,-1.0
22:42:29.595,-1.0
22:42:29.796,-1.0
22:42:29.997,-1.0
22:42:30.197,-1.0
22:42:30.399,-1.0
22:42:30.600,-1.0
22:42:30.800,-1.0
22:42:31.001,-1.0
22:42:31.202,-1.0
22:42:31.402,-1.0
22:42:31.603,-1.0
22:42:31.804,-1.0
22:42:32.005,-1.0
22:42:32.206,-1.0
22:42:32.407,-1.0
22:42:32.608,-1.0
22:42:32.808,-1.0
22:42:33.009,-1.0
22:42:33.210,-1.0
22:42:33.411,-1.0
22:42:33.611,-1.0
22:42:33.812,-1.0
22:42:34.013,-1.0
22:42:34.214,-1.0
22:42:34.415,-1.0
22:42:34.616,-1.0
22:42:34.816,-1.0
22:42:35.017,-1.0
22:42:35.217,-1.0
22:42:35.418,-1.0
22:42:35.619,-1.0
22:42:35.820,-1.0
22:42:36.020,-1.0
22:42:36.221,-1.0
22:42:36.421,-1.0
22:42:36.622,-1.0
22:42:36.823,-1.0
22:42:37.024,-1.0
22:42:37.225,-1.0
22:42:37.426,-1.0
22:42:37.627,-1.0
22:42:37.828,-1.0
22:42:38.029,-1.0
22:42:38.231,-1.0
22:42:38.432,-1.0
22:42:38.634,-1.0
22:42:38.835,-1.0
22:42:39.036,-1.0
22:42:39.237,-1.0
22:42:39.438,-1.0
22:42:39.639,-1.0
22:42:39.840,-1.0
22:42:40.041,-1.0
22:42:40.242,-1.0
22:42:40.443,-1.0
22:42:40.644,-1.0
22:42:40.844,-1.0
22:42:41.045,-1.0
22:42:41.246,-1.0
22:42:41.447,-1.0
22:42:41.648,-1.0
22:42:41.849,-1.0
22:42:42.050,-1.0
22:42:42.252,-1.0
22:42:42.454,-1.0
22:42:42.655,-1.0
22:42:42.857,-1.0
22:42:43.058,-1.0
22:42:43.260,-1.0
22:42:43.461,-1.0
22:42:43.662,-1.0
22:42:43.864,-1.0
22:42:44.064,-1.0
22:42:44.265,-1.0
22:42:44.466,-1.0
22:42:44.667,-1.0
22:42:44.868,-1.0
22:42:45.069,-1.0
22:42:45.269,-1.0
22:42:45.470,-1.0
