time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
13:52:07,1500.0,0.015718343667685986,0.03403077212472757,-3.1153485774993896,0.006588020051519076,0.022151469253003597,0.09374772384762764,-35.363263,149.16523766666668,32834.666666666664,1.3333333333333333,-28.333333333333332,-153.0,1500.0,1.6666666666666667,-5.333333333333333,-1001.3333333333334,7.0,22.333333333333332,92.66666666666667,AUTO
13:52:09,1500.0,-0.027583854272961617,-0.01268504086571435,-3.028888463973999,-0.009502344531938434,-0.02303186004670958,0.025422786672910053,-35.363260616666665,149.1652335166667,35368.166666666664,12.166666666666666,-9.0,-153.33333333333334,1500.0,4.333333333333333,-1.1666666666666667,-1001.6666666666666,-8.666666666666666,-21.833333333333332,24.833333333333332,AUTO
13:52:11,1500.0,0.002478529951379945,-0.0009364454611689629,-3.047242045402527,0.003051266035375496,0.00844063462379078,-0.016811012401982833,-35.363260866666664,149.16523568333335,38498.0,-8.5,14.333333333333334,-153.5,1500.0,-3.1666666666666665,2.5,-999.3333333333334,3.8333333333333335,9.333333333333334,-16.666666666666668,AUTO
13:52:13,1500.0,0.008620628815454742,-0.0004205466078322691,-3.053392688433329,0.007479097926989198,0.0008373315892337511,-0.00014183461704912284,-35.36326195,149.16523903333334,41628.833333333336,-2.5,8.666666666666666,-153.66666666666666,1500.0,-2.0,1.6666666666666667,-1000.0,8.0,1.0,-0.5,AUTO
13:52:15,1500.0,0.0052892194750408334,0.006844390830034778,-2.03848663965861,-0.014350916258990765,0.02829377010736304,-0.13838476641103625,-35.36326261666667,149.16523976666667,44749.5,0.5,-6.333333333333333,-151.33333333333334,1446.0,-0.3333333333333333,-0.6666666666666666,-991.5,-13.333333333333334,28.666666666666668,-138.33333333333334,AUTO
13:52:17,1500.0,0.006564879945168893,-0.015474656674390038,1.9864066243171692,-0.06206690419154862,-0.06203793571330607,-0.8528802990913391,-35.36326165,149.16523808333332,47713.5,8.0,-15.333333333333334,-139.0,1338.0,2.6666666666666665,1.3333333333333333,-983.6666666666666,-60.666666666666664,-60.833333333333336,-852.5,AUTO
13:52:19,1500.0,0.0280269308326145,0.030248501958946388,0.9336178104082743,0.16263720020651817,-0.003061109106056392,-0.0005140354235967001,-35.363259449999994,149.16523736666667,49728.333333333336,5.666666666666667,-7.0,-50.5,1500.0,-1.0,3.3333333333333335,-961.8333333333334,162.83333333333334,-1.8333333333333333,-0.8333333333333334,AUTO
13:52:21,1500.0,-0.021611587299654882,-0.005562911547409992,0.984640896320343,0.2530559003353119,-0.009153596862840155,-0.006560526633014281,-35.3632629,149.16523743333335,50159.333333333336,-18.666666666666668,-0.6666666666666666,3.3333333333333335,1500.0,3.1666666666666665,24.833333333333332,-981.8333333333334,263.3333333333333,-7.666666666666667,-6.5,AUTO
13:52:23,1500.0,0.08937269449234009,-0.019918749947100876,1.1794320940971375,0.002494385838508606,-0.002845565276220441,0.5511742353439331,-35.36326626,149.16524134,49970.4,-46.8,47.2,1.0,1500.0,2.6666666666666665,-18.833333333333332,-1008.5,153.33333333333334,1.3333333333333333,461.0,AUTO
13:52:25,1500.0,0.04610070834557215,-0.14567454159259796,2.3778210878372192,0.09493833656112353,-0.005469128799935182,0.28696236945688725,-35.363287533333335,149.16526558333334,49919.333333333336,-186.66666666666666,163.66666666666666,-1.5,1500.0,-52.5,-37.666666666666664,-1004.5,95.0,-4.166666666666667,287.1666666666667,AUTO
