time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
10:36:13,584000.0,-35.3632622,149.1652375,14.0,-1.0,0.0,0.0,STABILIZE,-0.0006425255560316145,0.001157352700829506,0.02620937116444111,0.0001576049835421145,0.0002404211845714599,0.001983769703656435,0.0,1.0,-1000.0,0.0,0.0,0.0
10:36:20,584000.0,-35.3632622,149.1652375,16.0,-1.0,1.0,0.0,STABILIZE,-0.0008754735317779705,0.0009331522014690563,0.023546792566776276,0.0002857445360859856,0.00025325524620711803,0.001740871783113107,0.0,1.0,-1000.0,0.5,0.5,0.0
10:36:24,584000.0,-35.3632622,149.1652375,15.0,-1.0,1.0,0.0,STABILIZE,-0.0009210591088049114,0.0009419450943823904,0.023096376098692417,0.00035965294227935374,0.00018176762387156487,0.00170182716101408,0.0,2.0,-1000.0,0.0,0.0,0.0
10:36:25,584003.3333333334,-35.3632622,149.1652375,17.333333333333332,-1.0,0.6666666666666666,-0.3333333333333333,STABILIZE,-0.0007401548403625687,0.0009587367336886624,0.022571442027886707,0.0003280407205844919,0.00027920356175551814,0.0016231863604237635,0.0,1.25,-1000.0,0.25,0.25,0.0
10:36:32,584010.0,-35.3632622,149.1652375,20.333333333333332,-1.0,1.0,0.0,STABILIZE,-0.0008153346522400776,0.0009995956594745319,0.021627673879265785,0.0002500991298196216,0.0002592407399788499,0.001421971246600151,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
10:36:34,584000.0,-35.3632622,149.1652375,16.0,-1.0,1.0,0.0,STABILIZE,-0.0009410099883098155,0.0009844151985210676,0.021271143729488056,0.00029474093268315,0.00028903232305310667,0.0013728146635306377,0.0,1.5714285714285714,-1000.0,0.7142857142857143,0.42857142857142855,0.2857142857142857
10:36:36,584000.0,-35.3632622,149.1652375,3.8333333333333335,-0.8333333333333334,0.6666666666666666,0.0,AUTO,-0.0009724126818279425,0.0009914547748242815,0.020969299289087456,0.00026407344072746736,0.0002768197349117448,0.001365263053836922,0.0,1.3333333333333333,-1000.0,0.16666666666666666,0.5,0.3333333333333333
10:36:38,584000.0,-35.3632622,149.1652375,0.5,0.0,0.0,0.0,AUTO,-0.0007214280582653979,0.001300561901492377,0.020680787973105907,0.0003095131639080743,0.0003054887638427317,0.001344895688816905,0.0,1.5,-1000.0,0.8333333333333334,0.6666666666666666,0.16666666666666666
10:36:40,584313.3333333334,-35.36326213333333,149.1652375,319.6666666666667,0.0,0.3333333333333333,-84.66666666666667,AUTO,0.002334740750181178,0.0006752669578418136,0.020205631852149963,-0.005617805795433621,0.0033936058171093464,0.0006892887856035183,0.0,-0.25,-1124.0,1.0,1.0,0.5
10:36:41,586192.0,-35.36326186,149.16523838,2195.6,3.6,22.6,-147.0,AUTO,0.044144706428050996,-0.005174564477056265,0.014141231961548328,0.030202436074614526,-0.0011963965371251106,-0.00822343653999269,0.4,-3.6,-1003.2,30.4,0.0,-8.8
10:36:42,588944.0,-35.363261220000005,149.16524569999999,4948.0,-8.2,19.2,-148.2,AUTO,-0.050976436212658884,0.009728819876909257,-0.09210952669382096,-0.038546595443040135,-0.04443606585264206,-0.009151044860482216,4.4,-4.0,-1003.4,-37.6,-43.4,-9.2
10:36:44,591950.0,-35.363261285714295,149.16523912857141,7954.142857142857,8.0,-53.0,-150.28571428571428,AUTO,0.002426688925230077,-0.008341566875710018,-0.07278001734188624,0.05786041170358658,0.021909314473824843,0.0007410368749073573,-8.0,9.714285714285714,-1002.1428571428571,58.0,22.285714285714285,0.42857142857142855
10:36:45,595338.3333333334,-35.363261683333334,149.16523469999998,11340.166666666666,-19.333333333333332,26.5,-149.16666666666666,AUTO,0.020047927818571527,0.015309667602802316,-0.10437204067905743,-0.05476698653850084,-0.03642077588786682,0.005917140515521169,5.833333333333333,-1.6666666666666667,-999.8333333333334,-53.666666666666664,-35.5,5.5
10:36:46,598248.0,-35.363263239999995,149.16523769999998,14252.2,4.4,-4.6,-152.0,AUTO,-0.012688557291403413,-0.011754440516233445,-0.12292731106281281,0.019151084870100022,0.012482756935060024,-0.030084687843918802,-1.2,0.0,-1000.2,19.4,12.8,-29.8
10:36:47,600867.5,-35.363261925,149.165235825,16873.0,5.0,-5.0,-152.0,AUTO,0.01161530427634716,0.008417204488068819,-0.167036272585392,0.004046196278068237,0.006439849967136979,-0.01706195459701121,-2.75,0.0,-999.75,4.25,6.75,-16.75
10:36:49,603455.0,-35.36326143333333,149.16523568333332,19455.833333333332,-2.0,5.833333333333333,-152.0,AUTO,0.00557789346203208,0.006639680126681924,-0.18594087660312653,-0.004825266310945153,-0.0033296759938821197,-0.010979761524746815,0.16666666666666666,0.0,-1000.0,-3.3333333333333335,-2.0,-10.5
10:36:50,605795.0,-35.363261550000004,149.16523625000002,21801.5,-3.0,5.0,-153.0,AUTO,0.0012098425650037825,0.0030331090092658997,-0.20804212987422943,-0.0009191081626340747,-0.0021532144164666533,-0.016615671571344137,0.0,0.0,-1000.0,0.0,-1.0,-16.0
10:36:51,606965.0,-35.3632616,149.16523642500002,22973.5,-2.5,3.25,-153.0,AUTO,0.0008650825038785115,0.002622620086185634,-0.22223245352506638,0.0019079555640928447,0.0022398337605409324,-0.021845033392310143,0.0,0.0,-999.75,2.25,2.5,-21.5
10:36:53,609706.6666666666,-35.3632618,149.16523586666668,25712.333333333332,-7.5,1.0,-152.83333333333334,AUTO,0.0021453876397572458,0.010189501335844398,-0.2529867763320605,-0.004271139313156406,-0.008189159678295255,0.008406726255392035,1.0,0.16666666666666666,-998.1666666666666,-3.3333333333333335,-7.0,8.166666666666666
10:36:55,612654.0,-35.3632654,149.16523683999998,28658.4,12.6,13.0,-152.6,AUTO,0.020415023807436226,-0.04196840673685074,-0.18638265132904053,-0.013097496889531612,-0.0007018372416496277,0.031643271632492545,-1.6,-5.6,-997.8,-12.0,0.2,31.4
10:36:59,615850.0,-35.36325993333333,149.16523868333334,31856.0,-28.666666666666668,-1.3333333333333333,-150.66666666666666,AUTO,-0.004432016770200183,0.05889255367219448,-0.1660697485009829,0.028341118556757767,-0.030924653944869835,0.02658925224871685,1.6666666666666667,1.6666666666666667,-1001.1666666666666,28.833333333333332,-29.333333333333332,26.0
10:37:01,619145.0,-35.36326596666667,149.16523694999998,35150.5,-3.3333333333333335,23.333333333333332,-156.16666666666666,LOITER,0.03227320903291305,-0.07055533584207296,-0.014892138346719245,0.004608356083432834,-0.06375724604974191,0.0801858405272166,6.833333333333333,-5.333333333333333,-999.5,6.0,-61.833333333333336,79.5
10:37:03,621888.3333333334,-35.363255216666666,149.1652153166667,37890.833333333336,79.66666666666667,41.166666666666664,-47.5,LOITER,0.07787845097482204,0.045401263050735,0.19230140993992487,-0.11383245512843132,0.11892477399669588,0.05346475161301593,-9.833333333333334,-21.666666666666668,-830.8333333333334,-111.83333333333333,119.66666666666667,53.333333333333336
10:37:05,619838.3333333334,-35.36325285,149.16523523333333,35842.166666666664,-27.333333333333332,91.33333333333333,176.66666666666666,LAND,-0.019844193011522293,0.04447095903257529,0.16608114540576935,0.3313780625661214,-0.03536363109014928,0.0057753047803998925,14.333333333333334,0.8333333333333334,-992.8333333333334,334.3333333333333,-34.333333333333336,5.666666666666667
10:37:06,617955.0,-35.36325175,149.16523955,33956.0,-16.5,22.0,129.0,LAND,-0.04390563443303108,0.018271565437316895,0.15223819017410278,-1.6500001549720764,-0.02184927836060524,-0.01597635680809617,15.0,-95.5,-1069.5,-1650.0,-20.5,-16.0
10:37:07,616886.0,-35.36325126,149.1652457,32888.2,5.4,17.4,41.2,LAND,-0.0037853388814255593,0.0015730767976492644,0.13142746686935425,-0.03952459990978241,-0.004601768660359084,0.017609795182943346,11.4,3.4,-1043.8,-34.6,-3.2,17.2
