time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:37:40,-0.0005089131882414222,0.0014629169600084424,0.026983089745044708,0.00025102533982135355,0.0002981936268042773,0.0023222905583679676,STABILIZE,-35.3632621,149.1652375,0.0,-2.0,1.0,0.0,1500.0,0.0,1.0,-1000.0,0.0,1.0,0.0
