time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
03:30:34,-35.3632622,149.1652375,0.0,-2.0,2.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,1500.0,0.00025270502374041826,0.001395604747813195,0.02608508337289095,0.00036224504583515227,0.0002514961379347369,0.0022340232972055674
03:30:38,-35.3632621,149.1652375,0.0,-1.0,0.0,-1.6666666666666667,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,1500.0,-0.0005123680166434497,0.0009624452795833349,0.02430941630154848,0.0003110549005214125,0.00034757217508740723,0.002002590335905552
03:30:46,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.5,0.0,AUTO,1500.0,-0.0007784695092899104,0.0009681038791313767,0.021856417258580525,0.0003120950229155521,0.00027826399309560657,0.0015320289724816878
03:30:47,-35.363262166666665,149.1652375,1.3333333333333333,-0.6666666666666666,0.6666666666666666,0.0,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,AUTO,203623.0,-0.0008036142680794001,0.001001311660123368,0.021589480961362522,0.0001907913441148897,0.0002870484992551307,0.0015643736890827615
03:30:48,-35.3632621,149.1652375,1.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.0,0.3333333333333333,0.0,AUTO,203623.0,-0.0007410878897644579,0.0011003967374563217,0.02142600839336713,0.000334310345351696,0.0002480553036245207,0.001476842095144093
03:30:50,-35.3632621,149.1652375,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,AUTO,254486.0,-0.00027530029183253646,0.0016629416883612673,0.020934135963519413,0.0003496560772570471,0.00029068356767917675,0.0014458720106631517
03:30:52,-35.363262033333335,149.16523756666666,1633.3333333333333,0.3333333333333333,5.666666666666667,-146.0,0.0,-0.3333333333333333,-1012.3333333333334,45.333333333333336,-4.666666666666667,-0.6666666666666666,AUTO,254486.0,0.022753452882170677,-0.00039048943532786023,0.018900064751505852,0.04511826112866402,-0.0061157564632594585,-0.0003316945997842898
03:30:53,-35.363261433333335,149.16524106666668,3543.6666666666665,7.666666666666667,50.0,-145.33333333333334,2.3333333333333335,-10.0,-993.3333333333334,-113.33333333333333,35.0,-66.0,AUTO,144614.0,0.0335179913478593,0.008034077162543932,-0.031095406661430996,-0.11420257482677698,0.03452742254982392,-0.06621892005205154
03:30:54,-35.363261,149.16524460000002,4673.333333333333,1.3333333333333333,24.0,-147.0,3.0,-6.333333333333333,-1009.3333333333334,-77.33333333333333,-14.666666666666666,-44.666666666666664,AUTO,144614.0,-0.06996768712997437,0.00973393473153313,-0.07403989384571712,-0.07836518479355921,-0.016017905126015346,-0.04452726741631826
03:30:56,-35.363262033333335,149.16523686666667,7752.333333333333,-15.666666666666666,-54.666666666666664,-151.0,-4.333333333333333,13.0,-1003.6666666666666,68.66666666666667,8.666666666666666,0.6666666666666666,AUTO,181246.0,0.013731261327241858,0.009431399094561735,-0.1052655354142189,0.06841545800367992,0.008415884027878443,0.0012497295780728261
