,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
14:31:36.467,162623.0,0.25,0.1,1000.0,30.0,4.2,18000.0,1000.0,0.0,3000.0,0.0,0.0,5.3,0.0,0.0
14:31:40.484,31284.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,22543.0,3000.0,0.0,100.0,4.3,0.0,0.0
14:31:44.507,118091.0,0.25,0.1,1000.0,30.0,4.1,8400.0,1000.0,0.0,1880.0,0.0,1350.0,7.6,0.0,0.0
14:31:48.026,79303.0,0.25,0.1,1000.0,30.0,5.0,18000.0,1000.0,7934.0,2720.0,0.0,650.0,10.1,0.0,0.0
14:31:52.040,200.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,0.0,2120.0,0.0,1400.0,6.2,0.0,0.0
14:31:56.061,146502.0,0.25,0.1,1000.0,30.0,1.7,13600.0,1000.0,0.0,1810.0,0.0,0.0,10.1,0.0,0.0
14:32:00.092,300000.0,0.25,0.1,1000.0,30.0,2.2,3300.0,1000.0,14532.0,2220.0,0.0,200.0,5.7,0.0,0.0
14:32:04.110,47168.0,0.25,0.1,1000.0,30.0,4.0,12400.0,1000.0,32000.0,710.0,0.0,2000.0,9.2,0.0,0.0
14:32:08.160,300000.0,0.25,0.1,1000.0,30.0,3.5,13800.0,1000.0,21822.0,1540.0,0.0,0.0,10.1,0.0,0.0
14:32:12.180,148191.0,0.25,0.1,1000.0,30.0,4.2,11500.0,1000.0,0.0,760.0,0.0,1100.0,6.1,0.0,0.0
14:32:16.214,300000.0,0.25,0.1,1000.0,30.0,1.1,14200.0,1000.0,32000.0,1010.0,0.0,1200.0,10.1,0.0,0.0
14:32:20.245,166862.0,0.25,0.1,1000.0,30.0,4.3,6600.0,1000.0,23818.0,1520.0,0.0,100.0,2.1,0.0,0.0
