,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
13:06:45.327,100.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,48.1,0.1,0.0,95.0,100.0,5866.0,0.05,-70.0
13:06:52.279,160.0,0.0,0.0,1.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,65.1,0.1,0.0,48.0,-48.0,10000.0,0.05,-70.0
13:06:58.105,230.0,0.0,0.0,1.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,95.1,0.1,0.0,12.0,100.0,2537.0,0.05,-70.0
13:07:03.015,0.0,0.0,0.0,1.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,21.0,100.0,4399.0,0.05,-70.0
13:07:08.098,130.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,69.0,26.0,3523.0,0.05,-70.0
13:07:14.054,0.0,0.0,0.0,1.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,100.0,-6.0,1935.0,0.05,-70.0
13:07:20.223,430.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,56.1,0.1,0.0,1.0,76.0,3510.0,0.05,-70.0
13:07:24.963,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,86.0,-10.0,6560.0,0.05,-70.0
13:07:30.061,440.0,0.0,0.0,1.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.1,0.1,0.0,39.0,-100.0,5951.0,0.05,-70.0
13:07:34.586,0.0,0.0,0.0,1.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,59.0,67.0,298.0,0.05,-70.0
13:07:39.034,500.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,7.0,-76.0,6926.0,0.05,-70.0
13:07:48.084,190.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,41.1,0.1,0.0,90.0,100.0,7718.0,0.05,-70.0
13:07:55.068,500.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,68.1,0.1,0.0,75.0,62.0,10000.0,0.05,-70.0
13:08:04.110,500.0,0.0,0.0,1.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,74.0,-100.0,4266.0,0.05,-70.0
13:08:08.835,0.0,0.0,0.0,1.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,21.0,-59.0,2997.0,0.05,-70.0
