time_stamp,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
18:24:38,AUTO,593935.0,-35.36326165,149.1652342,10026.0,-7.5,6.0,-151.0,0.5,1.0,-995.0,-60.0,-12.0,-3.0,0.05114862136542797,0.017376318108290434,-0.09233582019805908,-0.06130673550069332,-0.01253625936806202,-0.0025873526465147734
18:24:39,AUTO,595092.5,-35.363262225,149.16523525,11187.5,-7.0,18.0,-150.5,3.5,-1.5,-1001.5,-43.75,-16.25,-2.5,0.003806385910138488,-0.0005401891976362094,-0.09108276665210724,-0.044891941361129284,-0.017454657470807433,-0.0019856211147271097
18:24:40,AUTO,597030.0,-35.3632626,149.1652366,13124.5,1.5,0.5,-153.0,0.0,0.0,-1000.5,13.5,5.5,-22.5,-0.009540638886392117,-0.005330033600330353,-0.11127645894885063,0.01354511734098196,0.005242946557700634,-0.022604485973715782
18:24:41,AUTO,598205.0,-35.36326235,149.16523635,14297.25,3.75,-4.25,-153.0,-1.5,0.0,-1000.0,13.5,7.75,-21.5,0.0008639293955639005,-0.0006066573187126778,-0.12929323874413967,0.013368681306019425,0.007626661565154791,-0.02172056818380952
18:24:42,AUTO,600155.0,-35.3632618,149.1652356,16250.5,1.5,-0.5,-153.0,-1.0,0.0,-999.5,2.0,2.5,-16.0,0.009394115768373013,0.006595704471692443,-0.15459329634904861,0.00166775900288485,0.0025389704387634993,-0.01582566322758794
18:24:43,AUTO,601325.0,-35.363261625,149.1652355,17422.25,-0.5,3.25,-153.0,0.0,0.0,-1000.0,-1.25,0.0,-14.25,0.00811408064328134,0.006654100492596626,-0.16547460854053497,-0.0023081498802639544,-0.00011729443940566853,-0.014210310066118836
18:24:44,AUTO,603275.0,-35.3632616,149.16523585,19373.5,-2.5,6.0,-153.0,0.0,0.0,-1000.0,-0.5,0.0,-16.0,0.0042553425300866365,0.0045603609178215265,-0.18357110768556595,-0.0013366932689677924,-0.0003858051204588264,-0.01606806367635727
18:24:45,AUTO,604452.5,-35.363261625,149.16523615,20550.0,-3.0,5.5,-153.25,0.0,0.0,-1000.0,0.25,0.0,-18.0,0.002366038766922429,0.0036582209868356586,-0.19662102311849594,-0.0008033945341594517,-0.0005880592507310212,-0.018050906248390675
18:24:46,AUTO,606410.0,-35.3632617,149.16523654999997,22504.5,-3.0,3.5,-154.0,0.0,0.0,-1000.0,3.0,1.5,-21.0,0.0020044982666149735,0.0034952632850036025,-0.2210182473063469,0.0031095645390450954,0.0012111257237847894,-0.02108476124703884
18:24:47,AUTO,607582.5,-35.363261775,149.16523665,23674.75,-2.5,3.0,-154.0,0.0,0.0,-1000.0,1.0,0.5,-18.5,0.002314763725735247,0.002996861992869526,-0.23547790572047234,0.0005371038860175759,-0.00022373940737452358,-0.01870171632617712
18:24:48,AUTO,609525.0,-35.36326185,149.1652368,25623.0,-3.5,0.0,-152.5,0.0,0.0,-1001.5,-0.5,6.0,5.0,-0.009427244309335947,0.0048594416584819555,-0.2537193149328232,-0.0012352056801319122,0.00562630535569042,0.0057217522989958525
18:24:49,AUTO,610695.0,-35.363262125000006,149.16523662499998,26791.25,-4.75,0.0,-153.75,0.0,0.25,-999.75,15.75,-2.25,23.0,0.007975117972819135,0.0033872094354592264,-0.24003227055072784,0.015353515569586307,-0.003971092053689063,0.023892167024314404
18:24:50,AUTO,612645.0,-35.3632624,149.1652369,28736.0,-1.5,8.0,-153.0,0.5,-0.5,-1000.0,-4.0,2.5,22.0,0.006699804216623306,0.0009411621722392738,-0.21017006784677505,-0.005372085375711322,0.0018969459924846888,0.02260157186537981
18:24:51,AUTO,613805.0,-35.3632624,149.16523745,29903.0,0.0,7.5,-153.0,0.0,-1.0,-1000.0,-3.5,1.75,20.0,0.0019144273501296993,0.0016883106145542115,-0.19491345435380936,-0.004584329901263118,0.001345983357168734,0.020707578863948584
18:24:52,LOITER,615745.0,-35.36326235,149.165238,31842.5,0.0,3.5,-153.0,0.0,0.0,-1000.0,0.5,1.5,16.0,-0.0008057793311309069,0.0012603793293237686,-0.17273689806461334,0.0001137134968303144,0.0007340746815316379,0.016864934004843235
18:24:53,LOITER,616905.0,-35.3632623,149.165238075,33000.25,-2.0,0.0,-145.5,-0.25,-0.5,-956.0,-84.0,85.0,250.0,-0.01469052053289488,0.019781028880970553,-0.11989407992223278,-0.08502290246542543,0.08465739779057913,0.2505199934821576
18:24:54,LOITER,617890.0,-35.36326425,149.16523554999998,33982.5,-27.5,-33.5,36.0,3.0,-33.0,-750.0,-442.5,-113.0,-7.0,0.003699282882735133,-0.03032548539340496,0.20615213364362717,-0.44119735062122345,-0.11467117816209793,-0.006974624469876289
18:24:55,LOITER,617032.5,-35.363265225,149.165233925,33126.5,-1.5,-4.75,156.5,0.25,-2.0,-900.0,924.0,13.25,-27.75,0.07179298810660839,-0.049440701492130756,0.1794995442032814,0.926254615187645,0.012388878036290407,-0.02853016508743167
18:24:56,LOITER,614620.0,-35.3632639,149.16523625000002,30715.0,22.5,36.5,195.5,-1.0,-6.5,-1007.5,-1083.0,22.5,-11.5,-0.010999560006894171,-0.003693869657581672,0.15368865430355072,-1.0880147516727448,0.0220370851457119,-0.012003189418464899
18:24:57,AUTO,613152.5,-35.363262625000004,149.16523937499997,29247.5,19.75,25.0,179.75,2.75,-86.0,-1034.0,-703.0,5.75,-42.25,-0.008790371066424996,0.011645975057035685,0.14632438495755196,-0.6999766193330288,0.004921887535601854,-0.0426982119679451
18:24:58,AUTO,611560.0,-35.363261550000004,149.16524405,27655.0,12.5,-6.0,51.5,4.5,-14.5,-1074.5,444.5,-15.0,-15.5,-0.023733862675726414,0.009445063769817352,0.12532829120755196,0.4461437463760376,-0.016532447189092636,-0.01613767957314849
18:24:59,AUTO,611345.0,-35.3632615,149.165245975,27437.75,10.25,-23.0,8.0,1.5,-14.25,-1050.5,-272.0,-8.0,3.25,-0.04618832655251026,0.0041224968153983355,0.11270236037671566,-0.2728509306907654,-0.009393549873493612,0.0036172567633911967
18:25:00,AUTO,611565.0,-35.3632615,149.165247,27659.5,10.0,-41.0,-51.0,-0.5,7.0,-1049.0,-22.5,-1.5,7.0,-0.029099187813699245,5.541429709410295e-05,0.10340340808033943,-0.023437537252902985,-0.002523569157347083,0.007443761453032494
18:25:01,AUTO,612082.5,-35.3632614,149.16524644999998,28177.5,9.5,-40.5,-87.0,-1.5,0.75,-1048.25,13.75,0.75,0.75,-0.015969753032550216,0.0005625433204841102,0.09986651688814163,0.01420353353023529,4.3424181058071554e-05,0.001180679362732917
18:25:02,AUTO,613520.0,-35.36326115,149.16524525,29610.5,7.5,-31.5,-141.5,-1.0,2.0,-1028.0,35.5,0.5,-1.0,0.0010638139210641384,0.002287345938384533,0.09269363433122635,0.03667858336120844,0.00021804714924655855,-0.0017608785128686577
18:25:03,AUTO,614640.0,-35.363260925,149.1652451,30730.75,4.75,-7.0,-148.75,-1.0,0.25,-1002.75,48.25,-2.5,1.25,0.04174403613433242,0.0014682339333376149,0.0919432770460844,0.049402374774217606,-0.0031635597842978314,0.0016195991265703924
18:25:04,AUTO,616515.0,-35.36326065,149.16524935,32612.0,1.0,34.0,-144.5,1.5,-10.5,-1005.0,-170.0,-13.0,-43.5,-0.03228595247492194,0.011408710852265358,0.057769618928432465,-0.16971462965011597,-0.014047079719603062,-0.043771250173449516
18:25:05,LOITER,617650.0,-35.363260525,149.16525022500002,33742.5,2.75,-17.5,-147.5,-1.5,1.75,-1004.75,12.5,-0.75,-22.75,-0.07179658859968185,0.004594398953486234,0.03257693210616708,0.013552137650549412,-0.001745064597344026,-0.023486993741244078
18:25:06,LOITER,619540.0,-35.36326,149.1652429,35636.5,-2.5,-75.5,-145.0,-7.5,16.5,-967.0,-56.5,2.0,52.5,-0.028919946402311325,0.011080903001129627,0.030405418947339058,-0.05591944232583046,0.001415809616446495,0.05224698509846348
18:25:07,LOITER,620257.5,-35.363260049999994,149.1652356,36354.75,-5.75,-73.0,-35.25,-8.0,15.75,-810.0,184.75,-21.75,16.0,0.04577665217220783,-0.005611577944364399,0.06763043906539679,0.18626282177865505,-0.023216899076942354,0.015839477069675922
18:25:08,LOITER,619220.0,-35.36325995,149.16523015,35313.5,0.0,31.5,192.5,3.5,-110.5,-918.0,-1276.0,25.0,-10.0,0.12302271276712418,0.0007769747171550989,0.062209732830524445,-1.270704746246338,0.024759826250374317,-0.010728646186180413
18:25:09,LOITER,617675.0,-35.363259825,149.16523412499998,33766.25,0.5,78.0,203.0,8.25,41.5,-1016.5,1350.75,21.75,17.75,0.07906807400286198,0.0149436816573143,0.059967064298689365,1.351322278380394,0.021570833399891853,0.01740874780807644
18:25:10,AUTO,615215.0,-35.3632597,149.16524275,31307.5,-2.5,57.0,180.0,4.0,-95.5,-1011.5,-1961.5,-19.5,1.5,-0.043047428131103516,0.01680444600060582,0.05620024912059307,-1.9604405164718628,-0.02068150881677866,0.0010832081898115575
18:25:11,AUTO,614177.5,-35.363259750000005,149.16524485,30275.5,-2.75,29.75,88.5,2.75,-59.5,-1116.75,-644.0,-8.25,-10.75,-0.001588940154761076,0.008058579755015671,0.05289679393172264,-0.6413272693753242,-0.009103967633564025,-0.011442342074587941
18:25:12,AUTO,613655.0,-35.3632599,149.16524644999998,29749.5,-1.0,17.0,0.0,2.0,22.0,-1058.0,414.5,0.5,-2.0,0.005421129695605487,0.0076952180825173855,0.04775679484009743,0.4144809693098068,-0.00025465330691076815,-0.0023221165320137516
18:25:13,AUTO,613792.5,-35.36326,149.165247525,29886.75,0.0,10.5,-35.5,1.5,-7.0,-1044.5,-40.25,-0.25,-2.5,-0.00022901715055922978,0.006783437915146351,0.045809161849319935,-0.03986174636520445,-0.0009313726623076946,-0.003414967330172658
18:25:14,AUTO,614570.0,-35.36326015,149.16524900000002,30664.5,0.5,0.5,-94.0,0.5,1.5,-1047.5,80.0,-1.5,-2.0,-0.002976885181851685,0.004942996194586158,0.04122566618025303,0.08119623269885778,-0.0023835469037294388,-0.0027826325967907906
18:25:15,AUTO,615425.0,-35.3632602,149.165249225,31520.25,1.0,-2.0,-127.5,0.0,-0.75,-1041.0,5.75,-1.0,-0.5,0.0025218705413863063,0.004091469512786716,0.03913271799683571,0.006311475764960051,-0.001356296575977467,-0.0012874968524556607
18:25:16,AUTO,617240.0,-35.36326015,149.16524995,33336.5,4.0,20.0,-148.0,0.0,-2.0,-1000.5,44.0,-6.0,2.5,0.052611665800213814,-0.001608638238394633,0.03747245855629444,0.04475908912718296,-0.006911331554874778,0.0024082285817712545
18:25:17,AUTO,618375.0,-35.3632596,149.1652529,34470.75,6.25,47.75,-145.5,1.5,-8.75,-997.5,-103.0,22.75,-55.0,0.0290545835159719,0.013776431791484356,0.01091636101318727,-0.1029272535815835,0.022167913615703583,-0.05605561849370133
18:25:18,AUTO,620265.0,-35.363259150000005,149.16525610000002,36361.0,-1.5,-14.0,-149.0,-1.0,1.5,-1002.5,42.0,-2.5,-16.0,-0.060460321605205536,0.007642672397196293,-0.04110647551715374,0.04249771125614643,-0.003264369472162798,-0.01741720177233219
18:25:19,AUTO,621420.0,-35.363259150000005,149.16525285,37515.25,-6.25,-43.5,-149.25,-5.5,9.5,-1001.5,62.75,10.0,-3.75,-0.01799885171931237,0.010669435374438763,-0.04792390577495098,0.06332918629050255,0.009648938314057887,-0.005168392730411142
18:25:20,AUTO,623365.0,-35.36326005,149.1652461,39457.0,-19.0,-18.5,-151.5,-1.0,8.5,-1000.0,31.5,-26.5,33.0,0.057488612830638885,0.016743937972933054,-0.041771404445171356,0.032173207961022854,-0.026901871780864894,0.03325682180002332
18:25:21,LOITER,624530.0,-35.3632607,149.165245225,40622.75,-5.25,11.5,-149.25,0.5,1.0,-997.5,-67.75,-6.5,27.25,0.03409244434442371,-0.02018880588002503,-0.0015693876193836331,-0.0686966422945261,-0.007423503324389458,0.026453890604898334
18:25:22,LOITER,626460.0,-35.36325945,149.16524505,42551.0,9.0,-5.5,-146.5,-5.0,-2.0,-975.0,-224.5,33.5,-12.0,-0.042353283148258924,0.015256509650498629,-0.04671807028353214,-0.22545943595468998,0.033287208527326584,-0.012936917133629322
18:25:23,LOITER,627205.0,-35.363259175,149.16524135,43301.0,-8.5,-54.75,-39.25,-5.25,11.5,-809.5,230.0,-38.25,71.25,-0.032082915771752596,0.03154799866024405,0.02190834144130349,0.2304809633642435,-0.03922124486416578,0.07064044289290905
18:25:24,LOITER,626220.0,-35.3632601,149.16523545,42316.0,-8.5,14.5,190.5,6.0,-106.0,-913.0,-1563.0,12.0,-14.0,0.12298046052455902,-0.0013203118578530848,0.023565158247947693,-1.5595659017562866,0.011452025966718793,-0.015274854376912117
18:25:25,LOITER,625195.0,-35.3632603,149.165237,41290.0,-2.5,56.5,208.0,9.5,-39.5,-991.5,531.0,22.5,-9.5,0.10762566328048706,0.0058208765694871545,0.023546683602035046,0.5359571203589439,0.021907738409936428,-0.010386110283434391
18:25:26,LOITER,624145.0,-35.3632604,149.16524034999998,40241.5,0.0,75.0,198.0,10.5,69.0,-1047.5,2001.0,8.0,0.5,0.0633338950574398,0.012349241878837347,0.02338434010744095,2.0001856684684753,0.007723068236373365,-0.0006862115114927292
18:25:27,AUTO,622000.0,-35.363260333333336,149.16524863333333,38090.666666666664,0.3333333333333333,45.333333333333336,154.66666666666666,8.0,-38.333333333333336,-1138.6666666666667,-1268.6666666666667,-11.666666666666666,2.0,-0.05504284550746282,0.015566574720044931,0.01925889713068803,-1.2714751958847046,-0.013204758210728565,0.0007163293194025755
18:25:28,AUTO,621120.0,-35.3632604,149.1652521,37216.333333333336,0.0,15.0,66.33333333333333,5.666666666666667,-6.666666666666667,-1076.3333333333333,-540.0,2.6666666666666665,0.6666666666666666,-0.041495464742183685,0.01140736136585474,0.018162173529465992,-0.5428862397869428,0.0016812049434520304,-0.0004482632502913475
18:25:29,AUTO,620760.0,-35.3632604,149.16525520000002,36857.666666666664,0.0,-13.666666666666666,-7.666666666666667,2.6666666666666665,-16.333333333333332,-1051.3333333333333,-87.0,-2.0,-3.0,-0.022768960023919742,0.0082570545685788,0.015017918621500334,-0.08583995203177135,-0.003431864626084765,-0.00406976828041176
18:25:30,AUTO,620940.0,-35.36326046666667,149.1652559,37034.0,0.0,-22.333333333333332,-43.333333333333336,0.3333333333333333,6.0,-1049.0,106.66666666666667,-3.3333333333333335,0.0,-0.01782965411742528,0.005698179515699546,0.012956159189343452,0.10666895114506285,-0.004588034314413865,-0.0007316909225968024
18:25:31,AUTO,621843.3333333334,-35.36326063333333,149.1652556,37936.666666666664,1.6666666666666667,-24.333333333333332,-103.0,-1.0,1.6666666666666667,-1047.0,1.0,0.0,1.0,-0.003094143195388218,0.002915784095724424,0.010547020162145296,0.0016338589290777843,-0.0011321079800836742,0.00044288144757350284
18:25:32,AUTO,622750.0,-35.3632607,149.1652548666667,38844.333333333336,2.0,-19.333333333333332,-135.66666666666666,-1.6666666666666667,2.6666666666666665,-1036.6666666666667,42.0,1.3333333333333333,0.6666666666666666,0.010106015096729001,0.003233688184991479,0.009133485145866871,0.04279636715849241,0.0012436113902367651,-0.00027162651531398296
18:25:33,AUTO,624610.0,-35.363260366666665,149.16525523333334,40703.666666666664,5.333333333333333,24.666666666666668,-148.0,0.0,-3.0,-997.6666666666666,28.666666666666668,5.0,-10.666666666666666,0.06927821785211563,0.0010281800544665505,0.008320290284852186,0.029722752204785746,0.00406676825756828,-0.011520335295548042
18:25:34,AUTO,625733.3333333334,-35.363259899999996,149.16525853333334,41829.333333333336,5.666666666666667,49.666666666666664,-143.66666666666666,3.6666666666666665,-10.333333333333334,-999.6666666666666,-176.66666666666666,8.0,-51.0,0.0044967487920075655,0.0164884344364206,-0.022022777547438938,-0.1765993038813273,0.00682613222549359,-0.05238707487781843
18:25:35,AUTO,627620.0,-35.3632593,149.1652597,43716.333333333336,-0.6666666666666666,-28.0,-148.0,-4.0,4.333333333333333,-1000.6666666666666,53.666666666666664,5.666666666666667,-15.333333333333334,-0.04888137678305308,0.009497580118477345,-0.0665259522696336,0.05410631497701009,0.005232848401647061,-0.01678881763170163
18:25:36,AUTO,628776.6666666666,-35.36325933333333,149.16525549999997,44869.333333333336,-8.333333333333334,-49.666666666666664,-149.33333333333334,-6.666666666666667,12.333333333333334,-1003.0,67.0,14.0,-2.6666666666666665,-0.0027587749840070805,0.01681905674437682,-0.07364438722531001,0.06794093549251556,0.013795906056960424,-0.004248196026310325
18:25:37,AUTO,630720.0,-35.36326086666667,149.16524893333334,46812.0,-24.0,-8.0,-151.0,-0.3333333333333333,8.0,-998.3333333333334,-2.3333333333333335,-66.66666666666667,73.0,0.06294312203923862,0.009417536668479443,-0.05562333141764005,-0.001987779668221871,-0.06785526452586055,0.07218887532750766
18:25:38,AUTO,631866.6666666666,-35.363261533333336,149.16524816666666,47964.333333333336,0.3333333333333333,8.0,-145.33333333333334,0.0,-0.6666666666666666,-989.6666666666666,-191.0,21.0,19.333333333333332,-0.014662890695035458,-0.03779840345184008,-0.0029948511316130557,-0.19111395875612894,0.020035268117984135,0.018207193973163765
18:25:39,AUTO,633396.6666666666,-35.36325993333333,149.16524356666667,49493.666666666664,8.0,-23.0,-79.66666666666667,-6.666666666666667,6.666666666666667,-940.6666666666666,136.0,3.3333333333333335,5.333333333333333,0.07245614255468051,0.015558676794171333,0.010957794884840647,0.13641119996706644,0.002822094907363256,0.004219672332207362
18:25:40,AUTO,633873.3333333334,-35.36325943333333,149.16524266666667,49965.333333333336,1.3333333333333333,30.333333333333332,-41.666666666666664,0.3333333333333333,-3.6666666666666665,-961.3333333333334,-45.666666666666664,4.0,0.0,0.09386489043633144,0.017375579103827477,0.008764689167340597,-0.046045503268639244,0.0034669358283281326,-0.0013321063403661053
18:25:41,AUTO,634170.0,-35.3632593,149.16524836666667,50264.0,-2.6666666666666665,64.33333333333333,-3.0,6.333333333333333,6.333333333333333,-963.6666666666666,166.33333333333334,3.0,1.6666666666666667,0.017794235919912655,0.019538423667351406,0.007238003890961409,0.16487211982409158,0.0023332046888147793,0.0003611708137517174
18:25:42,AUTO,634096.6666666666,-35.3632594,149.16525196666666,50192.666666666664,-5.333333333333333,42.0,19.333333333333332,5.333333333333333,-12.666666666666666,-983.3333333333334,172.0,-35.0,-4.666666666666667,-0.014710075842837492,0.016227587902297575,0.00689794821664691,0.17356597383817038,-0.03615466505289078,-0.006036093574948609
18:25:43,AUTO,633903.3333333334,-35.3632589,149.1652551,49998.666666666664,24.333333333333332,46.333333333333336,5.0,0.6666666666666666,7.666666666666667,-1010.0,420.6666666666667,-22.0,72.0,0.07058287411928177,-0.03936841587225596,0.007720446136469643,0.4198921596010526,-0.023660576591889065,0.07081507615900288
18:25:44,AUTO,633870.0,-35.3632559,149.16525946666667,49965.666666666664,65.0,85.66666666666667,1.0,-9.0,-43.0,-1004.6666666666666,-361.3333333333333,-38.333333333333336,819.6666666666666,0.07296702389915784,-0.08874536057313283,0.36162327229976654,-0.361861119667689,-0.03978561982512474,0.81873087088267
18:25:45,AUTO,633853.3333333334,-35.36324403333333,149.16527663333332,49946.333333333336,149.33333333333334,185.0,0.3333333333333333,-46.666666666666664,-33.0,-1003.0,-201.0,-51.0,-48.0,0.022435728460550308,-0.16680135329564413,0.943396250406901,-0.20211831852793694,-0.052827298641204834,-0.04966296876470248
18:25:46,LOITER,633836.6666666666,-35.363232,149.16529393333334,49930.666666666664,209.33333333333334,252.0,0.3333333333333333,-69.0,-38.0,-1015.3333333333334,66.66666666666667,225.33333333333334,-28.0,0.04796296978990237,-0.16651268303394318,0.8924403587977091,0.06657466913263003,0.22404933328895518,-0.030186837539076805
18:25:47,LOITER,633413.3333333334,-35.36321193333334,149.16532329999998,49506.0,94.33333333333333,130.66666666666666,116.66666666666667,-25.333333333333332,19.333333333333332,-870.6666666666666,-466.0,-167.33333333333334,-49.666666666666664,0.036082495003938675,0.2591809978087743,0.9246712128321329,-0.4712704122066498,-0.168705423672994,-0.0513182757422328
18:25:48,LOITER,632186.6666666666,-35.3632085,149.1653294,48279.666666666664,12.333333333333334,38.666666666666664,187.66666666666666,-3.6666666666666665,-106.33333333333333,-962.3333333333334,-1934.6666666666667,-145.33333333333334,-1.0,0.015395057387650013,0.10372051348288854,0.9185479084650675,-1.9333617289861043,-0.14674402276674905,-0.0027093064660827317
18:25:49,LOITER,629743.3333333334,-35.363209000000005,149.16533043333334,45835.0,-16.333333333333332,1.3333333333333333,183.0,1.6666666666666667,94.0,-1018.0,1243.3333333333333,-22.0,8.333333333333334,0.0036711042436460652,0.010251312050968409,0.914054294427236,1.2387472192446392,-0.023577500755588215,0.007282144855707884
18:25:50,LOITER,628353.3333333334,-35.363209866666665,149.1653302,44446.0,-9.0,-2.6666666666666665,174.0,1.3333333333333333,-55.333333333333336,-1000.6666666666666,-1582.6666666666667,0.6666666666666666,-8.666666666666666,-0.02170951260874669,0.0021424185251817107,0.9124642610549927,-1.5836905241012573,-0.0007291330257430673,-0.010109873566155633
18:25:51,AUTO,626116.6666666666,-35.3632104,149.1653297,42211.666666666664,-1.6666666666666667,-5.0,163.66666666666666,-0.6666666666666666,70.66666666666667,-1027.6666666666667,1751.0,-5.666666666666667,6.0,0.020761389285326004,0.0036412026189888516,0.9106504122416178,1.7502028942108154,-0.006486222535992662,0.004938948278625806
18:25:52,AUTO,625063.3333333334,-35.36321013333333,149.1653295,41156.333333333336,4.333333333333333,1.0,91.33333333333333,-4.666666666666667,62.666666666666664,-1145.3333333333333,824.0,-32.666666666666664,-4.0,0.009487275422240296,-0.021513209988673527,0.9101783235867819,0.8204303582509359,-0.03434117448826631,-0.005970756445700924
18:25:53,AUTO,624533.3333333334,-35.36320683333333,149.1653314,40627.333333333336,29.333333333333332,40.666666666666664,1.0,-15.0,-15.0,-1042.3333333333333,-325.6666666666667,-21.333333333333332,-29.666666666666668,0.02698572166264057,-0.053632946064074837,0.9004780848821005,-0.32705112049976987,-0.02291555640598138,-0.03133901519080003
18:25:54,AUTO,624596.6666666666,-35.36320276666667,149.16533553333332,40691.0,50.0,77.33333333333333,-21.666666666666668,-20.666666666666668,-6.333333333333333,-1027.3333333333333,170.66666666666666,-31.666666666666668,3.0,0.04484857122103373,-0.07454105466604233,0.8783424695332845,0.16976383328437805,-0.033264076337218285,0.001728345329562823
18:25:55,AUTO,625046.6666666666,-35.363191799999996,149.16535033333332,41141.0,105.33333333333333,158.33333333333334,-50.666666666666664,-37.333333333333336,-26.333333333333332,-1024.6666666666667,2.6666666666666665,-39.0,14.333333333333334,0.046661571909983955,-0.12164829671382904,0.878554105758667,0.0011572763323783875,-0.040693155179421105,0.013461077120155096
18:25:56,AUTO,625506.6666666666,-35.363181833333336,149.16536533333334,41601.0,152.66666666666666,215.33333333333334,-70.33333333333333,-51.0,-29.333333333333332,-1030.3333333333333,38.0,19.666666666666668,3.3333333333333335,0.04552887752652168,-0.13523044188817343,0.8769824107487997,0.03648496295015017,0.018403211298088234,0.0022568521865954003
18:25:57,AUTO,626633.3333333334,-35.36315963333333,149.1653995,42725.666666666664,210.66666666666666,274.0,-102.0,-74.33333333333333,-42.666666666666664,-1016.3333333333334,-3.3333333333333335,26.0,-7.0,0.04287449767192205,-0.10445976754029591,0.8760381738344828,-0.005635498867680629,0.02512038848362863,-0.00919847396047165
