,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
23:35:53.891,3735.0,0.5,0.5,-3.7,0.25
23:35:58.564,17360.0,0.3,0.5,-7.1,0.25
23:36:03.573,7794.0,0.5,0.4,-7.1,0.25
23:36:08.179,17603.0,0.4,0.3,-1.8,0.25
23:36:13.775,148109.0,0.2,0.2,-6.1,0.25
23:36:18.388,127237.0,0.4,0.3,-7.6,0.25
23:36:23.843,63902.0,0.5,0.4,-5.9,0.25
23:36:28.560,181980.0,0.3,0.2,-6.5,0.25
23:36:33.633,61449.0,0.4,0.7,-6.5,0.25
23:36:38.138,127086.0,0.3,0.5,-7.4,0.25
23:36:43.604,44572.0,0.3,0.7,-6.8,0.25
23:36:48.099,2360.0,0.2,1.2,-8.1,0.25
23:36:53.699,47545.0,0.7,0.2,-7.9,0.25
23:36:58.282,8115.0,0.7,0.4,-7.4,0.25
23:37:03.913,12724.0,0.9,0.4,-3.8,0.25
23:37:08.556,21311.0,0.7,0.5,-5.3,0.25
23:37:13.465,2216.0,0.3,0.7,-9.2,0.25
23:37:17.851,17025.0,0.2,0.3,-9.4,0.25
23:37:22.416,24086.0,0.7,0.2,-3.3,0.25
23:37:27.917,51343.0,0.4,0.7,-7.6,0.25
23:37:32.439,31779.0,0.3,0.5,-8.5,0.25
23:37:37.927,51420.0,0.9,0.4,-8.7,0.25
23:37:42.438,43876.0,0.5,0.7,-9.4,0.25
23:37:48.008,113830.0,0.2,0.5,-6.2,0.25
23:37:53.638,1764.0,0.2,0.7,-4.1,0.25
23:37:58.335,40308.0,0.4,0.2,-2.4,0.25
23:38:03.986,25623.0,0.5,0.3,-7.4,0.25
23:38:08.675,56690.0,0.5,0.4,-3.2,0.25
23:38:13.692,55241.0,0.5,0.5,-9.4,0.25
23:38:18.392,9101.0,0.5,0.7,-7.6,0.25
23:38:24.020,92080.0,0.2,0.5,-5.9,0.25
23:38:29.603,5570.0,0.2,0.7,3.6,0.25
23:38:34.789,115324.0,0.4,0.3,-1.1,0.25
23:38:39.478,28167.0,0.2,0.2,-6.1,0.25
