time_stamp,RTL_ALT,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
23:35:51,1500.0,AUTO,0.0,1.5,-1000.0,0.5,0.5,0.5,-0.0010936613543890417,0.001017871662043035,0.022116378881037235,0.00024524726904928684,0.0002584112517070025,0.0014472687616944313,-35.3632622,149.1652375,2.0,-1.0,0.5,0.0
23:35:53,2617.5,AUTO,0.0,1.5,-1000.0,0.5,0.5,0.0,-0.0007650922634638846,0.0014035667991265655,0.021734148263931274,0.0003541761252563447,0.00022852729307487607,0.0014426222769543529,-35.3632621,149.1652375,3.0,0.0,0.0,0.0
23:35:55,3735.0,AUTO,0.0,0.0,-1118.0,-5.5,4.5,1.5,0.0020597761613316834,0.0007778371218591928,0.021431531757116318,-0.0062781337182968855,0.004369135829620063,0.002527435077354312,-35.3632621,149.1652375,316.5,0.0,0.5,-87.0
23:35:57,3735.0,AUTO,1.5,-9.5,-991.5,-78.5,61.5,-76.0,0.0507564190775156,0.0024363663978874683,-0.01963798375800252,-0.0794333228841424,0.061056517995893955,-0.0765372384339571,-35.3632615,149.16524045,3139.0,8.5,48.0,-146.5
23:35:58,17360.0,AUTO,5.25,-2.75,-1003.5,-29.75,-76.5,11.5,-0.0538341524079442,0.01429992719204165,-0.10799871943891048,-0.030905642779543996,-0.07782971113920212,0.011836971854791045,-35.363261550000004,149.165245925,5031.0,-16.75,16.75,-149.0
23:35:59,17360.0,AUTO,0.0,4.0,-1001.0,45.5,-8.0,36.0,-0.05725656449794769,-0.040078919380903244,-0.06516702473163605,0.045535147190093994,-0.008486822247505188,0.03689243085682392,-35.363262500000005,149.16524575,6184.5,-4.5,-28.5,-149.5
23:36:01,17360.0,AUTO,-8.0,7.5,-1002.5,40.0,40.5,-26.5,0.03963411785662174,0.018332028295844793,-0.07968177273869514,0.039869144558906555,0.03989613242447376,-0.026877149008214474,-35.3632604,149.16523465,9284.0,11.0,-35.5,-152.5
23:36:03,7794.0,AUTO,8.0,-2.5,-1004.5,-34.0,-23.0,6.5,-0.015801693312823772,-0.011171099729835987,-0.09178394824266434,-0.03535956609994173,-0.023921853862702847,0.006816923072619829,-35.363262500000005,149.1652363,12378.5,-19.5,29.0,-150.5
23:36:05,7794.0,AUTO,-3.0,0.0,-1000.0,18.5,16.0,-28.0,0.0005191857926547527,-0.0031232210458256304,-0.1401839554309845,0.01815837435424328,0.015485070180147886,-0.02830665186047554,-35.3632628,149.16523705,15487.0,8.5,-11.0,-152.0
23:36:07,7794.0,AUTO,0.0,0.0,-1000.0,-2.0,-1.0,-9.5,0.009585211053490639,0.009102963376790285,-0.17679452896118164,-0.003328117309138179,-0.0018350393511354923,-0.009957131464034319,-35.363261449999996,149.16523545,18605.0,-0.5,3.0,-152.0
23:36:08,17603.0,AUTO,0.25,-0.5,-1000.0,-2.75,-1.25,-13.5,0.00288842327427119,0.004797237226739526,-0.19105158373713493,-0.0037970904959365726,-0.002619566803332418,-0.013745522126555443,-35.363261425,149.165235875,20550.75,-3.0,6.75,-152.0
23:36:09,17603.0,AUTO,0.5,0.0,-1000.0,0.0,0.5,-19.5,0.0007089875289238989,0.003384143579751253,-0.2032964825630188,-0.0003532174741849303,0.00012616391177289188,-0.019626430235803127,-35.3632615,149.16523625000002,21721.0,-3.0,5.5,-152.5
23:36:11,17603.0,AUTO,0.0,0.0,-1000.0,1.0,1.5,-20.5,0.001782620558515191,0.0022967859404161572,-0.24258849769830704,0.0010722141014412045,0.0014488089946098626,-0.020610224455595016,-35.36326175,149.1652367,24834.0,-2.0,2.0,-153.0
23:36:13,148109.0,AUTO,0.5,0.0,-999.0,-6.5,0.0,23.5,0.010505138896405697,0.0015450783539563417,-0.22461435943841934,-0.007505255751311779,-0.000696079179761,0.02451335173100233,-35.363262250000005,149.1652365,27943.0,-3.0,6.0,-152.0
23:36:15,148109.0,AUTO,0.0,-0.3333333333333333,-1000.3333333333334,0.3333333333333333,0.0,17.666666666666668,-0.0013087952975183725,0.0017672728669519226,-0.18354187409083048,2.098294983928402e-05,-0.0010640134763283033,0.01874285563826561,-35.3632623,149.1652378,31007.666666666668,0.0,6.0,-152.0
23:36:17,148109.0,AUTO,0.0,0.0,-1000.0,4.0,1.5,13.5,0.0009861881262622774,0.0009792587661650032,-0.15213843435049057,0.0034446343779563904,0.000710123626049608,0.014504822436720133,-35.3632623,149.165238,34151.5,0.0,0.0,-153.0
23:36:18,127237.0,AUTO,0.0,0.0,-1000.3333333333334,1.3333333333333333,1.3333333333333333,9.666666666666666,0.001338165990697841,0.000934574578423053,-0.13739290336767832,0.0005869472321743766,0.0009115217253565788,0.010360167051355043,-35.3632622,149.1652379,36054.333333333336,0.0,0.0,-152.0
23:36:19,127237.0,AUTO,0.0,0.0,-1000.3333333333334,3.3333333333333335,1.3333333333333333,11.0,0.001968804281204939,0.0010057221127984424,-0.12942695120970407,0.002613537789632877,0.0006594760343432426,0.011531696965297064,-35.3632622,149.16523776666668,37221.666666666664,0.0,0.0,-152.0
