,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
06:18:01.044,26310.0,0.7,0.6,-5.0,0.25
06:18:05.070,200880.0,1.0,1.7,2.5,0.25
06:18:09.095,300000.0,0.8,0.7,-3.1,0.25
06:18:13.124,200.0,0.2,0.0,-8.9,0.25
06:18:17.135,200.0,1.1,1.3,10.1,0.25
06:18:21.157,118454.0,0.5,0.0,-10.0,0.25
06:18:25.181,162384.0,0.0,0.0,-3.9,0.25
06:18:29.197,107530.0,1.1,2.0,10.1,0.25
06:18:33.213,65813.0,0.2,0.0,10.1,0.25
06:18:37.243,300000.0,0.0,0.8,-10.0,0.25
06:18:41.260,135930.0,0.5,0.0,9.8,0.25
06:18:45.284,162754.0,0.2,0.0,-7.0,0.25
06:18:49.296,200.0,0.5,0.9,7.3,0.25
06:18:53.318,156280.0,0.4,0.5,8.7,0.25
06:18:57.338,140880.0,0.6,1.4,6.4,0.25
06:19:01.350,16596.0,1.1,0.6,-8.1,0.25
06:19:05.372,63204.0,0.4,2.0,10.1,0.25
06:19:09.396,203490.0,1.1,2.0,-4.3,0.25
06:19:13.411,67103.0,0.1,1.6,10.1,0.25
06:19:17.440,300000.0,0.3,2.0,9.4,0.25
06:19:21.463,237686.0,0.2,1.3,-0.7,0.25
06:19:25.490,300000.0,0.7,2.0,-6.5,0.25
06:19:29.515,252165.0,0.6,1.6,-10.0,0.25
06:19:33.034,97423.0,1.1,0.8,5.5,0.25
06:19:37.063,51256.0,1.1,2.0,-4.1,0.25
06:19:41.090,275226.0,0.4,2.0,8.9,0.25
06:19:45.119,300000.0,0.8,0.4,-10.0,0.25
06:19:49.147,186140.0,1.1,0.7,-1.0,0.25
06:19:53.170,132529.0,1.1,0.8,-10.0,0.25
06:19:57.198,291502.0,1.0,2.0,10.1,0.25
06:20:01.212,40686.0,1.1,1.2,-1.0,0.25
06:20:05.227,200.0,0.7,0.6,4.5,0.25
06:20:09.261,300000.0,1.1,1.6,-7.3,0.25
06:20:13.279,103187.0,0.0,1.6,-4.5,0.25
06:20:17.303,175253.0,0.8,0.0,5.0,0.25
06:20:21.333,137302.0,0.0,2.0,9.0,0.25
06:20:25.348,12582.0,0.6,0.0,-10.0,0.25
06:20:29.367,103255.0,0.3,1.0,4.8,0.25
06:20:33.388,191574.0,0.4,1.1,0.9,0.25
06:20:37.399,200.0,0.8,0.8,-10.0,0.25
06:20:41.421,73602.0,1.0,0.6,4.8,0.25
06:20:45.452,300000.0,0.5,2.0,6.0,0.25
06:20:49.484,300000.0,1.1,0.8,-5.8,0.25
06:20:53.499,200.0,0.6,0.3,-4.7,0.25
06:20:57.013,34122.0,0.9,1.7,5.5,0.25
06:21:01.040,181943.0,0.7,2.0,10.1,0.25
06:21:05.066,230185.0,0.2,2.0,4.9,0.25
06:21:09.084,200.0,0.5,1.3,-10.0,0.25
06:21:13.114,281661.0,0.0,1.3,2.3,0.25
06:21:17.128,200.0,0.0,0.0,4.6,0.25
06:21:21.163,300000.0,0.1,0.0,10.1,0.25
06:21:25.178,200.0,0.0,1.3,-8.8,0.25
06:21:29.203,193914.0,1.1,2.0,-4.1,0.25
06:21:33.215,200.0,0.2,1.2,-10.0,0.25
06:21:37.246,300000.0,0.0,1.1,8.7,0.25
06:21:41.262,200.0,0.4,2.0,-10.0,0.25
06:21:45.287,263621.0,0.8,1.0,0.3,0.25
06:21:49.304,42985.0,0.5,0.8,2.3,0.25
06:21:53.325,118129.0,0.0,1.1,10.1,0.25
06:21:57.358,300000.0,0.5,0.1,-1.5,0.25
06:22:01.378,120449.0,0.7,1.7,9.3,0.25
06:22:05.409,300000.0,0.0,1.3,4.3,0.25
06:22:09.429,69635.0,1.1,0.8,-5.2,0.25
06:22:13.451,42022.0,0.5,0.0,-10.0,0.25
06:22:17.477,215729.0,1.1,1.4,-3.9,0.25
06:22:21.502,201104.0,0.7,1.7,4.0,0.25
06:22:25.040,281688.0,0.0,0.7,-1.3,0.25
06:22:29.071,265582.0,0.6,1.4,0.1,0.25
06:22:33.102,300000.0,0.1,0.0,4.6,0.25
06:22:37.119,45919.0,0.8,1.7,1.0,0.25
06:22:41.151,101025.0,0.0,0.8,8.1,0.25
06:22:45.168,57266.0,1.1,0.0,10.1,0.25
06:22:49.197,297008.0,0.9,1.3,-10.0,0.25
06:22:53.234,186781.0,1.1,0.0,-6.7,0.25
06:22:57.253,200.0,0.3,1.2,10.1,0.25
06:23:01.275,150045.0,0.0,0.0,-8.8,0.25
06:23:05.297,127498.0,0.8,0.0,3.5,0.25
06:23:09.326,161728.0,0.5,2.0,-10.0,0.25
06:23:13.344,200.0,0.4,1.6,-2.1,0.25
06:23:17.376,300000.0,0.5,1.2,-10.0,0.25
06:23:21.401,159881.0,0.0,1.3,-10.0,0.25
06:23:25.426,195294.0,0.7,0.0,-7.1,0.25
06:23:29.449,89878.0,0.6,0.4,1.6,0.25
06:23:33.481,300000.0,0.4,0.6,-10.0,0.25
06:23:37.512,300000.0,0.0,0.6,-4.0,0.25
06:23:41.028,200.0,0.5,2.0,7.7,0.25
06:23:45.075,294568.0,0.8,0.2,-4.5,0.25
06:23:49.093,49348.0,0.0,1.7,6.1,0.25
06:23:53.123,280887.0,0.0,2.0,-6.6,0.25
06:23:57.154,276510.0,0.7,0.0,9.2,0.25
06:24:01.170,200.0,0.0,2.0,10.1,0.25
06:24:05.189,57377.0,0.4,1.8,10.1,0.25
06:24:09.207,53597.0,0.8,1.8,-10.0,0.25
06:24:13.227,70072.0,1.1,1.4,7.1,0.25
