time_stamp,MODE_LAND,relative_alt,vx,vy,vz
11:45:48.410,0,0,0,-1,-2
11:45:48.612,0,0,-1,0,-2
11:45:48.813,0,0,-1,0,-2
11:45:49.015,0,0,-1,0,-2
11:45:49.220,0,0,-1,0,-2
11:45:49.424,0,0,-1,0,-2
11:45:49.625,0,0,-1,0,-2
11:45:49.827,0,0,-1,0,-2
11:45:50.030,0,0,-1,0,-2
11:45:50.233,0,0,-1,0,-2
11:45:50.436,0,0,-1,0,-2
11:45:50.640,0,0,-2,1,-2
11:45:50.842,0,3,-2,0,-4
11:45:51.045,0,3,-2,0,-4
11:45:51.249,0,3,-2,0,-4
11:45:51.452,0,3,-2,0,-4
11:45:51.655,0,3,-2,0,-4
11:45:51.857,0,3,-2,0,-4
11:45:52.061,0,3,-2,0,-4
11:45:52.264,0,3,-2,0,-4
11:45:52.466,0,17,-1,0,-3
11:45:52.670,0,22,0,0,-2
11:45:52.871,0,22,0,0,-2
11:45:53.075,0,22,0,0,-2
11:45:53.278,0,22,0,0,-2
11:45:53.481,0,22,0,0,-2
11:45:53.684,0,22,0,0,-2
11:45:53.887,0,22,0,0,-2
11:45:54.088,0,22,0,0,-2
11:45:54.291,0,22,0,0,-2
11:45:54.493,0,23,0,0,-2
11:45:54.695,0,23,0,1,-1
11:45:54.897,0,34,0,1,-18
11:45:55.098,0,34,0,1,-18
11:45:55.300,0,34,0,1,-18
11:45:55.502,0,34,0,1,-18
11:45:55.703,0,34,0,1,-18
11:45:55.905,0,34,0,1,-18
11:45:56.108,0,34,0,1,-18
11:45:56.310,0,34,0,1,-18
11:45:56.514,0,845,2,3,-132
11:45:56.717,0,2327,9,28,-148
11:45:56.919,0,2327,9,28,-148
11:45:57.120,0,2327,9,28,-148
11:45:57.323,0,2327,9,28,-148
11:45:57.525,0,2327,9,28,-148
11:45:57.727,0,2327,9,28,-148
11:45:57.928,0,2327,9,28,-148
11:45:58.130,0,2327,9,28,-148
11:45:58.331,0,2327,9,28,-148
11:45:58.533,0,4225,35,96,-143
11:45:58.735,0,5323,61,137,-137
11:45:58.937,0,5323,61,137,-137
11:45:59.140,0,5323,61,137,-137
11:45:59.341,0,5323,61,137,-137
11:45:59.543,0,5323,61,137,-137
11:45:59.745,0,5323,61,137,-137
11:45:59.948,0,5323,61,137,-137
11:46:00.150,0,5323,61,137,-137
11:46:00.351,0,6274,57,136,-146
11:46:00.553,0,7836,35,66,-155
11:46:00.755,0,8234,26,36,-154
11:46:00.956,0,8234,26,36,-154
11:46:01.159,0,8234,26,36,-154
11:46:01.362,0,8234,26,36,-154
11:46:01.565,0,8234,26,36,-154
11:46:01.766,0,8234,26,36,-154
11:46:01.970,0,8234,26,36,-154
11:46:02.174,0,8234,26,36,-154
11:46:02.377,0,8234,26,36,-154
11:46:02.582,0,10536,-44,-95,-145
11:46:02.783,0,11287,-65,-97,-147
11:46:02.989,0,11287,-65,-97,-147
11:46:03.192,0,11287,-65,-97,-147
11:46:03.394,0,11287,-65,-97,-147
11:46:03.596,0,11287,-65,-97,-147
11:46:03.797,0,11287,-65,-97,-147
11:46:03.999,0,11287,-65,-97,-147
11:46:04.201,0,11287,-65,-97,-147
11:46:04.403,0,11287,-65,-97,-147
11:46:04.604,0,14011,-69,29,-152
11:46:04.806,0,14403,-46,46,-152
11:46:05.010,0,14403,-46,46,-152
11:46:05.219,0,14403,-46,46,-152
11:46:05.422,0,14403,-46,46,-152
11:46:05.626,0,14403,-46,46,-152
11:46:05.828,0,14403,-46,46,-152
11:46:06.030,0,14403,-46,46,-152
11:46:06.232,0,14403,-46,46,-152
11:46:06.433,0,16607,163,79,-130
11:46:06.636,0,16945,185,72,-132
11:46:06.837,0,17287,200,65,-134
11:46:07.038,0,17287,200,65,-134
11:46:07.242,0,17287,200,65,-134
11:46:07.444,0,17287,200,65,-134
11:46:07.645,0,17287,200,65,-134
11:46:07.847,0,17287,200,65,-134
11:46:08.050,0,17287,200,65,-134
11:46:08.252,0,17287,200,65,-134
11:46:08.453,0,19119,194,25,-154
11:46:08.656,0,20345,125,11,-163
11:46:08.860,0,20345,125,11,-163
11:46:09.063,0,20345,125,11,-163
11:46:09.265,0,20345,125,11,-163
11:46:09.469,0,20345,125,11,-163
11:46:09.673,0,20345,125,11,-163
11:46:09.876,0,20345,125,11,-163
11:46:10.080,0,20345,125,11,-163
11:46:10.283,0,20345,125,11,-163
11:46:10.484,0,22391,-31,30,-152
11:46:10.686,0,23508,-103,55,-141
11:46:10.887,0,23508,-103,55,-141
11:46:11.089,0,23508,-103,55,-141
11:46:11.295,0,23508,-103,55,-141
11:46:11.496,0,23508,-103,55,-141
11:46:11.698,0,23508,-103,55,-141
11:46:11.899,0,23508,-103,55,-141
11:46:12.104,0,23508,-103,55,-141
11:46:12.307,0,23508,-103,55,-141
11:46:12.510,0,25339,-141,-15,-141
11:46:12.712,0,26408,-152,-100,-140
11:46:12.914,0,26408,-152,-100,-140
11:46:13.116,0,26408,-152,-100,-140
11:46:13.318,0,26408,-152,-100,-140
11:46:13.519,0,26408,-152,-100,-140
11:46:13.721,0,26408,-152,-100,-140
11:46:13.922,0,26408,-152,-100,-140
11:46:14.124,0,26408,-152,-100,-140
11:46:14.327,0,26408,-152,-100,-140
11:46:14.529,0,29109,-77,-75,-162
11:46:14.731,0,29524,-59,-50,-162
11:46:14.934,0,29524,-59,-50,-162
11:46:15.135,0,29524,-59,-50,-162
11:46:15.337,0,29524,-59,-50,-162
11:46:15.540,0,29524,-59,-50,-162
11:46:15.745,0,29524,-59,-50,-162
11:46:15.947,0,29524,-59,-50,-162
11:46:16.149,0,29524,-59,-50,-162
11:46:16.351,0,30742,2,38,-153
11:46:16.554,0,32177,104,104,-131
11:46:16.756,0,32524,110,89,-140
