,A.AUTO1
14:50:05.609,-1
14:50:05.810,-1
14:50:06.012,-1
14:50:06.214,-1
14:50:06.415,-1
14:50:06.616,-1
14:50:06.817,-1
14:50:07.018,-1
14:50:07.219,-1
14:50:07.422,-1
14:50:07.624,-1
14:50:07.825,-1
14:50:08.027,-1
14:50:08.228,-1
14:50:08.430,-1
14:50:08.631,-1
14:50:08.832,-1
14:50:09.032,-1
14:50:09.233,-1
14:50:09.435,-1
14:50:09.636,-1
14:50:09.837,-1
14:50:10.039,-1
14:50:10.241,-1
14:50:10.442,-1
14:50:10.643,-1
14:50:10.844,-1
14:50:11.045,-1
14:50:11.246,-1
14:50:11.447,-1
14:50:11.648,-1
14:50:11.849,-1
14:50:12.052,-1
14:50:12.253,-1
14:50:12.454,-1
14:50:12.655,-1
14:50:12.856,-1
14:50:13.057,-1
14:50:13.258,-1
14:50:13.459,-1
14:50:13.659,-1
14:50:13.860,-1
14:50:14.062,-1
14:50:14.265,-1
14:50:14.465,-1
14:50:14.668,-1
14:50:14.869,-1
14:50:15.070,-1
14:50:15.271,-1
14:50:15.472,-1
14:50:15.674,-1
14:50:15.876,-1
14:50:16.077,-1
14:50:16.278,-1
14:50:16.479,-1
14:50:16.681,-1
14:50:16.882,-1
14:50:17.083,-1
14:50:17.284,-1
14:50:17.485,-1
14:50:17.688,-1
14:50:17.889,-1
14:50:18.090,-1
14:50:18.292,-1
14:50:18.493,-1
14:50:18.694,-1
14:50:18.895,-1
14:50:19.096,-1
14:50:19.297,-1
14:50:19.498,-1
14:50:19.699,-1
14:50:19.900,-1
14:50:20.102,-1
14:50:20.303,-1
14:50:20.504,-1
14:50:20.704,-1
14:50:20.905,-1
14:50:21.106,-1
14:50:21.307,-1
14:50:21.508,-1
14:50:21.709,-1
14:50:21.910,-1
14:50:22.111,-1
14:50:22.313,-1
14:50:22.514,-1
14:50:22.715,-1
14:50:22.916,-1
14:50:23.117,-1
14:50:23.318,-1
14:50:23.519,-1
14:50:23.720,-1
14:50:23.922,-1
14:50:24.125,-1
14:50:24.328,-1
14:50:24.530,-1
14:50:24.731,-1
14:50:24.931,-1
14:50:25.133,-1
14:50:25.334,-1
14:50:25.535,-1
14:50:25.736,-1
14:50:25.938,-1
14:50:26.140,-1
14:50:26.342,-1
14:50:26.544,-1
14:50:26.745,-1
14:50:26.946,-1
14:50:27.147,-1
14:50:27.348,-1
14:50:27.549,-1
14:50:27.750,-1
14:50:27.952,-1
14:50:28.154,-1
14:50:28.356,-1
14:50:28.557,-1
14:50:28.758,-1
14:50:28.959,-1
14:50:29.160,-1
14:50:29.361,-1
14:50:29.562,-1
14:50:29.762,-1
14:50:29.964,-1
14:50:30.166,-1
14:50:30.367,-1
14:50:30.568,-1
14:50:30.769,-1
14:50:30.970,-1
14:50:31.171,-1
14:50:31.373,-1
14:50:31.574,-1
14:50:31.781,-1
14:50:31.983,-1
14:50:32.184,-1
14:50:32.386,-1
14:50:32.587,-1
14:50:32.788,-1
14:50:32.989,-1
14:50:33.191,-1
14:50:33.392,-1
14:50:33.593,-1
14:50:33.795,-1
14:50:33.996,-1
14:50:34.198,-1
14:50:34.399,-1
14:50:34.600,-1
14:50:34.801,-1
14:50:35.002,-1
14:50:35.202,-1
14:50:35.403,-1
14:50:35.604,-1
14:50:35.806,-1
14:50:36.007,-1
14:50:36.209,-1
14:50:36.410,-1
14:50:36.611,-1
14:50:36.812,-1
14:50:37.013,-1
14:50:37.214,-1
14:50:37.415,-1
14:50:37.616,-1
14:50:37.818,-1
14:50:38.019,-1
14:50:38.220,-1
14:50:38.422,-1
14:50:38.623,-1
14:50:38.824,-1
14:50:39.025,-1
14:50:39.226,-1
14:50:39.428,-1
14:50:39.629,-1
14:50:39.830,-1
14:50:40.031,-1
14:50:40.234,-1
14:50:40.435,-1
14:50:40.636,-1
14:50:40.837,-1
14:50:41.038,-1
14:50:41.238,-1
14:50:41.439,-1
14:50:41.640,-1
14:50:41.842,-1
14:50:42.043,-1
14:50:42.244,-1
14:50:42.445,-1
14:50:42.646,-1
14:50:42.847,-1
14:50:43.048,-1
14:50:43.249,-1
14:50:43.450,-1
14:50:43.651,-1
14:50:43.853,-1
14:50:44.055,-1
14:50:44.256,-1
14:50:44.457,-1
14:50:44.658,-1
14:50:44.860,-1
14:50:45.504,-1
14:50:45.705,-1
14:50:45.906,-1
14:50:46.107,-1
14:50:46.308,-1
14:50:46.509,-1
14:50:46.710,-1
14:50:46.911,-1
14:50:47.112,-1
14:50:47.313,-1
14:50:47.513,-1
14:50:47.715,-1
14:50:47.915,-1
14:50:48.117,-1
14:50:48.318,-1
14:50:48.520,-1
14:50:48.721,-1
14:50:48.922,-1
14:50:49.123,-1
14:50:49.324,-1
14:50:49.525,-1
14:50:49.727,-1
14:50:49.928,-1
14:50:50.129,-1
14:50:50.330,-1
14:50:50.531,-1
14:50:50.732,-1
14:50:50.933,-1
14:50:51.134,-1
14:50:51.335,-1
14:50:51.536,-1
14:50:51.737,-1
14:50:51.938,-1
14:50:52.140,-1
14:50:52.343,-1
14:50:52.544,-1
14:50:52.745,-1
14:50:52.947,-1
14:50:53.147,-1
14:50:53.348,-1
14:50:53.549,-1
14:50:53.750,-1
14:50:53.951,-1
14:50:54.156,-1
14:50:54.358,-1
14:50:54.559,-1
14:50:54.760,-1
14:50:54.961,-1
14:50:55.162,-1
14:50:55.364,-1
14:50:55.565,-1
14:50:55.766,-1
14:50:55.967,-1
14:50:56.168,-1
14:50:56.370,-1
14:50:56.572,-1
14:50:56.774,-1
14:50:56.976,-1
14:50:57.177,-1
14:50:57.380,-1
14:50:57.581,-1
14:50:57.783,-1
14:50:57.984,-1
14:50:58.186,-1
14:50:58.388,-1
14:50:58.591,-1
14:50:58.793,-1
14:50:58.995,-1
14:50:59.196,-1
14:50:59.398,-1
14:50:59.600,-1
14:50:59.802,-1
14:51:00.004,-1
14:51:00.206,-1
14:51:00.407,-1
14:51:00.609,-1
14:51:00.811,-1
14:51:01.013,-1
14:51:01.216,-1
14:51:01.418,-1
14:51:01.619,-1
14:51:01.821,-1
14:51:02.024,-1
14:51:02.227,-1
14:51:02.428,-1
14:51:02.631,-1
14:51:02.833,-1
14:51:03.035,-1
14:51:03.238,-1
14:51:03.440,-1
14:51:03.643,-1
14:51:03.846,-1
14:51:04.047,-1
14:51:04.249,-1
14:51:04.451,-1
14:51:04.653,-1
14:51:04.854,-1
14:51:05.055,-1
14:51:05.256,-1
14:51:05.458,-1
14:51:05.659,-1
14:51:05.860,-1
14:51:06.062,-1
14:51:06.264,-1
14:51:06.465,-1
14:51:06.668,-1
14:51:06.871,-1
14:51:07.074,-1
14:51:07.277,-1
14:51:07.479,-1
14:51:07.680,-1
14:51:07.881,-1
14:51:08.083,-1
14:51:08.285,-1
14:51:08.488,-1
14:51:08.692,-1
14:51:08.893,-1
14:51:09.096,-1
14:51:09.297,-1
14:51:09.499,-1
14:51:09.700,-1
14:51:09.905,-1
14:51:10.106,-1
14:51:10.307,-1
14:51:10.509,-1
14:51:10.710,-1
14:51:10.912,-1
14:51:11.114,-1
14:51:11.315,-1
14:51:11.516,-1
14:51:11.718,-1
14:51:11.919,-1
14:51:12.120,-1
14:51:12.322,-1
14:51:12.523,-1
14:51:12.726,-1
14:51:12.929,-1
14:51:13.131,-1
14:51:13.332,-1
14:51:13.534,-1
14:51:13.735,-1
14:51:13.937,-1
14:51:14.138,-1
14:51:14.340,-1
14:51:14.544,-1
14:51:14.746,-1
14:51:14.948,-1
14:51:15.150,-1
14:51:15.351,-1
14:51:15.553,-1
14:51:15.754,-1
14:51:15.955,-1
14:51:16.157,-1
14:51:16.360,-1
14:51:16.562,-1
14:51:16.765,-1
14:51:16.967,-1
14:51:17.168,-1
14:51:17.369,-1
14:51:17.570,-1
14:51:17.772,-1
14:51:17.973,-1
14:51:18.176,-1
14:51:18.379,-1
14:51:18.580,-1
14:51:18.782,-1
14:51:18.985,-1
14:51:19.187,-1
14:51:19.389,-1
14:51:19.590,-1
14:51:19.792,-1
14:51:19.993,-1
14:51:20.195,-1
14:51:20.397,-1
14:51:20.599,-1
14:51:20.800,-1
14:51:21.002,-1
14:51:21.203,-1
14:51:21.404,-1
14:51:21.605,-1
14:51:21.811,-1
14:51:22.012,-1
14:51:22.213,-1
14:51:22.415,-1
14:51:22.616,-1
14:51:22.819,-1
14:51:23.020,-1
14:51:23.222,-1
14:51:23.423,-1
14:51:23.624,-1
14:51:23.827,-1
14:51:24.028,-1
14:51:24.231,-1
14:51:24.433,-1
14:51:24.636,-1
14:51:24.839,-1
14:51:25.041,-1
14:51:25.244,-1
14:51:25.445,-1
14:51:25.646,-1
14:51:25.848,-1
14:51:26.050,-1
14:51:26.251,-1
14:51:26.453,-1
14:51:26.654,-1
14:51:26.856,-1
14:51:27.057,-1
14:51:27.258,-1
14:51:27.459,-1
14:51:27.661,-1
14:51:27.862,-1
14:51:28.063,-1
14:51:28.265,-1
14:51:28.466,-1
14:51:28.667,-1
14:51:28.868,-1
14:51:29.069,-1
14:51:29.271,-1
14:51:29.472,-1
14:51:29.674,-1
14:51:29.875,-1
14:51:30.076,-1
14:51:30.278,-1
14:51:30.481,-1
14:51:30.683,-1
14:51:30.886,-1
14:51:31.087,-1
14:51:31.288,-1
14:51:31.490,-1
14:51:31.691,-1
14:51:31.892,-1
14:51:32.094,-1
14:51:32.295,-1
14:51:32.499,-1
14:51:32.701,-1
14:51:32.903,-1
14:51:33.106,-1
14:51:33.307,-1
14:51:33.508,-1
14:51:33.710,-1
14:51:33.911,-1
14:51:34.112,-1
14:51:34.313,-1
14:51:34.517,-1
14:51:34.718,-1
14:51:34.921,-1
14:51:35.123,-1
14:51:35.325,-1
14:51:35.526,-1
14:51:35.730,-1
14:51:35.931,-1
14:51:36.133,-1
14:51:36.334,-1
14:51:36.536,-1
14:51:36.739,-1
14:51:36.942,-1
14:51:37.144,-1
14:51:37.346,-1
14:51:37.547,-1
14:51:37.749,-1
14:51:37.950,-1
14:51:38.154,-1
14:51:38.356,-1
14:51:38.558,-1
14:51:38.761,-1
14:51:38.964,-1
14:51:39.166,-1
14:51:39.367,-1
14:51:39.569,-1
14:51:39.770,-1
14:51:39.972,-1
14:51:40.174,-1
14:51:40.375,-1
14:51:40.578,-1
14:51:40.779,-1
14:51:40.981,-1
14:51:41.184,-1
14:51:41.385,-1
14:51:41.586,-1
14:51:41.787,-1
14:51:41.988,-1
14:51:42.191,-1
14:51:42.392,-1
14:51:42.595,-1
14:51:42.796,-1
14:51:42.998,-1
14:51:43.199,-1
14:51:43.400,-1
14:51:43.601,-1
14:51:43.803,-1
14:51:44.004,-1
14:51:44.207,-1
14:51:44.409,-1
14:51:44.611,-1
14:51:44.813,-1
14:51:45.015,-1
14:51:45.216,-1
14:51:45.417,-1
14:51:45.618,-1
14:51:45.819,-1
14:51:46.022,-1
14:51:46.222,-1
14:51:46.424,-1
14:51:46.627,-1
14:51:46.829,-1
14:51:47.030,-1
14:51:47.231,-1
14:51:47.433,-1
14:51:47.634,-1
14:51:47.836,-1
14:51:48.037,-1
14:51:48.239,-1
14:51:48.441,-1
14:51:48.643,-1
14:51:48.844,-1
14:51:49.046,-1
14:51:49.247,-1
14:51:49.448,-1
14:51:49.649,-1
14:51:49.851,-1
14:51:50.052,-1
14:51:50.255,-1
14:51:50.456,-1
14:51:50.657,-1
14:51:50.859,-1
14:51:51.060,-1
14:51:51.261,-1
14:51:51.462,-1
14:51:51.663,-1
14:51:51.865,-1
14:51:52.066,-1
14:51:52.267,-1
14:51:52.468,-1
14:51:52.669,-1
14:51:52.871,-1
14:51:53.072,-1
14:51:53.273,-1
14:51:53.474,-1
14:51:53.675,-1
14:51:53.876,-1
14:51:54.078,-1
14:51:54.279,-1
14:51:54.481,-1
14:51:54.682,-1
14:51:54.884,-1
14:51:55.085,-1
14:51:55.287,-1
14:51:55.488,-1
14:51:55.689,-1
14:51:55.891,-1
14:51:56.092,-1
14:51:56.294,-1
14:51:56.497,-1
14:51:56.699,-1
14:51:56.901,-1
14:51:57.103,-1
14:51:57.307,-1
14:51:57.509,-1
14:51:57.710,-1
14:51:57.912,-1
14:51:58.113,-1
14:51:58.315,-1
14:51:58.518,-1
14:51:58.720,-1
14:51:58.921,-1
14:51:59.124,-1
14:51:59.326,-1
14:51:59.527,-1
14:51:59.729,-1
14:51:59.930,-1
14:52:00.131,-1
