time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,MODE,RTL_ALT
15:57:52,-0.08815696090459824,0.08613777533173561,2.009640097618103,0.00843331590294838,0.013267215574160218,-0.026346304453909397,1500.0,-1.0,0.0,-1000.5,8.5,14.0,-26.0,-35.36327325,149.16524805,25912.5,18.5,0.5,-153.0,AUTO,1500.0
15:57:54,0.06919311173260212,0.024298484437167645,1.9139750003814697,0.1035790927708149,-0.10322107747197151,-0.36969801783561707,1413.0,17.0,21.5,-991.0,103.0,-102.0,-369.5,-35.3632588,149.16523784999998,28925.0,78.0,-100.5,-146.5,AUTO,1500.0
15:57:56,0.059618931263685226,-0.0878279022872448,0.8743012249469757,-0.12608347460627556,0.06770423287525773,-0.5165619254112244,1413.0,5.5,-11.0,-1007.5,-125.5,68.0,-516.5,-35.363259299999996,149.16522544999998,31878.5,-45.0,41.5,-143.5,AUTO,1500.0
15:57:58,-0.06577511131763458,-0.07883502170443535,0.4525595158338547,-0.019225047901272774,0.02028131950646639,0.0511392280459404,1500.0,-10.5,-17.5,-1010.0,-19.0,21.0,51.0,-35.36325995,149.1652417,34884.0,66.0,62.5,-147.0,AUTO,1500.0
15:58:00,-0.0024565737694501877,0.05956401117146015,0.5776123106479645,0.05833618342876434,0.07396715879440308,0.00987016037106514,1500.0,-28.0,8.0,-1011.5,58.0,74.5,9.5,-35.363239,149.16524545,37905.0,105.5,-33.0,-156.0,AUTO,1500.0
15:58:02,0.12405290454626083,0.07434100657701492,0.5861614942550659,0.03563001984730363,-0.058784013614058495,-0.008381678722798824,1500.0,22.5,5.5,-992.0,35.5,-57.5,-8.5,-35.363239050000004,149.1652359,41028.0,-124.0,-15.0,-142.5,AUTO,1500.0
15:58:04,-0.12358101829886436,-0.09047261625528336,0.5271245241165161,-0.13021846115589142,-0.07183491066098213,-0.027190813794732094,1500.0,24.5,-7.0,-1015.5,-129.5,-70.0,-26.5,-35.3632662,149.1652426,43970.5,-78.5,25.0,-160.0,AUTO,1500.0
15:58:06,-0.015122620854526758,0.010227311169728637,0.6250160038471222,0.07673557847738266,0.04428265802562237,0.03417105134576559,1497.0,-17.0,19.0,-1008.0,77.0,44.5,34.0,-35.363259799999994,149.16523495,47031.5,77.5,-73.5,-151.0,AUTO,1500.0
15:58:08,0.04489119257777929,-0.039052776992321014,0.6108390092849731,-0.17676420509815216,-0.037950001657009125,-0.025139059871435165,1497.0,15.5,-11.5,-946.5,-175.5,-36.0,-24.5,-35.36325955,149.16522765,49647.0,-77.0,55.5,-68.5,AUTO,1500.0
15:58:10,-0.027046977542340755,0.006226051831617951,0.5906625092029572,0.6664174795150757,0.01210231427103281,-0.0032413373701274395,1500.0,-2.0,31.0,-973.5,669.0,13.0,-2.0,-35.3632638,149.1652392,50227.0,12.0,18.0,0.0,AUTO,1500.0
15:58:12,0.030236407183110714,-0.0822877287864685,0.6236120462417603,0.6287835836410522,-0.02431796188466251,0.31564373057335615,1500.0,-12.0,20.5,-1009.0,630.0,-22.5,316.0,-35.3632597,149.16523999999998,49974.0,51.0,22.5,1.5,AUTO,1500.0
15:58:14,0.005152762983925641,-0.0511730182915926,0.7784392237663269,-0.5643406808376312,0.04813615791499615,0.0038096733624115586,1500.0,-36.0,-48.5,-1002.5,-564.5,49.0,4.0,-35.36324245,149.1652596,49954.5,141.0,118.5,-4.0,AUTO,1500.0
15:58:16,0.010964475339278579,-0.03443909157067537,0.7762336730957031,0.3000285439193249,-0.026633810251951218,-0.006074524950236082,1500.0,-36.0,3.0,-996.0,303.0,-25.0,-6.0,-35.3632188,149.1652886,49977.5,135.5,108.0,-1.0,AUTO,1500.0
15:58:18,0.010721319355070591,-0.048993468284606934,1.5647085905075073,0.11395864188671112,0.006558242253959179,0.5296192467212677,1591.0,-42.5,-9.0,-988.5,110.0,7.0,529.5,-35.3631967,149.1653182,49975.5,126.5,132.0,-1.0,AUTO,1500.0
15:58:21,-0.17538467794656754,-0.1058693639934063,2.293503165245056,0.11258733598515391,-0.008168803062289953,-0.008372047217562795,1500.0,-77.5,74.0,-1005.0,111.5,-6.0,-7.0,-35.36315365,149.16539665,49890.0,244.5,369.5,0.5,AUTO,1500.0
15:58:23,-0.13415823131799698,-0.12689074873924255,2.2854214906692505,0.028864090330898762,-0.003996900748461485,-0.006769102881662548,1500.0,-108.0,90.5,-985.0,28.5,-2.0,-5.5,-35.3631005,149.1654988,49926.5,321.0,517.5,-6.0,AUTO,1500.0
15:58:25,-0.09705041721463203,-0.11695937067270279,2.2838046550750732,0.0031593842431902885,-0.003375046537257731,0.0017157705733552575,1500.0,-118.0,99.5,-980.5,2.5,-2.0,2.0,-35.36303835,149.16562295,50009.5,347.0,571.0,-4.5,AUTO,1500.0
15:58:27,-0.09976506233215332,-0.1166265569627285,2.2887717485427856,0.05858141370117664,0.01110605988651514,0.007588937180116773,1500.0,-126.0,114.5,-1002.0,57.5,12.5,8.0,-35.36297465,149.1657509,50013.0,351.0,577.5,2.0,AUTO,1500.0
15:58:29,-0.09128262102603912,-0.11779630184173584,2.2877790927886963,0.01488664373755455,-0.006984719540923834,-0.013613226125016809,1500.0,-120.5,108.5,-989.0,15.0,-5.0,-12.5,-35.362909599999995,149.16588050000001,50017.5,353.5,579.0,0.0,AUTO,1500.0
15:58:31,-0.11305505782365799,-0.09712379053235054,2.481316924095154,-0.1065889447927475,0.0019781640730798244,0.11326753348112106,1536.0,-97.5,124.0,-991.0,-105.5,3.5,113.5,-35.36284485,149.16600925,50012.5,349.0,576.5,0.0,AUTO,1500.0
15:58:33,-0.12805625051259995,-0.07513514161109924,2.6439448595046997,0.1315612494945526,0.030152208171784878,-0.01932868972653523,1500.0,-69.0,144.0,-989.5,131.5,31.5,-19.0,-35.36278055,149.16613745,50004.0,349.0,574.5,1.0,AUTO,1500.0
15:58:35,-0.13272862881422043,-0.07798844575881958,2.6360713243484497,-0.09124372433871031,-0.01263410970568657,-0.003306230530142784,1500.0,-69.5,134.5,-982.5,-90.0,-11.0,-2.5,-35.362716649999996,149.16626465000002,49996.0,356.5,576.5,0.0,AUTO,1500.0
15:58:37,-0.1308360993862152,-0.07568614184856415,2.634629011154175,0.02573733776807785,0.005902242846786976,-0.00016012508422136307,1500.0,-77.0,131.0,-988.0,25.5,7.0,0.5,-35.36265225,149.16639235,50005.5,355.5,577.0,0.5,AUTO,1500.0
15:58:39,-0.12543436512351036,-0.07247583568096161,2.6325082778930664,0.04474916588515043,0.0029274061671458185,-0.004470889922231436,1500.0,-73.5,143.5,-988.5,44.5,4.0,-4.0,-35.362588099999996,149.1665206,50020.5,355.0,571.5,1.0,AUTO,1500.0
15:58:41,-0.12276504933834076,-0.07463904470205307,2.6323717832565308,-0.06809729000087827,-0.00046516722068190575,-0.0023656001139897853,1500.0,-67.5,136.5,-986.0,-67.0,1.5,-1.0,-35.3625237,149.16664825,50023.0,355.5,570.0,0.0,AUTO,1500.0
15:58:43,-0.07688618451356888,-0.015275247395038605,-2.5619120597839355,0.3733820579946041,-0.004683668375946581,0.7384119927883148,1960.0,60.5,144.0,-982.5,376.5,-3.0,739.0,-35.3624624,149.16677049999998,50116.5,304.0,493.0,0.0,AUTO,1500.0
15:58:45,-0.053391341120004654,-0.0007655510562472045,-1.4591018557548523,0.44714195281267166,-0.027821458876132965,-0.15724169462919235,1500.0,99.0,2.0,-1004.0,445.0,-25.5,-156.0,-35.3624165,149.1668634,50056.5,205.5,321.0,4.5,AUTO,1500.0
15:58:47,-0.08788037300109863,-0.1432305872440338,-1.5016636848449707,-0.8258179426193237,-0.0761939212679863,-0.01580342836678028,1500.0,26.0,-52.0,-1018.0,-827.0,-74.0,-14.0,-35.3623904,149.1669113,50017.0,79.0,75.0,2.0,AUTO,1500.0
15:58:49,-0.03279680060222745,-0.19630233943462372,-1.4708833694458008,0.11284689046442509,-0.037705834954977036,0.11554044485092163,1500.0,-38.0,-21.0,-1011.0,113.0,-35.5,117.0,-35.3623852,149.16690095,49967.5,-7.0,-188.5,4.0,AUTO,1500.0
15:58:51,0.05573478527367115,-0.19706977158784866,-1.6578324437141418,0.07468239311128855,-0.014669498428702354,0.019295336212962866,1500.0,-88.5,-52.5,-994.0,74.0,-13.0,20.0,-35.36238915,149.16682945,49935.5,-47.5,-449.0,0.5,AUTO,1500.0
15:58:53,0.04473577439785004,-0.19207093119621277,-1.5219059586524963,0.04821865260601044,0.00678965775296092,0.4306332808919251,1648.5,-120.5,-59.5,-990.5,48.5,8.5,431.5,-35.362397200000004,149.16670975,49935.5,-61.0,-626.0,-3.0,AUTO,1500.0
15:58:55,-0.1200115717947483,-0.0960177555680275,-0.15159612521529198,0.018625663593411446,-0.031546822749078274,0.7175674736499786,1797.0,-83.0,119.5,-988.0,19.5,-30.0,718.5,-35.3624076,149.1665638,50026.0,-57.0,-681.0,-4.0,AUTO,1500.0
15:58:57,-0.16391132771968842,0.011232920922338963,0.5361698269844055,-0.09790636599063873,0.05522499233484268,-0.10071785002946854,1500.0,14.0,149.0,-978.0,-97.0,56.0,-99.0,-35.3624155,149.1664422,50034.0,-49.0,-677.0,4.0,AUTO,1500.0
15:58:59,-0.14817765355110168,0.00412140425760299,0.5031237900257111,0.06889780052006245,0.006703503197059035,-0.0037808804772794247,1500.0,5.5,165.0,-984.0,70.0,7.5,-2.0,-35.3624269,149.1662619,50021.0,-55.5,-686.5,0.0,AUTO,1500.0
15:59:01,-0.1470828726887703,0.006498150993138552,0.49914059042930603,-0.009201586712151766,0.004273319849744439,-0.0028012306429445744,1500.0,5.5,153.0,-985.5,-9.0,6.0,-1.0,-35.3624365,149.166111,50033.5,-57.0,-678.0,2.0,AUTO,1500.0
15:59:03,-0.14900829643011093,0.012572743464261293,0.49717186391353607,0.016620215959846973,-0.012378093786537647,-0.005396452848799527,1500.0,11.0,164.5,-994.0,17.0,-10.5,-3.5,-35.3624459,149.1659615,50031.5,-57.5,-675.0,2.5,AUTO,1500.0
15:59:05,-0.1097983755171299,-0.09157269634306431,-0.2910238387994468,-0.012614885112270713,0.013600045815110207,-0.7563086450099945,1345.0,-94.0,100.0,-979.5,-11.0,15.5,-754.0,-35.362455600000004,149.16581225,50027.0,-65.5,-673.0,2.0,AUTO,1500.0
15:59:07,0.07332650013267994,-0.1398920863866806,-1.585976481437683,0.02620179671794176,0.004565758747048676,-0.2994588389992714,1422.5,-141.0,-67.5,-989.5,26.5,6.0,-297.5,-35.36246585,149.16566369999998,50008.0,-62.5,-674.0,1.5,AUTO,1500.0
15:59:09,0.08404110744595528,-0.13183914124965668,-1.6472018957138062,0.029996491968631744,0.004266203031875193,-0.0035387815441936255,1500.0,-129.5,-83.5,-985.5,30.5,6.0,-2.0,-35.3624752,149.1655139,49995.5,-55.5,-679.0,0.0,AUTO,1500.0
15:59:11,0.07411279156804085,-0.1311359778046608,-1.6477445363998413,-0.06766334734857082,-0.004237435292452574,-0.014228969346731901,1500.0,-131.5,-87.0,-988.0,-66.0,-1.5,-12.5,-35.3624844,149.16536415000002,49997.0,-56.5,-675.5,0.0,AUTO,1500.0
15:59:13,0.08355816826224327,-0.13142769038677216,-1.6482935547828674,0.09402072429656982,0.00310239614918828,-0.004315963422413915,1500.0,-135.0,-76.0,-986.5,94.0,5.5,-2.5,-35.3624944,149.165215,49999.0,-58.0,-675.5,0.0,AUTO,1500.0
15:59:15,0.08394458889961243,-0.13064681738615036,-1.6480792760849,-0.0855118352919817,0.0008473817724734545,0.0015880684368312359,1500.0,-143.5,-75.5,-995.5,-83.5,2.5,3.0,-35.362504799999996,149.1650654,49999.5,-53.0,-675.0,0.0,AUTO,1500.0
15:59:17,0.1364675611257553,-0.03281781170517206,-2.4107073545455933,0.1334853656589985,0.020085031166672707,-0.7877915799617767,1164.0,-34.5,-130.5,-989.5,134.5,22.0,-785.5,-35.36251525,149.16491660000003,50000.5,-50.5,-675.5,-2.5,AUTO,1500.0
15:59:19,-0.020698619075119495,0.0906735397875309,2.5670278072357178,-0.14690323173999786,-0.018299079965800047,-0.331747330725193,1332.0,119.5,-76.0,-989.0,-147.5,-15.5,-330.0,-35.36252535,149.16477625,50098.0,-35.5,-570.0,-0.5,AUTO,1500.0
15:59:21,-0.058907363563776016,0.029109807685017586,2.5159971714019775,0.763034462928772,-0.04538848251104355,0.004080719314515591,1500.0,93.0,-13.0,-1002.0,763.0,-43.0,5.0,-35.3625295,149.1646867,50061.0,-12.0,-405.0,3.0,AUTO,1500.0
15:59:23,-0.07116162031888962,-0.017844531685113907,2.5209124088287354,-0.015337105840444565,-0.008196277543902397,-0.0004971693269908428,1500.0,39.0,-49.0,-1001.0,-118.0,-27.0,-13.0,-35.36253195,149.164617,49980.0,-5.5,-145.0,0.0,AUTO,1500.0
15:59:25,-0.022867642692290246,-0.007204938447102904,2.5210793018341064,-0.0038641691207885742,0.014493114780634642,-0.0004867949173785746,1500.0,2.0,-5.0,-1003.0,-2.5,17.0,1.5,-35.36253325,149.1646027,49966.5,0.0,-17.5,-1.5,AUTO,1500.0
