,A.AUTO1
15:57:17.786,-1
15:57:17.987,-1
15:57:18.189,-1
15:57:18.390,-1
15:57:18.591,-1
15:57:18.792,-1
15:57:18.993,-1
15:57:19.195,-1
15:57:19.396,-1
15:57:19.597,-1
15:57:19.798,-1
15:57:19.999,-1
15:57:20.200,-1
15:57:20.401,-1
15:57:20.602,-1
15:57:20.802,-1
15:57:21.003,-1
15:57:21.206,-1
15:57:21.406,-1
15:57:21.607,-1
15:57:21.808,-1
15:57:22.009,-1
15:57:22.209,-1
15:57:22.410,-1
15:57:22.611,-1
15:57:22.813,-1
15:57:23.015,-1
15:57:23.217,-1
15:57:23.419,-1
15:57:23.620,-1
15:57:23.822,-1
15:57:24.023,-1
15:57:24.224,-1
15:57:24.425,-1
15:57:24.626,-1
15:57:24.826,-1
15:57:25.028,-1
15:57:25.230,-1
15:57:25.431,-1
15:57:25.631,-1
15:57:25.833,-1
15:57:26.034,-1
15:57:26.234,-1
15:57:26.435,-1
15:57:26.636,-1
15:57:26.837,-1
15:57:27.038,-1
15:57:27.239,-1
15:57:27.440,-1
15:57:27.641,-1
15:57:27.841,-1
15:57:28.042,-1
15:57:28.243,-1
15:57:28.444,-1
15:57:28.645,-1
15:57:28.846,-1
15:57:29.048,-1
15:57:29.250,-1
15:57:29.451,-1
15:57:29.652,-1
15:57:29.853,-1
15:57:30.054,-1
15:57:30.255,-1
15:57:30.456,-1
15:57:30.657,-1
15:57:30.857,-1
15:57:31.060,-1
15:57:31.261,-1
15:57:31.463,-1
15:57:31.664,-1
15:57:31.865,-1
15:57:32.066,-1
15:57:32.267,-1
15:57:32.468,-1
15:57:32.670,-1
15:57:32.871,-1
15:57:33.073,-1
15:57:33.274,-1
15:57:33.475,-1
15:57:33.676,-1
15:57:33.877,-1
15:57:34.078,-1
15:57:34.278,-1
15:57:34.479,-1
15:57:34.680,-1
15:57:34.881,-1
15:57:35.083,-1
15:57:35.285,-1
15:57:35.486,-1
15:57:35.687,-1
15:57:35.888,-1
15:57:36.089,-1
15:57:36.290,-1
15:57:36.491,-1
15:57:36.692,-1
15:57:36.893,-1
15:57:37.094,-1
15:57:37.295,-1
15:57:37.496,-1
15:57:37.697,-1
15:57:37.898,-1
15:57:38.099,-1
15:57:38.300,-1
15:57:38.501,-1
15:57:38.701,-1
15:57:38.903,-1
15:57:39.105,-1
15:57:39.307,-1
15:57:39.508,-1
15:57:39.709,-1
15:57:39.910,-1
15:57:40.111,-1
15:57:40.312,-1
15:57:40.513,-1
15:57:40.714,-1
15:57:40.918,-1
15:57:41.120,-1
15:57:41.321,-1
15:57:41.522,-1
15:57:41.725,-1
15:57:41.927,-1
15:57:42.130,-1
15:57:42.331,-1
