,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:34:12.311,0.0,0.0,1.0,-93.0,-0.5,470.0,-1.0,-0.5,-14.0,18.0,6.0,800.0,91.0,0.0,38.0,19.0,3.0,0.235,3.0,3.0,0.12,0.02,1.0,-47.0,-31.0
16:34:18.462,0.0,0.0,1.0,-66.0,-0.5,520.0,-1.0,-0.5,-101.0,15.0,32.0,200.0,131.0,0.0,82.0,47.0,3.0,0.265,3.0,4.0,0.03,0.0,1.0,35.0,-161.0
16:34:24.363,0.0,0.0,1.0,-9.0,-0.5,210.0,-1.0,-0.5,-99.0,2.0,50.0,700.0,221.0,0.0,15.0,25.0,7.0,0.445,3.0,3.0,0.13,0.01,1.0,-133.0,50.0
16:34:33.783,0.0,0.0,1.0,-105.0,-0.5,650.0,-1.0,-0.5,-178.0,10.0,3.0,3900.0,216.0,0.0,1.0,29.0,10.0,0.335,3.0,3.0,0.13,0.01,1.0,-47.0,-166.0
16:34:38.579,0.0,0.0,1.0,-41.0,-0.5,30.0,-1.0,-0.5,-59.0,90.0,19.0,500.0,151.0,0.0,71.0,38.0,6.0,0.235,3.0,5.0,0.06,0.0,1.0,-35.0,-90.0
16:34:44.016,0.0,0.0,1.0,-154.0,-0.5,320.0,-1.0,-0.5,-152.0,37.0,25.0,1400.0,96.0,0.0,38.0,11.0,3.0,0.215,3.0,8.0,0.1,0.01,1.0,67.0,-30.0
16:34:49.433,0.0,0.0,1.0,17.0,-0.5,480.0,-1.0,-0.5,-171.0,28.0,18.0,1700.0,64.0,0.0,10.0,41.0,7.0,0.295,3.0,4.0,0.1,0.02,1.0,162.0,-129.0
16:34:54.393,0.0,0.0,1.0,-153.0,-0.5,320.0,-1.0,-0.5,8.0,6.0,26.0,400.0,40.0,0.0,1.0,98.0,8.0,0.45,3.0,5.0,0.06,0.01,1.0,-121.0,8.0
16:34:59.949,0.0,0.0,1.0,86.0,-0.5,700.0,-1.0,-0.5,-42.0,15.0,18.0,500.0,66.0,0.0,16.0,48.0,4.0,0.41,3.0,3.0,0.03,0.02,1.0,32.0,-84.0
16:35:04.679,0.0,0.0,1.0,37.0,-0.5,470.0,-1.0,-0.5,-87.0,53.0,2.0,600.0,128.0,0.0,82.0,24.0,3.0,0.445,3.0,4.0,0.03,0.0,1.0,-91.0,-87.0
16:35:09.678,0.0,0.0,1.0,-55.0,-0.5,60.0,-1.0,-0.5,-105.0,100.0,38.0,1700.0,161.0,0.0,22.0,39.0,5.0,0.43,3.0,5.0,0.2,0.0,1.0,85.0,-127.0
16:35:14.311,0.0,0.0,1.0,-115.0,-0.5,390.0,-1.0,-0.5,143.0,56.0,19.0,3900.0,243.0,0.0,52.0,8.0,9.0,0.315,3.0,4.0,0.07,0.0,1.0,-99.0,-75.0
16:35:19.951,0.0,0.0,1.0,-95.0,-0.5,10.0,-1.0,-0.5,91.0,75.0,38.0,3300.0,213.0,0.0,6.0,99.0,5.0,0.545,3.0,5.0,0.04,0.01,1.0,-158.0,-152.0
16:35:24.902,0.0,0.0,1.0,-137.0,-0.5,110.0,-1.0,-0.5,-109.0,74.0,32.0,2800.0,174.0,0.0,64.0,31.0,7.0,0.55,3.0,7.0,0.06,0.0,1.0,-97.0,24.0
16:35:30.306,0.0,0.0,1.0,-158.0,-0.5,370.0,-1.0,-0.5,-105.0,1.0,21.0,1600.0,164.0,0.0,64.0,10.0,3.0,0.465,3.0,4.0,0.12,0.0,1.0,50.0,-23.0
16:35:36.179,0.0,0.0,1.0,130.0,-0.5,10.0,-1.0,-0.5,22.0,19.0,86.0,2400.0,181.0,0.0,41.0,6.0,6.0,0.43,3.0,10.0,0.12,0.0,1.0,-121.0,-29.0
16:35:41.640,0.0,0.0,1.0,46.0,-0.5,900.0,-1.0,-0.5,25.0,24.0,4.0,1200.0,69.0,0.0,16.0,57.0,6.0,0.425,3.0,5.0,0.07,0.0,1.0,67.0,-137.0
16:35:47.995,0.0,0.0,1.0,69.0,-0.5,20.0,-1.0,-0.5,-137.0,95.0,8.0,4500.0,128.0,0.0,21.0,31.0,5.0,0.565,3.0,5.0,0.06,0.0,1.0,-71.0,-121.0
