time_stamp,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
14:56:51,1500.0,0.0,2.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.000449506682343781,0.0009443279122933745,0.021431971341371536,0.0002715532900765538,0.0002865167334675789,0.0016597602516412735,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,1500.0
14:57:01,1500.0,0.0,1.5,-1000.0,1.0,0.5,0.5,AUTO,-0.0011615193216130137,0.0011180411675013602,0.01959337294101715,0.00023378586047329009,0.00016786623746156693,0.0014774213777855039,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,1500.0
14:57:03,1500.0,0.0,1.5,-1000.0,0.0,1.0,0.5,AUTO,-0.0006768717139493674,0.001669769175350666,0.019332867115736008,0.0003498148871585727,0.00025996690965257585,0.0013326610787771642,-35.3632621,149.1652374,0.0,0.0,0.0,0.5,1500.0
14:57:05,1500.0,0.0,-0.5,-1014.0,46.5,-6.5,1.5,AUTO,0.025897102430462837,-0.0014491166220977902,0.018894496373832226,0.04639543779194355,-0.007394775049760938,0.002425801591016352,-35.36326205,149.16523755,1540.0,0.5,7.0,-144.5,1500.0
14:57:07,1500.0,3.5,-7.5,-1005.0,-24.0,-14.5,-43.5,AUTO,-0.03651329502463341,0.015458207111805677,-0.07907173410058022,-0.024912158027291298,-0.01555695291608572,-0.043726054951548576,-35.3632609,149.16524525,4603.5,-1.0,32.5,-149.5,1500.0
14:57:09,1500.0,-7.0,11.0,-1002.5,65.0,14.0,2.0,AUTO,-0.008526039673597552,-0.002945823362097144,-0.09344382211565971,0.0648583211004734,0.013607131782919168,0.0026333824498578906,-35.3632613,149.16524055000002,7691.0,-2.0,-59.0,-150.5,1500.0
14:57:11,1914.0,0.0,6.5,-1000.5,23.5,-31.0,730.5,AUTO,0.01862022466957569,-0.04139172472059727,0.9847566783428192,0.022909599356353283,-0.03227952495217323,0.7308189570903778,-35.363260350000004,149.16523,10681.5,15.5,-19.0,-145.5,1500.0
14:57:19,1500.0,-25.0,-5.0,-1007.5,24.0,73.0,-38.5,AUTO,-0.10323169082403183,-0.026421360671520233,2.052080273628235,0.02414890890941024,0.07273677363991737,-0.03891934081912041,-35.3632719,149.1652337,22854.5,-2.5,118.5,-145.0,1500.0
14:57:21,1173.0,-15.0,25.0,-971.5,58.5,96.5,-576.0,AUTO,0.0011477091466076672,0.13391099125146866,1.9029162526130676,0.05792082392144948,0.09586644172668457,-0.5764188915491104,-35.3632587,149.16525675,25884.0,124.0,17.0,-144.0,1500.0
14:57:23,1173.0,28.5,27.0,-1019.5,180.0,-206.5,-315.5,AUTO,0.20472700893878937,0.0485780518501997,1.0515642762184143,0.17936913669109344,-0.2076268270611763,-0.3154607266187668,-35.363246950000004,149.16523495,28761.5,-73.5,-151.0,-140.5,1500.0
14:57:25,1500.0,9.5,-41.5,-1026.5,-288.0,41.5,-119.0,AUTO,-0.0890857893973589,-0.16422270238399506,0.7304184436798096,-0.28936463594436646,0.04116262122988701,-0.11909432336688042,-35.363271,149.16523990000002,31541.0,-44.5,166.0,-139.0,1500.0
14:57:27,1500.0,-28.0,14.0,-1007.5,69.5,78.5,28.5,AUTO,-0.07546423375606537,0.11901506781578064,0.7992071509361267,0.06935412064194679,0.07794125005602837,0.029150678776204586,-35.3632543,149.16525775,34487.0,127.0,-57.5,-150.0,1500.0
14:57:29,1500.0,38.5,31.5,-1008.5,100.0,-122.0,23.5,AUTO,0.12605839222669601,0.10053597390651703,0.8307314515113831,0.09949344396591187,-0.12377888709306717,0.02404247410595417,-35.36325245,149.1652254,37370.5,-138.5,-178.5,-133.5,1500.0
14:57:31,1500.0,25.0,-32.0,-1003.5,-54.5,-50.5,-50.0,AUTO,0.043693918734788895,-0.18878204375505447,0.772667407989502,-0.05600467883050442,-0.05210163630545139,-0.05050893686711788,-35.363286900000006,149.1652183,40259.0,-132.0,128.0,-147.5,1500.0
14:57:33,1271.0,-66.5,-24.5,-1027.5,-271.5,416.5,-423.0,AUTO,-0.27302517741918564,-0.014091254211962223,0.5228308737277985,-0.2729153707623482,0.41570860147476196,-0.4234139621257782,-35.36327675,149.16525755,42899.0,252.5,78.0,-120.0,1500.0
14:57:35,1271.0,-67.0,7.5,-1062.5,211.5,96.5,-711.0,AUTO,-0.07864362373948097,0.14372482150793076,-0.9841167032718658,0.21120213717222214,0.0957297831773758,-0.7117955684661865,-35.36324905,149.1652178,45182.5,-46.5,-256.5,-142.0,1500.0
14:57:37,1500.0,28.5,34.0,-977.5,101.0,-256.5,151.5,AUTO,0.1835961788892746,0.26985909044742584,-1.458958923816681,0.10096810013055801,-0.258466899394989,0.1515938714146614,-35.3632678,149.16520930000001,48119.0,-31.0,228.0,-99.0,1500.0
14:57:39,1500.0,41.0,-26.0,-995.0,-699.0,-201.5,58.0,AUTO,-0.39648014307022095,-0.32239025831222534,-1.4379291534423828,-0.7004478871822357,-0.20375769957900047,0.057913949713110924,-35.363241650000006,149.165264,50210.0,157.5,67.5,-98.5,1500.0
14:57:41,1500.0,-28.5,40.5,-1076.0,782.0,-37.0,6.0,AUTO,0.1892278492450714,0.08767998963594437,-1.5429105162620544,0.781925618648529,-0.03881605248898268,0.004841231275349855,-35.3632596,149.16524264999998,50202.5,-80.0,-77.0,30.5,1500.0
14:57:43,1500.0,-16.0,11.0,-1010.5,85.5,-41.5,-752.0,AUTO,-0.09529442712664604,-0.042527991347014904,-2.1523642539978027,0.08604352176189423,-0.04352154769003391,-0.7531688809394836,-35.3632693,149.1652421,49929.0,-82.5,40.0,-1.5,1500.0
14:57:45,1500.0,-62.0,-27.5,-1006.0,306.0,14.5,-168.5,AUTO,0.06330320797860622,-0.1500968113541603,2.8039859533309937,0.3041924983263016,0.013959697214886546,-0.1693541327258572,-35.3633057,149.16525715,49901.5,-289.5,81.5,-2.5,1500.0
14:57:47,1174.0,-49.5,-110.5,-1004.0,41.5,15.5,-382.5,AUTO,0.15858865529298782,-0.12426302954554558,2.2730377912521362,0.03995242342352867,0.01516210031695664,-0.3834735155105591,-35.363379699999996,149.16528175000002,49866.5,-490.0,131.0,-2.5,1500.0
14:57:49,1174.0,-13.0,-141.0,-1000.5,-34.5,22.5,-375.5,AUTO,0.17137285321950912,-0.03894421085715294,1.898709237575531,-0.03690630244091153,0.022270598681643605,-0.37656815350055695,-35.3634296,149.1652982,49882.0,-567.5,157.0,-9.0,1500.0
14:57:51,1500.0,20.5,-147.0,-989.0,-3.5,10.5,7.0,AUTO,0.1528875082731247,0.020959442481398582,1.7160941362380981,-0.005317839793860912,0.009552807547152042,0.006809706683270633,-35.3635418,149.16533635000002,49977.0,-638.0,179.0,-7.0,1500.0
14:57:53,1500.0,20.5,-149.5,-992.0,9.0,8.0,-4.0,AUTO,0.15492139011621475,0.012728363741189241,1.7196515798568726,0.007230337709188461,0.00675438076723367,-0.0048086512833833694,-35.3636592,149.16537590000002,49997.0,-647.5,183.5,1.0,1500.0
14:57:55,1500.0,11.5,-155.0,-1002.0,-37.0,36.5,7.5,AUTO,0.11752458661794662,0.03303492907434702,1.7227017283439636,-0.03902726713567972,0.03560752980411053,0.006480857729911804,-35.363777549999995,149.16541675,50018.0,-646.0,185.0,-6.5,1500.0
14:57:57,1500.0,22.5,-169.5,-980.0,-720.0,6.5,-11.0,AUTO,0.024005583487451077,0.06762584298849106,1.7239025235176086,-0.7203547060489655,0.005757324630394578,-0.012575965840369463,-35.36388365,149.16545374999998,50111.0,-508.0,142.5,5.5,1500.0
14:57:59,1992.0,-9.5,-98.0,-1002.0,-777.0,-30.0,781.5,AUTO,-0.054033201187849045,0.062161561101675034,2.054495096206665,-0.7792070806026459,-0.031165430264081806,0.7813624441623688,-35.363956,149.165478,50025.0,-278.0,85.0,2.5,1500.0
14:58:01,1992.0,0.5,36.5,-1011.5,-185.5,-18.5,692.0,AUTO,-0.014742156025022268,0.14385878294706345,-2.787437081336975,-0.18892429769039154,-0.019653795548947528,0.6910727322101593,-35.3639784,149.16549795,49971.5,33.5,103.0,2.0,1500.0
14:58:03,1500.0,80.0,28.5,-1004.5,-217.0,3.5,3.5,AUTO,-0.009869224391877651,0.19557376950979233,-2.3968818187713623,-0.2182624191045761,0.0019276139792054892,0.00259357038885355,-35.3639477,149.16553299999998,49912.0,292.0,206.0,0.5,1500.0
14:58:05,1500.0,120.0,71.0,-1007.5,10.5,-36.5,5.0,AUTO,-0.031270778737962246,0.20151909440755844,-2.3952529430389404,0.009053983958438039,-0.03867305815219879,0.004035798599943519,-35.363877849999994,149.16559545,49902.5,475.0,334.0,-2.0,1500.0
14:58:07,1500.0,149.0,65.0,-993.5,-8.5,-35.5,9.0,AUTO,-0.051884280517697334,0.1646227017045021,-2.3947768211364746,-0.010742563754320145,-0.03738674148917198,0.007886673090979457,-35.3637837,149.1656785,49992.0,562.0,388.5,-3.5,1500.0
14:58:09,1500.0,145.5,59.5,-989.5,25.0,4.5,7.5,AUTO,-0.06021929904818535,0.1499248519539833,-2.39465069770813,0.022940315306186676,0.0030126103665679693,0.006437508040107787,-35.363683300000005,149.16576650000002,50035.5,560.5,396.5,3.5,1500.0
14:58:11,1320.0,74.0,136.5,-985.5,16.5,-9.0,-753.0,AUTO,-0.135185107588768,0.07769812270998955,0.0927361249923706,0.014321558177471161,-0.010795914102345705,-0.7553088963031769,-35.36358265,149.16585525,49992.5,564.0,403.0,0.0,1500.0
