time_stamp,RTL_ALT,MODE,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
16:20:43,1500.0,AUTO,1500.0,0.0,1.0,-1000.0,1.0,1.0,1.0,-0.0004860058252234012,0.001144310925155878,0.020995276048779488,0.00031102157663553953,0.0004327132483012974,0.0014321742346510291,-35.3632621,149.1652374,20.0,0.0,0.0,-3.0
16:20:45,1500.0,AUTO,1500.0,0.0,2.0,-1000.0,0.0,1.0,1.0,3.357505556778051e-05,0.0016980250366032124,0.0204180795699358,0.0003198857302777469,0.0002574152313172817,0.0013843303313478827,-35.3632621,149.1652375,18.0,0.0,0.0,-1.0
16:20:47,1500.0,AUTO,1500.0,0.0,0.0,-1009.0,46.0,-6.0,2.0,0.03270494192838669,-0.002366043394431472,0.019991954788565636,0.04556757211685181,-0.0076147704385221004,0.0026765204966068268,-35.363262,149.1652376,1693.0,1.0,10.0,-147.0
16:20:49,1500.0,AUTO,1500.0,3.0,-6.0,-1000.0,-68.0,-5.0,-35.0,-0.037717707455158234,0.00387271074578166,-0.06975600123405457,-0.06881719827651978,-0.006515359040349722,-0.03534060716629028,-35.3632608,149.1652458,4724.0,2.0,32.0,-148.0
16:20:51,1500.0,AUTO,1500.0,-4.0,13.0,-1004.0,70.0,12.0,0.0,-0.002230086363852024,0.009549248032271862,-0.10938606411218643,0.07036077976226807,0.011848073452711105,-0.0004991329042240977,-35.3632615,149.1652392,7788.0,-14.0,-64.0,-149.0
16:20:53,1500.0,AUTO,1618.0,-5.0,-1.0,-986.0,119.0,83.0,297.0,0.035164739936590195,-0.07885735481977463,0.06868389993906021,0.11897362023591995,0.08290078490972519,0.29773709177970886,-35.3632633,149.1652323,10886.0,36.0,0.0,-145.0
16:20:55,1500.0,AUTO,1500.0,-4.0,-7.0,-1016.0,-202.0,250.0,157.0,0.0020157189574092627,0.11975487321615219,1.469490885734558,-0.203367218375206,0.25025710463523865,0.15731573104858398,-35.3632588,149.1652387,13741.0,-24.0,13.0,-143.0
16:20:57,1500.0,AUTO,1500.0,27.0,5.0,-1012.0,-10.0,-104.0,0.0,-0.016438020393252373,-0.03724987804889679,1.4352449178695679,-0.010972078889608383,-0.10499695688486099,0.0008001507958397269,-35.3632658,149.1652216,16693.0,-42.0,-92.0,-151.0
16:20:59,1500.0,AUTO,1500.0,-20.0,-6.0,-995.0,39.0,40.0,9.0,-0.022694498300552368,-0.12386497855186462,1.4404491186141968,0.038306597620248795,0.03957846760749817,0.01042934600263834,-35.363267,149.1652201,19796.0,39.0,97.0,-142.0
16:21:01,1500.0,AUTO,1500.0,-28.0,-7.0,-1014.0,30.0,90.0,-5.0,0.043169982731342316,0.053300514817237854,1.4409345388412476,0.02945244126021862,0.08966601639986038,-0.005043854471296072,-35.3632569,149.1652509,22796.0,41.0,118.0,-158.0
16:21:03,1500.0,AUTO,1500.0,24.0,2.0,-990.0,-214.0,-173.0,59.0,-0.021030088886618614,0.1424238085746765,1.3483009338378906,-0.2151690274477005,-0.17436447739601135,0.059511248022317886,-35.3632593,149.1652549,25915.0,-72.0,-107.0,-133.0
16:21:05,1500.0,AUTO,1354.0,4.0,18.0,-1021.0,78.0,-16.0,-820.0,0.05879678949713707,-0.07972642779350281,0.9720571637153625,0.0774080902338028,-0.01749149151146412,-0.819921612739563,-35.3632627,149.1652285,28880.0,9.0,-61.0,-145.0
16:21:07,1500.0,AUTO,1354.0,13.0,-8.0,-1008.0,-50.0,-18.0,-717.0,-0.023670047521591187,-0.010328873060643673,-0.5168538689613342,-0.05141828954219818,-0.019712459295988083,-0.7170543074607849,-35.3632624,149.1652353,31799.0,-2.0,57.0,-144.0
16:21:09,1500.0,AUTO,1500.0,-22.0,0.0,-1005.0,63.0,72.0,57.0,0.005825069732964039,-0.05919952690601349,-0.9087935090065002,0.06232616677880287,0.07151980698108673,0.057897649705410004,-35.3632605,149.1652343,34804.0,29.0,-86.0,-147.0
