,A.AUTO1
16:20:28.087,-1
16:20:28.288,-1
16:20:28.489,-1
16:20:28.690,-1
16:20:28.890,-1
16:20:29.091,-1
16:20:29.292,-1
16:20:29.493,-1
16:20:29.697,-1
16:20:29.898,-1
16:20:30.100,-1
16:20:30.301,-1
16:20:30.502,-1
16:20:30.703,-1
16:20:30.905,-1
16:20:31.107,-1
16:20:31.309,-1
16:20:31.510,-1
16:20:31.711,-1
16:20:31.912,-1
16:20:32.113,-1
16:20:32.314,-1
16:20:32.515,-1
16:20:32.716,-1
16:20:32.918,-1
16:20:33.119,-1
16:20:33.321,-1
16:20:33.522,-1
16:20:33.723,-1
16:20:33.925,-1
16:20:34.126,-1
16:20:34.327,-1
16:20:34.528,-1
16:20:34.728,-1
16:20:34.929,-1
16:20:35.130,-1
16:20:35.331,-1
16:20:35.532,-1
16:20:35.734,-1
16:20:35.935,-1
16:20:36.136,-1
16:20:36.337,-1
16:20:36.538,-1
16:20:36.739,-1
16:20:36.940,-1
16:20:37.141,-1
16:20:37.342,-1
16:20:37.543,-1
16:20:37.746,-1
16:20:37.947,-1
16:20:38.148,-1
16:20:38.349,-1
16:20:38.550,-1
16:20:38.751,-1
16:20:38.952,-1
16:20:39.153,-1
16:20:39.354,-1
16:20:39.557,-1
16:20:39.760,-1
16:20:39.964,-1
16:20:40.166,-1
16:20:40.368,-1
16:20:40.569,-1
16:20:40.770,-1
16:20:40.971,-1
16:20:41.172,-1
16:20:41.373,-1
16:20:41.575,-1
16:20:41.777,-1
16:20:41.979,-1
16:20:42.180,-1
16:20:42.381,-1
16:20:42.582,-1
16:20:42.783,-1
16:20:42.984,-1
16:20:43.185,-1
16:20:43.388,-1
16:20:43.590,-1
16:20:43.792,-1
16:20:43.993,-1
16:20:44.194,-1
16:20:44.395,-1
16:20:44.596,-1
16:20:44.797,-1
16:20:44.998,-1
16:20:45.199,-1
16:20:45.400,-1
16:20:45.601,-1
16:20:45.802,-1
16:20:46.003,-1
16:20:46.204,-1
16:20:46.405,-1
16:20:46.607,-1
16:20:46.808,-1
16:20:47.009,-1
16:20:47.211,-1
16:20:47.413,-1
16:20:47.614,-1
16:20:47.815,-1
16:20:48.016,-1
16:20:48.217,-1
16:20:48.418,-1
16:20:48.620,-1
16:20:48.820,-1
16:20:49.021,-1
16:20:49.222,-1
16:20:49.425,-1
16:20:49.626,-1
16:20:49.827,-1
16:20:50.029,-1
16:20:50.230,-1
16:20:50.430,-1
16:20:50.631,-1
16:20:50.832,-1
16:20:51.033,-1
16:20:51.234,-1
16:20:51.437,-1
16:20:51.640,-1
16:20:51.841,-1
16:20:52.044,-1
16:20:52.244,-1
16:20:52.458,-1
16:20:52.660,-1
16:20:52.862,-1
16:20:53.064,-1
16:20:53.265,-1
16:20:53.468,-1
16:20:53.674,-1
16:20:53.876,-1
16:20:54.079,-1
16:20:54.280,-1
16:20:54.482,-1
16:20:54.682,-1
16:20:54.883,-1
16:20:55.084,-1
16:20:55.285,-1
16:20:55.488,-1
16:20:55.690,-1
16:20:55.890,-1
16:20:56.092,-1
16:20:56.293,-1
16:20:56.494,-1
16:20:56.695,-1
16:20:56.896,-1
16:20:57.097,-1
16:20:57.299,-1
16:20:57.501,-1
16:20:57.705,-1
16:20:57.908,-1
16:20:58.112,-1
16:20:58.313,-1
16:20:58.515,-1
16:20:58.716,-1
16:20:58.917,-1
16:20:59.118,-1
16:20:59.320,-1
16:20:59.522,-1
16:20:59.723,-1
16:20:59.925,-1
16:21:00.126,-1
16:21:00.328,-1
16:21:00.529,-1
16:21:00.730,-1
16:21:00.931,-1
16:21:01.132,-1
16:21:01.333,-1
16:21:01.534,-1
16:21:01.735,-1
16:21:01.937,-1
16:21:02.139,-1
16:21:02.340,-1
16:21:02.542,-1
16:21:02.744,-1
16:21:02.946,-1
16:21:03.148,-1
16:21:03.350,-1
16:21:03.552,-1
16:21:03.757,-1
16:21:03.960,-1
16:21:04.161,-1
16:21:04.362,-1
16:21:04.564,-1
16:21:04.764,-1
16:21:04.965,-1
16:21:05.166,-1
16:21:05.367,-1
16:21:05.568,-1
16:21:05.770,-1
16:21:05.971,-1
16:21:06.173,-1
16:21:06.375,-1
16:21:06.576,-1
16:21:06.778,-1
16:21:06.979,-1
16:21:07.180,-1
16:21:07.382,-1
16:21:07.583,-1
16:21:07.785,-1
16:21:07.986,-1
16:21:08.188,-1
16:21:08.390,-1
16:21:08.591,-1
16:21:08.793,-1
16:21:08.994,-1
16:21:09.196,-1
16:21:09.398,-1
16:21:09.600,-1
16:21:09.801,-1
16:21:10.002,-1
16:21:10.203,-1
16:21:10.404,-1
16:21:10.605,-1
16:21:10.806,-1
16:21:11.007,-1
16:21:11.208,-1
16:21:11.410,-1
16:21:11.611,-1
16:21:11.812,-1
16:21:12.014,-1
16:21:12.223,-1
16:21:12.424,-1
16:21:12.637,-1
16:21:12.840,-1
16:21:13.042,-1
16:21:13.244,-1
16:21:13.449,-1
16:21:13.651,-1
16:21:13.854,-1
16:21:14.057,-1
16:21:14.262,-1
16:21:14.463,-1
16:21:14.665,-1
16:21:14.866,-1
16:21:15.067,-1
16:21:15.269,-1
16:21:15.471,-1
16:21:15.672,-1
16:21:15.875,-1
16:21:16.078,-1
16:21:16.279,-1
16:21:16.481,-1
16:21:16.682,-1
16:21:16.882,-1
16:21:17.083,-1
16:21:17.285,-1
16:21:17.487,-1
16:21:17.689,-1
16:21:17.890,-1
16:21:18.091,-1
16:21:18.294,-1
16:21:18.496,-1
16:21:18.698,-1
16:21:18.900,-1
16:21:19.103,-1
16:21:19.305,-1
