,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:03:57.803,0.0,0.0,1.0,-119.0,-0.5,380.0,-1.0,-0.5,-142.0,44.0,75.0,800.0,46.0,0.0,93.0,3.0,7.0,0.275,3.0,6.0,0.12,0.0,1.0,24.0,-123.0
16:04:02.549,0.0,0.0,1.0,-171.0,-0.5,250.0,-1.0,-0.5,-84.0,29.0,87.0,1100.0,208.0,0.0,13.0,21.0,6.0,0.18,3.0,5.0,0.13,0.01,1.0,30.0,-138.0
16:04:08.082,0.0,0.0,1.0,-10.0,-0.5,210.0,-1.0,-0.5,-3.0,24.0,6.0,2300.0,191.0,0.0,47.0,99.0,9.0,0.18,3.0,3.0,0.03,0.0,1.0,64.0,0.0
16:04:13.809,0.0,0.0,1.0,172.0,-0.5,150.0,-1.0,-0.5,93.0,61.0,21.0,700.0,36.0,0.0,6.0,86.0,7.0,0.285,3.0,4.0,0.04,0.0,1.0,48.0,-176.0
16:04:18.724,0.0,0.0,1.0,22.0,-0.5,210.0,-1.0,-0.5,-87.0,8.0,25.0,2100.0,91.0,0.0,28.0,8.0,3.0,0.59,3.0,10.0,0.06,0.0,1.0,32.0,-133.0
16:04:23.871,0.0,0.0,1.0,-76.0,-0.5,290.0,-1.0,-0.5,-164.0,4.0,8.0,2600.0,147.0,0.0,57.0,35.0,5.0,0.265,3.0,3.0,0.15,0.0,1.0,172.0,160.0
16:04:28.776,0.0,0.0,1.0,90.0,-0.5,570.0,-1.0,-0.5,-47.0,63.0,6.0,500.0,142.0,0.0,93.0,34.0,6.0,0.47,3.0,8.0,0.04,0.0,1.0,-162.0,-173.0
16:04:34.436,0.0,0.0,1.0,-45.0,-0.5,60.0,-1.0,-0.5,-174.0,13.0,82.0,1000.0,133.0,0.0,80.0,47.0,3.0,0.51,3.0,3.0,0.03,0.01,1.0,-25.0,45.0
16:04:40.652,0.0,0.0,1.0,-175.0,-0.5,110.0,-1.0,-0.5,-123.0,44.0,45.0,3900.0,206.0,0.0,32.0,10.0,7.0,0.245,3.0,7.0,0.07,0.0,1.0,37.0,157.0
16:04:46.113,0.0,0.0,1.0,-103.0,-0.5,370.0,-1.0,-0.5,-138.0,37.0,98.0,600.0,64.0,0.0,65.0,2.0,9.0,0.485,3.0,3.0,0.13,0.01,1.0,-95.0,-164.0
