time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,MODE
10:55:36,-0.0003909896477125585,0.0014111005002632737,0.028338706120848656,0.0002867350704036653,0.00020163421868346632,0.002467006677761674,0.0,1.0,-1000.0,0.0,0.0,0.0,583920.0,-35.3632621,149.1652374,0.0,-1.0,0.0,0.0,STABILIZE
10:55:40,-0.000845719943754375,0.0010644006542861462,0.025572795420885086,0.00021150201791897416,0.0003327433078084141,0.0020498246885836124,0.0,2.0,-1000.0,0.0,0.0,0.0,583940.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE
10:55:42,-0.0009936515125446022,0.0009789756149984896,0.025080924853682518,0.000222444738028571,0.00033068761695176363,0.0018713410827331245,0.0,1.0,-1000.0,0.0,0.0,0.0,583950.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE
10:55:44,-0.001037701906170696,0.0009258365607820451,0.024232596158981323,0.00030154804699122906,0.00021727272542193532,0.0017766173114068806,0.0,1.3333333333333333,-1000.0,0.0,0.3333333333333333,0.0,583950.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE
10:55:46,-0.0009836226624126236,0.0009286529578578969,0.023693629850943882,0.0003429157465385894,0.00025232566986232996,0.0017644500670333703,0.0,1.25,-1000.0,0.0,0.25,0.25,583953.3333333334,-35.3632622,149.1652375,0.0,-1.0,0.3333333333333333,-0.6666666666666666,STABILIZE
10:55:50,-0.0006813791405875236,0.0009534086566418409,0.022508018650114536,0.00023677514400333166,0.00028945173835381866,0.0016569985309615731,0.0,1.0,-1000.0,0.0,0.6666666666666666,0.0,583954.0,-35.3632622,149.1652375,0.0,-1.0,2.0,0.0,STABILIZE
10:55:52,-0.0008689778430076937,0.0009856198448687792,0.022081177060802776,0.0003357880050316453,0.00022621433405826488,0.0015473533033703764,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.0,0.0,583950.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE
10:55:54,-0.0007671841158298776,0.0009976307628676295,0.021554941311478615,0.00030368105217348784,0.00026931180036626756,0.0015295369667001069,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.0,0.16666666666666666,583958.0,-35.3632622,149.1652375,0.0,-1.0,0.0,-1.4,STABILIZE
10:55:56,-0.0006217795889824629,0.0009852494695223868,0.021147931615511577,0.0003043486988948037,0.0002844910874652366,0.001419488457031548,0.0,1.5,-1000.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,583960.0,-35.3632622,149.1652375,1.3333333333333333,-1.0,0.6666666666666666,-1.0,AUTO
10:55:58,-0.00037361506110755727,0.0011209333897568285,0.02073027938604355,0.0003077037011583646,0.0002940734848380089,0.0013785307140400012,0.0,1.1666666666666667,-1000.0,0.3333333333333333,0.5,0.5,583970.0,-35.3632622,149.1652375,12.0,-0.16666666666666666,0.0,-0.6666666666666666,AUTO
