,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
14:04:20.106,1.2,0.1,96.0,2503.0,0.1,0.0,0.0,20.0,50.0,80.0,57.0,32.0,5.0,46.0,60.0,74.0,30.0,74.0,118.0,19.0,10.0,41.0,0.0,1.0,15.0
14:04:24.233,1.4,0.1,36.0,2029.0,0.1,0.0,0.0,40.0,70.0,40.0,48.0,65.0,9.0,104.0,37.0,42.0,15.0,11.0,11.0,31.0,95.0,29.0,0.0,1.0,20.0
14:04:28.299,1.1,0.1,231.0,519.0,0.1,0.0,0.0,40.0,40.0,150.0,61.0,16.0,21.0,58.0,96.0,29.0,7.0,7.0,6.0,49.0,48.0,60.0,0.0,1.0,25.0
14:04:32.332,0.9,0.1,126.0,672.0,0.1,0.0,0.0,70.0,70.0,60.0,81.0,11.0,15.0,8.0,65.0,15.0,115.0,8.0,14.0,15.0,93.0,50.0,0.0,1.0,25.0
14:04:36.300,0.5,0.1,157.0,2142.0,0.1,0.0,0.0,40.0,70.0,160.0,3.0,24.0,9.0,46.0,14.0,67.0,48.0,30.0,56.0,21.0,34.0,17.0,0.0,1.0,25.0
14:04:40.211,0.9,0.1,51.0,3979.0,0.1,0.0,0.0,70.0,80.0,10.0,16.0,34.0,15.0,105.0,14.0,10.0,7.0,4.0,77.0,75.0,69.0,65.0,0.0,1.0,30.0
14:04:44.251,1.8,0.1,56.0,1325.0,0.1,0.0,0.0,40.0,40.0,20.0,44.0,16.0,9.0,25.0,56.0,12.0,15.0,57.0,39.0,61.0,45.0,103.0,0.0,1.0,15.0
14:04:48.220,1.2,0.1,142.0,768.0,0.1,0.0,0.0,20.0,40.0,60.0,24.0,31.0,9.0,31.0,70.0,30.0,85.0,15.0,8.0,15.0,53.0,118.0,0.0,1.0,15.0
14:04:52.225,0.5,0.1,216.0,3259.0,0.1,0.0,0.0,20.0,10.0,40.0,19.0,28.0,30.0,2.0,57.0,73.0,76.0,57.0,5.0,10.0,30.0,17.0,0.0,1.0,25.0
14:04:56.288,0.9,0.1,41.0,2636.0,0.1,0.0,0.0,70.0,10.0,130.0,64.0,1.0,25.0,13.0,63.0,54.0,34.0,46.0,89.0,54.0,10.0,13.0,0.0,1.0,15.0
14:05:00.206,1.3,0.1,86.0,1560.0,0.1,0.0,0.0,20.0,40.0,240.0,34.0,19.0,15.0,52.0,68.0,49.0,34.0,15.0,75.0,6.0,67.0,92.0,0.0,1.0,35.0
14:05:04.183,0.5,0.1,113.0,932.0,0.1,0.0,0.0,70.0,100.0,20.0,6.0,45.0,14.0,82.0,57.0,14.0,38.0,80.0,88.0,62.0,53.0,12.0,0.0,1.0,25.0
14:05:08.186,0.7,0.1,213.0,231.0,0.1,0.0,0.0,10.0,70.0,150.0,2.0,69.0,19.0,46.0,60.0,23.0,14.0,120.0,23.0,17.0,19.0,21.0,0.0,1.0,40.0
