time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,MODE
14:04:04,0.005063283257186413,0.0028057394083589315,-0.15538077056407928,0.0002629801747389138,-0.0012832132633775473,-0.016653514467179775,0.0,0.0,-1000.0,1.0,-0.5,-16.5,1500.0,-35.3632616,149.16523554999998,16982.5,-4.5,5.0,-152.0,AUTO
14:04:06,0.0025580376386642456,0.002885847119614482,-0.1962982714176178,-0.0008007582509890199,0.00154043547809124,-0.021925495006144047,0.0,0.0,-999.5,0.0,2.0,-21.5,1500.0,-35.3632618,149.16523615,20105.0,-2.0,4.0,-152.5,AUTO
14:04:08,0.0028438973240554333,0.0026528193848207593,-0.23714351654052734,-0.0015371356275863945,-0.00026022910606116056,-0.018665087409317493,0.0,0.0,-999.5,-1.0,0.5,-18.0,1500.0,-35.3632619,149.16523654999997,23233.5,-2.0,4.0,-153.0,AUTO
14:04:10,0.004597481223754585,0.004756551934406161,-0.2367231622338295,0.02300888393074274,-0.005874299211427569,0.03171710576862097,0.0,0.0,-1000.5,23.5,-4.5,31.0,1500.0,-35.36326215,149.1652367,26358.0,-5.0,-0.5,-153.0,AUTO
14:04:12,0.002146560000255704,0.0016917572356760502,-0.1890215128660202,-0.004851277335546911,0.0014493652852252126,0.019876623526215553,0.0,-1.0,-1000.0,-3.5,2.0,19.0,1500.0,-35.3632624,149.1652374,29471.5,0.0,7.5,-152.0,AUTO
14:04:14,0.0003190391475982324,0.001155387726612389,-0.15611330419778824,0.004111391492187977,0.00048380414955317974,0.014655254781246185,0.0,0.0,-1000.0,4.5,0.5,14.5,1500.0,-35.3632623,149.16523805,32587.0,0.0,1.0,-153.0,AUTO
14:04:16,0.0014930450706742704,0.0012802155106328428,-0.13150258362293243,-0.0013899204495828599,0.0005114772357046604,0.010583567898720503,0.0,0.0,-999.5,-0.5,1.5,10.5,1500.0,-35.3632622,149.1652379,35708.0,0.0,0.0,-153.0,AUTO
14:04:18,0.0026949519524350762,0.00168928928906098,-0.11281891912221909,0.0017105915467254817,0.0005771458963863552,0.009534012991935015,0.0,0.0,-1000.5,2.5,1.0,9.0,1500.0,-35.3632621,149.1652376,38833.5,0.0,0.0,-153.0,AUTO
14:04:20,0.0019288441981188953,0.0016037262394092977,-0.09868326783180237,0.00018064433243125677,0.001024616591166705,0.005894901929423213,0.0,0.0,-1000.0,1.5,1.5,5.5,1500.0,-35.36326205,149.1652374,41946.5,-1.0,1.0,-153.0,AUTO
14:04:22,0.00203250051708892,0.001205672393552959,-0.08643028885126114,0.000704113976098597,-0.0002769922139123082,0.006058602361008525,0.0,0.0,-1000.5,1.5,0.5,6.0,1500.0,-35.363262,149.1652374,45057.0,-1.0,1.0,-153.0,AUTO
14:04:24,-0.05596034601330757,0.0587567538022995,0.18682293593883514,-0.010357942432165146,-0.08348006755113602,0.4064495712518692,2.5,4.5,-947.0,-9.0,-82.0,406.0,1500.0,-35.36326245,149.16523665,48091.5,-23.5,-23.0,-126.0,AUTO
14:04:26,0.03262407425791025,-0.02355287503451109,0.2842658907175064,-0.08904075808823109,0.043769070878624916,-0.035313934087753296,-2.5,-10.0,-977.5,-88.5,44.5,-34.5,1500.0,-35.363264099999995,149.16523289999998,49719.0,16.5,20.5,-46.0,AUTO
14:04:28,0.0005293074063956738,0.013961945194751024,0.22375424951314926,0.5552285611629486,-0.029287951067090034,-0.01946937758475542,0.5,19.5,-1005.5,557.0,-27.5,-18.5,1500.0,-35.3632611,149.16523840000002,50211.5,4.0,17.0,-11.5,BRAKE
14:04:30,0.004320802254369482,-0.0013389907544478774,0.18172767013311386,-0.13846974074840546,-0.00029711052775382996,-0.018777167424559593,0.0,-23.5,-1001.0,-140.5,0.5,-18.0,1500.0,-35.3632606,149.16524075,50369.0,3.0,6.5,-7.5,BRAKE
14:04:32,-0.006266614538617432,0.0007587306899949908,0.14959031343460083,0.23056326806545258,0.003511478193104267,-0.010575953871011734,-0.5,33.0,-876.0,237.0,4.5,-9.5,1500.0,-35.3632603,149.16524155000002,50385.5,2.0,4.0,31.0,ALT_HOLD
14:04:34,-0.015476558357477188,-0.0009442790760658681,0.1270257979631424,-0.9334999322891235,-0.003235971089452505,-0.013193451799452305,2.5,-62.0,-1207.0,-936.5,-2.0,-12.5,1500.0,-35.36326055,149.16524370000002,47604.5,1.0,6.5,105.0,AUTO
14:04:36,-0.0025853825063677505,-0.006543478928506374,0.10823002085089684,-0.28298184275627136,0.0002565637696534395,-0.003264170605689287,-0.5,-20.0,-1043.5,-283.5,1.5,-2.0,1500.0,-35.363261,149.16524464999998,46997.5,4.5,-7.0,-24.0,AUTO
14:04:38,0.012685541529208422,-0.004155663773417473,0.09537879005074501,-0.021493669599294662,0.001810052723158151,-0.005869500804692507,-1.5,1.5,-1002.0,-20.0,2.0,-5.0,1500.0,-35.3632609,149.1652428,48420.5,5.0,2.5,-108.5,AUTO
14:04:40,0.006958484300412238,0.0019863953930325806,0.08378323167562485,-0.2908065542578697,0.0014269185194279999,-0.00538866245187819,-0.5,-13.0,-954.5,-289.5,1.5,-4.0,1500.0,-35.363260350000004,149.1652423,50045.0,1.5,11.5,-37.5,AUTO
14:04:42,0.02492374647408724,-0.01484099542722106,0.07283492013812065,0.14493070542812347,-0.012346443021669984,-0.0063669419614598155,0.0,22.5,-1013.5,150.5,-11.0,-5.0,1500.0,-35.36325995,149.16524325,50088.0,2.5,18.5,14.5,AUTO
14:04:44,0.06935755722224712,-0.10630705952644348,0.5911469757556915,0.29136333614587784,-0.04394138790667057,0.8490939438343048,-17.0,-21.5,-998.5,290.5,-42.5,849.5,1500.0,-35.36325535,149.16525215000001,49985.0,59.0,95.5,1.5,AUTO
14:04:46,0.02981949131935835,-0.14267548173666,1.0558692812919617,0.2530582845211029,0.17111574858427048,-0.04066094569861889,-67.5,-34.0,-1020.0,254.5,171.5,-39.5,1500.0,-35.36323405,149.16529335,49943.0,185.5,282.5,-1.5,AUTO
14:04:48,0.053840745240449905,-0.04537017270922661,1.0496025085449219,-0.07760905846953392,0.12640341743826866,-0.023798913694918156,-99.5,-61.0,-1009.5,-75.5,127.5,-22.5,1500.0,-35.36319315,149.1653717,49964.5,267.0,402.5,-20.0,AUTO
14:04:50,0.07114243693649769,-0.05125856213271618,1.0631707906723022,0.15199186652898788,0.5386683642864227,0.017261702567338943,-144.0,-66.0,-1130.0,152.5,539.0,18.0,1500.0,-35.3631398,149.16547359999998,49833.5,357.5,529.5,-35.0,BRAKE
14:04:52,0.01701221219263971,0.1415259726345539,1.0528391003608704,-0.7755561470985413,-0.2667190060019493,0.059340327978134155,-36.5,-76.0,-1011.5,-778.5,-265.0,60.0,1500.0,-35.36309785,149.1655578,50142.0,97.5,160.0,17.0,BRAKE
14:04:54,0.007467974675819278,0.00584414426703006,1.051968276500702,-0.47270865738391876,0.015326953958719969,0.0009444108000025153,-20.5,-15.5,-1004.5,-469.0,16.0,2.0,1500.0,-35.3630851,149.1655803,49983.5,57.0,71.0,0.5,ALT_HOLD
14:04:56,0.008681951323524117,-0.0043014835100620985,1.046569585800171,-0.7703645527362823,-0.00048402894753962755,-0.003841424302663654,-17.0,-88.5,-902.5,-778.5,0.5,-2.5,1500.0,-35.363074850000004,149.1655935,48862.0,56.0,47.0,168.5,AUTO
14:04:58,0.014020402450114489,0.0011647092214843724,1.043812096118927,0.7245898246765137,-0.008083079708740115,-0.00764918839558959,-10.0,19.0,-1069.0,724.5,-6.0,-6.0,1500.0,-35.363067400000006,149.165603,46244.5,27.0,25.5,36.5,AUTO
14:05:00,0.004503980278968811,-0.0866604819893837,1.0278274416923523,-0.4374038726091385,-0.0988912433385849,0.002693264279514551,-16.5,-27.5,-1006.0,-435.5,-97.0,3.5,1500.0,-35.3630617,149.1656127,46060.0,48.5,64.0,-1.0,AUTO
14:05:02,0.042470525950193405,-0.18014603853225708,1.0209547281265259,-0.016902893781661987,0.02575077721849084,0.0037939196918159723,-71.0,-44.5,-1012.0,-17.0,27.0,5.0,1500.0,-35.36304115,149.16564970000002,46121.5,181.5,277.5,-6.0,AUTO
14:05:04,0.06775995343923569,-0.19757941365242004,1.0145560503005981,0.02284955605864525,0.03426661714911461,0.0018654558807611465,-94.5,-54.0,-1005.0,24.5,36.0,2.0,1500.0,-35.3629974,149.16573275,46345.0,292.5,464.5,-12.0,AUTO
14:05:06,0.08172206208109856,-0.05681544495746493,1.0174105763435364,0.008671859512105584,0.3507325351238251,-0.019665876869112253,-135.5,-79.5,-1046.5,9.5,352.0,-18.0,1500.0,-35.36293755,149.1658487,46821.5,342.0,551.0,-38.0,AUTO
14:05:08,0.05371712148189545,0.032388921827077866,1.0193787813186646,-0.5586964190006256,-0.016348904580809176,0.04389944486320019,-74.0,-81.5,-1001.0,-561.0,-14.5,44.5,1500.0,-35.362889499999994,149.16594495,47238.0,192.5,324.5,7.0,AUTO
14:05:10,0.021427481435239315,-0.1000380590558052,1.0161916017532349,-0.36254845932126045,-0.26500020176172256,-0.010641271248459816,-48.5,-32.0,-1004.0,-359.0,-262.5,-10.0,1500.0,-35.36286295,149.16599889999998,47228.5,116.0,192.5,2.5,BRAKE
14:05:12,0.020833462476730347,0.0890347771346569,1.025359332561493,-0.6024582982063293,-0.07786595448851585,0.019319592509418726,-18.0,-49.5,-992.5,-603.5,-75.5,19.5,1500.0,-35.362841149999994,149.1660412,47379.5,42.5,81.5,1.0,BRAKE
14:05:14,-0.004002134024631232,0.014200600329786539,1.0235873460769653,-0.6116216778755188,-0.011840979102998972,0.0033086207695305347,-2.5,-29.0,-1003.0,-610.5,-9.0,4.0,1500.0,-35.36283765,149.16604975,47367.0,4.5,15.5,0.5,ALT_HOLD
14:05:16,4.644645377993584e-05,-0.002400979748927057,1.020826280117035,-1.3685492277145386,0.0009532063268125057,-0.01000215788371861,-4.0,-103.5,-909.5,-1375.0,3.0,-8.5,1500.0,-35.36283575,149.16605275,46262.0,12.5,13.0,167.0,AUTO
14:05:18,-0.030959204770624638,-0.00886535132303834,1.0237457156181335,-0.7207757830619812,0.0054186019115149975,-0.006533993408083916,-2.5,-47.5,-1054.5,-721.5,7.5,-5.0,1500.0,-35.3628345,149.16605859999999,43611.5,24.5,20.5,27.5,AUTO
14:05:20,-0.03699693363159895,-0.10749643296003342,1.014137089252472,-0.09294943511486053,-0.09391764178872108,-0.02754552662372589,-19.5,-7.0,-1003.0,-90.0,-91.0,-26.5,1500.0,-35.36283135,149.16607075,43511.5,89.5,60.5,-6.0,AUTO
14:05:22,0.0421078409999609,-0.18390851467847824,1.0061842799186707,-0.010514810681343079,0.007800020277500153,-0.017987508792430162,-73.0,-34.5,-1014.5,-10.0,10.0,-17.5,1500.0,-35.36280735,149.1661108,43774.0,227.5,275.5,-21.0,AUTO
14:05:24,0.08074943721294403,-0.17521299421787262,0.9770314991474152,-0.012104566441848874,0.052138243801891804,-0.07308979332447052,-108.0,-66.5,-1007.5,-12.0,54.0,-72.5,1500.0,-35.36275945,149.16619595,44396.5,315.0,469.5,-40.5,AUTO
14:05:26,0.08008966967463493,0.04682072624564171,1.016629695892334,-0.05254716984927654,-0.005167047493159771,-0.00420077727176249,-87.0,-70.5,-942.5,-52.5,-2.5,-4.0,1500.0,-35.36270395,149.16630270000002,45593.0,243.5,413.5,-44.0,AUTO
14:05:28,0.02637118473649025,0.06135798431932926,1.0124065279960632,-0.5153238475322723,0.023393944837152958,0.026858754456043243,-49.0,-69.0,-1004.0,-518.0,25.5,27.0,1500.0,-35.362670699999995,149.16637405,45947.0,139.5,220.0,-8.0,AUTO
14:05:30,0.007483659312129021,-0.06654608063399792,1.009947121143341,-0.26017069071531296,-0.2729373872280121,-0.02523855771869421,-17.5,-8.0,-996.5,-258.5,-269.5,-24.0,1500.0,-35.3626555,149.166403,46066.0,49.5,76.5,-0.5,AUTO
14:05:32,0.07094940915703773,-0.15119680017232895,0.9991635978221893,-0.03182394057512283,0.027068851981312037,-0.0022038479801267385,-73.5,-46.0,-1016.0,-31.5,29.0,-1.0,1500.0,-35.362631300000004,149.1664435,46251.0,198.0,308.0,-25.5,AUTO
14:05:34,0.08038724213838577,0.2044530287384987,1.029373586177826,-0.058515612967312336,0.4124131351709366,0.012136896140873432,-84.5,-62.0,-1027.5,-58.5,414.5,13.0,1500.0,-35.36258775,149.16652445,47007.5,203.0,358.5,-66.5,BRAKE
14:05:36,-0.01683647930622101,0.03525789361447096,1.0334908366203308,-0.33639309369027615,-0.05842925049364567,-0.0024040577118285,-12.5,-11.0,-1015.5,-333.5,-55.5,-0.5,1500.0,-35.36257215,149.1665638,47237.5,24.5,66.5,3.0,BRAKE
14:05:38,0.015052900649607182,-0.004886872135102749,1.033337950706482,0.8940070569515228,-0.00013516366016119719,0.0018913280800916255,-9.0,20.0,-858.5,892.5,2.0,3.0,1500.0,-35.36256755,149.16657305,47193.0,29.0,27.5,39.5,ALT_HOLD
14:05:40,-0.0016351636731997132,0.004189693136140704,1.0331876277923584,-0.7351256012916565,-0.042626721784472466,-0.026941477553918958,-9.0,-4.0,-1142.0,-728.5,-39.5,-25.0,1500.0,-35.3625617,149.1665779,44322.5,20.5,18.0,127.5,AUTO
14:05:42,-0.012141190003603697,-0.02056846395134926,1.0257890820503235,-0.5477871000766754,-0.04103213548660278,-0.03833579085767269,-7.5,-34.5,-1020.5,-548.5,-37.5,-36.5,1500.0,-35.36255875,149.16658545,43482.0,28.5,33.5,-4.0,AUTO
14:05:44,0.014939389657229185,-0.17659328132867813,1.0125560760498047,-0.0681375190615654,-0.045901005156338215,0.007413386483676732,-41.0,-34.0,-1027.5,-69.0,-42.5,9.0,1500.0,-35.36254865,149.1666057,43820.0,128.5,166.0,-31.5,AUTO
14:05:46,0.053565241396427155,0.0278205843642354,1.0124523639678955,0.04027241840958595,0.07102878601290286,-0.003858429758111015,-68.5,-44.5,-990.5,40.0,73.5,-2.5,1500.0,-35.362517249999996,149.16666329999998,44996.0,185.0,271.5,-79.5,AUTO
14:05:48,0.01942319143563509,0.029801523312926292,1.0127732157707214,-0.41438642889261246,0.005868757842108607,0.018953390419483185,-38.0,-54.5,-985.0,-417.0,8.0,20.0,1500.0,-35.362492849999995,149.16671315000002,46110.5,104.5,163.0,-31.0,AUTO
14:05:50,0.011725625954568386,0.06829419732093811,1.0132725238800049,0.35721984319388866,0.021451767534017563,0.0006272107129916549,-13.0,18.0,-988.5,359.5,24.0,2.0,1500.0,-35.3624807,149.16673775,46508.5,33.0,49.0,-5.0,AUTO
14:05:52,0.012718503829091787,-0.14577776938676834,1.0113811492919922,0.21553821489214897,-0.06307834456674755,0.003039572387933731,-18.5,-10.5,-1024.5,213.0,-60.0,5.0,1500.0,-35.3624774,149.1667433,46513.5,46.5,67.5,-5.5,AUTO
14:05:54,0.06269334629178047,-0.051317932084202766,1.0077311396598816,0.03377626836299896,0.18782396614551544,-0.007505448069423437,-46.0,-33.0,-1014.0,32.5,190.0,-4.5,1500.0,-35.3624581,149.1667736,47039.5,109.5,198.0,-43.0,AUTO
14:05:56,0.023651043884456158,0.07117778435349464,1.0129765272140503,0.3722684234380722,-0.05469251051545143,-0.0004876692546531558,-5.5,-2.0,-980.0,371.0,-51.5,2.0,1500.0,-35.362444249999996,149.16680250000002,47756.5,-3.5,53.5,-10.5,AUTO
14:05:58,-0.011192770209163427,-0.10212941467761993,1.0117517709732056,-0.5785947442054749,-0.13043244183063507,0.00023128977045416832,-6.5,-29.5,-1014.0,-578.5,-127.0,2.5,1500.0,-35.362445050000005,149.1668066,47774.5,12.5,30.5,0.0,BRAKE
14:06:00,0.024618327617645264,0.04009772464632988,1.0149611234664917,0.47258639335632324,-0.010355541948229074,-0.0006009361241012812,-6.0,7.5,-999.5,472.5,-7.0,1.0,1500.0,-35.36243805,149.16681835,47897.0,9.0,31.0,-4.0,BRAKE
14:06:02,-0.012665092013776302,0.011235660873353481,1.0139888525009155,-0.5696725696325302,-0.012451454065740108,-0.00048357679042965174,1.0,-19.5,-995.5,-568.5,-9.0,1.5,1500.0,-35.36243825,149.1668211,47935.0,-4.0,-4.5,-1.0,ALT_HOLD
14:06:04,0.035129161551594734,-7.547255336248782e-05,1.0129625797271729,1.6082091331481934,0.00829161680303514,0.01480207359418273,0.0,33.5,-959.0,1604.0,10.5,17.0,1500.0,-35.3624389,149.166821,46663.0,-0.5,0.5,172.5,AUTO
14:06:06,-0.006610653828829527,-0.006262496113777161,1.0138804912567139,0.6543956100940704,0.010007624514400959,-0.0005849003791809082,-0.5,15.0,-1069.0,654.0,12.5,1.5,1500.0,-35.3624393,149.16682355,44221.5,12.0,15.0,21.5,AUTO
14:06:08,-0.01957906736060977,-0.054263850674033165,0.9949145019054413,-0.20929618924856186,-0.05719927325844765,-0.04235285613685846,-9.5,-12.0,-1028.5,-208.0,-53.5,-40.0,1500.0,-35.36243760000001,149.1668301,44342.5,48.0,28.5,-29.0,AUTO
14:06:10,0.010065389797091484,0.02173746284097433,0.9899360239505768,-0.045682258903980255,0.0030952731613069773,-0.0030823959968984127,-19.0,-7.5,-986.5,-44.5,5.5,-1.0,1500.0,-35.362428050000005,149.1668451,45303.5,61.5,56.0,-52.5,AUTO
14:06:12,0.0004940580110996962,0.022000113502144814,0.9903477728366852,-0.20417749136686325,0.007121100788936019,0.005884666810743511,-6.5,-2.0,-979.5,-202.5,9.5,8.0,1500.0,-35.362421999999995,149.16685495000002,46043.5,21.5,20.0,-17.0,AUTO
14:06:14,0.009375702124089003,-0.014981057960540056,0.9898891746997833,0.20909831672906876,-0.05307929776608944,0.010958752129226923,-2.0,-6.0,-1009.0,205.5,-49.5,13.0,1500.0,-35.3624206,149.16685675000002,46110.5,4.0,2.5,3.0,AUTO
14:06:16,0.027187579311430454,-0.017697155941277742,0.9898480772972107,0.2556617483496666,0.08089528605341911,0.0015843914588913321,-19.0,5.5,-1016.5,256.5,83.5,4.0,1500.0,-35.362415049999996,149.16686395,46426.0,36.0,65.0,-36.0,AUTO
14:06:18,0.010434295982122421,0.037624699994921684,0.990469753742218,-0.09802505373954773,-0.050814712420105934,-0.004536987165920436,2.0,10.5,-974.0,-95.0,-47.0,-1.5,1500.0,-35.362410249999996,149.16687155,46997.0,-21.5,4.5,-5.0,AUTO
14:06:20,0.01705403719097376,-0.062191788107156754,0.9899657964706421,0.24371081218123436,-0.009608367457985878,-0.0009828086476773024,-7.0,0.0,-1027.0,242.5,-6.0,1.5,1500.0,-35.36241075,149.16687205,47011.0,5.0,34.5,-9.5,AUTO
14:06:22,0.03945108689367771,0.05979807674884796,0.9901916682720184,0.46962159872055054,0.04996708407998085,0.0009183711372315884,-8.0,14.0,-982.5,470.5,52.5,3.5,1500.0,-35.36240405,149.1668818,47542.5,1.5,40.0,-25.0,BRAKE
14:06:24,0.013453864958137274,-0.004476029891520739,0.9896723031997681,-0.4465344771742821,-0.004947266774252057,-0.0003137837629765272,0.5,-10.0,-996.0,-444.0,-1.0,2.0,1500.0,-35.36240385,149.1668825,47767.0,-24.0,10.5,-4.0,BRAKE
14:06:26,0.020092925988137722,0.005046660080552101,0.9889989495277405,0.2020200714468956,0.006183628458529711,-0.002883768640458584,-0.5,-11.5,-998.5,201.0,9.0,0.0,1500.0,-35.36240415,149.16688375,47833.5,-18.0,17.5,-1.0,ALT_HOLD
14:06:28,-0.004480544535908848,0.0005622438911814243,0.988568514585495,0.6152964755892754,-0.002304598572663963,-0.004207503283396363,-1.5,77.0,-934.5,627.0,1.5,-1.5,1500.0,-35.362404350000006,149.16688614999998,46578.5,-2.5,12.5,172.0,AUTO
14:06:30,-0.010626125615090132,0.0001757040445227176,0.9892973005771637,-0.014049142599105835,0.0036314682802185416,0.0012525676283985376,-1.5,14.0,-1063.5,-9.0,6.5,3.5,1500.0,-35.3624041,149.1668891,44171.5,6.5,9.5,16.5,AUTO
14:06:32,-0.0036577516730176285,0.006147082662209868,0.989638477563858,-0.3530753552913666,0.0018097574356943369,-0.0010277334367856383,-1.0,-23.5,-998.5,-353.5,5.0,1.5,1500.0,-35.36240295,149.16689150000002,44375.0,11.0,3.5,-22.0,AUTO
14:06:34,0.0002499952679499984,0.010161968879401684,0.9890718162059784,0.5669070035219193,-0.009286020416766405,0.0011404469842091203,0.0,18.0,-997.5,567.0,-6.0,3.5,1500.0,-35.3624027,149.1668929,44656.5,5.0,-6.0,-1.5,AUTO
14:06:36,-0.004957562661729753,-0.01396805327385664,0.9892055094242096,-0.3166663907468319,0.0030721169896423817,0.001969309407286346,-5.0,-7.0,-1020.0,-313.5,6.5,4.5,1500.0,-35.36240185,149.16689365,44778.5,16.5,9.0,-20.5,AUTO
14:06:38,0.010590977501124144,0.02339655440300703,0.9891310036182404,-0.4294959157705307,-0.001015848945826292,0.0032388370018452406,-3.0,-24.5,-971.0,-429.5,2.5,5.5,1500.0,-35.36239865,149.166897,45429.0,5.0,7.5,-24.0,AUTO
14:06:40,0.016919171437621117,-0.0046182762598618865,0.9886200726032257,0.5002070516347885,-0.020483207888901234,-0.000993669731542468,-0.5,28.5,-1008.0,504.0,-16.0,1.5,1500.0,-35.362397849999994,149.1668968,45557.0,-9.5,3.0,2.5,AUTO
14:06:42,0.012146205641329288,-0.001719459774903953,0.9889626502990723,-0.3262292295694351,0.03698490373790264,0.0015699050854891539,-6.5,-16.5,-1010.0,-324.0,40.0,4.0,1500.0,-35.362395899999996,149.16689965,45924.0,3.5,30.5,-39.5,BRAKE
14:06:44,0.009777641855180264,0.007167004747316241,0.989767849445343,-0.23404435440897942,-0.009510399773716927,0.001937440480105579,-0.5,-24.0,-985.5,-235.0,-5.0,4.5,1500.0,-35.36239435,149.16690315,46526.5,-10.5,11.5,-13.5,BRAKE
14:06:46,0.0002735620364546776,0.0052994859870523214,0.9888744056224823,0.22426681220531464,-0.0007367449579760432,0.0037071460392326117,0.0,20.0,-1000.0,229.0,2.5,6.5,1500.0,-35.362395,149.16690495,46683.5,-5.0,4.5,-4.0,ALT_HOLD
14:06:48,-0.016398027073591948,0.0006282187241595238,0.9873048961162567,-1.9691060185432434,-0.0040448568761348724,0.004290395649150014,-1.5,-83.0,-939.0,-1970.0,0.0,7.5,1500.0,-35.36239475,149.1669054,45472.0,3.0,1.0,171.5,AUTO
14:06:50,0.012286589480936527,-0.0009987588236981537,0.9890867471694946,-0.6152265667915344,0.006783026736229658,0.00295303703751415,-3.0,-34.5,-1060.5,-615.5,10.0,5.5,1500.0,-35.36239315,149.16690534999998,43083.0,-0.5,7.5,14.0,AUTO
14:06:52,0.01998364832252264,0.007354118162766099,0.9895477890968323,0.4405200481414795,0.0031233798945322633,0.0013186734868213534,-0.5,20.5,-1001.0,444.0,6.5,4.0,1500.0,-35.3623917,149.16690625,43318.5,-11.0,10.5,-22.0,AUTO
14:06:54,-0.0024439290732090058,0.008965418208390474,0.9893495440483093,-0.5245209038257599,-0.0019163265824317932,-0.002128861262463033,1.0,-17.5,-987.5,-520.5,1.5,1.0,1500.0,-35.36239205,149.16690715,43588.5,-12.0,4.0,-1.0,AUTO
14:06:56,0.007978586480021477,-0.003649743739515543,0.9895855486392975,0.4488266855478287,0.004403797094710171,-0.002212463994510472,-0.5,14.0,-1025.0,451.5,7.5,0.5,1500.0,-35.3623926,149.166908,43695.0,-1.0,7.0,-21.5,AUTO
14:06:58,0.000245880801230669,0.01249275403097272,0.9889549016952515,0.13884427398443222,0.011709599290043116,0.0029151546768844128,-1.0,7.5,-980.5,143.0,15.5,5.5,1500.0,-35.362391849999995,149.16691035,44449.0,3.5,5.5,-36.5,BRAKE
14:07:00,-0.010124970227479935,0.004773854510858655,0.9892400205135345,-0.37858954817056656,-0.004044687724672258,0.0003405367024242878,0.5,-9.5,-993.0,-374.5,0.0,3.0,1500.0,-35.3623919,149.1669112,44848.0,1.5,-3.0,-7.5,BRAKE
14:07:02,-0.0017700062599033117,0.003084206604398787,0.9888732731342316,-0.33234368823468685,-0.0009364254074171185,0.0007748814532533288,0.0,-27.0,-999.0,-332.0,2.5,3.5,1500.0,-35.362391849999995,149.16691135000002,44955.0,5.0,-4.0,-1.5,ALT_HOLD
14:07:04,0.014413476921617985,0.00039271563582587987,0.9883306324481964,1.596942663192749,0.0035676455590873957,0.00014984817244112492,-1.0,99.5,-962.0,1607.5,7.0,3.0,1500.0,-35.362391,149.1669112,43722.0,4.5,-0.5,171.0,AUTO
14:07:06,-0.0027879783883690834,0.005514598451554775,0.988947331905365,0.6061689853668213,0.0024575714487582445,0.0005556385731324553,1.0,23.0,-1065.0,609.5,6.0,3.0,1500.0,-35.36239115,149.16691265,41336.0,5.5,0.0,15.5,AUTO
14:07:08,-0.011322910198941827,0.00400644913315773,0.9889687299728394,0.07037445902824402,-0.0030297276098281145,0.0018137970473617315,-0.5,14.0,-998.0,75.0,1.0,4.5,1500.0,-35.3623914,149.1669137,41580.0,12.0,-7.5,-20.5,AUTO
