time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,MODE
17:25:27,0.00026377072208561003,0.0015349923633038998,0.027178180404007435,0.0002398719370830804,0.0003330139734316617,0.002344314125366509,583965.0,-35.3632621,149.1652374,0.0,-0.5,1.5,2.0,STABILIZE
